"time","target.protein","efflux.DNA","efflux.mRNA","efflux.protein","drug","target.dimer","efflux.dimer","alive","generation","volume","target.protein.concentration","efflux.mRNA.concentration","efflux.protein.concentration","drug.concentration","target.dimer.concentration","efflux.dimer.concentration","fraction.bound.targets"
19.5628040791037,396,0,0,0,0,0,0,1,"1",4.25593980250348,93.0464288444729,0,0,0,0,0,0
19.6184447315224,397,0,0,0,0,0,0,1,"1",4.26324114796633,93.1216382609224,0,0,0,0,0,0
19.7675837528907,398,0,0,0,0,0,0,1,"1",4.28287349338675,92.9282643100615,0,0,0,0,0,0
19.7912005135145,399,0,0,0,0,0,0,1,"1",4.28599063485189,93.0939971626392,0,0,0,0,0,0
19.8350907178549,400,0,0,0,0,0,0,1,"1",4.29178966548001,93.2012123560726,0,0,0,0,0,0
19.8714651696575,401,0,0,0,0,0,0,1,"1",4.2966016163112,93.3295743495702,0,0,0,0,0,0
19.9259897079111,402,0,0,0,0,0,0,1,"1",4.30382473619152,93.405290559237,0,0,0,0,0,0
19.9794916624141,403,0,0,0,0,0,0,1,"1",4.31092419300071,93.4834346320256,0,0,0,0,0,0
20.1718442339874,404,0,0,0,0,0,0,1,"1",4.33654534861589,93.1617145728561,0,0,0,0,0,0
20.1995227352394,405,0,0,0,0,0,0,1,"1",4.34024460622089,93.3127131635649,0,0,0,0,0,0
20.2320812225843,406,0,0,0,0,0,0,1,"1",4.34460011795915,93.4493368726225,0,0,0,0,0,0
20.453722603387,407,0,0,0,0,0,0,1,"1",4.37436657362404,93.0420423505596,0,0,0,0,0,0
20.4976552756156,408,0,0,0,0,0,0,1,"1",4.38029090933775,93.1444984921526,0,0,0,0,0,0
20.5795264784829,409,0,0,0,0,0,0,1,"1",4.39135268548403,93.1375886414185,0,0,0,0,0,0
21.259324836306,410,0,0,0,0,0,0,1,"1",4.48428716210027,91.4303623249613,0,0,0,0,0,0
21.5043273913058,411,0,0,0,0,0,0,1,"1",4.51826118391331,90.9641969046219,0,0,0,0,0,0
21.7402466685004,412,0,0,0,0,0,0,1,"1",4.55121888079156,90.5252001258055,0,0,0,0,0,0
21.8822858744756,413,0,0,0,0,0,0,1,"1",4.57117745103494,90.3487130884613,0,0,0,0,0,0
21.9846906201477,414,0,0,0,0,0,0,1,"1",4.58562108019182,90.2822088349877,0,0,0,0,0,0
22.3819197086864,415,0,0,0,0,0,0,1,"1",4.64208124580637,89.3995555064678,0,0,0,0,0,0
22.5,415,0,0,0,0,0,0,1,"1",4.65899824155546,89.0749423982284,0,0,0,0,0,0
22.5,214,0,0,0,0,0,0,1,"2",2.32949912077773,91.8652417986548,0,0,0,0,0,0
22.5814780355209,215,0,0,0,0,0,0,1,"2",2.33535363963283,92.0631446780809,0,0,0,0,0,0
22.5862560791244,216,0,0,0,0,0,0,1,"2",2.33569741730743,92.4777320895456,0,0,0,0,0,0
22.5920436381146,217,0,0,0,0,0,0,1,"2",2.33611389684721,92.8893065928252,0,0,0,0,0,0
22.8111130797153,218,0,0,0,0,0,0,1,"2",2.3519331165766,92.6897106314459,0,0,0,0,0,0
22.9074195485105,219,0,0,0,0,0,0,1,"2",2.35892135600372,92.8390424897465,0,0,0,0,0,0
23.1022468314869,220,0,0,0,0,0,0,1,"2",2.3731220686304,92.7048814336672,0,0,0,0,0,0
23.1056241277603,221,0,0,0,0,0,0,1,"2",2.37336898778113,93.1165786431773,0,0,0,0,0,0
23.1881373257899,222,0,0,0,0,0,0,1,"2",2.37940963842601,93.30045420294,0,0,0,0,0,0
23.5686652249769,223,0,0,0,0,0,0,1,"2",2.40746699245329,92.6284766100804,0,0,0,0,0,0
23.7931776910807,224,0,0,0,0,0,0,1,"2",2.42417584009367,92.4025379245365,0,0,0,0,0,0
23.9133871109954,225,0,0,0,0,0,0,1,"2",2.43316977952901,92.4719688256006,0,0,0,0,0,0
23.9925421366792,226,0,0,0,0,0,0,1,"2",2.43911028596063,92.6567368851019,0,0,0,0,0,0
24.0347299195744,227,0,0,0,0,0,0,1,"2",2.44228236011282,92.9458459461311,0,0,0,0,0,0
24.1299091634266,228,0,0,0,0,0,0,1,"2",2.44945399098808,93.0819688138039,0,0,0,0,0,0
24.1541983066699,229,0,0,0,0,0,0,1,"2",2.45128751633924,93.4202938144071,0,0,0,0,0,0
24.2040156405746,230,0,0,0,0,0,0,1,"2",2.45505239493579,93.6843549548828,0,0,0,0,0,0
24.3322721429941,231,0,0,0,0,0,0,1,"2",2.46477183759611,93.7206424044891,0,0,0,0,0,0
24.3749042585582,232,0,0,0,0,0,0,1,"2",2.46801106748915,94.0028199452231,0,0,0,0,0,0
24.3754070018982,233,0,0,0,0,0,0,1,"2",2.46804929180623,94.406542354541,0,0,0,0,0,0
24.3765683309367,234,0,0,0,0,0,0,1,"2",2.46813759162788,94.808328674117,0,0,0,0,0,0
24.4826674440728,235,0,0,0,0,0,0,1,"2",2.47621801307348,94.9027907717697,0,0,0,0,0,0
24.5554205656344,236,0,0,0,0,0,0,1,"2",2.48177411533427,95.0932635415183,0,0,0,0,0,0
24.5815175373843,237,0,0,0,0,0,0,1,"2",2.48377015835684,95.4194570711764,0,0,0,0,0,0
24.669069607672,238,0,0,0,0,0,0,1,"2",2.49047836734058,95.5639700071534,0,0,0,0,0,0
24.7463397557306,239,0,0,0,0,0,0,1,"2",2.49641382848865,95.7373321973196,0,0,0,0,0,0
25.0399278034158,240,0,0,0,0,0,0,1,"2",2.51909488848015,95.2723143131777,0,0,0,0,0,0
25.1668499410075,241,0,0,0,0,0,0,1,"2",2.52896391183471,95.2959426871217,0,0,0,0,0,0
25.1887462833511,242,0,0,0,0,0,0,1,"2",2.53067040139017,95.6268346391779,0,0,0,0,0,0
25.2855019169119,243,0,0,0,0,0,0,1,"2",2.53822484010888,95.7361996305954,0,0,0,0,0,0
25.3292059797634,244,0,0,0,0,0,0,1,"2",2.54164453404706,96.0008359672072,0,0,0,0,0,0
25.4497232320295,245,0,0,0,0,0,0,1,"2",2.55109848689939,96.0370606066932,0,0,0,0,0,0
25.4956663296354,246,0,0,0,0,0,0,1,"2",2.55471173527733,96.2926644924561,0,0,0,0,0,0
25.5155961700192,247,0,0,0,0,0,0,1,"2",2.55628073185027,96.6247552244461,0,0,0,0,0,0
25.5646118783068,248,0,0,0,0,0,0,1,"2",2.56014364288935,96.8695645999418,0,0,0,0,0,0
25.5850419765035,249,0,0,0,0,0,0,1,"2",2.5617554549664,97.1989732732963,0,0,0,0,0,0
25.6100426294192,250,0,0,0,0,0,0,1,"2",2.56372923711787,97.5141978257612,0,0,0,0,0,0
