"time","target.protein","efflux.DNA","efflux.mRNA","efflux.protein","drug","target.dimer","efflux.dimer","volume","generation","target.protein.concentration","efflux.mRNA.concentration","efflux.protein.concentration","drug.concentration","target.dimer.concentration","efflux.dimer.concentration","fraction.bound.targets"
5.4,262,0.0331073797503066,0.0328381381123857,0.214716247061855,0,0,0,2.75112136643657,0,95.2338937846859,0.0119362738819916,0.0780468101776147,0,0,0,0
5.625,264,0.033831573303168,0.0347958516581796,0.238449163372427,0,0,0,2.77025692881293,0,95.2980199252225,0.0125605142599859,0.0860747466750689,0,0,0,0
5.85,266,0.0345223046795478,0.0367561129245637,0.263557100353258,0,0,0,2.78952558955126,0,95.3567162087912,0.0131764745454357,0.0944809760270584,0,0,0,0
6.075,268,0.0351811200372463,0.03871594795607,0.290040788906297,0,0,0,2.80892827442388,0,95.4100545892251,0.0137831742834412,0.10325674441288,0,0,0,0
6.3,270,0.0358094940917501,0.0406726079292821,0.317898952541847,0,0,0,2.82846591564237,0,95.4581062853929,0.0143797412245094,0.112392711110203,0,0,0,0
6.525,272,0.0364088334176479,0.0426235560550116,0.347128460762918,0,0,0,2.84813945190234,0,95.5009417879187,0.0149654034764844,0.121879025456799,0,0,0,0
6.75,274,0.0369804795971672,0.0445664551699415,0.377724473480498,0,0,0,2.86794982842856,0,95.5386308658451,0.0155394821513879,0.131705397959303,0,0,0,0
6.975,276,0.0375257122232252,0.0464991559818134,0.409680576951634,0,0,0,2.88789799702036,0,95.5712425732379,0.0161013844774953,0.141861165932567,0,0,0,0
7.2,278,0.038045751763712,0.0484196859355218,0.442988911686991,0,0,0,2.90798491609733,0,95.598845255735,0.0166505973492131,0.152335354022918,0,0,0,0
7.425,280,0.0385417622934284,0.0503262386689918,0.477640292753373,0,0,0,2.92821155074543,0,95.6215065570387,0.0171866812888503,0.163116729947937,0,0,0,0
7.65,282,0.0390148540997923,0.0522171640292746,0.513624322874604,0,0,0,2.9485788727633,0,95.6392934253511,0.0177092647958705,0.174193855765253,0,0,0,0
7.875,284,0.039466086168145,0.0540909586207445,0.55092949871387,0,0,0,2.96908786070899,0,95.652272119756,0.0182180390605983,0.185555134964014,0,0,0,0
8.1,286,0.0398964685522214,0.0559462568586322,0.589543310701544,0,0,0,2.98973949994695,0,95.6605082165438,0.0187127530206645,0.197188855655152,0,0,0,0
8.325,288,0.0403069646350894,0.0577818225024388,0.629452336754104,0,0,0,3.01053478269538,0,95.6640666154834,0.019193208739713,0.209083230119848,0,0,0,0
8.55,290,0.040698493285621,0.0595965406450154,0.670642330212399,0,0,0,3.03147470807391,0,95.6630115460394,0.0196592570890624,0.221226430959901,0,0,0,0
8.775,292,0.0410719309153205,0.0613894101342729,0.713098302310874,0,0,0,3.05256028215159,0,95.6574065735353,0.0201107937141221,0.233606624078935,0,0,0,0
9,294,0.0414281134401144,0.0631595364056154,0.756804599473637,0,0,0,3.07379251799525,0,95.6473146052648,0.0205477552684033,0.246211998709409,0,0,0,0
9.225,296,0.0417678381514957,0.0649061247042565,0.801744975718256,0,0,0,3.09517243571813,0,95.6327978965487,0.0209701158989538,0.259030794687288,0,0,0,0
9.45,298.000000000001,0.0420918655012089,0.0666284736776037,0.847902660433879,0,0,0,3.11670106252895,0,95.6139180567411,0.0213778839679736,0.272051327163817,0,0,0,0
9.675,300.000000000001,0.0424009208034719,0.0683259693188627,0.895260421786734,0,0,0,3.1383794327812,0,95.5907360551825,0.0217710989962463,0.285262008932223,0,0,0,0
9.9,302.000000000001,0.0426956958585448,0.069998079243939,0.943800625993173,0,0,0,3.16020858802288,0,95.5633122271023,0.0221498288148542,0.298651370536159,0,0,0,0
10.125,304.000000000001,0.0429768505012804,0.0716443472845966,0.993505292688109,0,0,0,3.18218957704655,0,95.5317062794697,0.0225141669124223,0.312208078316378,0,0,0,0
