"sample.time","num.cells","parameter.index","mutant.effect","drug.outsideConcentration.MULT","cell.type"
50,6,"93",2,19.9526231496888,"REG-BURST"
60,0,"93",2,19.9526231496888,"REG-BURST"
0,100000,"94",10,19.9526231496888,"REG-BURST"
10,40774,"94",10,19.9526231496888,"REG-BURST"
20,5634,"94",10,19.9526231496888,"REG-BURST"
30,626,"94",10,19.9526231496888,"REG-BURST"
40,110,"94",10,19.9526231496888,"REG-BURST"
50,10,"94",10,19.9526231496888,"REG-BURST"
60,1,"94",10,19.9526231496888,"REG-BURST"
0,100000,"95",50,19.9526231496888,"REG-BURST"
10,47715,"95",50,19.9526231496888,"REG-BURST"
20,11499,"95",50,19.9526231496888,"REG-BURST"
30,6915,"95",50,19.9526231496888,"REG-BURST"
40,3416,"95",50,19.9526231496888,"REG-BURST"
50,3081,"95",50,19.9526231496888,"REG-BURST"
60,1617,"95",50,19.9526231496888,"REG-BURST"
0,100000,"96",200,19.9526231496888,"REG-BURST"
10,54644,"96",200,19.9526231496888,"REG-BURST"
20,21571,"96",200,19.9526231496888,"REG-BURST"
30,25137,"96",200,19.9526231496888,"REG-BURST"
40,18320,"96",200,19.9526231496888,"REG-BURST"
50,25687,"96",200,19.9526231496888,"REG-BURST"
60,19624,"96",200,19.9526231496888,"REG-BURST"
0,100000,"97",2,25.1188643150958,"REG-BURST"
10,31516,"97",2,25.1188643150958,"REG-BURST"
20,4768,"97",2,25.1188643150958,"REG-BURST"
30,259,"97",2,25.1188643150958,"REG-BURST"
40,54,"97",2,25.1188643150958,"REG-BURST"
50,3,"97",2,25.1188643150958,"REG-BURST"
60,1,"97",2,25.1188643150958,"REG-BURST"
0,100000,"98",10,25.1188643150958,"REG-BURST"
10,33794,"98",10,25.1188643150958,"REG-BURST"
20,5102,"98",10,25.1188643150958,"REG-BURST"
30,383,"98",10,25.1188643150958,"REG-BURST"
40,81,"98",10,25.1188643150958,"REG-BURST"
50,2,"98",10,25.1188643150958,"REG-BURST"
60,0,"98",10,25.1188643150958,"REG-BURST"
0,100000,"99",50,25.1188643150958,"REG-BURST"
10,40457,"99",50,25.1188643150958,"REG-BURST"
20,9661,"99",50,25.1188643150958,"REG-BURST"
30,4938,"99",50,25.1188643150958,"REG-BURST"
40,2183,"99",50,25.1188643150958,"REG-BURST"
50,1678,"99",50,25.1188643150958,"REG-BURST"
60,780,"99",50,25.1188643150958,"REG-BURST"
0,100000,"100",200,25.1188643150958,"REG-BURST"
10,48290,"100",200,25.1188643150958,"REG-BURST"
20,19427,"100",200,25.1188643150958,"REG-BURST"
30,21084,"100",200,25.1188643150958,"REG-BURST"
40,14794,"100",200,25.1188643150958,"REG-BURST"
50,19880,"100",200,25.1188643150958,"REG-BURST"
60,14524,"100",200,25.1188643150958,"REG-BURST"
0,100000,"101",2,31.6227766016838,"REG-BURST"
10,26712,"101",2,31.6227766016838,"REG-BURST"
20,4665,"101",2,31.6227766016838,"REG-BURST"
30,178,"101",2,31.6227766016838,"REG-BURST"
40,31,"101",2,31.6227766016838,"REG-BURST"
50,2,"101",2,31.6227766016838,"REG-BURST"
60,0,"101",2,31.6227766016838,"REG-BURST"
0,100000,"102",10,31.6227766016838,"REG-BURST"
10,28149,"102",10,31.6227766016838,"REG-BURST"
20,4656,"102",10,31.6227766016838,"REG-BURST"
30,236,"102",10,31.6227766016838,"REG-BURST"
40,43,"102",10,31.6227766016838,"REG-BURST"
50,2,"102",10,31.6227766016838,"REG-BURST"
60,0,"102",10,31.6227766016838,"REG-BURST"
0,100000,"103",50,31.6227766016838,"REG-BURST"
10,34584,"103",50,31.6227766016838,"REG-BURST"
20,8111,"103",50,31.6227766016838,"REG-BURST"
30,3197,"103",50,31.6227766016838,"REG-BURST"
40,1276,"103",50,31.6227766016838,"REG-BURST"
50,885,"103",50,31.6227766016838,"REG-BURST"
60,340,"103",50,31.6227766016838,"REG-BURST"
0,100000,"104",200,31.6227766016838,"REG-BURST"
10,42672,"104",200,31.6227766016838,"REG-BURST"
20,16863,"104",200,31.6227766016838,"REG-BURST"
30,16887,"104",200,31.6227766016838,"REG-BURST"
40,11273,"104",200,31.6227766016838,"REG-BURST"
50,14093,"104",200,31.6227766016838,"REG-BURST"
60,9835,"104",200,31.6227766016838,"REG-BURST"
0,100000,"105",2,39.8107170553497,"REG-BURST"
10,22924,"105",2,39.8107170553497,"REG-BURST"
20,4584,"105",2,39.8107170553497,"REG-BURST"
30,178,"105",2,39.8107170553497,"REG-BURST"
40,35,"105",2,39.8107170553497,"REG-BURST"
50,2,"105",2,39.8107170553497,"REG-BURST"
60,0,"105",2,39.8107170553497,"REG-BURST"
0,100000,"106",10,39.8107170553497,"REG-BURST"
10,24201,"106",10,39.8107170553497,"REG-BURST"
20,4704,"106",10,39.8107170553497,"REG-BURST"
30,186,"106",10,39.8107170553497,"REG-BURST"
40,34,"106",10,39.8107170553497,"REG-BURST"
50,5,"106",10,39.8107170553497,"REG-BURST"
60,0,"106",10,39.8107170553497,"REG-BURST"
0,100000,"107",50,39.8107170553497,"REG-BURST"
10,29961,"107",50,39.8107170553497,"REG-BURST"
20,6869,"107",50,39.8107170553497,"REG-BURST"
30,1855,"107",50,39.8107170553497,"REG-BURST"
40,621,"107",50,39.8107170553497,"REG-BURST"
50,347,"107",50,39.8107170553497,"REG-BURST"
60,121,"107",50,39.8107170553497,"REG-BURST"
0,100000,"108",200,39.8107170553497,"REG-BURST"
10,38109,"108",200,39.8107170553497,"REG-BURST"
20,14724,"108",200,39.8107170553497,"REG-BURST"
30,13281,"108",200,39.8107170553497,"REG-BURST"
40,8498,"108",200,39.8107170553497,"REG-BURST"
50,10036,"108",200,39.8107170553497,"REG-BURST"
60,6567,"108",200,39.8107170553497,"REG-BURST"
0,100000,"109",2,50.1187233627273,"REG-BURST"
10,20175,"109",2,50.1187233627273,"REG-BURST"
20,4537,"109",2,50.1187233627273,"REG-BURST"
30,151,"109",2,50.1187233627273,"REG-BURST"
40,21,"109",2,50.1187233627273,"REG-BURST"
50,2,"109",2,50.1187233627273,"REG-BURST"
60,0,"109",2,50.1187233627273,"REG-BURST"
0,100000,"110",10,50.1187233627273,"REG-BURST"
10,21047,"110",10,50.1187233627273,"REG-BURST"
20,4519,"110",10,50.1187233627273,"REG-BURST"
30,141,"110",10,50.1187233627273,"REG-BURST"
40,21,"110",10,50.1187233627273,"REG-BURST"
50,4,"110",10,50.1187233627273,"REG-BURST"
60,0,"110",10,50.1187233627273,"REG-BURST"
0,100000,"111",50,50.1187233627273,"REG-BURST"
10,25790,"111",50,50.1187233627273,"REG-BURST"
20,6090,"111",50,50.1187233627273,"REG-BURST"
30,1163,"111",50,50.1187233627273,"REG-BURST"
40,336,"111",50,50.1187233627273,"REG-BURST"
50,157,"111",50,50.1187233627273,"REG-BURST"
60,53,"111",50,50.1187233627273,"REG-BURST"
0,100000,"112",200,50.1187233627273,"REG-BURST"
10,34144,"112",200,50.1187233627273,"REG-BURST"
20,13022,"112",200,50.1187233627273,"REG-BURST"
30,10290,"112",200,50.1187233627273,"REG-BURST"
40,6178,"112",200,50.1187233627273,"REG-BURST"
50,7004,"112",200,50.1187233627273,"REG-BURST"
60,4319,"112",200,50.1187233627273,"REG-BURST"
0,100000,"113",2,63.0957344480194,"REG-BURST"
10,18191,"113",2,63.0957344480194,"REG-BURST"
20,4428,"113",2,63.0957344480194,"REG-BURST"
30,132,"113",2,63.0957344480194,"REG-BURST"
40,21,"113",2,63.0957344480194,"REG-BURST"
50,0,"113",2,63.0957344480194,"REG-BURST"
60,0,"113",2,63.0957344480194,"REG-BURST"
0,100000,"114",10,63.0957344480194,"REG-BURST"
10,18758,"114",10,63.0957344480194,"REG-BURST"
20,4433,"114",10,63.0957344480194,"REG-BURST"
30,138,"114",10,63.0957344480194,"REG-BURST"
40,32,"114",10,63.0957344480194,"REG-BURST"
50,2,"114",10,63.0957344480194,"REG-BURST"
60,0,"114",10,63.0957344480194,"REG-BURST"
0,100000,"115",50,63.0957344480194,"REG-BURST"
10,22715,"115",50,63.0957344480194,"REG-BURST"
20,5405,"115",50,63.0957344480194,"REG-BURST"
30,648,"115",50,63.0957344480194,"REG-BURST"
40,184,"115",50,63.0957344480194,"REG-BURST"
50,48,"115",50,63.0957344480194,"REG-BURST"
60,8,"115",50,63.0957344480194,"REG-BURST"
0,100000,"116",200,63.0957344480194,"REG-BURST"
10,30815,"116",200,63.0957344480194,"REG-BURST"
20,10964,"116",200,63.0957344480194,"REG-BURST"
30,7743,"116",200,63.0957344480194,"REG-BURST"
40,4287,"116",200,63.0957344480194,"REG-BURST"
50,4283,"116",200,63.0957344480194,"REG-BURST"
60,2360,"116",200,63.0957344480194,"REG-BURST"
0,100000,"117",2,79.4328234724282,"REG-BURST"
10,16464,"117",2,79.4328234724282,"REG-BURST"
20,4279,"117",2,79.4328234724282,"REG-BURST"
30,121,"117",2,79.4328234724282,"REG-BURST"
40,18,"117",2,79.4328234724282,"REG-BURST"
50,0,"117",2,79.4328234724282,"REG-BURST"
60,0,"117",2,79.4328234724282,"REG-BURST"
0,100000,"118",10,79.4328234724282,"REG-BURST"
10,16743,"118",10,79.4328234724282,"REG-BURST"
20,4180,"118",10,79.4328234724282,"REG-BURST"
30,101,"118",10,79.4328234724282,"REG-BURST"
40,20,"118",10,79.4328234724282,"REG-BURST"
50,2,"118",10,79.4328234724282,"REG-BURST"
60,0,"118",10,79.4328234724282,"REG-BURST"
0,100000,"119",50,79.4328234724282,"REG-BURST"
10,20140,"119",50,79.4328234724282,"REG-BURST"
20,4797,"119",50,79.4328234724282,"REG-BURST"
30,371,"119",50,79.4328234724282,"REG-BURST"
40,79,"119",50,79.4328234724282,"REG-BURST"
50,10,"119",50,79.4328234724282,"REG-BURST"
60,0,"119",50,79.4328234724282,"REG-BURST"
0,100000,"120",200,79.4328234724282,"REG-BURST"
10,27262,"120",200,79.4328234724282,"REG-BURST"
20,9309,"120",200,79.4328234724282,"REG-BURST"
30,5352,"120",200,79.4328234724282,"REG-BURST"
40,2710,"120",200,79.4328234724282,"REG-BURST"
50,2362,"120",200,79.4328234724282,"REG-BURST"
60,1194,"120",200,79.4328234724282,"REG-BURST"
0,100000,"121",2,100,"REG-BURST"
10,15439,"121",2,100,"REG-BURST"
20,4302,"121",2,100,"REG-BURST"
30,100,"121",2,100,"REG-BURST"
40,19,"121",2,100,"REG-BURST"
50,0,"121",2,100,"REG-BURST"
60,0,"121",2,100,"REG-BURST"
0,100000,"122",10,100,"REG-BURST"
10,15515,"122",10,100,"REG-BURST"
20,4121,"122",10,100,"REG-BURST"
30,107,"122",10,100,"REG-BURST"
40,29,"122",10,100,"REG-BURST"
50,3,"122",10,100,"REG-BURST"
60,0,"122",10,100,"REG-BURST"
0,100000,"123",50,100,"REG-BURST"
10,18042,"123",50,100,"REG-BURST"
20,4421,"123",50,100,"REG-BURST"
30,223,"123",50,100,"REG-BURST"
40,48,"123",50,100,"REG-BURST"
50,9,"123",50,100,"REG-BURST"
60,1,"123",50,100,"REG-BURST"
0,100000,"124",200,100,"REG-BURST"
10,24801,"124",200,100,"REG-BURST"
20,7946,"124",200,100,"REG-BURST"
30,3756,"124",200,100,"REG-BURST"
40,1718,"124",200,100,"REG-BURST"
50,1351,"124",200,100,"REG-BURST"
60,608,"124",200,100,"REG-BURST"
0,100000,"1",2,0.1,"STRUCT-BIND"
10,100000,"1",2,0.1,"STRUCT-BIND"
20,100077,"1",2,0.1,"STRUCT-BIND"
30,199949,"1",2,0.1,"STRUCT-BIND"
40,199881,"1",2,0.1,"STRUCT-BIND"
50,387862,"1",2,0.1,"STRUCT-BIND"
60,399332,"1",2,0.1,"STRUCT-BIND"
0,100000,"2",10,0.1,"STRUCT-BIND"
10,99997,"2",10,0.1,"STRUCT-BIND"
20,100078,"2",10,0.1,"STRUCT-BIND"
30,199952,"2",10,0.1,"STRUCT-BIND"
40,199908,"2",10,0.1,"STRUCT-BIND"
50,387918,"2",10,0.1,"STRUCT-BIND"
60,399429,"2",10,0.1,"STRUCT-BIND"
0,100000,"3",50,0.1,"STRUCT-BIND"
10,100000,"3",50,0.1,"STRUCT-BIND"
20,100088,"3",50,0.1,"STRUCT-BIND"
30,199950,"3",50,0.1,"STRUCT-BIND"
40,199905,"3",50,0.1,"STRUCT-BIND"
50,387882,"3",50,0.1,"STRUCT-BIND"
60,399464,"3",50,0.1,"STRUCT-BIND"
0,100000,"4",200,0.1,"STRUCT-BIND"
10,100000,"4",200,0.1,"STRUCT-BIND"
20,100083,"4",200,0.1,"STRUCT-BIND"
30,199960,"4",200,0.1,"STRUCT-BIND"
40,199915,"4",200,0.1,"STRUCT-BIND"
50,388139,"4",200,0.1,"STRUCT-BIND"
60,399552,"4",200,0.1,"STRUCT-BIND"
0,100000,"5",2,0.125892541179417,"STRUCT-BIND"
10,99998,"5",2,0.125892541179417,"STRUCT-BIND"
20,100088,"5",2,0.125892541179417,"STRUCT-BIND"
30,199918,"5",2,0.125892541179417,"STRUCT-BIND"
40,199828,"5",2,0.125892541179417,"STRUCT-BIND"
50,387857,"5",2,0.125892541179417,"STRUCT-BIND"
60,398924,"5",2,0.125892541179417,"STRUCT-BIND"
0,100000,"6",10,0.125892541179417,"STRUCT-BIND"
10,99998,"6",10,0.125892541179417,"STRUCT-BIND"
20,100064,"6",10,0.125892541179417,"STRUCT-BIND"
30,199907,"6",10,0.125892541179417,"STRUCT-BIND"
40,199833,"6",10,0.125892541179417,"STRUCT-BIND"
50,387779,"6",10,0.125892541179417,"STRUCT-BIND"
60,399064,"6",10,0.125892541179417,"STRUCT-BIND"
0,100000,"7",50,0.125892541179417,"STRUCT-BIND"
10,99998,"7",50,0.125892541179417,"STRUCT-BIND"
20,100087,"7",50,0.125892541179417,"STRUCT-BIND"
30,199934,"7",50,0.125892541179417,"STRUCT-BIND"
40,199860,"7",50,0.125892541179417,"STRUCT-BIND"
50,387844,"7",50,0.125892541179417,"STRUCT-BIND"
60,399166,"7",50,0.125892541179417,"STRUCT-BIND"
0,100000,"8",200,0.125892541179417,"STRUCT-BIND"
10,99999,"8",200,0.125892541179417,"STRUCT-BIND"
20,100095,"8",200,0.125892541179417,"STRUCT-BIND"
30,199923,"8",200,0.125892541179417,"STRUCT-BIND"
40,199856,"8",200,0.125892541179417,"STRUCT-BIND"
50,387876,"8",200,0.125892541179417,"STRUCT-BIND"
60,399171,"8",200,0.125892541179417,"STRUCT-BIND"
0,100000,"9",2,0.158489319246111,"STRUCT-BIND"
10,99999,"9",2,0.158489319246111,"STRUCT-BIND"
20,100082,"9",2,0.158489319246111,"STRUCT-BIND"
30,199833,"9",2,0.158489319246111,"STRUCT-BIND"
40,199660,"9",2,0.158489319246111,"STRUCT-BIND"
50,387249,"9",2,0.158489319246111,"STRUCT-BIND"
60,398100,"9",2,0.158489319246111,"STRUCT-BIND"
0,100000,"10",10,0.158489319246111,"STRUCT-BIND"
10,99999,"10",10,0.158489319246111,"STRUCT-BIND"
20,100071,"10",10,0.158489319246111,"STRUCT-BIND"
30,199850,"10",10,0.158489319246111,"STRUCT-BIND"
40,199709,"10",10,0.158489319246111,"STRUCT-BIND"
50,387609,"10",10,0.158489319246111,"STRUCT-BIND"
60,398355,"10",10,0.158489319246111,"STRUCT-BIND"
0,100000,"11",50,0.158489319246111,"STRUCT-BIND"
10,99997,"11",50,0.158489319246111,"STRUCT-BIND"
20,100077,"11",50,0.158489319246111,"STRUCT-BIND"
30,199874,"11",50,0.158489319246111,"STRUCT-BIND"
40,199736,"11",50,0.158489319246111,"STRUCT-BIND"
50,387440,"11",50,0.158489319246111,"STRUCT-BIND"
60,398539,"11",50,0.158489319246111,"STRUCT-BIND"
0,100000,"12",200,0.158489319246111,"STRUCT-BIND"
10,99998,"12",200,0.158489319246111,"STRUCT-BIND"
20,100059,"12",200,0.158489319246111,"STRUCT-BIND"
30,199863,"12",200,0.158489319246111,"STRUCT-BIND"
40,199734,"12",200,0.158489319246111,"STRUCT-BIND"
50,387384,"12",200,0.158489319246111,"STRUCT-BIND"
60,398624,"12",200,0.158489319246111,"STRUCT-BIND"
0,100000,"13",2,0.199526231496888,"STRUCT-BIND"
10,99996,"13",2,0.199526231496888,"STRUCT-BIND"
20,100074,"13",2,0.199526231496888,"STRUCT-BIND"
30,199731,"13",2,0.199526231496888,"STRUCT-BIND"
40,199435,"13",2,0.199526231496888,"STRUCT-BIND"
50,386505,"13",2,0.199526231496888,"STRUCT-BIND"
60,396718,"13",2,0.199526231496888,"STRUCT-BIND"
0,100000,"14",10,0.199526231496888,"STRUCT-BIND"
10,99995,"14",10,0.199526231496888,"STRUCT-BIND"
20,100081,"14",10,0.199526231496888,"STRUCT-BIND"
30,199780,"14",10,0.199526231496888,"STRUCT-BIND"
40,199481,"14",10,0.199526231496888,"STRUCT-BIND"
50,386593,"14",10,0.199526231496888,"STRUCT-BIND"
60,397088,"14",10,0.199526231496888,"STRUCT-BIND"
0,100000,"15",50,0.199526231496888,"STRUCT-BIND"
10,99995,"15",50,0.199526231496888,"STRUCT-BIND"
20,100064,"15",50,0.199526231496888,"STRUCT-BIND"
30,199805,"15",50,0.199526231496888,"STRUCT-BIND"
40,199615,"15",50,0.199526231496888,"STRUCT-BIND"
50,386986,"15",50,0.199526231496888,"STRUCT-BIND"
60,397602,"15",50,0.199526231496888,"STRUCT-BIND"
0,100000,"16",200,0.199526231496888,"STRUCT-BIND"
10,99996,"16",200,0.199526231496888,"STRUCT-BIND"
20,100063,"16",200,0.199526231496888,"STRUCT-BIND"
30,199826,"16",200,0.199526231496888,"STRUCT-BIND"
40,199607,"16",200,0.199526231496888,"STRUCT-BIND"
50,386969,"16",200,0.199526231496888,"STRUCT-BIND"
60,397747,"16",200,0.199526231496888,"STRUCT-BIND"
0,100000,"17",2,0.251188643150958,"STRUCT-BIND"
10,99994,"17",2,0.251188643150958,"STRUCT-BIND"
20,100044,"17",2,0.251188643150958,"STRUCT-BIND"
30,199553,"17",2,0.251188643150958,"STRUCT-BIND"
40,199004,"17",2,0.251188643150958,"STRUCT-BIND"
50,385030,"17",2,0.251188643150958,"STRUCT-BIND"
60,394238,"17",2,0.251188643150958,"STRUCT-BIND"
0,100000,"18",10,0.251188643150958,"STRUCT-BIND"
10,99997,"18",10,0.251188643150958,"STRUCT-BIND"
20,100060,"18",10,0.251188643150958,"STRUCT-BIND"
30,199634,"18",10,0.251188643150958,"STRUCT-BIND"
40,199142,"18",10,0.251188643150958,"STRUCT-BIND"
50,385332,"18",10,0.251188643150958,"STRUCT-BIND"
60,394958,"18",10,0.251188643150958,"STRUCT-BIND"
0,100000,"19",50,0.251188643150958,"STRUCT-BIND"
10,99995,"19",50,0.251188643150958,"STRUCT-BIND"
20,100061,"19",50,0.251188643150958,"STRUCT-BIND"
30,199661,"19",50,0.251188643150958,"STRUCT-BIND"
40,199248,"19",50,0.251188643150958,"STRUCT-BIND"
50,385752,"19",50,0.251188643150958,"STRUCT-BIND"
60,395631,"19",50,0.251188643150958,"STRUCT-BIND"
0,100000,"20",200,0.251188643150958,"STRUCT-BIND"
10,99998,"20",200,0.251188643150958,"STRUCT-BIND"
20,100045,"20",200,0.251188643150958,"STRUCT-BIND"
30,199695,"20",200,0.251188643150958,"STRUCT-BIND"
40,199349,"20",200,0.251188643150958,"STRUCT-BIND"
50,386057,"20",200,0.251188643150958,"STRUCT-BIND"
60,396086,"20",200,0.251188643150958,"STRUCT-BIND"
0,100000,"21",2,0.316227766016838,"STRUCT-BIND"
10,99986,"21",2,0.316227766016838,"STRUCT-BIND"
20,99983,"21",2,0.316227766016838,"STRUCT-BIND"
30,199218,"21",2,0.316227766016838,"STRUCT-BIND"
40,198264,"21",2,0.316227766016838,"STRUCT-BIND"
50,381992,"21",2,0.316227766016838,"STRUCT-BIND"
60,389638,"21",2,0.316227766016838,"STRUCT-BIND"
0,100000,"22",10,0.316227766016838,"STRUCT-BIND"
10,99987,"22",10,0.316227766016838,"STRUCT-BIND"
20,100009,"22",10,0.316227766016838,"STRUCT-BIND"
30,199281,"22",10,0.316227766016838,"STRUCT-BIND"
40,198391,"22",10,0.316227766016838,"STRUCT-BIND"
50,382469,"22",10,0.316227766016838,"STRUCT-BIND"
60,390697,"22",10,0.316227766016838,"STRUCT-BIND"
0,100000,"23",50,0.316227766016838,"STRUCT-BIND"
10,99996,"23",50,0.316227766016838,"STRUCT-BIND"
20,99997,"23",50,0.316227766016838,"STRUCT-BIND"
30,199353,"23",50,0.316227766016838,"STRUCT-BIND"
40,198633,"23",50,0.316227766016838,"STRUCT-BIND"
50,383409,"23",50,0.316227766016838,"STRUCT-BIND"
60,392084,"23",50,0.316227766016838,"STRUCT-BIND"
0,100000,"24",200,0.316227766016838,"STRUCT-BIND"
10,99991,"24",200,0.316227766016838,"STRUCT-BIND"
20,100026,"24",200,0.316227766016838,"STRUCT-BIND"
30,199462,"24",200,0.316227766016838,"STRUCT-BIND"
40,198761,"24",200,0.316227766016838,"STRUCT-BIND"
50,383985,"24",200,0.316227766016838,"STRUCT-BIND"
60,392825,"24",200,0.316227766016838,"STRUCT-BIND"
0,100000,"25",2,0.398107170553497,"STRUCT-BIND"
10,99993,"25",2,0.398107170553497,"STRUCT-BIND"
20,99941,"25",2,0.398107170553497,"STRUCT-BIND"
30,198617,"25",2,0.398107170553497,"STRUCT-BIND"
40,196808,"25",2,0.398107170553497,"STRUCT-BIND"
50,376658,"25",2,0.398107170553497,"STRUCT-BIND"
60,381141,"25",2,0.398107170553497,"STRUCT-BIND"
0,100000,"26",10,0.398107170553497,"STRUCT-BIND"
10,99978,"26",10,0.398107170553497,"STRUCT-BIND"
20,99939,"26",10,0.398107170553497,"STRUCT-BIND"
30,198693,"26",10,0.398107170553497,"STRUCT-BIND"
40,197086,"26",10,0.398107170553497,"STRUCT-BIND"
50,377828,"26",10,0.398107170553497,"STRUCT-BIND"
60,383322,"26",10,0.398107170553497,"STRUCT-BIND"
0,100000,"27",50,0.398107170553497,"STRUCT-BIND"
10,99988,"27",50,0.398107170553497,"STRUCT-BIND"
20,99957,"27",50,0.398107170553497,"STRUCT-BIND"
30,198924,"27",50,0.398107170553497,"STRUCT-BIND"
40,197573,"27",50,0.398107170553497,"STRUCT-BIND"
50,379454,"27",50,0.398107170553497,"STRUCT-BIND"
60,385946,"27",50,0.398107170553497,"STRUCT-BIND"
0,100000,"28",200,0.398107170553497,"STRUCT-BIND"
10,99985,"28",200,0.398107170553497,"STRUCT-BIND"
20,99980,"28",200,0.398107170553497,"STRUCT-BIND"
30,199019,"28",200,0.398107170553497,"STRUCT-BIND"
40,197837,"28",200,0.398107170553497,"STRUCT-BIND"
50,380309,"28",200,0.398107170553497,"STRUCT-BIND"
60,387129,"28",200,0.398107170553497,"STRUCT-BIND"
0,100000,"29",2,0.501187233627272,"STRUCT-BIND"
10,99970,"29",2,0.501187233627272,"STRUCT-BIND"
20,99770,"29",2,0.501187233627272,"STRUCT-BIND"
30,197477,"29",2,0.501187233627272,"STRUCT-BIND"
40,194351,"29",2,0.501187233627272,"STRUCT-BIND"
50,367657,"29",2,0.501187233627272,"STRUCT-BIND"
60,366720,"29",2,0.501187233627272,"STRUCT-BIND"
0,100000,"30",10,0.501187233627272,"STRUCT-BIND"
10,99983,"30",10,0.501187233627272,"STRUCT-BIND"
20,99790,"30",10,0.501187233627272,"STRUCT-BIND"
30,197770,"30",10,0.501187233627272,"STRUCT-BIND"
40,194994,"30",10,0.501187233627272,"STRUCT-BIND"
50,370025,"30",10,0.501187233627272,"STRUCT-BIND"
60,370545,"30",10,0.501187233627272,"STRUCT-BIND"
0,100000,"31",50,0.501187233627272,"STRUCT-BIND"
10,99977,"31",50,0.501187233627272,"STRUCT-BIND"
20,99862,"31",50,0.501187233627272,"STRUCT-BIND"
30,198043,"31",50,0.501187233627272,"STRUCT-BIND"
40,195707,"31",50,0.501187233627272,"STRUCT-BIND"
50,372682,"31",50,0.501187233627272,"STRUCT-BIND"
60,375040,"31",50,0.501187233627272,"STRUCT-BIND"
0,100000,"32",200,0.501187233627272,"STRUCT-BIND"
10,99982,"32",200,0.501187233627272,"STRUCT-BIND"
20,99849,"32",200,0.501187233627272,"STRUCT-BIND"
30,198235,"32",200,0.501187233627272,"STRUCT-BIND"
40,196117,"32",200,0.501187233627272,"STRUCT-BIND"
50,374080,"32",200,0.501187233627272,"STRUCT-BIND"
60,377500,"32",200,0.501187233627272,"STRUCT-BIND"
0,100000,"33",2,0.630957344480193,"STRUCT-BIND"
10,99968,"33",2,0.630957344480193,"STRUCT-BIND"
20,99550,"33",2,0.630957344480193,"STRUCT-BIND"
30,195528,"33",2,0.630957344480193,"STRUCT-BIND"
40,189558,"33",2,0.630957344480193,"STRUCT-BIND"
50,350558,"33",2,0.630957344480193,"STRUCT-BIND"
60,340819,"33",2,0.630957344480193,"STRUCT-BIND"
0,100000,"34",10,0.630957344480193,"STRUCT-BIND"
10,99967,"34",10,0.630957344480193,"STRUCT-BIND"
20,99630,"34",10,0.630957344480193,"STRUCT-BIND"
30,196084,"34",10,0.630957344480193,"STRUCT-BIND"
40,190980,"34",10,0.630957344480193,"STRUCT-BIND"
50,355571,"34",10,0.630957344480193,"STRUCT-BIND"
60,348173,"34",10,0.630957344480193,"STRUCT-BIND"
0,100000,"35",50,0.630957344480193,"STRUCT-BIND"
10,99962,"35",50,0.630957344480193,"STRUCT-BIND"
20,99662,"35",50,0.630957344480193,"STRUCT-BIND"
30,196454,"35",50,0.630957344480193,"STRUCT-BIND"
40,192153,"35",50,0.630957344480193,"STRUCT-BIND"
50,360177,"35",50,0.630957344480193,"STRUCT-BIND"
60,355524,"35",50,0.630957344480193,"STRUCT-BIND"
0,100000,"36",200,0.630957344480193,"STRUCT-BIND"
10,99958,"36",200,0.630957344480193,"STRUCT-BIND"
20,99692,"36",200,0.630957344480193,"STRUCT-BIND"
30,196800,"36",200,0.630957344480193,"STRUCT-BIND"
40,192988,"36",200,0.630957344480193,"STRUCT-BIND"
50,362918,"36",200,0.630957344480193,"STRUCT-BIND"
60,360477,"36",200,0.630957344480193,"STRUCT-BIND"
0,100000,"37",2,0.794328234724281,"STRUCT-BIND"
10,99934,"37",2,0.794328234724281,"STRUCT-BIND"
20,99054,"37",2,0.794328234724281,"STRUCT-BIND"
30,191658,"37",2,0.794328234724281,"STRUCT-BIND"
40,181266,"37",2,0.794328234724281,"STRUCT-BIND"
50,322507,"37",2,0.794328234724281,"STRUCT-BIND"
60,298940,"37",2,0.794328234724281,"STRUCT-BIND"
0,100000,"38",10,0.794328234724281,"STRUCT-BIND"
10,99938,"38",10,0.794328234724281,"STRUCT-BIND"
20,99208,"38",10,0.794328234724281,"STRUCT-BIND"
30,192663,"38",10,0.794328234724281,"STRUCT-BIND"
40,183553,"38",10,0.794328234724281,"STRUCT-BIND"
50,330192,"38",10,0.794328234724281,"STRUCT-BIND"
60,311060,"38",10,0.794328234724281,"STRUCT-BIND"
0,100000,"39",50,0.794328234724281,"STRUCT-BIND"
10,99944,"39",50,0.794328234724281,"STRUCT-BIND"
20,99240,"39",50,0.794328234724281,"STRUCT-BIND"
30,193512,"39",50,0.794328234724281,"STRUCT-BIND"
40,185718,"39",50,0.794328234724281,"STRUCT-BIND"
50,338073,"39",50,0.794328234724281,"STRUCT-BIND"
60,323615,"39",50,0.794328234724281,"STRUCT-BIND"
0,100000,"40",200,0.794328234724281,"STRUCT-BIND"
10,99952,"40",200,0.794328234724281,"STRUCT-BIND"
20,99437,"40",200,0.794328234724281,"STRUCT-BIND"
30,194368,"40",200,0.794328234724281,"STRUCT-BIND"
40,187356,"40",200,0.794328234724281,"STRUCT-BIND"
50,343254,"40",200,0.794328234724281,"STRUCT-BIND"
60,331681,"40",200,0.794328234724281,"STRUCT-BIND"
