"parameter.index","mutant.effect","drug.outsideConcentration.MULT","cell.type","rate"
"70",10,5.01187233627272,"STRUCT-CAT",-0.048408443312905
"71",50,5.01187233627272,"STRUCT-CAT",-0.0467787915021726
"72",200,5.01187233627272,"STRUCT-CAT",-0.0489789385982216
"73",2,6.30957344480193,"STRUCT-CAT",-0.0582165739936975
"74",10,6.30957344480193,"STRUCT-CAT",-0.0580939836941327
"75",50,6.30957344480193,"STRUCT-CAT",-0.057508380477171
"76",200,6.30957344480193,"STRUCT-CAT",-0.056606028257361
"77",2,7.94328234724282,"STRUCT-CAT",-0.070134894510958
"78",10,7.94328234724282,"STRUCT-CAT",-0.0685290236951272
"79",50,7.94328234724282,"STRUCT-CAT",-0.0654853766290248
"80",200,7.94328234724282,"STRUCT-CAT",-0.059140365143155
"81",2,10,"STRUCT-CAT",-0.0730508736503523
"82",10,10,"STRUCT-CAT",-0.0731649763651464
"83",50,10,"STRUCT-CAT",-0.0670616932734588
"84",200,10,"STRUCT-CAT",-0.0714841289690431
"85",2,12.5892541179417,"STRUCT-CAT",-0.0744841201960615
"86",10,12.5892541179417,"STRUCT-CAT",-0.0744344580696416
"87",50,12.5892541179417,"STRUCT-CAT",-0.0764250928468792
"88",200,12.5892541179417,"STRUCT-CAT",-0.078228896520199
"89",2,15.8489319246111,"STRUCT-CAT",-0.0785474084035839
"90",10,15.8489319246111,"STRUCT-CAT",-0.0780692385785696
"91",50,15.8489319246111,"STRUCT-CAT",-0.0761394556840582
"92",200,15.8489319246111,"STRUCT-CAT",-0.0761288200078832
"93",2,19.9526231496888,"STRUCT-CAT",-0.0849344031823078
"94",10,19.9526231496888,"STRUCT-CAT",-0.0808848432717355
"95",50,19.9526231496888,"STRUCT-CAT",-0.0812064032690226
"96",200,19.9526231496888,"STRUCT-CAT",-0.0800371862496077
"97",2,25.1188643150958,"STRUCT-CAT",-0.0864519555370886
"98",10,25.1188643150958,"STRUCT-CAT",-0.0891412702860305
"99",50,25.1188643150958,"STRUCT-CAT",-0.0845924143423543
"100",200,25.1188643150958,"STRUCT-CAT",-0.0850855422047928
"101",2,31.6227766016838,"STRUCT-CAT",-0.0838812377138587
"102",10,31.6227766016838,"STRUCT-CAT",-0.0920881670424001
"103",50,31.6227766016838,"STRUCT-CAT",-0.0871708245298989
"104",200,31.6227766016838,"STRUCT-CAT",-0.0838097115400881
"105",2,39.8107170553497,"STRUCT-CAT",-0.0908111506248477
"106",10,39.8107170553497,"STRUCT-CAT",-0.0933725849668795
"107",50,39.8107170553497,"STRUCT-CAT",-0.0865279196881566
"108",200,39.8107170553497,"STRUCT-CAT",-0.0884796155093216
"109",2,50.1187233627273,"STRUCT-CAT",-0.0903238090407652
"110",10,50.1187233627273,"STRUCT-CAT",-0.0865691506015304
"111",50,50.1187233627273,"STRUCT-CAT",-0.0919875992547495
"112",200,50.1187233627273,"STRUCT-CAT",-0.0884668296737312
"113",2,63.0957344480194,"STRUCT-CAT",-0.0939265845943554
"114",10,63.0957344480194,"STRUCT-CAT",-0.0899648047092922
"115",50,63.0957344480194,"STRUCT-CAT",-0.0885492505958787
"116",200,63.0957344480194,"STRUCT-CAT",-0.0895582487732424
"117",2,79.4328234724282,"STRUCT-CAT",-0.094187868543698
"118",10,79.4328234724282,"STRUCT-CAT",-0.0950409133986653
"119",50,79.4328234724282,"STRUCT-CAT",-0.0958118399158617
"120",200,79.4328234724282,"STRUCT-CAT",-0.0918522814133602
"121",2,100,"STRUCT-CAT",-0.0915483939543223
"122",10,100,"STRUCT-CAT",-0.0916883965742481
"123",50,100,"STRUCT-CAT",-0.0921245722637256
"124",200,100,"STRUCT-CAT",-0.0932267309708471
"1",1,0.1,"WT",0.00959814818001312
"2",1,0.125892541179417,"WT",0.0095926890407398
"3",1,0.158489319246111,"WT",0.00958122156724097
"4",1,0.199526231496888,"WT",0.00956567125354995
"5",1,0.251188643150958,"WT",0.0095328794492261
"6",1,0.316227766016838,"WT",0.00947003999033053
"7",1,0.398107170553497,"WT",0.00936290597995471
"8",1,0.501187233627272,"WT",0.00916756800145634
"9",1,0.630957344480193,"WT",0.00880222327436952
"10",1,0.794328234724281,"WT",0.00813775115995406
"11",1,1,"WT",0.00690245449223222
"12",1,1.25892541179417,"WT",0.00482796648962311
"13",1,1.58489319246111,"WT",0.00133994815201013
"14",1,1.99526231496888,"WT",-0.00428022055573325
"15",1,2.51188643150958,"WT",-0.0122403563623753
"16",1,3.16227766016838,"WT",-0.0228657765733153
"17",1,3.98107170553497,"WT",-0.0345537879642565
"18",1,5.01187233627272,"WT",-0.0473536449675191
"19",1,6.30957344480193,"WT",-0.0586666633241345
"20",1,7.94328234724282,"WT",-0.0581699331599982
"21",1,10,"WT",-0.0742835390475361
"22",1,12.5892541179417,"WT",-0.0745980502996983
"23",1,15.8489319246111,"WT",-0.0786751114201553
"24",1,19.9526231496888,"WT",-0.0858544470596289
"25",1,25.1188643150958,"WT",-0.084554085414319
"26",1,31.6227766016838,"WT",-0.087951880791652
"27",1,39.8107170553497,"WT",-0.0899491511979393
"28",1,50.1187233627273,"WT",-0.0862075002276235
"29",1,63.0957344480194,"WT",-0.0935733821089384
"30",1,79.4328234724282,"WT",-0.0918026420397076
"31",1,100,"WT",-0.093172044054883
"1",1,0.1,"KO",0.00975469306016977
"2",1,0.125892541179417,"KO",0.00974865790483255
"3",1,0.158489319246111,"KO",0.00973663532826122
"4",1,0.199526231496888,"KO",0.00972163970857656
"5",1,0.251188643150958,"KO",0.00969033922532397
"6",1,0.316227766016838,"KO",0.00963600025159473
"7",1,0.398107170553497,"KO",0.00952794582784633
"8",1,0.501187233627272,"KO",0.00933225118044148
"9",1,0.630957344480193,"KO",0.00898152400716864
"10",1,0.794328234724281,"KO",0.00832385147988842
"11",1,1,"KO",0.00714664373782351
"12",1,1.25892541179417,"KO",0.00505690177861794
"13",1,1.58489319246111,"KO",0.00153751708154242
"14",1,1.99526231496888,"KO",-0.0040437909621024
"15",1,2.51188643150958,"KO",-0.0121499578181777
"16",1,3.16227766016838,"KO",-0.0231349707446021
"17",1,3.98107170553497,"KO",-0.0355099768262645
"18",1,5.01187233627272,"KO",-0.0479337791992474
"19",1,6.30957344480193,"KO",-0.059592202278524
"20",1,7.94328234724282,"KO",-0.0660219668416125
"21",1,10,"KO",-0.069901287818543
"22",1,12.5892541179417,"KO",-0.0794408239932064
"23",1,15.8489319246111,"KO",-0.0825335638311225
"24",1,19.9526231496888,"KO",-0.0878196583856326
"25",1,25.1188643150958,"KO",-0.0830740261786847
"26",1,31.6227766016838,"KO",-0.0848804308425939
"27",1,39.8107170553497,"KO",-0.0924404325353882
"28",1,50.1187233627273,"KO",-0.0938000481879695
"29",1,63.0957344480194,"KO",-0.0940999917496227
"30",1,79.4328234724282,"KO",-0.0947492957304497
"31",1,100,"KO",-0.0923385242847583
