"sim.label","sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param"
21,0,1000,2,1,0.125892541179417,0.5
21,10,1000,2,1,0.125892541179417,0.5
21,20,1015,2,1,0.125892541179417,0.5
21,30,1995,2,1,0.125892541179417,0.5
21,40,1994,2,1,0.125892541179417,0.5
21,50,3964,2,1,0.125892541179417,0.5
21,60,3950,2,1,0.125892541179417,0.5
21,70,7439,2,1,0.125892541179417,0.5
21,80,7784,2,1,0.125892541179417,0.5
21,90,11622,2,1,0.125892541179417,0.5
21,100,15383,2,1,0.125892541179417,0.5
21,110,17736,2,1,0.125892541179417,0.5
21,120,30280,2,1,0.125892541179417,0.5
21,130,31161,2,1,0.125892541179417,0.5
21,140,58602,2,1,0.125892541179417,0.5
21,150,59603,2,1,0.125892541179417,0.5
21,160,105594,2,1,0.125892541179417,0.5
21,170,116601,2,1,0.125892541179417,0.5
21,180,173178,2,1,0.125892541179417,0.5
41,0,1000,2,1,0.125892541179417,0.5
41,10,1000,2,1,0.125892541179417,0.5
41,20,1019,2,1,0.125892541179417,0.5
41,30,1992,2,1,0.125892541179417,0.5
41,40,1986,2,1,0.125892541179417,0.5
41,50,3939,2,1,0.125892541179417,0.5
41,60,3915,2,1,0.125892541179417,0.5
41,70,7404,2,1,0.125892541179417,0.5
41,80,7747,2,1,0.125892541179417,0.5
41,90,11544,2,1,0.125892541179417,0.5
41,100,15283,2,1,0.125892541179417,0.5
41,110,17560,2,1,0.125892541179417,0.5
41,120,30068,2,1,0.125892541179417,0.5
41,130,30849,2,1,0.125892541179417,0.5
41,140,58244,2,1,0.125892541179417,0.5
41,150,59073,2,1,0.125892541179417,0.5
41,160,104999,2,1,0.125892541179417,0.5
41,170,115637,2,1,0.125892541179417,0.5
41,180,172276,2,1,0.125892541179417,0.5
61,0,1000,2,1,0.125892541179417,0.5
61,10,1000,2,1,0.125892541179417,0.5
61,20,1017,2,1,0.125892541179417,0.5
61,30,1994,2,1,0.125892541179417,0.5
61,40,1987,2,1,0.125892541179417,0.5
61,50,3942,2,1,0.125892541179417,0.5
61,60,3916,2,1,0.125892541179417,0.5
61,70,7369,2,1,0.125892541179417,0.5
61,80,7740,2,1,0.125892541179417,0.5
61,90,11553,2,1,0.125892541179417,0.5
61,100,15255,2,1,0.125892541179417,0.5
61,110,17677,2,1,0.125892541179417,0.5
61,120,30046,2,1,0.125892541179417,0.5
61,130,30913,2,1,0.125892541179417,0.5
61,140,58129,2,1,0.125892541179417,0.5
61,150,59012,2,1,0.125892541179417,0.5
61,160,104826,2,1,0.125892541179417,0.5
61,170,115444,2,1,0.125892541179417,0.5
61,180,172272,2,1,0.125892541179417,0.5
81,0,1000,2,1,0.125892541179417,0.5
81,10,1000,2,1,0.125892541179417,0.5
81,20,1012,2,1,0.125892541179417,0.5
81,30,1997,2,1,0.125892541179417,0.5
81,40,1989,2,1,0.125892541179417,0.5
81,50,3960,2,1,0.125892541179417,0.5
81,60,3940,2,1,0.125892541179417,0.5
81,70,7390,2,1,0.125892541179417,0.5
81,80,7774,2,1,0.125892541179417,0.5
81,90,11496,2,1,0.125892541179417,0.5
81,100,15324,2,1,0.125892541179417,0.5
81,110,17604,2,1,0.125892541179417,0.5
81,120,30162,2,1,0.125892541179417,0.5
81,130,30951,2,1,0.125892541179417,0.5
81,140,58263,2,1,0.125892541179417,0.5
81,150,59290,2,1,0.125892541179417,0.5
81,160,104725,2,1,0.125892541179417,0.5
81,170,116150,2,1,0.125892541179417,0.5
81,180,171854,2,1,0.125892541179417,0.5
1,0,1000,3,1,0.158489319246111,0.5
1,10,1000,3,1,0.158489319246111,0.5
1,20,1013,3,1,0.158489319246111,0.5
1,30,1992,3,1,0.158489319246111,0.5
1,40,1980,3,1,0.158489319246111,0.5
1,50,3928,3,1,0.158489319246111,0.5
1,60,3898,3,1,0.158489319246111,0.5
1,70,7330,3,1,0.158489319246111,0.5
1,80,7648,3,1,0.158489319246111,0.5
1,90,11240,3,1,0.158489319246111,0.5
1,100,14957,3,1,0.158489319246111,0.5
1,110,17002,3,1,0.158489319246111,0.5
1,120,29143,3,1,0.158489319246111,0.5
1,130,29723,3,1,0.158489319246111,0.5
1,140,55961,3,1,0.158489319246111,0.5
1,150,56581,3,1,0.158489319246111,0.5
1,160,99971,3,1,0.158489319246111,0.5
1,170,109946,3,1,0.158489319246111,0.5
1,180,162012,3,1,0.158489319246111,0.5
2,0,1000,3,1,0.158489319246111,0.5
2,10,1000,3,1,0.158489319246111,0.5
2,20,1010,3,1,0.158489319246111,0.5
2,30,1994,3,1,0.158489319246111,0.5
2,40,1981,3,1,0.158489319246111,0.5
2,50,3935,3,1,0.158489319246111,0.5
2,60,3895,3,1,0.158489319246111,0.5
2,70,7317,3,1,0.158489319246111,0.5
2,80,7635,3,1,0.158489319246111,0.5
2,90,11459,3,1,0.158489319246111,0.5
2,100,14933,3,1,0.158489319246111,0.5
2,110,17292,3,1,0.158489319246111,0.5
2,120,29162,3,1,0.158489319246111,0.5
2,130,29890,3,1,0.158489319246111,0.5
2,140,55929,3,1,0.158489319246111,0.5
2,150,56634,3,1,0.158489319246111,0.5
2,160,99973,3,1,0.158489319246111,0.5
2,170,109882,3,1,0.158489319246111,0.5
2,180,163461,3,1,0.158489319246111,0.5
21,0,1000,3,1,0.158489319246111,0.5
21,10,1000,3,1,0.158489319246111,0.5
21,20,1012,3,1,0.158489319246111,0.5
21,30,1990,3,1,0.158489319246111,0.5
21,40,1982,3,1,0.158489319246111,0.5
21,50,3924,3,1,0.158489319246111,0.5
21,60,3904,3,1,0.158489319246111,0.5
21,70,7336,3,1,0.158489319246111,0.5
21,80,7652,3,1,0.158489319246111,0.5
21,90,11401,3,1,0.158489319246111,0.5
21,100,14965,3,1,0.158489319246111,0.5
21,110,17249,3,1,0.158489319246111,0.5
21,120,29200,3,1,0.158489319246111,0.5
21,130,29984,3,1,0.158489319246111,0.5
21,140,56106,3,1,0.158489319246111,0.5
21,150,56818,3,1,0.158489319246111,0.5
21,160,100283,3,1,0.158489319246111,0.5
21,170,110291,3,1,0.158489319246111,0.5
21,180,163432,3,1,0.158489319246111,0.5
22,0,1000,3,1,0.158489319246111,0.5
22,10,1000,3,1,0.158489319246111,0.5
22,20,1007,3,1,0.158489319246111,0.5
22,30,1980,3,1,0.158489319246111,0.5
22,40,1972,3,1,0.158489319246111,0.5
22,50,3894,3,1,0.158489319246111,0.5
22,60,3863,3,1,0.158489319246111,0.5
22,70,7319,3,1,0.158489319246111,0.5
22,80,7596,3,1,0.158489319246111,0.5
22,90,11338,3,1,0.158489319246111,0.5
22,100,14862,3,1,0.158489319246111,0.5
22,110,17069,3,1,0.158489319246111,0.5
22,120,29008,3,1,0.158489319246111,0.5
22,130,29649,3,1,0.158489319246111,0.5
22,140,55776,3,1,0.158489319246111,0.5
22,150,56300,3,1,0.158489319246111,0.5
22,160,99910,3,1,0.158489319246111,0.5
22,170,109320,3,1,0.158489319246111,0.5
22,180,162456,3,1,0.158489319246111,0.5
41,0,1000,3,1,0.158489319246111,0.5
41,10,1000,3,1,0.158489319246111,0.5
41,20,1013,3,1,0.158489319246111,0.5
41,30,1988,3,1,0.158489319246111,0.5
41,40,1975,3,1,0.158489319246111,0.5
41,50,3916,3,1,0.158489319246111,0.5
41,60,3881,3,1,0.158489319246111,0.5
41,70,7283,3,1,0.158489319246111,0.5
41,80,7598,3,1,0.158489319246111,0.5
41,90,11302,3,1,0.158489319246111,0.5
41,100,14866,3,1,0.158489319246111,0.5
41,110,17158,3,1,0.158489319246111,0.5
41,120,29050,3,1,0.158489319246111,0.5
41,130,29762,3,1,0.158489319246111,0.5
41,140,55835,3,1,0.158489319246111,0.5
41,150,56470,3,1,0.158489319246111,0.5
41,160,100064,3,1,0.158489319246111,0.5
41,170,109727,3,1,0.158489319246111,0.5
41,180,162794,3,1,0.158489319246111,0.5
42,0,1000,3,1,0.158489319246111,0.5
42,10,1000,3,1,0.158489319246111,0.5
42,20,1013,3,1,0.158489319246111,0.5
42,30,1993,3,1,0.158489319246111,0.5
42,40,1985,3,1,0.158489319246111,0.5
42,50,3932,3,1,0.158489319246111,0.5
42,60,3902,3,1,0.158489319246111,0.5
42,70,7367,3,1,0.158489319246111,0.5
42,80,7668,3,1,0.158489319246111,0.5
42,90,11474,3,1,0.158489319246111,0.5
42,100,15010,3,1,0.158489319246111,0.5
42,110,17278,3,1,0.158489319246111,0.5
42,120,29387,3,1,0.158489319246111,0.5
42,130,30023,3,1,0.158489319246111,0.5
42,140,56501,3,1,0.158489319246111,0.5
42,150,57077,3,1,0.158489319246111,0.5
42,160,101025,3,1,0.158489319246111,0.5
42,170,110857,3,1,0.158489319246111,0.5
42,180,164722,3,1,0.158489319246111,0.5
61,0,1000,3,1,0.158489319246111,0.5
61,10,1000,3,1,0.158489319246111,0.5
61,20,1015,3,1,0.158489319246111,0.5
61,30,1991,3,1,0.158489319246111,0.5
61,40,1981,3,1,0.158489319246111,0.5
61,50,3920,3,1,0.158489319246111,0.5
61,60,3883,3,1,0.158489319246111,0.5
61,70,7330,3,1,0.158489319246111,0.5
61,80,7597,3,1,0.158489319246111,0.5
61,90,11323,3,1,0.158489319246111,0.5
61,100,14872,3,1,0.158489319246111,0.5
61,110,17055,3,1,0.158489319246111,0.5
61,120,29003,3,1,0.158489319246111,0.5
61,130,29729,3,1,0.158489319246111,0.5
61,140,55669,3,1,0.158489319246111,0.5
61,150,56273,3,1,0.158489319246111,0.5
61,160,99636,3,1,0.158489319246111,0.5
61,170,109346,3,1,0.158489319246111,0.5
61,180,162638,3,1,0.158489319246111,0.5
62,0,1000,3,1,0.158489319246111,0.5
62,10,998,3,1,0.158489319246111,0.5
62,20,1004,3,1,0.158489319246111,0.5
62,30,1982,3,1,0.158489319246111,0.5
62,40,1966,3,1,0.158489319246111,0.5
62,50,3897,3,1,0.158489319246111,0.5
62,60,3867,3,1,0.158489319246111,0.5
62,70,7307,3,1,0.158489319246111,0.5
62,80,7582,3,1,0.158489319246111,0.5
62,90,11218,3,1,0.158489319246111,0.5
62,100,14829,3,1,0.158489319246111,0.5
62,110,16979,3,1,0.158489319246111,0.5
62,120,28977,3,1,0.158489319246111,0.5
62,130,29642,3,1,0.158489319246111,0.5
62,140,55608,3,1,0.158489319246111,0.5
62,150,56191,3,1,0.158489319246111,0.5
62,160,99348,3,1,0.158489319246111,0.5
62,170,109149,3,1,0.158489319246111,0.5
62,180,161268,3,1,0.158489319246111,0.5
81,0,1000,3,1,0.158489319246111,0.5
81,10,1000,3,1,0.158489319246111,0.5
81,20,1009,3,1,0.158489319246111,0.5
81,30,1987,3,1,0.158489319246111,0.5
81,40,1984,3,1,0.158489319246111,0.5
81,50,3925,3,1,0.158489319246111,0.5
81,60,3890,3,1,0.158489319246111,0.5
81,70,7279,3,1,0.158489319246111,0.5
81,80,7622,3,1,0.158489319246111,0.5
81,90,11247,3,1,0.158489319246111,0.5
81,100,14906,3,1,0.158489319246111,0.5
81,110,17153,3,1,0.158489319246111,0.5
81,120,29073,3,1,0.158489319246111,0.5
81,130,29781,3,1,0.158489319246111,0.5
81,140,55789,3,1,0.158489319246111,0.5
81,150,56462,3,1,0.158489319246111,0.5
81,160,99554,3,1,0.158489319246111,0.5
81,170,109570,3,1,0.158489319246111,0.5
81,180,161737,3,1,0.158489319246111,0.5
82,0,1000,3,1,0.158489319246111,0.5
82,10,1000,3,1,0.158489319246111,0.5
82,20,1014,3,1,0.158489319246111,0.5
82,30,1986,3,1,0.158489319246111,0.5
82,40,1978,3,1,0.158489319246111,0.5
82,50,3909,3,1,0.158489319246111,0.5
82,60,3878,3,1,0.158489319246111,0.5
82,70,7304,3,1,0.158489319246111,0.5
82,80,7615,3,1,0.158489319246111,0.5
82,90,11401,3,1,0.158489319246111,0.5
82,100,14899,3,1,0.158489319246111,0.5
82,110,17071,3,1,0.158489319246111,0.5
82,120,29064,3,1,0.158489319246111,0.5
82,130,29717,3,1,0.158489319246111,0.5
82,140,55865,3,1,0.158489319246111,0.5
82,150,56478,3,1,0.158489319246111,0.5
82,160,100100,3,1,0.158489319246111,0.5
82,170,109718,3,1,0.158489319246111,0.5
82,180,163315,3,1,0.158489319246111,0.5
1,0,1000,4,1,0.199526231496888,0.5
1,10,1000,4,1,0.199526231496888,0.5
1,20,1009,4,1,0.199526231496888,0.5
1,30,1990,4,1,0.199526231496888,0.5
1,40,1974,4,1,0.199526231496888,0.5
1,50,3910,4,1,0.199526231496888,0.5
1,60,3871,4,1,0.199526231496888,0.5
1,70,7279,4,1,0.199526231496888,0.5
1,80,7519,4,1,0.199526231496888,0.5
1,90,11156,4,1,0.199526231496888,0.5
1,100,14525,4,1,0.199526231496888,0.5
1,110,16726,4,1,0.199526231496888,0.5
1,120,28118,4,1,0.199526231496888,0.5
1,130,28694,4,1,0.199526231496888,0.5
1,140,53458,4,1,0.199526231496888,0.5
1,150,53783,4,1,0.199526231496888,0.5
1,160,94729,4,1,0.199526231496888,0.5
1,170,103175,4,1,0.199526231496888,0.5
1,180,152782,4,1,0.199526231496888,0.5
2,0,1000,4,1,0.199526231496888,0.5
2,10,998,4,1,0.199526231496888,0.5
2,20,1003,4,1,0.199526231496888,0.5
2,30,1972,4,1,0.199526231496888,0.5
2,40,1956,4,1,0.199526231496888,0.5
2,50,3861,4,1,0.199526231496888,0.5
2,60,3824,4,1,0.199526231496888,0.5
2,70,7177,4,1,0.199526231496888,0.5
2,80,7426,4,1,0.199526231496888,0.5
2,90,11021,4,1,0.199526231496888,0.5
2,100,14384,4,1,0.199526231496888,0.5
2,110,16493,4,1,0.199526231496888,0.5
2,120,27716,4,1,0.199526231496888,0.5
2,130,28227,4,1,0.199526231496888,0.5
2,140,52762,4,1,0.199526231496888,0.5
2,150,53039,4,1,0.199526231496888,0.5
2,160,93217,4,1,0.199526231496888,0.5
2,170,101617,4,1,0.199526231496888,0.5
2,180,150301,4,1,0.199526231496888,0.5
21,0,1000,4,1,0.199526231496888,0.5
21,10,999,4,1,0.199526231496888,0.5
21,20,1006,4,1,0.199526231496888,0.5
21,30,1979,4,1,0.199526231496888,0.5
21,40,1957,4,1,0.199526231496888,0.5
21,50,3873,4,1,0.199526231496888,0.5
21,60,3820,4,1,0.199526231496888,0.5
21,70,7144,4,1,0.199526231496888,0.5
21,80,7431,4,1,0.199526231496888,0.5
21,90,10850,4,1,0.199526231496888,0.5
21,100,14343,4,1,0.199526231496888,0.5
21,110,16325,4,1,0.199526231496888,0.5
21,120,27702,4,1,0.199526231496888,0.5
21,130,28163,4,1,0.199526231496888,0.5
21,140,52572,4,1,0.199526231496888,0.5
21,150,52908,4,1,0.199526231496888,0.5
21,160,92499,4,1,0.199526231496888,0.5
21,170,101511,4,1,0.199526231496888,0.5
21,180,148517,4,1,0.199526231496888,0.5
22,0,1000,4,1,0.199526231496888,0.5
22,10,999,4,1,0.199526231496888,0.5
22,20,1012,4,1,0.199526231496888,0.5
22,30,1982,4,1,0.199526231496888,0.5
22,40,1963,4,1,0.199526231496888,0.5
22,50,3882,4,1,0.199526231496888,0.5
22,60,3835,4,1,0.199526231496888,0.5
22,70,7155,4,1,0.199526231496888,0.5
22,80,7429,4,1,0.199526231496888,0.5
22,90,10996,4,1,0.199526231496888,0.5
22,100,14331,4,1,0.199526231496888,0.5
22,110,16444,4,1,0.199526231496888,0.5
22,120,27638,4,1,0.199526231496888,0.5
22,130,28158,4,1,0.199526231496888,0.5
22,140,52473,4,1,0.199526231496888,0.5
22,150,52768,4,1,0.199526231496888,0.5
22,160,92643,4,1,0.199526231496888,0.5
22,170,101189,4,1,0.199526231496888,0.5
22,180,149524,4,1,0.199526231496888,0.5
41,0,1000,4,1,0.199526231496888,0.5
41,10,999,4,1,0.199526231496888,0.5
41,20,1016,4,1,0.199526231496888,0.5
41,30,1978,4,1,0.199526231496888,0.5
41,40,1964,4,1,0.199526231496888,0.5
41,50,3882,4,1,0.199526231496888,0.5
41,60,3824,4,1,0.199526231496888,0.5
41,70,7142,4,1,0.199526231496888,0.5
41,80,7407,4,1,0.199526231496888,0.5
41,90,10866,4,1,0.199526231496888,0.5
41,100,14333,4,1,0.199526231496888,0.5
41,110,16198,4,1,0.199526231496888,0.5
41,120,27714,4,1,0.199526231496888,0.5
41,130,28102,4,1,0.199526231496888,0.5
41,140,52509,4,1,0.199526231496888,0.5
41,150,52745,4,1,0.199526231496888,0.5
41,160,92526,4,1,0.199526231496888,0.5
41,170,101146,4,1,0.199526231496888,0.5
41,180,148115,4,1,0.199526231496888,0.5
42,0,1000,4,1,0.199526231496888,0.5
42,10,999,4,1,0.199526231496888,0.5
42,20,1008,4,1,0.199526231496888,0.5
42,30,1976,4,1,0.199526231496888,0.5
42,40,1962,4,1,0.199526231496888,0.5
42,50,3871,4,1,0.199526231496888,0.5
42,60,3819,4,1,0.199526231496888,0.5
42,70,7191,4,1,0.199526231496888,0.5
42,80,7416,4,1,0.199526231496888,0.5
42,90,10988,4,1,0.199526231496888,0.5
42,100,14328,4,1,0.199526231496888,0.5
42,110,16360,4,1,0.199526231496888,0.5
42,120,27683,4,1,0.199526231496888,0.5
42,130,28168,4,1,0.199526231496888,0.5
42,140,52586,4,1,0.199526231496888,0.5
42,150,52731,4,1,0.199526231496888,0.5
42,160,92882,4,1,0.199526231496888,0.5
42,170,101028,4,1,0.199526231496888,0.5
42,180,149469,4,1,0.199526231496888,0.5
61,0,1000,4,1,0.199526231496888,0.5
61,10,1000,4,1,0.199526231496888,0.5
61,20,1012,4,1,0.199526231496888,0.5
61,30,1988,4,1,0.199526231496888,0.5
61,40,1977,4,1,0.199526231496888,0.5
61,50,3893,4,1,0.199526231496888,0.5
61,60,3847,4,1,0.199526231496888,0.5
61,70,7196,4,1,0.199526231496888,0.5
61,80,7453,4,1,0.199526231496888,0.5
61,90,11071,4,1,0.199526231496888,0.5
61,100,14421,4,1,0.199526231496888,0.5
61,110,16483,4,1,0.199526231496888,0.5
61,120,27801,4,1,0.199526231496888,0.5
61,130,28234,4,1,0.199526231496888,0.5
61,140,52752,4,1,0.199526231496888,0.5
61,150,52976,4,1,0.199526231496888,0.5
61,160,93342,4,1,0.199526231496888,0.5
61,170,101697,4,1,0.199526231496888,0.5
61,180,150161,4,1,0.199526231496888,0.5
62,0,1000,4,1,0.199526231496888,0.5
62,10,999,4,1,0.199526231496888,0.5
62,20,1011,4,1,0.199526231496888,0.5
62,30,1988,4,1,0.199526231496888,0.5
62,40,1973,4,1,0.199526231496888,0.5
62,50,3893,4,1,0.199526231496888,0.5
62,60,3839,4,1,0.199526231496888,0.5
62,70,7205,4,1,0.199526231496888,0.5
62,80,7465,4,1,0.199526231496888,0.5
62,90,10931,4,1,0.199526231496888,0.5
62,100,14443,4,1,0.199526231496888,0.5
62,110,16458,4,1,0.199526231496888,0.5
62,120,27886,4,1,0.199526231496888,0.5
62,130,28387,4,1,0.199526231496888,0.5
62,140,52917,4,1,0.199526231496888,0.5
62,150,53299,4,1,0.199526231496888,0.5
62,160,93311,4,1,0.199526231496888,0.5
62,170,102240,4,1,0.199526231496888,0.5
62,180,150258,4,1,0.199526231496888,0.5
81,0,1000,4,1,0.199526231496888,0.5
81,10,1000,4,1,0.199526231496888,0.5
81,20,1010,4,1,0.199526231496888,0.5
81,30,1982,4,1,0.199526231496888,0.5
81,40,1964,4,1,0.199526231496888,0.5
81,50,3880,4,1,0.199526231496888,0.5
81,60,3838,4,1,0.199526231496888,0.5
81,70,7180,4,1,0.199526231496888,0.5
81,80,7434,4,1,0.199526231496888,0.5
81,90,10952,4,1,0.199526231496888,0.5
81,100,14367,4,1,0.199526231496888,0.5
81,110,16389,4,1,0.199526231496888,0.5
81,120,27708,4,1,0.199526231496888,0.5
81,130,28267,4,1,0.199526231496888,0.5
81,140,52699,4,1,0.199526231496888,0.5
81,150,53008,4,1,0.199526231496888,0.5
81,160,93032,4,1,0.199526231496888,0.5
81,170,101546,4,1,0.199526231496888,0.5
81,180,149498,4,1,0.199526231496888,0.5
82,0,1000,4,1,0.199526231496888,0.5
82,10,1000,4,1,0.199526231496888,0.5
82,20,1014,4,1,0.199526231496888,0.5
82,30,1993,4,1,0.199526231496888,0.5
82,40,1977,4,1,0.199526231496888,0.5
82,50,3907,4,1,0.199526231496888,0.5
82,60,3863,4,1,0.199526231496888,0.5
82,70,7245,4,1,0.199526231496888,0.5
82,80,7511,4,1,0.199526231496888,0.5
82,90,11093,4,1,0.199526231496888,0.5
82,100,14547,4,1,0.199526231496888,0.5
82,110,16579,4,1,0.199526231496888,0.5
82,120,28088,4,1,0.199526231496888,0.5
82,130,28565,4,1,0.199526231496888,0.5
82,140,53267,4,1,0.199526231496888,0.5
82,150,53459,4,1,0.199526231496888,0.5
82,160,93830,4,1,0.199526231496888,0.5
82,170,102428,4,1,0.199526231496888,0.5
82,180,150460,4,1,0.199526231496888,0.5
1,0,1000,5,1,0.251188643150958,0.5
1,10,1000,5,1,0.251188643150958,0.5
1,20,1003,5,1,0.251188643150958,0.5
1,30,1974,5,1,0.251188643150958,0.5
1,40,1958,5,1,0.251188643150958,0.5
1,50,3840,5,1,0.251188643150958,0.5
1,60,3767,5,1,0.251188643150958,0.5
1,70,6991,5,1,0.251188643150958,0.5
1,80,7194,5,1,0.251188643150958,0.5
1,90,10474,5,1,0.251188643150958,0.5
1,100,13678,5,1,0.251188643150958,0.5
1,110,15449,5,1,0.251188643150958,0.5
1,120,25910,5,1,0.251188643150958,0.5
1,130,26202,5,1,0.251188643150958,0.5
1,140,48243,5,1,0.251188643150958,0.5
1,150,48082,5,1,0.251188643150958,0.5
1,160,83483,5,1,0.251188643150958,0.5
1,170,90403,5,1,0.251188643150958,0.5
1,180,131338,5,1,0.251188643150958,0.5
2,0,1000,5,1,0.251188643150958,0.5
2,10,1000,5,1,0.251188643150958,0.5
2,20,1006,5,1,0.251188643150958,0.5
2,30,1980,5,1,0.251188643150958,0.5
2,40,1950,5,1,0.251188643150958,0.5
2,50,3844,5,1,0.251188643150958,0.5
2,60,3786,5,1,0.251188643150958,0.5
2,70,7032,5,1,0.251188643150958,0.5
2,80,7248,5,1,0.251188643150958,0.5
2,90,10526,5,1,0.251188643150958,0.5
2,100,13815,5,1,0.251188643150958,0.5
2,110,15558,5,1,0.251188643150958,0.5
2,120,26213,5,1,0.251188643150958,0.5
2,130,26416,5,1,0.251188643150958,0.5
2,140,48734,5,1,0.251188643150958,0.5
2,150,48596,5,1,0.251188643150958,0.5
