"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","extinction.time","extinction.time.sd","num.reps","cell.type"
0,"73",2,4.5,0.5,23.0409943052554,11.3541872713782,1000,"STRUCT-BIND"
0,"74",10,4.5,0.5,26.5044695939702,16.8091734615734,1000,"STRUCT-BIND"
0,"75",50,4.5,0.5,41.4649425817399,67.766249538429,1000,"STRUCT-BIND"
0.087,"76",200,4.5,0.5,40.0550200875802,48.7178407382481,1000,"STRUCT-BIND"
0,"77",2,5,0.5,21.9687464385981,11.025065226373,1000,"STRUCT-BIND"
0,"78",10,5,0.5,22.9846505113634,13.0121106202774,1000,"STRUCT-BIND"
0,"79",50,5,0.5,33.9407157142368,40.9239802862397,1000,"STRUCT-BIND"
0.076,"80",200,5,0.5,40.9049251145791,57.290292119282,1000,"STRUCT-BIND"
1,"81",2,0,0.6,NA,NA,1000,"STRUCT-BIND"
1,"82",10,0,0.6,NA,NA,1000,"STRUCT-BIND"
1,"83",50,0,0.6,NA,NA,1000,"STRUCT-BIND"
1,"84",200,0,0.6,NA,NA,1000,"STRUCT-BIND"
0.958,"85",2,0.5,0.6,43.1336845705152,36.565269608865,1000,"STRUCT-BIND"
0.963,"86",10,0.5,0.6,35.3038820887357,29.9841045463807,1000,"STRUCT-BIND"
0.973,"87",50,0.5,0.6,40.1880190574063,36.5534564312807,1000,"STRUCT-BIND"
0.972,"88",200,0.5,0.6,37.8859084699378,25.8442313163356,1000,"STRUCT-BIND"
0.838,"89",2,0.7,0.6,77.7493316119296,67.4219976118442,1000,"STRUCT-BIND"
0.862,"90",10,0.7,0.6,80.6066891372901,62.0627979545043,1000,"STRUCT-BIND"
0.902,"91",50,0.7,0.6,59.8112369952091,42.1456986825145,1000,"STRUCT-BIND"
0.901,"92",200,0.7,0.6,66.2705871969533,55.5270645273383,1000,"STRUCT-BIND"
0.282,"93",2,0.9,0.6,214.855289302734,223.09056134988,1000,"STRUCT-BIND"
0.584,"94",10,0.9,0.6,127.359187186655,111.441644786308,1000,"STRUCT-BIND"
0.687,"95",50,0.9,0.6,103.029069386315,82.9637303262184,1000,"STRUCT-BIND"
0.772,"96",200,0.9,0.6,87.0334886127492,67.7489870875985,1000,"STRUCT-BIND"
0.022,"97",2,1,0.6,223.357135858906,219.75424976473,1000,"STRUCT-BIND"
0.354,"98",10,1,0.6,147.764430875981,136.376419610959,1000,"STRUCT-BIND"
0.571,"99",50,1,0.6,97.7594031104387,74.1938392897661,1000,"STRUCT-BIND"
0.65,"100",200,1,0.6,93.1628272279225,69.7531761278644,1000,"STRUCT-BIND"
0.001,"101",2,1.1,0.6,147.289588205312,125.939322508771,1000,"STRUCT-BIND"
0.229,"102",10,1.1,0.6,153.22169084139,141.068007329235,1000,"STRUCT-BIND"
0.474,"103",50,1.1,0.6,101.984329342737,81.6595051664342,1000,"STRUCT-BIND"
0.573,"104",200,1.1,0.6,89.1650601542459,66.9093999629036,1000,"STRUCT-BIND"
0,"105",2,1.2,0.6,108.742222241862,78.0963642123747,1000,"STRUCT-BIND"
0.088,"106",10,1.2,0.6,142.883133952215,157.196120214664,1000,"STRUCT-BIND"
0.396,"107",50,1.2,0.6,93.9891708761839,69.7169134013115,1000,"STRUCT-BIND"
0.52,"108",200,1.2,0.6,84.7436681031162,60.9471184936398,1000,"STRUCT-BIND"
0,"109",2,1.3,0.6,91.06606638198,66.0600345008867,1000,"STRUCT-BIND"
0.033,"110",10,1.3,0.6,130.364748150618,152.82850533653,1000,"STRUCT-BIND"
0.329,"111",50,1.3,0.6,92.1135738405246,75.1852235551403,1000,"STRUCT-BIND"
0.487,"112",200,1.3,0.6,78.0081646197334,58.6374724533388,1000,"STRUCT-BIND"
0,"113",2,1.4,0.6,76.4238919776264,50.0725099764617,1000,"STRUCT-BIND"
0.008,"114",10,1.4,0.6,112.720209325799,138.017872217963,1000,"STRUCT-BIND"
0.307,"115",50,1.4,0.6,83.8856551583304,64.7152900947699,1000,"STRUCT-BIND"
0.422,"116",200,1.4,0.6,72.5124024375779,53.7156531434042,1000,"STRUCT-BIND"
0,"117",2,1.5,0.6,68.6011423601835,46.3906654604404,1000,"STRUCT-BIND"
0,"118",10,1.5,0.6,101.616557113472,117.505236241355,1000,"STRUCT-BIND"
0.252,"119",50,1.5,0.6,81.6172436445979,68.5538781352034,1000,"STRUCT-BIND"
0.422,"120",200,1.5,0.6,67.833436369576,47.2483988803907,1000,"STRUCT-BIND"
0,"121",2,1.75,0.6,55.4936188973599,33.6510478062976,1000,"STRUCT-BIND"
0,"122",10,1.75,0.6,74.4703337206956,71.0049995962416,1000,"STRUCT-BIND"
0.159,"123",50,1.75,0.6,76.5761433207692,69.2380301843618,1000,"STRUCT-BIND"
0.349,"124",200,1.75,0.6,62.1500974060549,49.4873086193463,1000,"STRUCT-BIND"
0,"125",2,2,0.6,47.4288063564644,27.01875177244,1000,"STRUCT-BIND"
0,"126",10,2,0.6,59.3788558492156,47.3847711475039,1000,"STRUCT-BIND"
0.133,"127",50,2,0.6,68.9010101210449,70.8233374706597,1000,"STRUCT-BIND"
0.31,"128",200,2,0.6,55.7566729411668,45.8328505151191,1000,"STRUCT-BIND"
0,"129",2,2.25,0.6,40.3571049665278,22.1093222438516,1000,"STRUCT-BIND"
0,"130",10,2.25,0.6,53.4396267410498,42.403034805122,1000,"STRUCT-BIND"
0.08,"131",50,2.25,0.6,66.3701725351958,72.8618965131815,1000,"STRUCT-BIND"
0.292,"132",200,2.25,0.6,57.4192034805929,53.9273538214169,1000,"STRUCT-BIND"
0,"133",2,2.5,0.6,37.9680797400296,20.409701700597,1000,"STRUCT-BIND"
0,"134",10,2.5,0.6,44.7931747120287,33.5464637532916,1000,"STRUCT-BIND"
0.072,"135",50,2.5,0.6,71.2342732436051,95.8966809076606,1000,"STRUCT-BIND"
0.261,"136",200,2.5,0.6,51.9517783910653,49.0397246441945,1000,"STRUCT-BIND"
0,"137",2,2.75,0.6,32.2075929507632,17.1428523808487,1000,"STRUCT-BIND"
0,"138",10,2.75,0.6,40.9300640280916,29.2773421259577,1000,"STRUCT-BIND"
0.043,"139",50,2.75,0.6,67.4147398360653,98.5865280914717,1000,"STRUCT-BIND"
0.235,"140",200,2.75,0.6,54.0497478835739,58.9196933579349,1000,"STRUCT-BIND"
0,"141",2,3,0.6,31.5994058278429,16.9992208804733,1000,"STRUCT-BIND"
0,"142",10,3,0.6,37.7964758064614,27.9722912364711,1000,"STRUCT-BIND"
0.014,"143",50,3,0.6,66.9586512950808,107.164215426939,1000,"STRUCT-BIND"
0.213,"144",200,3,0.6,50.5115867742455,52.6907479763553,1000,"STRUCT-BIND"
0,"145",2,3.5,0.6,27.5211272970372,14.5778314536185,1000,"STRUCT-BIND"
0,"146",10,3.5,0.6,32.4222625858824,23.6731186145977,1000,"STRUCT-BIND"
0.001,"147",50,3.5,0.6,54.626936266305,88.2773517660609,1000,"STRUCT-BIND"
0.172,"148",200,3.5,0.6,49.1087369612058,54.0986161252055,1000,"STRUCT-BIND"
0,"149",2,4,0.6,25.054878874889,12.929479550701,1000,"STRUCT-BIND"
0,"150",10,4,0.6,28.5707290614977,18.097318476859,1000,"STRUCT-BIND"
0,"151",50,4,0.6,46.3757228241515,58.9921271193826,1000,"STRUCT-BIND"
0.134,"152",200,4,0.6,48.7115846642158,58.5824071108434,1000,"STRUCT-BIND"
0,"153",2,4.5,0.6,22.9629592196386,11.6373314877878,1000,"STRUCT-BIND"
0,"154",10,4.5,0.6,25.7315866011406,15.3288719607125,1000,"STRUCT-BIND"
0,"155",50,4.5,0.6,44.8328913659902,57.330355019241,1000,"STRUCT-BIND"
0.134,"156",200,4.5,0.6,46.9116888246962,65.2687303504538,1000,"STRUCT-BIND"
0,"157",2,5,0.6,21.706849907878,11.1558343861857,1000,"STRUCT-BIND"
0,"158",10,5,0.6,25.1463085281868,16.6766546935133,1000,"STRUCT-BIND"
0,"159",50,5,0.6,40.5226835265582,54.0416954435957,1000,"STRUCT-BIND"
0.103,"160",200,5,0.6,45.4967211336155,63.5422818596521,1000,"STRUCT-BIND"
1,"161",2,0,0.7,NA,NA,1000,"STRUCT-BIND"
1,"162",10,0,0.7,NA,NA,1000,"STRUCT-BIND"
1,"163",50,0,0.7,NA,NA,1000,"STRUCT-BIND"
1,"164",200,0,0.7,NA,NA,1000,"STRUCT-BIND"
0.965,"165",2,0.5,0.7,30.6171767958722,22.5947884235827,1000,"STRUCT-BIND"
0.967,"166",10,0.5,0.7,42.1854283414863,39.1955663481823,1000,"STRUCT-BIND"
0.962,"167",50,0.5,0.7,32.345130476219,23.3266057538949,1000,"STRUCT-BIND"
0.961,"168",200,0.5,0.7,36.3071655455769,20.0318003001399,1000,"STRUCT-BIND"
0.849,"169",2,0.7,0.7,84.0021401149974,68.521610047498,1000,"STRUCT-BIND"
0.894,"170",10,0.7,0.7,76.485984670248,69.9426376789266,1000,"STRUCT-BIND"
0.906,"171",50,0.7,0.7,62.2758887769186,47.6017357003156,1000,"STRUCT-BIND"
0.911,"172",200,0.7,0.7,70.1586959743628,53.3643369326618,1000,"STRUCT-BIND"
0.337,"173",2,0.9,0.7,226.29393622295,225.357689994957,1000,"STRUCT-BIND"
0.613,"174",10,0.9,0.7,131.251517718914,117.994307211398,1000,"STRUCT-BIND"
0.736,"175",50,0.9,0.7,109.650833689163,89.3379334332851,1000,"STRUCT-BIND"
0.772,"176",200,0.9,0.7,100.9806973212,88.6413350011315,1000,"STRUCT-BIND"
0.021,"177",2,1,0.7,208.702597143598,207.546536030692,1000,"STRUCT-BIND"
0.39,"178",10,1,0.7,154.187476435102,154.746765998788,1000,"STRUCT-BIND"
0.603,"179",50,1,0.7,112.728554949249,87.6375411277573,1000,"STRUCT-BIND"
0.662,"180",200,1,0.7,91.7058032663476,70.5931951258828,1000,"STRUCT-BIND"
0,"181",2,1.1,0.7,140.21913194891,117.305539553234,1000,"STRUCT-BIND"
0.24,"182",10,1.1,0.7,149.177141583179,133.019536611945,1000,"STRUCT-BIND"
0.514,"183",50,1.1,0.7,101.215159928499,87.1233071751481,1000,"STRUCT-BIND"
0.578,"184",200,1.1,0.7,88.9996752120365,66.3550782450713,1000,"STRUCT-BIND"
0,"185",2,1.2,0.7,110.053650058864,81.6267275266407,1000,"STRUCT-BIND"
0.11,"186",10,1.2,0.7,147.230895010097,154.883738394439,1000,"STRUCT-BIND"
0.457,"187",50,1.2,0.7,103.041905368728,83.4418352884635,1000,"STRUCT-BIND"
0.553,"188",200,1.2,0.7,78.6752828766742,59.9471207893322,1000,"STRUCT-BIND"
0,"189",2,1.3,0.7,91.7701195275555,64.2990899267894,1000,"STRUCT-BIND"
0.047,"190",10,1.3,0.7,147.053748242763,174.244802929343,1000,"STRUCT-BIND"
0.385,"191",50,1.3,0.7,90.6498401285244,71.9343054984085,1000,"STRUCT-BIND"
0.536,"192",200,1.3,0.7,78.3392593387321,55.8978235337475,1000,"STRUCT-BIND"
0,"193",2,1.4,0.7,81.3852738712637,53.3064195641179,1000,"STRUCT-BIND"
0.011,"194",10,1.4,0.7,133.021762157247,160.105654466326,1000,"STRUCT-BIND"
0.313,"195",50,1.4,0.7,87.5334487071859,75.0108995572601,1000,"STRUCT-BIND"
0.511,"196",200,1.4,0.7,73.5949019148264,52.0662824399128,1000,"STRUCT-BIND"
0,"197",2,1.5,0.7,71.7219899513107,42.4054487346964,1000,"STRUCT-BIND"
0.005,"198",10,1.5,0.7,116.245986914231,137.666157987862,1000,"STRUCT-BIND"
0.282,"199",50,1.5,0.7,87.5355254911028,80.7300152042346,1000,"STRUCT-BIND"
0.476,"200",200,1.5,0.7,69.6437898452401,52.3546296007529,1000,"STRUCT-BIND"
0,"201",2,1.75,0.7,55.8421421001625,33.4610768426547,1000,"STRUCT-BIND"
0,"202",10,1.75,0.7,78.6312633397204,75.5002051757283,1000,"STRUCT-BIND"
0.206,"203",50,1.75,0.7,85.3245569926233,89.3899066196077,1000,"STRUCT-BIND"
0.391,"204",200,1.75,0.7,65.411414690147,57.6780399558729,1000,"STRUCT-BIND"
0,"205",2,2,0.7,49.350903727671,29.1500657178322,1000,"STRUCT-BIND"
0,"206",10,2,0.7,64.1504071562646,61.5164814920449,1000,"STRUCT-BIND"
0.174,"207",50,2,0.7,78.8574704148878,81.92751464617,1000,"STRUCT-BIND"
0.389,"208",200,2,0.7,62.4986010906021,56.8756045822846,1000,"STRUCT-BIND"
0,"209",2,2.25,0.7,42.8073655588171,23.7242082959407,1000,"STRUCT-BIND"
0,"210",10,2.25,0.7,57.5120879099277,51.9475188488907,1000,"STRUCT-BIND"
0.123,"211",50,2.25,0.7,75.3064515021339,86.2009790475754,1000,"STRUCT-BIND"
0.321,"212",200,2.25,0.7,63.0884133730376,62.6497331606742,1000,"STRUCT-BIND"
0,"213",2,2.5,0.7,37.6555374914578,21.1605831486736,1000,"STRUCT-BIND"
0,"214",10,2.5,0.7,47.9628779135905,36.8332714018093,1000,"STRUCT-BIND"
0.078,"215",50,2.5,0.7,75.2380240878589,105.724167248213,1000,"STRUCT-BIND"
0.297,"216",200,2.5,0.7,54.5347933553223,54.1715304272449,1000,"STRUCT-BIND"
0,"217",2,2.75,0.7,34.0078890670136,18.0946423095992,1000,"STRUCT-BIND"
0,"218",10,2.75,0.7,42.9800717261403,31.105906280113,1000,"STRUCT-BIND"
0.048,"219",50,2.75,0.7,78.673020829738,128.023292419586,1000,"STRUCT-BIND"
0.301,"220",200,2.75,0.7,54.1526162838793,60.9687009744681,1000,"STRUCT-BIND"
0,"221",2,3,0.7,31.0962709516525,16.9238729010131,1000,"STRUCT-BIND"
0,"222",10,3,0.7,38.000348456357,26.6453434716144,1000,"STRUCT-BIND"
0.027,"223",50,3,0.7,81.2506521989952,122.415907741053,1000,"STRUCT-BIND"
0.246,"224",200,3,0.7,54.182407094362,60.8337152513451,1000,"STRUCT-BIND"
0,"225",2,3.5,0.7,28.3956221494604,15.3281353024271,1000,"STRUCT-BIND"
0,"226",10,3.5,0.7,34.8071929935472,25.9546456154289,1000,"STRUCT-BIND"
0.004,"227",50,3.5,0.7,68.9224081623539,114.731562606576,1000,"STRUCT-BIND"
0.241,"228",200,3.5,0.7,53.8992379696879,64.8726246547726,1000,"STRUCT-BIND"
0,"229",2,4,0.7,25.2226340299579,12.7741947232569,1000,"STRUCT-BIND"
0,"230",10,4,0.7,30.6570915497834,21.0960281182555,1000,"STRUCT-BIND"
0,"231",50,4,0.7,60.6176050971752,98.4734239479067,1000,"STRUCT-BIND"
0.185,"232",200,4,0.7,55.0576450166935,67.8134651828267,1000,"STRUCT-BIND"
0,"233",2,4.5,0.7,23.0968099928544,11.6774935180569,1000,"STRUCT-BIND"
0,"234",10,4.5,0.7,27.0400353854892,19.8428376583221,1000,"STRUCT-BIND"
0,"235",50,4.5,0.7,53.5574379887606,84.3058309516043,1000,"STRUCT-BIND"
0.184,"236",200,4.5,0.7,53.1506392588675,70.607694098552,1000,"STRUCT-BIND"
0,"237",2,5,0.7,21.6748419568685,10.7524173900834,1000,"STRUCT-BIND"
0,"238",10,5,0.7,26.0961095798925,17.4899663037699,1000,"STRUCT-BIND"
0,"239",50,5,0.7,46.7219693709397,59.9735473688519,1000,"STRUCT-BIND"
0.145,"240",200,5,0.7,57.2002461618557,76.0067132397643,1000,"STRUCT-BIND"
1,"241",2,0,0.8,NA,NA,1000,"STRUCT-BIND"
1,"242",10,0,0.8,NA,NA,1000,"STRUCT-BIND"
1,"243",50,0,0.8,NA,NA,1000,"STRUCT-BIND"
1,"244",200,0,0.8,NA,NA,1000,"STRUCT-BIND"
0.97,"245",2,0.5,0.8,34.4510818787656,34.8480802581843,1000,"STRUCT-BIND"
0.968,"246",10,0.5,0.8,41.3877767597727,26.9986065001161,1000,"STRUCT-BIND"
0.969,"247",50,0.5,0.8,42.9121288116013,38.9087446931293,1000,"STRUCT-BIND"
0.977,"248",200,0.5,0.8,28.7454037560741,19.020019470608,1000,"STRUCT-BIND"
0.855,"249",2,0.7,0.8,78.7199646805312,66.6208337811033,1000,"STRUCT-BIND"
0.885,"250",10,0.7,0.8,73.8930147456561,66.2011674162992,1000,"STRUCT-BIND"
0.927,"251",50,0.7,0.8,66.4259489713903,55.0001037220674,1000,"STRUCT-BIND"
0.923,"252",200,0.7,0.8,61.269964128925,48.430272371157,1000,"STRUCT-BIND"
0.293,"253",2,0.9,0.8,225.025038753228,227.837591717844,1000,"STRUCT-BIND"
0.623,"254",10,0.9,0.8,138.336351553961,138.833990288109,1000,"STRUCT-BIND"
0.729,"255",50,0.9,0.8,113.872890261434,92.4407701536705,1000,"STRUCT-BIND"
0.781,"256",200,0.9,0.8,91.5643974430626,63.9701253724057,1000,"STRUCT-BIND"
0.026,"257",2,1,0.8,226.969307947784,222.910988228679,1000,"STRUCT-BIND"
0.43,"258",10,1,0.8,156.11911311149,143.704478036806,1000,"STRUCT-BIND"
0.651,"259",50,1,0.8,109.493461720331,85.3715095677994,1000,"STRUCT-BIND"
0.68,"260",200,1,0.8,99.3337474277665,77.1903352125043,1000,"STRUCT-BIND"
0,"261",2,1.1,0.8,156.919436758319,144.278502826902,1000,"STRUCT-BIND"
0.265,"262",10,1.1,0.8,142.114668057764,135.742950493275,1000,"STRUCT-BIND"
0.541,"263",50,1.1,0.8,98.5810564162016,83.5834793157279,1000,"STRUCT-BIND"
0.649,"264",200,1.1,0.8,92.4761441156602,68.006843993265,1000,"STRUCT-BIND"
0,"265",2,1.2,0.8,115.729128470629,89.9805563522496,1000,"STRUCT-BIND"
0.15,"266",10,1.2,0.8,164.597195852478,173.616775808025,1000,"STRUCT-BIND"
0.496,"267",50,1.2,0.8,96.9184757359606,77.4797727122378,1000,"STRUCT-BIND"
0.577,"268",200,1.2,0.8,79.804506908894,57.5001517568776,1000,"STRUCT-BIND"
0,"269",2,1.3,0.8,96.5922320802566,70.0716803340857,1000,"STRUCT-BIND"
0.06,"270",10,1.3,0.8,149.023111135761,169.348238016997,1000,"STRUCT-BIND"
0.427,"271",50,1.3,0.8,97.3957122896868,76.7932155622446,1000,"STRUCT-BIND"
0.547,"272",200,1.3,0.8,78.395777745454,58.0416136580647,1000,"STRUCT-BIND"
0,"273",2,1.4,0.8,82.0203531761474,55.476871794896,1000,"STRUCT-BIND"
0.026,"274",10,1.4,0.8,138.69207415729,171.383351196434,1000,"STRUCT-BIND"
0.429,"275",50,1.4,0.8,96.3476268755327,95.4608419115809,1000,"STRUCT-BIND"
0.492,"276",200,1.4,0.8,68.5678033068791,48.3387188080724,1000,"STRUCT-BIND"
0,"277",2,1.5,0.8,70.971007053518,48.4153979104539,1000,"STRUCT-BIND"
0.005,"278",10,1.5,0.8,125.758736284473,156.412623224111,1000,"STRUCT-BIND"
0.348,"279",50,1.5,0.8,86.3256985766629,70.0096924096586,1000,"STRUCT-BIND"
0.508,"280",200,1.5,0.8,67.451444759716,53.6333515802413,1000,"STRUCT-BIND"
0,"281",2,1.75,0.8,57.92654179917,37.1291380164694,1000,"STRUCT-BIND"
0,"282",10,1.75,0.8,92.6557712992531,106.488378380135,1000,"STRUCT-BIND"
0.294,"283",50,1.75,0.8,84.5957347232923,86.6554460853249,1000,"STRUCT-BIND"
0.458,"284",200,1.75,0.8,59.9318702463858,49.3588788455132,1000,"STRUCT-BIND"
0,"285",2,2,0.8,48.8404657494475,27.3039680057618,1000,"STRUCT-BIND"
0,"286",10,2,0.8,68.3812506267836,62.108867923536,1000,"STRUCT-BIND"
0.201,"287",50,2,0.8,90.2300950451632,109.170052123064,1000,"STRUCT-BIND"
0.391,"288",200,2,0.8,61.0221220224816,60.3099150324712,1000,"STRUCT-BIND"
0,"289",2,2.25,0.8,43.7075997762987,25.3721107401589,1000,"STRUCT-BIND"
0,"290",10,2.25,0.8,62.0866413589641,55.6362814156594,1000,"STRUCT-BIND"
0.172,"291",50,2.25,0.8,87.8804925647168,119.693691849245,1000,"STRUCT-BIND"
0.375,"292",200,2.25,0.8,53.1055973321194,54.2787348504803,1000,"STRUCT-BIND"
0,"293",2,2.5,0.8,37.9441600170146,20.6183056195466,1000,"STRUCT-BIND"
0,"294",10,2.5,0.8,53.0691157963895,46.5159389504351,1000,"STRUCT-BIND"
0.098,"295",50,2.5,0.8,83.2813224225471,113.592613594327,1000,"STRUCT-BIND"
0.341,"296",200,2.5,0.8,59.7706075851095,69.4138429569138,1000,"STRUCT-BIND"
0,"297",2,2.75,0.8,35.7416493457444,20.9491470036287,1000,"STRUCT-BIND"
0,"298",10,2.75,0.8,48.4158893086619,42.3372634592988,1000,"STRUCT-BIND"
0.071,"299",50,2.75,0.8,88.4759388521245,126.422334028756,1000,"STRUCT-BIND"
0.337,"300",200,2.75,0.8,58.0271295227084,69.5254872881155,1000,"STRUCT-BIND"
0,"301",2,3,0.8,32.4161423348861,17.3323219876805,1000,"STRUCT-BIND"
0,"302",10,3,0.8,44.1195989450383,36.5751406251078,1000,"STRUCT-BIND"
0.048,"303",50,3,0.8,93.2160955117731,146.282048650263,1000,"STRUCT-BIND"
0.319,"304",200,3,0.8,55.3882841292156,70.3578036120795,1000,"STRUCT-BIND"
0,"305",2,3.5,0.8,28.2413842808637,15.1514079122918,1000,"STRUCT-BIND"
0,"306",10,3.5,0.8,37.4974190173302,30.591707233045,1000,"STRUCT-BIND"
0.028,"307",50,3.5,0.8,90.6075935643797,151.43920746719,1000,"STRUCT-BIND"
0.302,"308",200,3.5,0.8,58.4316129684354,77.8396895721314,1000,"STRUCT-BIND"
0,"309",2,4,0.8,26.8222534692758,14.1053307062975,1000,"STRUCT-BIND"
0,"310",10,4,0.8,32.1042135210769,24.0685022530274,1000,"STRUCT-BIND"
0.005,"311",50,4,0.8,79.4206253422482,126.817349301859,1000,"STRUCT-BIND"
0.257,"312",200,4,0.8,56.7164033078146,73.2831029155839,1000,"STRUCT-BIND"
0,"313",2,4.5,0.8,23.1944211630053,12.0022910983904,1000,"STRUCT-BIND"
0,"314",10,4.5,0.8,29.1545456755922,23.3816629497153,1000,"STRUCT-BIND"
0.001,"315",50,4.5,0.8,69.8999732822641,109.412432470396,1000,"STRUCT-BIND"
0.219,"316",200,4.5,0.8,61.0335450784669,92.5934435148261,1000,"STRUCT-BIND"
0,"317",2,5,0.8,22.0797219505688,11.6134135545946,1000,"STRUCT-BIND"
0,"318",10,5,0.8,27.4306351301602,21.0564123644385,1000,"STRUCT-BIND"
0,"319",50,5,0.8,63.5919272916864,94.171035503201,1000,"STRUCT-BIND"
0.191,"320",200,5,0.8,69.7274309635852,104.856032959147,1000,"STRUCT-BIND"
1,"321",2,0,0.9,NA,NA,1000,"STRUCT-BIND"
1,"322",10,0,0.9,NA,NA,1000,"STRUCT-BIND"
1,"323",50,0,0.9,NA,NA,1000,"STRUCT-BIND"
1,"324",200,0,0.9,NA,NA,1000,"STRUCT-BIND"
0.956,"325",2,0.5,0.9,31.8537956737398,20.4378367889979,1000,"STRUCT-BIND"
0.965,"326",10,0.5,0.9,37.0926989129474,25.8696677766235,1000,"STRUCT-BIND"
0.978,"327",50,0.5,0.9,38.4743226584904,31.7663610520874,1000,"STRUCT-BIND"
0.98,"328",200,0.5,0.9,27.6329994972939,21.006007005423,1000,"STRUCT-BIND"
0.86,"329",2,0.7,0.9,67.8398282873208,56.5832419403412,1000,"STRUCT-BIND"
0.896,"330",10,0.7,0.9,71.095953654829,60.7900474310096,1000,"STRUCT-BIND"
0.925,"331",50,0.7,0.9,66.5093714677801,56.0918911214206,1000,"STRUCT-BIND"
0.914,"332",200,0.7,0.9,64.1307514110786,53.4338033090595,1000,"STRUCT-BIND"
0.331,"333",2,0.9,0.9,212.717026297878,208.421637088701,1000,"STRUCT-BIND"
0.645,"334",10,0.9,0.9,139.728771219885,118.874516241835,1000,"STRUCT-BIND"
0.752,"335",50,0.9,0.9,114.709442500651,101.119736116208,1000,"STRUCT-BIND"
0.777,"336",200,0.9,0.9,100.727086330748,79.7461832893712,1000,"STRUCT-BIND"
0.038,"337",2,1,0.9,239.449465923062,227.463281692865,1000,"STRUCT-BIND"
0.444,"338",10,1,0.9,150.460682832795,131.884545748787,1000,"STRUCT-BIND"
0.667,"339",50,1,0.9,106.715485731941,88.3732431440335,1000,"STRUCT-BIND"
0.712,"340",200,1,0.9,95.350032431547,75.5937569565605,1000,"STRUCT-BIND"
0.001,"341",2,1.1,0.9,158.921754796185,142.08148063476,1000,"STRUCT-BIND"
0.296,"342",10,1.1,0.9,161.604665671476,160.447416035348,1000,"STRUCT-BIND"
0.574,"343",50,1.1,0.9,103.967743007242,77.8610045569698,1000,"STRUCT-BIND"
0.637,"344",200,1.1,0.9,93.1103870551018,63.0458907867317,1000,"STRUCT-BIND"
0,"345",2,1.2,0.9,117.078557223737,89.8014651086778,1000,"STRUCT-BIND"
0.179,"346",10,1.2,0.9,167.575748333954,186.808747859176,1000,"STRUCT-BIND"
0.516,"347",50,1.2,0.9,92.3505932126959,71.9024657374472,1000,"STRUCT-BIND"
0.618,"348",200,1.2,0.9,86.5384167927078,62.8039609686833,1000,"STRUCT-BIND"
0,"349",2,1.3,0.9,101.225782854131,80.0952141238046,1000,"STRUCT-BIND"
0.109,"350",10,1.3,0.9,160.407724044676,185.151049639831,1000,"STRUCT-BIND"
0.468,"351",50,1.3,0.9,84.8630882330386,65.2410539319821,1000,"STRUCT-BIND"
0.575,"352",200,1.3,0.9,74.3053778342916,54.0735685468556,1000,"STRUCT-BIND"
0,"353",2,1.4,0.9,86.6264145773766,61.8109424571893,1000,"STRUCT-BIND"
0.068,"354",10,1.4,0.9,157.579232463095,191.267835631163,1000,"STRUCT-BIND"
0.441,"355",50,1.4,0.9,84.5742399986271,68.3154676469756,1000,"STRUCT-BIND"
0.57,"356",200,1.4,0.9,70.237499573641,50.4754876918162,1000,"STRUCT-BIND"
0,"357",2,1.5,0.9,79.0859554421587,53.3031760438604,1000,"STRUCT-BIND"
0.02,"358",10,1.5,0.9,140.976796897363,169.632291839779,1000,"STRUCT-BIND"
0.381,"359",50,1.5,0.9,89.3434300005527,84.0286793140347,1000,"STRUCT-BIND"
0.526,"360",200,1.5,0.9,70.004229239517,52.9233893236771,1000,"STRUCT-BIND"
0,"361",2,1.75,0.9,61.5129230652389,37.3547549123584,1000,"STRUCT-BIND"
0.001,"362",10,1.75,0.9,120.994931059825,153.249823019273,1000,"STRUCT-BIND"
0.336,"363",50,1.75,0.9,83.7219379072544,91.0818422709466,1000,"STRUCT-BIND"
0.482,"364",200,1.75,0.9,61.2925861824447,63.8594615765574,1000,"STRUCT-BIND"
0,"365",2,2,0.9,51.6132632985855,29.938387711709,1000,"STRUCT-BIND"
0,"366",10,2,0.9,89.4472200373564,108.59458541101,1000,"STRUCT-BIND"
0.277,"367",50,2,0.9,86.5815787059885,100.850628593361,1000,"STRUCT-BIND"
0.458,"368",200,2,0.9,60.234534793152,63.737209893051,1000,"STRUCT-BIND"
0,"369",2,2.25,0.9,43.729856859985,25.3126479600552,1000,"STRUCT-BIND"
0,"370",10,2.25,0.9,74.2987300561874,80.4588373012353,1000,"STRUCT-BIND"
0.218,"371",50,2.25,0.9,98.7280544284959,137.952178501694,1000,"STRUCT-BIND"
0.413,"372",200,2.25,0.9,53.5473284491016,59.5058956597148,1000,"STRUCT-BIND"
0,"373",2,2.5,0.9,39.7929500852032,23.2435351104782,1000,"STRUCT-BIND"
0,"374",10,2.5,0.9,64.1582792357865,79.0382709435793,1000,"STRUCT-BIND"
0.17,"375",50,2.5,0.9,103.465727525,157.904183986947,1000,"STRUCT-BIND"
0.394,"376",200,2.5,0.9,52.7894707757284,58.9734521999598,1000,"STRUCT-BIND"
0,"377",2,2.75,0.9,35.4955263910163,20.5508250787289,1000,"STRUCT-BIND"
