"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","extinction.time","extinction.time.sd","num.reps","cell.type"
0,"219",50,2.75,0.7,62.9206297460265,39.7761617829165,1000,"REG-ON"
0,"220",200,2.75,0.7,84.3716863789242,59.7309808137426,1000,"REG-ON"
0,"221",2,3,0.7,32.3127802689743,17.2895336484149,1000,"REG-ON"
0,"222",10,3,0.7,38.5650033659357,21.2267046794921,1000,"REG-ON"
0,"223",50,3,0.7,55.2317992850951,32.91090599746,1000,"REG-ON"
0,"224",200,3,0.7,71.7249454213172,46.0389550135569,1000,"REG-ON"
0,"225",2,3.5,0.7,27.1979820901959,13.5997283458327,1000,"REG-ON"
0,"226",10,3.5,0.7,32.1774369899297,17.2872091864729,1000,"REG-ON"
0,"227",50,3.5,0.7,45.1669870328748,26.981837003346,1000,"REG-ON"
0,"228",200,3.5,0.7,58.4616654741937,37.0698997611142,1000,"REG-ON"
0,"229",2,4,0.7,25.7628942676515,12.98499155242,1000,"REG-ON"
0,"230",10,4,0.7,29.0649720633261,15.9728765784746,1000,"REG-ON"
0,"231",50,4,0.7,39.7787229003022,22.6010664722241,1000,"REG-ON"
0,"232",200,4,0.7,50.2342082446019,30.8028931102432,1000,"REG-ON"
0,"233",2,4.5,0.7,23.6882791753185,11.5410465365235,1000,"REG-ON"
0,"234",10,4.5,0.7,26.2449833289179,13.9773117709225,1000,"REG-ON"
0,"235",50,4.5,0.7,35.5622228145903,19.7224301643972,1000,"REG-ON"
0,"236",200,4.5,0.7,42.6770144773022,25.5859943497544,1000,"REG-ON"
0,"237",2,5,0.7,22.0114609119313,10.9304503754869,1000,"REG-ON"
0,"238",10,5,0.7,24.1196144206835,12.2390899255324,1000,"REG-ON"
0,"239",50,5,0.7,32.5276097782588,17.788633071447,1000,"REG-ON"
0,"240",200,5,0.7,39.3893067877266,21.523749886307,1000,"REG-ON"
1,"241",2,0,0.8,NA,NA,1000,"REG-ON"
1,"242",10,0,0.8,NA,NA,1000,"REG-ON"
1,"243",50,0,0.8,NA,NA,1000,"REG-ON"
1,"244",200,0,0.8,NA,NA,1000,"REG-ON"
0.96,"245",2,0.5,0.8,42.8642657124021,36.0699344562126,1000,"REG-ON"
0.974,"246",10,0.5,0.8,35.3026892081293,29.9753900520181,1000,"REG-ON"
0.989,"247",50,0.5,0.8,17.0360957428557,4.61731271498653,1000,"REG-ON"
0.997,"248",200,0.5,0.8,18.2811460087216,4.40875006025323,1000,"REG-ON"
0.839,"249",2,0.7,0.8,82.8968501750009,69.4325458600965,1000,"REG-ON"
0.942,"250",10,0.7,0.8,51.450959341982,54.0813909940029,1000,"REG-ON"
0.979,"251",50,0.7,0.8,22.183678608573,14.4001022392804,1000,"REG-ON"
0.982,"252",200,0.7,0.8,20.6970585232726,10.1385832634854,1000,"REG-ON"
0.322,"253",2,0.9,0.8,234.098330313205,237.831217124777,1000,"REG-ON"
0.776,"254",10,0.9,0.8,125.968048543281,108.760255391228,1000,"REG-ON"
0.974,"255",50,0.9,0.8,43.5423056266993,31.9944660255728,1000,"REG-ON"
0.981,"256",200,0.9,0.8,42.4741893785617,31.5146985191948,1000,"REG-ON"
0.012,"257",2,1,0.8,221.82167163088,207.185624519118,1000,"REG-ON"
0.6,"258",10,1,0.8,154.00824724196,149.29999196512,1000,"REG-ON"
0.926,"259",50,1,0.8,61.2088027198505,54.5772106272617,1000,"REG-ON"
0.973,"260",200,1,0.8,36.3123921053187,29.4819957439674,1000,"REG-ON"
0,"261",2,1.1,0.8,152.354170477446,129.99213725709,1000,"REG-ON"
0.234,"262",10,1.1,0.8,252.957891812559,240.755486957174,1000,"REG-ON"
0.893,"263",50,1.1,0.8,78.1743487135106,78.3007325450093,1000,"REG-ON"
0.953,"264",200,1.1,0.8,52.9241273999616,36.8317727241269,1000,"REG-ON"
0,"265",2,1.2,0.8,115.377162320828,84.4465585013006,1000,"REG-ON"
0.021,"266",10,1.2,0.8,240.440227563199,226.224161640182,1000,"REG-ON"
0.83,"267",50,1.2,0.8,130.18465721989,121.952252451281,1000,"REG-ON"
0.931,"268",200,1.2,0.8,54.4026362593032,52.2357196941414,1000,"REG-ON"
0,"269",2,1.3,0.8,96.2773336486603,65.1834744881606,1000,"REG-ON"
0.002,"270",10,1.3,0.8,172.795184683069,149.214090843827,1000,"REG-ON"
0.74,"271",50,1.3,0.8,151.1027593942,131.081352109723,1000,"REG-ON"
0.91,"272",200,1.3,0.8,69.1696945734433,71.6390285604928,1000,"REG-ON"
0,"273",2,1.4,0.8,80.0662991380564,52.4758844424095,1000,"REG-ON"
0,"274",10,1.4,0.8,138.211425878451,103.695960392795,1000,"REG-ON"
0.563,"275",50,1.4,0.8,199.763650089385,184.451505466088,1000,"REG-ON"
0.887,"276",200,1.4,0.8,81.7067736001536,79.263747734534,1000,"REG-ON"
0,"277",2,1.5,0.8,71.1671542013776,46.3797390104162,1000,"REG-ON"
0,"278",10,1.5,0.8,109.813988775806,80.1491744642734,1000,"REG-ON"
0.313,"279",50,1.5,0.8,272.025864109967,250.930553161563,1000,"REG-ON"
0.819,"280",200,1.5,0.8,114.396402239497,107.810474372071,1000,"REG-ON"
0,"281",2,1.75,0.8,60.9598248134234,36.6924275560435,1000,"REG-ON"
0,"282",10,1.75,0.8,80.8902391642422,53.8640754373451,1000,"REG-ON"
0.007,"283",50,1.75,0.8,214.692496011588,195.226412559205,1000,"REG-ON"
0.472,"284",200,1.75,0.8,241.578953449378,217.082991330708,1000,"REG-ON"
0,"285",2,2,0.8,49.3830295754403,28.4172169371026,1000,"REG-ON"
0,"286",10,2,0.8,66.9333728038308,42.7746587606288,1000,"REG-ON"
0,"287",50,2,0.8,143.295064196498,109.859891759177,1000,"REG-ON"
0.042,"288",200,2,0.8,296.026558853761,256.287687686637,1000,"REG-ON"
0,"289",2,2.25,0.8,42.9516239898608,23.1235829302629,1000,"REG-ON"
0,"290",10,2.25,0.8,57.1915401066059,35.0461237122536,1000,"REG-ON"
0,"291",50,2.25,0.8,103.280243022295,70.9890395397699,1000,"REG-ON"
0.001,"292",200,2.25,0.8,184.468626377198,155.698857261869,1000,"REG-ON"
0,"293",2,2.5,0.8,37.8280324783245,19.9794183906382,1000,"REG-ON"
0,"294",10,2.5,0.8,51.2098164143305,29.6177688610614,1000,"REG-ON"
0,"295",50,2.5,0.8,89.3276567966339,58.4130410935526,1000,"REG-ON"
0,"296",200,2.5,0.8,129.16193652343,96.7591468801463,1000,"REG-ON"
0,"297",2,2.75,0.8,35.8064543723009,18.9003302873189,1000,"REG-ON"
0,"298",10,2.75,0.8,43.7085556625366,24.2199642916992,1000,"REG-ON"
0,"299",50,2.75,0.8,75.3958048153053,49.4463204480313,1000,"REG-ON"
0,"300",200,2.75,0.8,113.840374418897,81.0479530183239,1000,"REG-ON"
0,"301",2,3,0.8,33.3727648374441,18.313549910844,1000,"REG-ON"
0,"302",10,3,0.8,40.7184443080876,23.8894858317039,1000,"REG-ON"
0,"303",50,3,0.8,66.5844253485188,42.6017925458537,1000,"REG-ON"
0,"304",200,3,0.8,91.4863044763553,60.5244231644017,1000,"REG-ON"
0,"305",2,3.5,0.8,29.7408613380115,15.217323940029,1000,"REG-ON"
0,"306",10,3.5,0.8,35.7611356810579,19.1544853345472,1000,"REG-ON"
0,"307",50,3.5,0.8,53.2745742684482,33.0524439731841,1000,"REG-ON"
0,"308",200,3.5,0.8,73.4479124546059,47.2466592374228,1000,"REG-ON"
0,"309",2,4,0.8,25.4854663207795,13.2027954484264,1000,"REG-ON"
0,"310",10,4,0.8,31.1893443904957,17.233770469152,1000,"REG-ON"
0,"311",50,4,0.8,47.5567604856298,26.7544519693742,1000,"REG-ON"
0,"312",200,4,0.8,59.7721885259043,37.1497853687267,1000,"REG-ON"
0,"313",2,4.5,0.8,23.6173265432217,11.406790919591,1000,"REG-ON"
0,"314",10,4.5,0.8,28.9844114982741,15.674888894252,1000,"REG-ON"
0,"315",50,4.5,0.8,41.6031837664551,23.5955418584889,1000,"REG-ON"
0,"316",200,4.5,0.8,53.5554655200223,33.0156767602449,1000,"REG-ON"
0,"317",2,5,0.8,22.4262605986348,11.6200703829609,1000,"REG-ON"
0,"318",10,5,0.8,27.0719398755569,14.1656723120199,1000,"REG-ON"
0,"319",50,5,0.8,37.8952624309321,21.2901144794151,1000,"REG-ON"
0,"320",200,5,0.8,45.8026918234471,27.2937882608865,1000,"REG-ON"
1,"321",2,0,0.9,NA,NA,1000,"REG-ON"
1,"322",10,0,0.9,NA,NA,1000,"REG-ON"
1,"323",50,0,0.9,NA,NA,1000,"REG-ON"
1,"324",200,0,0.9,NA,NA,1000,"REG-ON"
0.967,"325",2,0.5,0.9,42.107729263002,41.2276431722241,1000,"REG-ON"
0.976,"326",10,0.5,0.9,25.7080838941408,14.9194339795792,1000,"REG-ON"
0.993,"327",50,0.5,0.9,17.0877452063097,5.43397643787547,1000,"REG-ON"
0.997,"328",200,0.5,0.9,16.0744680481865,9.92544501687737,1000,"REG-ON"
0.861,"329",2,0.7,0.9,72.465006724268,62.6250091773675,1000,"REG-ON"
0.959,"330",10,0.7,0.9,40.3223578424868,33.7993609697791,1000,"REG-ON"
0.988,"331",50,0.7,0.9,31.3267846466799,17.8620211657852,1000,"REG-ON"
0.993,"332",200,0.7,0.9,35.354615280973,36.5845358531537,1000,"REG-ON"
0.349,"333",2,0.9,0.9,224.864538632866,235.559973526805,1000,"REG-ON"
0.831,"334",10,0.9,0.9,105.590182253062,99.6666495997605,1000,"REG-ON"
0.977,"335",50,0.9,0.9,44.9231763266205,43.0267910531244,1000,"REG-ON"
0.979,"336",200,0.9,0.9,27.3216998709208,22.1481629361716,1000,"REG-ON"
0.014,"337",2,1,0.9,242.892395417397,228.163903813925,1000,"REG-ON"
0.673,"338",10,1,0.9,170.912940181315,146.640222795772,1000,"REG-ON"
0.963,"339",50,1,0.9,67.3129439746622,67.4764478412782,1000,"REG-ON"
0.976,"340",200,1,0.9,39.2967926402159,27.3974423706044,1000,"REG-ON"
0,"341",2,1.1,0.9,159.875287302704,134.045534801025,1000,"REG-ON"
0.336,"342",10,1.1,0.9,282.29142152682,253.367948603092,1000,"REG-ON"
0.934,"343",50,1.1,0.9,70.1656876030053,62.0203045198083,1000,"REG-ON"
0.976,"344",200,1.1,0.9,32.7943161370694,25.1733986907439,1000,"REG-ON"
0,"345",2,1.2,0.9,119.052037068872,94.7561135645917,1000,"REG-ON"
0.052,"346",10,1.2,0.9,293.025431020336,257.186236710219,1000,"REG-ON"
0.912,"347",50,1.2,0.9,107.098013072748,97.1170173471918,1000,"REG-ON"
0.966,"348",200,1.2,0.9,62.9404472175417,51.0355374094048,1000,"REG-ON"
0,"349",2,1.3,0.9,100.18472208697,73.6567008967388,1000,"REG-ON"
0.005,"350",10,1.3,0.9,206.101195735519,181.622801585508,1000,"REG-ON"
0.825,"351",50,1.3,0.9,143.394855447502,116.267030383697,1000,"REG-ON"
0.958,"352",200,1.3,0.9,91.9966060791825,75.5383799167082,1000,"REG-ON"
0,"353",2,1.4,0.9,86.6214698069003,57.843664940858,1000,"REG-ON"
0,"354",10,1.4,0.9,165.938978829061,132.914184952822,1000,"REG-ON"
0.674,"355",50,1.4,0.9,206.168804960646,181.724333902506,1000,"REG-ON"
0.913,"356",200,1.4,0.9,100.277954477968,86.3498391105472,1000,"REG-ON"
0,"357",2,1.5,0.9,77.4976918377191,49.6107977035182,1000,"REG-ON"
0,"358",10,1.5,0.9,137.765495527941,103.016160291134,1000,"REG-ON"
0.444,"359",50,1.5,0.9,287.042716501998,253.994587531536,1000,"REG-ON"
0.885,"360",200,1.5,0.9,133.863482738966,99.6191350644375,1000,"REG-ON"
0,"361",2,1.75,0.9,60.8379927123086,36.5365132142952,1000,"REG-ON"
0,"362",10,1.75,0.9,99.379380424403,71.6771701344878,1000,"REG-ON"
0.049,"363",50,1.75,0.9,281.24126142516,244.680579774483,1000,"REG-ON"
0.629,"364",200,1.75,0.9,245.599567495003,195.647223355253,1000,"REG-ON"
0,"365",2,2,0.9,51.6046512020282,29.5414536466543,1000,"REG-ON"
0,"366",10,2,0.9,77.7190965203549,51.7807448107387,1000,"REG-ON"
0.003,"367",50,2,0.9,199.34810214219,173.793696641046,1000,"REG-ON"
0.233,"368",200,2,0.9,335.140492203075,289.105634149257,1000,"REG-ON"
0,"369",2,2.25,0.9,43.6497929253742,25.1281426963086,1000,"REG-ON"
0,"370",10,2.25,0.9,63.5474644766936,39.8029277541463,1000,"REG-ON"
0,"371",50,2.25,0.9,149.669820149384,121.245128022271,1000,"REG-ON"
0.031,"372",200,2.25,0.9,274.039180584652,238.824230119692,1000,"REG-ON"
0,"373",2,2.5,0.9,40.7373769094637,22.3460241420046,1000,"REG-ON"
0,"374",10,2.5,0.9,56.3976095364999,35.0637195604742,1000,"REG-ON"
0,"375",50,2.5,0.9,118.96844953283,96.0901694117082,1000,"REG-ON"
0.005,"376",200,2.5,0.9,213.123723051423,191.562469511745,1000,"REG-ON"
0,"377",2,2.75,0.9,36.3995995021162,20.0818853611401,1000,"REG-ON"
0,"378",10,2.75,0.9,51.4788781730064,34.615847682689,1000,"REG-ON"
0,"379",50,2.75,0.9,101.902807760695,74.13239667718,1000,"REG-ON"
0,"380",200,2.75,0.9,166.944732733746,137.710574353084,1000,"REG-ON"
0,"381",2,3,0.9,32.9470933663876,17.8016257434245,1000,"REG-ON"
0,"382",10,3,0.9,45.9140432439625,27.5417356009985,1000,"REG-ON"
0,"383",50,3,0.9,85.3777326356357,59.9482349293036,1000,"REG-ON"
0,"384",200,3,0.9,133.32974758133,105.437048596038,1000,"REG-ON"
0,"385",2,3.5,0.9,30.751485609035,16.4729536427129,1000,"REG-ON"
0,"386",10,3.5,0.9,38.7637459539602,21.7910224702134,1000,"REG-ON"
0,"387",50,3.5,0.9,71.5535594441301,50.5734562328252,1000,"REG-ON"
0,"388",200,3.5,0.9,102.731939995703,78.6531772128862,1000,"REG-ON"
0,"389",2,4,0.9,26.026777775037,13.4210546892106,1000,"REG-ON"
0,"390",10,4,0.9,34.2584609222432,18.8272259429687,1000,"REG-ON"
0,"391",50,4,0.9,59.9050711775016,40.5773392793451,1000,"REG-ON"
0,"392",200,4,0.9,84.8173256581149,63.5491432430697,1000,"REG-ON"
0,"393",2,4.5,0.9,24.2540181473696,12.4408472136715,1000,"REG-ON"
0,"394",10,4.5,0.9,31.6383946030069,17.4159992863535,1000,"REG-ON"
0,"395",50,4.5,0.9,51.6146209337615,31.0543116445649,1000,"REG-ON"
0,"396",200,4.5,0.9,72.5077166873507,50.5922863176304,1000,"REG-ON"
0,"397",2,5,0.9,23.1526314097636,11.7103085393984,1000,"REG-ON"
0,"398",10,5,0.9,28.5700806149751,15.9492948656911,1000,"REG-ON"
0,"399",50,5,0.9,47.3090910775749,28.6180656350209,1000,"REG-ON"
0,"400",200,5,0.9,60.3459420000449,36.6995585712463,1000,"REG-ON"
1,"401",2,0,1,NA,NA,1000,"REG-ON"
1,"402",10,0,1,NA,NA,1000,"REG-ON"
1,"403",50,0,1,NA,NA,1000,"REG-ON"
1,"404",200,0,1,NA,NA,1000,"REG-ON"
0.967,"405",2,0.5,1,35.9326189399728,35.447113811037,1000,"REG-ON"
0.987,"406",10,0.5,1,23.8416246894748,19.29593098643,1000,"REG-ON"
0.996,"407",50,0.5,1,20.1353118284417,3.70736468364304,1000,"REG-ON"
0.996,"408",200,0.5,1,14.1743277509654,7.10460648649231,1000,"REG-ON"
0.891,"409",2,0.7,1,74.6444155936164,67.7123185480677,1000,"REG-ON"
0.96,"410",10,0.7,1,47.5777730257246,35.0885127072754,1000,"REG-ON"
0.994,"411",50,0.7,1,35.6732668896544,23.9138698122134,1000,"REG-ON"
0.995,"412",200,0.7,1,36.759424589017,21.4584648151735,1000,"REG-ON"
0.365,"413",2,0.9,1,240.826992810317,240.894559192742,1000,"REG-ON"
0.849,"414",10,0.9,1,115.741326336901,100.055876622038,1000,"REG-ON"
0.976,"415",50,0.9,1,38.0581326461136,26.1810316909121,1000,"REG-ON"
0.995,"416",200,0.9,1,61.8173104617181,66.9420705734375,1000,"REG-ON"
0.042,"417",2,1,1,241.625968566254,223.542850186669,1000,"REG-ON"
0.704,"418",10,1,1,190.677642345276,170.329010711683,1000,"REG-ON"
0.961,"419",50,1,1,80.8904223534119,64.2748106270634,1000,"REG-ON"
0.987,"420",200,1,1,48.0531300062828,29.8198627837272,1000,"REG-ON"
0.003,"421",2,1.1,1,178.011810624974,159.438911109685,1000,"REG-ON"
0.43,"422",10,1.1,1,243.900169858764,219.838982069428,1000,"REG-ON"
0.946,"423",50,1.1,1,86.0521269856336,64.2562807302204,1000,"REG-ON"
0.982,"424",200,1.1,1,75.4003611729451,67.9877943719516,1000,"REG-ON"
0,"425",2,1.2,1,134.69495998363,113.283860090591,1000,"REG-ON"
0.202,"426",10,1.2,1,284.842406290071,261.364539567927,1000,"REG-ON"
0.924,"427",50,1.2,1,111.323156374783,105.607769568907,1000,"REG-ON"
0.972,"428",200,1.2,1,88.7163343010287,86.0582821785906,1000,"REG-ON"
0,"429",2,1.3,1,109.315177850012,81.0376702153897,1000,"REG-ON"
0.067,"430",10,1.3,1,253.325266386078,223.639561747543,1000,"REG-ON"
0.852,"431",50,1.3,1,152.811374351864,116.681008662715,1000,"REG-ON"
0.947,"432",200,1.3,1,69.4663985098862,53.8297888742745,1000,"REG-ON"
0,"433",2,1.4,1,94.8030173031378,70.6935347191187,1000,"REG-ON"
0.031,"434",10,1.4,1,217.635245291112,205.657589778843,1000,"REG-ON"
0.743,"435",50,1.4,1,212.043255130045,164.812745715688,1000,"REG-ON"
0.931,"436",200,1.4,1,126.585986697862,92.4225391624083,1000,"REG-ON"
0,"437",2,1.5,1,82.5912333536364,56.3619013900575,1000,"REG-ON"
0.029,"438",10,1.5,1,185.851851424797,179.465392680178,1000,"REG-ON"
0.658,"439",50,1.5,1,274.622094872171,223.390547967387,1000,"REG-ON"
0.903,"440",200,1.5,1,130.796742441208,106.624581274094,1000,"REG-ON"
0,"441",2,1.75,1,64.9848079186148,41.7820560260938,1000,"REG-ON"
0.002,"442",10,1.75,1,125.787300243404,117.373063935578,1000,"REG-ON"
0.339,"443",50,1.75,1,280.02708996297,251.089712434381,1000,"REG-ON"
0.767,"444",200,1.75,1,200.937737546857,154.268319352658,1000,"REG-ON"
0,"445",2,2,1,54.3179919860017,34.420857338834,1000,"REG-ON"
0.001,"446",10,2,1,107.060122241719,96.8084687967205,1000,"REG-ON"
0.172,"447",50,2,1,247.998708802411,230.162915493903,1000,"REG-ON"
0.499,"448",200,2,1,260.075667642346,225.463185018909,1000,"REG-ON"
0,"449",2,2.25,1,46.514956258046,27.7407282737002,1000,"REG-ON"
0.002,"450",10,2.25,1,84.5014933653148,81.683719742065,1000,"REG-ON"
0.096,"451",50,2.25,1,213.459404517104,207.476503987695,1000,"REG-ON"
0.358,"452",200,2.25,1,280.54776642858,242.377381171347,1000,"REG-ON"
0,"453",2,2.5,1,41.6574846041422,25.4652949606631,1000,"REG-ON"
0,"454",10,2.5,1,68.8252083067904,53.6083028730101,1000,"REG-ON"
0.056,"455",50,2.5,1,180.801656250431,182.74821085344,1000,"REG-ON"
0.248,"456",200,2.5,1,249.171371912488,219.070861336979,1000,"REG-ON"
0,"457",2,2.75,1,38.6133431732096,20.9597104837001,1000,"REG-ON"
0,"458",10,2.75,1,60.5515986472333,44.7753212715197,1000,"REG-ON"
0.037,"459",50,2.75,1,158.238198639671,170.859376356829,1000,"REG-ON"
0.179,"460",200,2.75,1,230.405617294926,225.760168096848,1000,"REG-ON"
0,"461",2,3,1,35.4726466726377,20.0398697082563,1000,"REG-ON"
0,"462",10,3,1,56.464638357979,42.5660908467289,1000,"REG-ON"
0.024,"463",50,3,1,149.64708394468,160.523235525788,1000,"REG-ON"
0.114,"464",200,3,1,213.118917670388,218.053982846892,1000,"REG-ON"
0,"465",2,3.5,1,30.830877605298,15.856942880573,1000,"REG-ON"
0,"466",10,3.5,1,47.9851884421572,32.6174208328256,1000,"REG-ON"
0.005,"467",50,3.5,1,110.579769805871,125.796044128047,1000,"REG-ON"
0.061,"468",200,3.5,1,171.804355660815,180.406440504517,1000,"REG-ON"
0,"469",2,4,1,28.7558159258494,15.4777142377866,1000,"REG-ON"
0,"470",10,4,1,40.4318524460617,26.3002631497783,1000,"REG-ON"
0.002,"471",50,4,1,89.6120652778301,83.6112700688363,1000,"REG-ON"
0.037,"472",200,4,1,151.450929827822,160.145100266553,1000,"REG-ON"
0,"473",2,4.5,1,26.1126376828187,14.1164490227294,1000,"REG-ON"
0,"474",10,4.5,1,36.5934987677952,23.3308676792439,1000,"REG-ON"
0.001,"475",50,4.5,1,77.2807613019683,75.314321867456,1000,"REG-ON"
0.016,"476",200,4.5,1,120.98445158528,137.409110870923,1000,"REG-ON"
0,"477",2,5,1,23.9371997536197,12.6655543841372,1000,"REG-ON"
0,"478",10,5,1,32.3772538596798,20.4204495402428,1000,"REG-ON"
0.001,"479",50,5,1,64.0240490934594,52.5186477440551,1000,"REG-ON"
0.009,"480",200,5,1,95.8452581481898,107.472817526124,1000,"REG-ON"
1,"1",2,0,0.5,NA,NA,1000,"STRUCT-BIND"
1,"2",10,0,0.5,NA,NA,1000,"STRUCT-BIND"
1,"3",50,0,0.5,NA,NA,1000,"STRUCT-BIND"
1,"4",200,0,0.5,NA,NA,1000,"STRUCT-BIND"
0.957,"5",2,0.5,0.5,33.0133491126946,24.0006032463902,1000,"STRUCT-BIND"
0.965,"6",10,0.5,0.5,34.760763803474,25.7381015169336,1000,"STRUCT-BIND"
0.972,"7",50,0.5,0.5,29.0487051937855,17.6478848719173,1000,"STRUCT-BIND"
0.98,"8",200,0.5,0.5,32.1585165737976,19.1273204055991,1000,"STRUCT-BIND"
0.822,"9",2,0.7,0.5,85.5348952634894,70.6200396106587,1000,"STRUCT-BIND"
0.871,"10",10,0.7,0.5,64.9570410794174,59.6853281498146,1000,"STRUCT-BIND"
0.9,"11",50,0.7,0.5,59.6435970208785,70.5991019963116,1000,"STRUCT-BIND"
0.899,"12",200,0.7,0.5,64.0843487674058,55.209217796203,1000,"STRUCT-BIND"
0.275,"13",2,0.9,0.5,214.658262424281,210.047073059551,1000,"STRUCT-BIND"
0.525,"14",10,0.9,0.5,125.349090229668,106.165894180734,1000,"STRUCT-BIND"
0.695,"15",50,0.9,0.5,100.977407004861,78.7054882340838,1000,"STRUCT-BIND"
0.712,"16",200,0.9,0.5,104.127955299146,76.8641045019764,1000,"STRUCT-BIND"
0.02,"17",2,1,0.5,202.688469774841,194.902125284422,1000,"STRUCT-BIND"
0.335,"18",10,1,0.5,144.338588158451,137.677396957181,1000,"STRUCT-BIND"
0.513,"19",50,1,0.5,109.12674805237,83.6561185940533,1000,"STRUCT-BIND"
0.637,"20",200,1,0.5,95.242879487913,80.0389775264419,1000,"STRUCT-BIND"
0,"21",2,1.1,0.5,147.301913612347,128.727646151428,1000,"STRUCT-BIND"
0.181,"22",10,1.1,0.5,143.33299609095,140.058158745904,1000,"STRUCT-BIND"
0.421,"23",50,1.1,0.5,103.558523244547,81.4619827904834,1000,"STRUCT-BIND"
0.55,"24",200,1.1,0.5,92.5420396205573,67.8620018611514,1000,"STRUCT-BIND"
0,"25",2,1.2,0.5,106.450748162154,82.8374521169389,1000,"STRUCT-BIND"
0.076,"26",10,1.2,0.5,140.210830223709,143.486998838145,1000,"STRUCT-BIND"
0.333,"27",50,1.2,0.5,96.8675902487651,73.1636129944302,1000,"STRUCT-BIND"
0.485,"28",200,1.2,0.5,91.4425395286592,67.0849680562063,1000,"STRUCT-BIND"
0,"29",2,1.3,0.5,90.9736863471291,62.7557325859379,1000,"STRUCT-BIND"
0.02,"30",10,1.3,0.5,131.765108802734,161.559388011389,1000,"STRUCT-BIND"
0.302,"31",50,1.3,0.5,87.3640760696284,68.9858692420482,1000,"STRUCT-BIND"
0.399,"32",200,1.3,0.5,77.4765911076769,53.5312800046467,1000,"STRUCT-BIND"
0,"33",2,1.4,0.5,74.6397981420902,50.5315042385546,1000,"STRUCT-BIND"
0.007,"34",10,1.4,0.5,110.81761670745,123.584788567794,1000,"STRUCT-BIND"
0.241,"35",50,1.4,0.5,82.2187193451689,67.9212549213097,1000,"STRUCT-BIND"
0.378,"36",200,1.4,0.5,71.8011608666323,50.1522559532602,1000,"STRUCT-BIND"
0,"37",2,1.5,0.5,66.8471022629462,42.4785005711493,1000,"STRUCT-BIND"
0.001,"38",10,1.5,0.5,96.1312554783948,113.624199110221,1000,"STRUCT-BIND"
0.205,"39",50,1.5,0.5,77.7814065629718,67.6122631990045,1000,"STRUCT-BIND"
0.364,"40",200,1.5,0.5,66.2451610359842,48.3049232561542,1000,"STRUCT-BIND"
0,"41",2,1.75,0.5,55.0700302285056,31.7549064789972,1000,"STRUCT-BIND"
0,"42",10,1.75,0.5,68.0418854011813,63.2400740853123,1000,"STRUCT-BIND"
0.154,"43",50,1.75,0.5,71.8092099187265,65.5708693244004,1000,"STRUCT-BIND"
0.3,"44",200,1.75,0.5,61.1894472319832,48.2084207643881,1000,"STRUCT-BIND"
0,"45",2,2,0.5,47.2320623110572,27.4113669150017,1000,"STRUCT-BIND"
0,"46",10,2,0.5,57.263808894111,49.1294038629967,1000,"STRUCT-BIND"
0.093,"47",50,2,0.5,66.5815842944544,74.0818115146536,1000,"STRUCT-BIND"
0.261,"48",200,2,0.5,57.0505660718019,46.2383385484777,1000,"STRUCT-BIND"
0,"49",2,2.25,0.5,40.089587833249,21.9121253963307,1000,"STRUCT-BIND"
0,"50",10,2.25,0.5,49.4451650344912,39.7891532766051,1000,"STRUCT-BIND"
0.074,"51",50,2.25,0.5,68.7238484562242,88.6252398711435,1000,"STRUCT-BIND"
0.241,"52",200,2.25,0.5,52.3604223701608,49.5758374901547,1000,"STRUCT-BIND"
0,"53",2,2.5,0.5,36.1056162308372,19.6284260074034,1000,"STRUCT-BIND"
0,"54",10,2.5,0.5,44.0426774238238,32.3775282755601,1000,"STRUCT-BIND"
0.054,"55",50,2.5,0.5,60.0210469760236,81.3913683128645,1000,"STRUCT-BIND"
0.201,"56",200,2.5,0.5,52.4230542002491,55.0858519594589,1000,"STRUCT-BIND"
0,"57",2,2.75,0.5,34.0353513985693,17.6173325961259,1000,"STRUCT-BIND"
0,"58",10,2.75,0.5,39.4278286042651,28.9719703795742,1000,"STRUCT-BIND"
0.025,"59",50,2.75,0.5,59.9830203624836,95.3615513004942,1000,"STRUCT-BIND"
0.183,"60",200,2.75,0.5,48.1568089496309,46.3243732414782,1000,"STRUCT-BIND"
0,"61",2,3,0.5,30.6051422109492,16.1212646334408,1000,"STRUCT-BIND"
0,"62",10,3,0.5,34.3645403269238,23.1841775333993,1000,"STRUCT-BIND"
0.019,"63",50,3,0.5,61.1057698066328,94.0112223481054,1000,"STRUCT-BIND"
0.177,"64",200,3,0.5,44.7685848969056,39.7136545539234,1000,"STRUCT-BIND"
0,"65",2,3.5,0.5,28.1039542668826,14.6426787498404,1000,"STRUCT-BIND"
0,"66",10,3.5,0.5,30.7718591656703,19.5354145741335,1000,"STRUCT-BIND"
0.002,"67",50,3.5,0.5,51.2181276384314,83.7831942131183,1000,"STRUCT-BIND"
0.136,"68",200,3.5,0.5,44.5586262953136,45.9378615557662,1000,"STRUCT-BIND"
0,"69",2,4,0.5,24.0884146730912,12.496433092809,1000,"STRUCT-BIND"
0,"70",10,4,0.5,27.3998840644797,16.7548083681463,1000,"STRUCT-BIND"
0,"71",50,4,0.5,44.6372815593192,72.7722275239361,1000,"STRUCT-BIND"
0.122,"72",200,4,0.5,41.9466455327554,47.5458625509555,1000,"STRUCT-BIND"
