"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","cell.type"
30,17170,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
40,5915,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
50,3583,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
60,1449,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
70,787,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
80,461,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
90,198,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
100,152,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
110,67,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
120,34,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
130,13,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
140,4,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
150,2,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
160,2,"246",10,7.94328234724282,0.7,"STRUCT-BIND"
0,100000,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
10,85617,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
20,43427,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
30,45034,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
40,28068,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
50,34206,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
60,23538,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
70,19669,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
80,19833,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
90,13134,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
100,16110,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
110,10525,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
120,11068,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
130,8506,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
140,6425,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
150,6594,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
160,4240,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
170,4851,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
180,3226,"247",50,7.94328234724282,0.7,"STRUCT-BIND"
0,100000,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
10,87455,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
20,52023,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
30,71482,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
40,57220,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
50,89895,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
60,75796,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
70,78836,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
80,97005,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
90,78225,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
100,118400,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
110,92996,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
120,122181,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
130,110919,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
140,103918,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
150,130515,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
160,103542,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
170,144535,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
180,117145,"248",200,7.94328234724282,0.7,"STRUCT-BIND"
0,100000,"249",2,10,0.7,"STRUCT-BIND"
10,73007,"249",2,10,0.7,"STRUCT-BIND"
20,17054,"249",2,10,0.7,"STRUCT-BIND"
30,4520,"249",2,10,0.7,"STRUCT-BIND"
40,838,"249",2,10,0.7,"STRUCT-BIND"
50,95,"249",2,10,0.7,"STRUCT-BIND"
60,11,"249",2,10,0.7,"STRUCT-BIND"
70,1,"249",2,10,0.7,"STRUCT-BIND"
0,100000,"250",10,10,0.7,"STRUCT-BIND"
10,75813,"250",10,10,0.7,"STRUCT-BIND"
20,23087,"250",10,10,0.7,"STRUCT-BIND"
30,11050,"250",10,10,0.7,"STRUCT-BIND"
40,3464,"250",10,10,0.7,"STRUCT-BIND"
50,1798,"250",10,10,0.7,"STRUCT-BIND"
60,684,"250",10,10,0.7,"STRUCT-BIND"
70,290,"250",10,10,0.7,"STRUCT-BIND"
80,154,"250",10,10,0.7,"STRUCT-BIND"
90,74,"250",10,10,0.7,"STRUCT-BIND"
100,52,"250",10,10,0.7,"STRUCT-BIND"
110,20,"250",10,10,0.7,"STRUCT-BIND"
120,14,"250",10,10,0.7,"STRUCT-BIND"
130,7,"250",10,10,0.7,"STRUCT-BIND"
140,5,"250",10,10,0.7,"STRUCT-BIND"
150,3,"250",10,10,0.7,"STRUCT-BIND"
160,2,"250",10,10,0.7,"STRUCT-BIND"
170,2,"250",10,10,0.7,"STRUCT-BIND"
180,1,"250",10,10,0.7,"STRUCT-BIND"
0,100000,"251",50,10,0.7,"STRUCT-BIND"
10,80134,"251",50,10,0.7,"STRUCT-BIND"
20,35730,"251",50,10,0.7,"STRUCT-BIND"
30,35271,"251",50,10,0.7,"STRUCT-BIND"
40,21395,"251",50,10,0.7,"STRUCT-BIND"
50,24844,"251",50,10,0.7,"STRUCT-BIND"
60,16314,"251",50,10,0.7,"STRUCT-BIND"
70,12914,"251",50,10,0.7,"STRUCT-BIND"
80,12411,"251",50,10,0.7,"STRUCT-BIND"
90,7795,"251",50,10,0.7,"STRUCT-BIND"
100,9057,"251",50,10,0.7,"STRUCT-BIND"
110,5632,"251",50,10,0.7,"STRUCT-BIND"
120,5716,"251",50,10,0.7,"STRUCT-BIND"
130,4017,"251",50,10,0.7,"STRUCT-BIND"
140,3015,"251",50,10,0.7,"STRUCT-BIND"
150,2798,"251",50,10,0.7,"STRUCT-BIND"
160,1698,"251",50,10,0.7,"STRUCT-BIND"
170,1886,"251",50,10,0.7,"STRUCT-BIND"
180,1233,"251",50,10,0.7,"STRUCT-BIND"
0,100000,"252",200,10,0.7,"STRUCT-BIND"
10,82727,"252",200,10,0.7,"STRUCT-BIND"
20,45903,"252",200,10,0.7,"STRUCT-BIND"
30,63643,"252",200,10,0.7,"STRUCT-BIND"
40,50175,"252",200,10,0.7,"STRUCT-BIND"
50,76594,"252",200,10,0.7,"STRUCT-BIND"
60,62973,"252",200,10,0.7,"STRUCT-BIND"
70,63471,"252",200,10,0.7,"STRUCT-BIND"
80,76070,"252",200,10,0.7,"STRUCT-BIND"
90,59575,"252",200,10,0.7,"STRUCT-BIND"
100,87371,"252",200,10,0.7,"STRUCT-BIND"
110,66844,"252",200,10,0.7,"STRUCT-BIND"
120,84882,"252",200,10,0.7,"STRUCT-BIND"
130,74939,"252",200,10,0.7,"STRUCT-BIND"
140,67943,"252",200,10,0.7,"STRUCT-BIND"
150,83152,"252",200,10,0.7,"STRUCT-BIND"
160,64036,"252",200,10,0.7,"STRUCT-BIND"
170,87489,"252",200,10,0.7,"STRUCT-BIND"
180,69002,"252",200,10,0.7,"STRUCT-BIND"
0,16000,"253",2,0.1,0.8,"STRUCT-BIND"
10,15995,"253",2,0.1,0.8,"STRUCT-BIND"
20,15993,"253",2,0.1,0.8,"STRUCT-BIND"
30,31912,"253",2,0.1,0.8,"STRUCT-BIND"
40,31829,"253",2,0.1,0.8,"STRUCT-BIND"
50,61657,"253",2,0.1,0.8,"STRUCT-BIND"
60,63219,"253",2,0.1,0.8,"STRUCT-BIND"
70,82086,"253",2,0.1,0.8,"STRUCT-BIND"
80,125349,"253",2,0.1,0.8,"STRUCT-BIND"
90,127685,"253",2,0.1,0.8,"STRUCT-BIND"
100,246537,"253",2,0.1,0.8,"STRUCT-BIND"
110,247014,"253",2,0.1,0.8,"STRUCT-BIND"
120,423129,"253",2,0.1,0.8,"STRUCT-BIND"
130,488296,"253",2,0.1,0.8,"STRUCT-BIND"
140,598990,"253",2,0.1,0.8,"STRUCT-BIND"
150,963792,"253",2,0.1,0.8,"STRUCT-BIND"
160,991333,"253",2,0.1,0.8,"STRUCT-BIND"
170,1823002,"253",2,0.1,0.8,"STRUCT-BIND"
180,1901876,"253",2,0.1,0.8,"STRUCT-BIND"
0,15000,"254",10,0.1,0.8,"STRUCT-BIND"
10,14997,"254",10,0.1,0.8,"STRUCT-BIND"
20,15000,"254",10,0.1,0.8,"STRUCT-BIND"
30,29938,"254",10,0.1,0.8,"STRUCT-BIND"
40,29879,"254",10,0.1,0.8,"STRUCT-BIND"
50,57897,"254",10,0.1,0.8,"STRUCT-BIND"
60,59410,"254",10,0.1,0.8,"STRUCT-BIND"
70,77252,"254",10,0.1,0.8,"STRUCT-BIND"
80,117972,"254",10,0.1,0.8,"STRUCT-BIND"
90,120094,"254",10,0.1,0.8,"STRUCT-BIND"
100,232372,"254",10,0.1,0.8,"STRUCT-BIND"
110,233028,"254",10,0.1,0.8,"STRUCT-BIND"
120,399797,"254",10,0.1,0.8,"STRUCT-BIND"
130,461114,"254",10,0.1,0.8,"STRUCT-BIND"
140,565920,"254",10,0.1,0.8,"STRUCT-BIND"
150,911459,"254",10,0.1,0.8,"STRUCT-BIND"
160,937371,"254",10,0.1,0.8,"STRUCT-BIND"
170,1726675,"254",10,0.1,0.8,"STRUCT-BIND"
180,1801808,"254",10,0.1,0.8,"STRUCT-BIND"
0,15000,"255",50,0.1,0.8,"STRUCT-BIND"
10,14997,"255",50,0.1,0.8,"STRUCT-BIND"
20,15010,"255",50,0.1,0.8,"STRUCT-BIND"
30,29944,"255",50,0.1,0.8,"STRUCT-BIND"
40,29906,"255",50,0.1,0.8,"STRUCT-BIND"
50,57968,"255",50,0.1,0.8,"STRUCT-BIND"
60,59530,"255",50,0.1,0.8,"STRUCT-BIND"
70,77479,"255",50,0.1,0.8,"STRUCT-BIND"
80,118274,"255",50,0.1,0.8,"STRUCT-BIND"
90,120598,"255",50,0.1,0.8,"STRUCT-BIND"
100,233395,"255",50,0.1,0.8,"STRUCT-BIND"
110,234216,"255",50,0.1,0.8,"STRUCT-BIND"
120,402584,"255",50,0.1,0.8,"STRUCT-BIND"
130,464364,"255",50,0.1,0.8,"STRUCT-BIND"
140,571240,"255",50,0.1,0.8,"STRUCT-BIND"
150,919352,"255",50,0.1,0.8,"STRUCT-BIND"
160,947007,"255",50,0.1,0.8,"STRUCT-BIND"
170,1745029,"255",50,0.1,0.8,"STRUCT-BIND"
180,1822282,"255",50,0.1,0.8,"STRUCT-BIND"
0,15000,"256",200,0.1,0.8,"STRUCT-BIND"
10,14997,"256",200,0.1,0.8,"STRUCT-BIND"
20,15007,"256",200,0.1,0.8,"STRUCT-BIND"
30,29951,"256",200,0.1,0.8,"STRUCT-BIND"
40,29922,"256",200,0.1,0.8,"STRUCT-BIND"
50,57965,"256",200,0.1,0.8,"STRUCT-BIND"
60,59554,"256",200,0.1,0.8,"STRUCT-BIND"
70,77391,"256",200,0.1,0.8,"STRUCT-BIND"
80,118477,"256",200,0.1,0.8,"STRUCT-BIND"
90,120813,"256",200,0.1,0.8,"STRUCT-BIND"
100,233983,"256",200,0.1,0.8,"STRUCT-BIND"
110,234906,"256",200,0.1,0.8,"STRUCT-BIND"
120,403562,"256",200,0.1,0.8,"STRUCT-BIND"
130,466168,"256",200,0.1,0.8,"STRUCT-BIND"
140,573657,"256",200,0.1,0.8,"STRUCT-BIND"
150,924341,"256",200,0.1,0.8,"STRUCT-BIND"
160,952310,"256",200,0.1,0.8,"STRUCT-BIND"
170,1755379,"256",200,0.1,0.8,"STRUCT-BIND"
180,1834372,"256",200,0.1,0.8,"STRUCT-BIND"
0,15000,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
10,14999,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
20,15002,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
30,29902,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
40,29794,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
50,57522,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
60,58972,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
70,76451,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
80,116451,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
90,118314,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
100,228023,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
110,227880,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
120,389593,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
130,447997,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
140,548569,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
150,879276,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
160,902051,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
170,1653651,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
180,1720076,"257",2,0.125892541179417,0.8,"STRUCT-BIND"
0,15000,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
10,14998,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
20,14992,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
30,29892,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
40,29801,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
50,57618,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
60,59085,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
70,76658,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
80,116856,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
90,118783,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
100,229254,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
110,229403,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
120,392672,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
130,451956,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
140,553663,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
150,888958,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
160,912781,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
170,1676002,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
180,1744839,"258",10,0.125892541179417,0.8,"STRUCT-BIND"
0,15000,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
10,14998,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
20,15000,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
30,29915,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
40,29841,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
50,57735,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
60,59258,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
70,76837,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
80,117397,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
90,119525,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
100,230879,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
110,231371,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
120,395918,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
130,456986,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
140,560708,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
150,900938,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
160,926274,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
170,1701642,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
180,1774602,"259",50,0.125892541179417,0.8,"STRUCT-BIND"
0,15000,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
10,14998,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
20,14989,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
30,29909,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
40,29853,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
50,57770,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
60,59287,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
70,77051,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
80,117601,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
90,119872,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
100,231570,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
110,232242,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
120,398455,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
130,459351,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
140,564220,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
150,907427,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
160,933470,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
170,1716802,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
180,1791180,"260",200,0.125892541179417,0.8,"STRUCT-BIND"
0,15000,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
10,14995,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
20,14984,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
30,29838,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
40,29676,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
50,57254,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
60,58478,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
70,75608,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
80,114575,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
90,115893,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
100,222376,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
110,221453,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
120,376890,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
130,431690,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
140,526758,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
150,840134,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
160,858042,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
170,1566610,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
180,1622260,"261",2,0.158489319246111,0.8,"STRUCT-BIND"
0,15000,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
10,14997,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
20,14991,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
30,29858,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
40,29722,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
50,57358,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
60,58653,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
70,75759,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
80,115345,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
90,116867,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
100,224825,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
110,224127,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
120,382348,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
130,438569,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
140,534822,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
150,856271,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
160,875428,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
170,1601910,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
180,1661461,"262",10,0.158489319246111,0.8,"STRUCT-BIND"
0,15000,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
10,14997,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
20,14995,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
30,29865,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
40,29761,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
50,57496,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
60,58913,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
70,76290,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
80,116186,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
90,117881,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
100,227177,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
110,227041,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
120,387659,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
130,445945,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
140,544802,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
150,874286,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
160,895239,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
170,1641408,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
180,1705877,"263",50,0.158489319246111,0.8,"STRUCT-BIND"
0,18000,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
10,17994,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
20,17986,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
30,35864,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
40,35743,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
50,69095,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
60,70890,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
70,91935,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
80,140261,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
90,142556,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
100,275128,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
110,275232,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
120,470410,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
130,541725,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
140,663936,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
150,1064816,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
160,1092309,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
170,2004059,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
180,2085799,"264",200,0.158489319246111,0.8,"STRUCT-BIND"
0,20000,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
10,19997,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
20,19953,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
30,39669,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
40,39352,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
50,75530,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
60,76803,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
70,98557,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
80,149091,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
90,149967,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
100,286409,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
110,283692,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
120,479362,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
130,546275,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
140,661120,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
150,1049864,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
160,1064724,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
170,1932241,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
180,1988414,"265",2,0.199526231496888,0.8,"STRUCT-BIND"
0,19000,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
10,18991,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
20,18977,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
30,37765,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
40,37525,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
50,72160,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
60,73568,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
70,94960,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
80,143600,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
90,144895,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
100,277016,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
110,275066,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
120,466597,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
130,532291,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
140,646451,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
150,1028032,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
160,1045976,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
170,1901701,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
180,1961789,"266",10,0.199526231496888,0.8,"STRUCT-BIND"
0,15000,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
10,14997,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
20,14982,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
30,29845,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
40,29693,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
50,57310,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
60,58419,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
70,75572,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
80,114517,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
90,115919,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
100,222314,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
110,221257,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
120,376825,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
130,430599,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
140,525342,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
150,836195,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
160,853268,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
170,1555423,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
180,1608929,"267",50,0.199526231496888,0.8,"STRUCT-BIND"
0,15000,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
10,14996,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
20,14987,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
30,29856,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
40,29723,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
50,57413,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
60,58639,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
70,75817,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
80,115272,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
90,116822,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
100,224723,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
110,224040,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
120,382003,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
130,437892,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
140,533933,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
150,854096,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
160,872353,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
170,1595449,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
180,1653077,"268",200,0.199526231496888,0.8,"STRUCT-BIND"
0,25000,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
10,24982,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
20,24914,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
30,49372,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
40,48854,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
50,93417,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
60,94436,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
70,120573,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
80,180427,"269",2,0.251188643150958,0.8,"STRUCT-BIND"
