"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","cell.type"
140,5,"244",200,6.30957344480193,0.7,"REG-ON"
150,4,"244",200,6.30957344480193,0.7,"REG-ON"
160,1,"244",200,6.30957344480193,0.7,"REG-ON"
0,100000,"245",2,7.94328234724282,0.7,"REG-ON"
10,80054,"245",2,7.94328234724282,0.7,"REG-ON"
20,24415,"245",2,7.94328234724282,0.7,"REG-ON"
30,8322,"245",2,7.94328234724282,0.7,"REG-ON"
40,1565,"245",2,7.94328234724282,0.7,"REG-ON"
50,217,"245",2,7.94328234724282,0.7,"REG-ON"
60,33,"245",2,7.94328234724282,0.7,"REG-ON"
70,10,"245",2,7.94328234724282,0.7,"REG-ON"
80,1,"245",2,7.94328234724282,0.7,"REG-ON"
0,100000,"246",10,7.94328234724282,0.7,"REG-ON"
10,83461,"246",10,7.94328234724282,0.7,"REG-ON"
20,31421,"246",10,7.94328234724282,0.7,"REG-ON"
30,13790,"246",10,7.94328234724282,0.7,"REG-ON"
40,3116,"246",10,7.94328234724282,0.7,"REG-ON"
50,653,"246",10,7.94328234724282,0.7,"REG-ON"
60,104,"246",10,7.94328234724282,0.7,"REG-ON"
70,25,"246",10,7.94328234724282,0.7,"REG-ON"
80,3,"246",10,7.94328234724282,0.7,"REG-ON"
0,100000,"247",50,7.94328234724282,0.7,"REG-ON"
10,88846,"247",50,7.94328234724282,0.7,"REG-ON"
20,46392,"247",50,7.94328234724282,0.7,"REG-ON"
30,31602,"247",50,7.94328234724282,0.7,"REG-ON"
40,9270,"247",50,7.94328234724282,0.7,"REG-ON"
50,3402,"247",50,7.94328234724282,0.7,"REG-ON"
60,829,"247",50,7.94328234724282,0.7,"REG-ON"
70,270,"247",50,7.94328234724282,0.7,"REG-ON"
80,59,"247",50,7.94328234724282,0.7,"REG-ON"
90,12,"247",50,7.94328234724282,0.7,"REG-ON"
100,2,"247",50,7.94328234724282,0.7,"REG-ON"
0,100000,"248",200,7.94328234724282,0.7,"REG-ON"
10,91537,"248",200,7.94328234724282,0.7,"REG-ON"
20,56045,"248",200,7.94328234724282,0.7,"REG-ON"
30,47465,"248",200,7.94328234724282,0.7,"REG-ON"
40,16988,"248",200,7.94328234724282,0.7,"REG-ON"
50,8353,"248",200,7.94328234724282,0.7,"REG-ON"
60,2551,"248",200,7.94328234724282,0.7,"REG-ON"
70,916,"248",200,7.94328234724282,0.7,"REG-ON"
80,321,"248",200,7.94328234724282,0.7,"REG-ON"
90,107,"248",200,7.94328234724282,0.7,"REG-ON"
100,48,"248",200,7.94328234724282,0.7,"REG-ON"
110,18,"248",200,7.94328234724282,0.7,"REG-ON"
120,4,"248",200,7.94328234724282,0.7,"REG-ON"
0,100000,"249",2,10,0.7,"REG-ON"
10,73041,"249",2,10,0.7,"REG-ON"
20,17046,"249",2,10,0.7,"REG-ON"
30,4231,"249",2,10,0.7,"REG-ON"
40,766,"249",2,10,0.7,"REG-ON"
50,84,"249",2,10,0.7,"REG-ON"
60,8,"249",2,10,0.7,"REG-ON"
70,5,"249",2,10,0.7,"REG-ON"
0,100000,"250",10,10,0.7,"REG-ON"
10,76967,"250",10,10,0.7,"REG-ON"
20,22409,"250",10,10,0.7,"REG-ON"
30,7411,"250",10,10,0.7,"REG-ON"
40,1424,"250",10,10,0.7,"REG-ON"
50,217,"250",10,10,0.7,"REG-ON"
60,32,"250",10,10,0.7,"REG-ON"
70,13,"250",10,10,0.7,"REG-ON"
0,100000,"251",50,10,0.7,"REG-ON"
10,84119,"251",50,10,0.7,"REG-ON"
20,35220,"251",50,10,0.7,"REG-ON"
30,17866,"251",50,10,0.7,"REG-ON"
40,4514,"251",50,10,0.7,"REG-ON"
50,1173,"251",50,10,0.7,"REG-ON"
60,239,"251",50,10,0.7,"REG-ON"
70,72,"251",50,10,0.7,"REG-ON"
80,8,"251",50,10,0.7,"REG-ON"
90,4,"251",50,10,0.7,"REG-ON"
100,2,"251",50,10,0.7,"REG-ON"
0,100000,"252",200,10,0.7,"REG-ON"
10,87581,"252",200,10,0.7,"REG-ON"
20,44428,"252",200,10,0.7,"REG-ON"
30,29036,"252",200,10,0.7,"REG-ON"
40,8473,"252",200,10,0.7,"REG-ON"
50,3047,"252",200,10,0.7,"REG-ON"
60,691,"252",200,10,0.7,"REG-ON"
70,208,"252",200,10,0.7,"REG-ON"
80,40,"252",200,10,0.7,"REG-ON"
90,11,"252",200,10,0.7,"REG-ON"
100,2,"252",200,10,0.7,"REG-ON"
0,15000,"253",2,0.1,0.8,"REG-ON"
10,14997,"253",2,0.1,0.8,"REG-ON"
20,15003,"253",2,0.1,0.8,"REG-ON"
30,29906,"253",2,0.1,0.8,"REG-ON"
40,29832,"253",2,0.1,0.8,"REG-ON"
50,57750,"253",2,0.1,0.8,"REG-ON"
60,59261,"253",2,0.1,0.8,"REG-ON"
70,76906,"253",2,0.1,0.8,"REG-ON"
80,117416,"253",2,0.1,0.8,"REG-ON"
90,119538,"253",2,0.1,0.8,"REG-ON"
100,231042,"253",2,0.1,0.8,"REG-ON"
110,231529,"253",2,0.1,0.8,"REG-ON"
120,397010,"253",2,0.1,0.8,"REG-ON"
130,457776,"253",2,0.1,0.8,"REG-ON"
140,561654,"253",2,0.1,0.8,"REG-ON"
150,903444,"253",2,0.1,0.8,"REG-ON"
160,928570,"253",2,0.1,0.8,"REG-ON"
170,1708827,"253",2,0.1,0.8,"REG-ON"
180,1783005,"253",2,0.1,0.8,"REG-ON"
0,16000,"254",10,0.1,0.8,"REG-ON"
10,15996,"254",10,0.1,0.8,"REG-ON"
20,16015,"254",10,0.1,0.8,"REG-ON"
30,31942,"254",10,0.1,0.8,"REG-ON"
40,31901,"254",10,0.1,0.8,"REG-ON"
50,61810,"254",10,0.1,0.8,"REG-ON"
60,63476,"254",10,0.1,0.8,"REG-ON"
70,82754,"254",10,0.1,0.8,"REG-ON"
80,126099,"254",10,0.1,0.8,"REG-ON"
90,128538,"254",10,0.1,0.8,"REG-ON"
100,248531,"254",10,0.1,0.8,"REG-ON"
110,249429,"254",10,0.1,0.8,"REG-ON"
120,428532,"254",10,0.1,0.8,"REG-ON"
130,494273,"254",10,0.1,0.8,"REG-ON"
140,608646,"254",10,0.1,0.8,"REG-ON"
150,978083,"254",10,0.1,0.8,"REG-ON"
160,1007280,"254",10,0.1,0.8,"REG-ON"
170,1854889,"254",10,0.1,0.8,"REG-ON"
180,1937060,"254",10,0.1,0.8,"REG-ON"
0,15000,"255",50,0.1,0.8,"REG-ON"
10,14997,"255",50,0.1,0.8,"REG-ON"
20,15007,"255",50,0.1,0.8,"REG-ON"
30,29957,"255",50,0.1,0.8,"REG-ON"
40,29933,"255",50,0.1,0.8,"REG-ON"
50,57919,"255",50,0.1,0.8,"REG-ON"
60,59689,"255",50,0.1,0.8,"REG-ON"
70,77533,"255",50,0.1,0.8,"REG-ON"
80,118891,"255",50,0.1,0.8,"REG-ON"
90,121303,"255",50,0.1,0.8,"REG-ON"
100,234927,"255",50,0.1,0.8,"REG-ON"
110,236236,"255",50,0.1,0.8,"REG-ON"
120,405390,"255",50,0.1,0.8,"REG-ON"
130,469588,"255",50,0.1,0.8,"REG-ON"
140,576427,"255",50,0.1,0.8,"REG-ON"
150,932148,"255",50,0.1,0.8,"REG-ON"
160,960649,"255",50,0.1,0.8,"REG-ON"
170,1771619,"255",50,0.1,0.8,"REG-ON"
180,1854935,"255",50,0.1,0.8,"REG-ON"
0,11000,"256",200,0.1,0.8,"REG-ON"
10,10998,"256",200,0.1,0.8,"REG-ON"
20,11001,"256",200,0.1,0.8,"REG-ON"
30,21980,"256",200,0.1,0.8,"REG-ON"
40,21959,"256",200,0.1,0.8,"REG-ON"
50,42587,"256",200,0.1,0.8,"REG-ON"
60,43817,"256",200,0.1,0.8,"REG-ON"
70,56791,"256",200,0.1,0.8,"REG-ON"
80,87350,"256",200,0.1,0.8,"REG-ON"
90,89078,"256",200,0.1,0.8,"REG-ON"
100,172882,"256",200,0.1,0.8,"REG-ON"
110,173806,"256",200,0.1,0.8,"REG-ON"
120,299050,"256",200,0.1,0.8,"REG-ON"
130,345956,"256",200,0.1,0.8,"REG-ON"
140,424585,"256",200,0.1,0.8,"REG-ON"
150,687707,"256",200,0.1,0.8,"REG-ON"
160,708975,"256",200,0.1,0.8,"REG-ON"
170,1310184,"256",200,0.1,0.8,"REG-ON"
180,1371413,"256",200,0.1,0.8,"REG-ON"
0,16000,"257",2,0.125892541179417,0.8,"REG-ON"
10,15997,"257",2,0.125892541179417,0.8,"REG-ON"
20,15993,"257",2,0.125892541179417,0.8,"REG-ON"
30,31878,"257",2,0.125892541179417,0.8,"REG-ON"
40,31745,"257",2,0.125892541179417,0.8,"REG-ON"
50,61291,"257",2,0.125892541179417,0.8,"REG-ON"
60,62773,"257",2,0.125892541179417,0.8,"REG-ON"
70,81245,"257",2,0.125892541179417,0.8,"REG-ON"
80,123799,"257",2,0.125892541179417,0.8,"REG-ON"
90,125767,"257",2,0.125892541179417,0.8,"REG-ON"
100,242404,"257",2,0.125892541179417,0.8,"REG-ON"
110,242306,"257",2,0.125892541179417,0.8,"REG-ON"
120,414020,"257",2,0.125892541179417,0.8,"REG-ON"
130,476363,"257",2,0.125892541179417,0.8,"REG-ON"
140,583206,"257",2,0.125892541179417,0.8,"REG-ON"
150,935364,"257",2,0.125892541179417,0.8,"REG-ON"
160,959125,"257",2,0.125892541179417,0.8,"REG-ON"
170,1759415,"257",2,0.125892541179417,0.8,"REG-ON"
180,1830507,"257",2,0.125892541179417,0.8,"REG-ON"
0,17000,"258",10,0.125892541179417,0.8,"REG-ON"
10,16996,"258",10,0.125892541179417,0.8,"REG-ON"
20,16999,"258",10,0.125892541179417,0.8,"REG-ON"
30,33908,"258",10,0.125892541179417,0.8,"REG-ON"
40,33823,"258",10,0.125892541179417,0.8,"REG-ON"
50,65474,"258",10,0.125892541179417,0.8,"REG-ON"
60,67156,"258",10,0.125892541179417,0.8,"REG-ON"
70,87604,"258",10,0.125892541179417,0.8,"REG-ON"
80,133000,"258",10,0.125892541179417,0.8,"REG-ON"
90,135438,"258",10,0.125892541179417,0.8,"REG-ON"
100,261358,"258",10,0.125892541179417,0.8,"REG-ON"
110,261745,"258",10,0.125892541179417,0.8,"REG-ON"
120,449079,"258",10,0.125892541179417,0.8,"REG-ON"
130,516563,"258",10,0.125892541179417,0.8,"REG-ON"
140,635036,"258",10,0.125892541179417,0.8,"REG-ON"
150,1017482,"258",10,0.125892541179417,0.8,"REG-ON"
160,1046594,"258",10,0.125892541179417,0.8,"REG-ON"
170,1922262,"258",10,0.125892541179417,0.8,"REG-ON"
180,2002365,"258",10,0.125892541179417,0.8,"REG-ON"
0,19000,"259",50,0.125892541179417,0.8,"REG-ON"
10,18996,"259",50,0.125892541179417,0.8,"REG-ON"
20,19006,"259",50,0.125892541179417,0.8,"REG-ON"
30,37925,"259",50,0.125892541179417,0.8,"REG-ON"
40,37877,"259",50,0.125892541179417,0.8,"REG-ON"
50,73308,"259",50,0.125892541179417,0.8,"REG-ON"
60,75442,"259",50,0.125892541179417,0.8,"REG-ON"
70,98186,"259",50,0.125892541179417,0.8,"REG-ON"
80,150013,"259",50,0.125892541179417,0.8,"REG-ON"
90,153141,"259",50,0.125892541179417,0.8,"REG-ON"
100,296068,"259",50,0.125892541179417,0.8,"REG-ON"
110,297118,"259",50,0.125892541179417,0.8,"REG-ON"
120,509534,"259",50,0.125892541179417,0.8,"REG-ON"
130,589201,"259",50,0.125892541179417,0.8,"REG-ON"
140,723885,"259",50,0.125892541179417,0.8,"REG-ON"
150,1166603,"259",50,0.125892541179417,0.8,"REG-ON"
160,1201503,"259",50,0.125892541179417,0.8,"REG-ON"
170,2211876,"259",50,0.125892541179417,0.8,"REG-ON"
180,2311978,"259",50,0.125892541179417,0.8,"REG-ON"
0,17000,"260",200,0.125892541179417,0.8,"REG-ON"
10,16997,"260",200,0.125892541179417,0.8,"REG-ON"
20,17003,"260",200,0.125892541179417,0.8,"REG-ON"
30,33954,"260",200,0.125892541179417,0.8,"REG-ON"
40,33917,"260",200,0.125892541179417,0.8,"REG-ON"
50,65738,"260",200,0.125892541179417,0.8,"REG-ON"
60,67603,"260",200,0.125892541179417,0.8,"REG-ON"
70,87959,"260",200,0.125892541179417,0.8,"REG-ON"
80,134571,"260",200,0.125892541179417,0.8,"REG-ON"
90,137247,"260",200,0.125892541179417,0.8,"REG-ON"
100,265943,"260",200,0.125892541179417,0.8,"REG-ON"
110,267169,"260",200,0.125892541179417,0.8,"REG-ON"
120,458765,"260",200,0.125892541179417,0.8,"REG-ON"
130,530650,"260",200,0.125892541179417,0.8,"REG-ON"
140,652760,"260",200,0.125892541179417,0.8,"REG-ON"
150,1052832,"260",200,0.125892541179417,0.8,"REG-ON"
160,1085191,"260",200,0.125892541179417,0.8,"REG-ON"
170,2000520,"260",200,0.125892541179417,0.8,"REG-ON"
180,2092989,"260",200,0.125892541179417,0.8,"REG-ON"
0,19000,"261",2,0.158489319246111,0.8,"REG-ON"
10,18996,"261",2,0.158489319246111,0.8,"REG-ON"
20,18981,"261",2,0.158489319246111,0.8,"REG-ON"
30,37785,"261",2,0.158489319246111,0.8,"REG-ON"
40,37572,"261",2,0.158489319246111,0.8,"REG-ON"
50,72461,"261",2,0.158489319246111,0.8,"REG-ON"
60,74010,"261",2,0.158489319246111,0.8,"REG-ON"
70,95684,"261",2,0.158489319246111,0.8,"REG-ON"
80,145147,"261",2,0.158489319246111,0.8,"REG-ON"
90,146847,"261",2,0.158489319246111,0.8,"REG-ON"
100,282060,"261",2,0.158489319246111,0.8,"REG-ON"
110,280853,"261",2,0.158489319246111,0.8,"REG-ON"
120,478227,"261",2,0.158489319246111,0.8,"REG-ON"
130,547994,"261",2,0.158489319246111,0.8,"REG-ON"
140,668092,"261",2,0.158489319246111,0.8,"REG-ON"
150,1066706,"261",2,0.158489319246111,0.8,"REG-ON"
160,1089532,"261",2,0.158489319246111,0.8,"REG-ON"
170,1989682,"261",2,0.158489319246111,0.8,"REG-ON"
180,2061374,"261",2,0.158489319246111,0.8,"REG-ON"
0,14000,"262",10,0.158489319246111,0.8,"REG-ON"
10,13998,"262",10,0.158489319246111,0.8,"REG-ON"
20,13988,"262",10,0.158489319246111,0.8,"REG-ON"
30,27888,"262",10,0.158489319246111,0.8,"REG-ON"
40,27794,"262",10,0.158489319246111,0.8,"REG-ON"
50,53695,"262",10,0.158489319246111,0.8,"REG-ON"
60,54961,"262",10,0.158489319246111,0.8,"REG-ON"
70,71007,"262",10,0.158489319246111,0.8,"REG-ON"
80,108341,"262",10,0.158489319246111,0.8,"REG-ON"
90,109937,"262",10,0.158489319246111,0.8,"REG-ON"
100,211720,"262",10,0.158489319246111,0.8,"REG-ON"
110,211376,"262",10,0.158489319246111,0.8,"REG-ON"
120,360396,"262",10,0.158489319246111,0.8,"REG-ON"
130,414558,"262",10,0.158489319246111,0.8,"REG-ON"
140,506535,"262",10,0.158489319246111,0.8,"REG-ON"
150,811767,"262",10,0.158489319246111,0.8,"REG-ON"
160,831132,"262",10,0.158489319246111,0.8,"REG-ON"
170,1522144,"262",10,0.158489319246111,0.8,"REG-ON"
180,1581482,"262",10,0.158489319246111,0.8,"REG-ON"
0,15000,"263",50,0.158489319246111,0.8,"REG-ON"
10,14998,"263",50,0.158489319246111,0.8,"REG-ON"
20,14996,"263",50,0.158489319246111,0.8,"REG-ON"
30,29937,"263",50,0.158489319246111,0.8,"REG-ON"
40,29874,"263",50,0.158489319246111,0.8,"REG-ON"
50,57901,"263",50,0.158489319246111,0.8,"REG-ON"
60,59377,"263",50,0.158489319246111,0.8,"REG-ON"
70,77151,"263",50,0.158489319246111,0.8,"REG-ON"
80,117717,"263",50,0.158489319246111,0.8,"REG-ON"
90,119815,"263",50,0.158489319246111,0.8,"REG-ON"
100,231630,"263",50,0.158489319246111,0.8,"REG-ON"
110,232047,"263",50,0.158489319246111,0.8,"REG-ON"
120,398470,"263",50,0.158489319246111,0.8,"REG-ON"
130,458268,"263",50,0.158489319246111,0.8,"REG-ON"
140,561954,"263",50,0.158489319246111,0.8,"REG-ON"
150,903710,"263",50,0.158489319246111,0.8,"REG-ON"
160,928233,"263",50,0.158489319246111,0.8,"REG-ON"
170,1708846,"263",50,0.158489319246111,0.8,"REG-ON"
180,1779921,"263",50,0.158489319246111,0.8,"REG-ON"
0,10000,"264",200,0.158489319246111,0.8,"REG-ON"
10,9999,"264",200,0.158489319246111,0.8,"REG-ON"
20,10004,"264",200,0.158489319246111,0.8,"REG-ON"
30,19974,"264",200,0.158489319246111,0.8,"REG-ON"
40,19945,"264",200,0.158489319246111,0.8,"REG-ON"
50,38688,"264",200,0.158489319246111,0.8,"REG-ON"
60,39714,"264",200,0.158489319246111,0.8,"REG-ON"
70,51380,"264",200,0.158489319246111,0.8,"REG-ON"
80,78904,"264",200,0.158489319246111,0.8,"REG-ON"
90,80312,"264",200,0.158489319246111,0.8,"REG-ON"
100,155505,"264",200,0.158489319246111,0.8,"REG-ON"
110,155973,"264",200,0.158489319246111,0.8,"REG-ON"
120,267306,"264",200,0.158489319246111,0.8,"REG-ON"
130,308945,"264",200,0.158489319246111,0.8,"REG-ON"
140,378256,"264",200,0.158489319246111,0.8,"REG-ON"
150,610984,"264",200,0.158489319246111,0.8,"REG-ON"
160,628564,"264",200,0.158489319246111,0.8,"REG-ON"
170,1157682,"264",200,0.158489319246111,0.8,"REG-ON"
180,1209129,"264",200,0.158489319246111,0.8,"REG-ON"
0,20000,"265",2,0.199526231496888,0.8,"REG-ON"
10,19990,"265",2,0.199526231496888,0.8,"REG-ON"
20,19951,"265",2,0.199526231496888,0.8,"REG-ON"
30,39672,"265",2,0.199526231496888,0.8,"REG-ON"
40,39376,"265",2,0.199526231496888,0.8,"REG-ON"
50,75663,"265",2,0.199526231496888,0.8,"REG-ON"
60,77081,"265",2,0.199526231496888,0.8,"REG-ON"
70,99414,"265",2,0.199526231496888,0.8,"REG-ON"
80,149855,"265",2,0.199526231496888,0.8,"REG-ON"
90,150853,"265",2,0.199526231496888,0.8,"REG-ON"
100,287771,"265",2,0.199526231496888,0.8,"REG-ON"
110,284983,"265",2,0.199526231496888,0.8,"REG-ON"
120,482248,"265",2,0.199526231496888,0.8,"REG-ON"
130,549000,"265",2,0.199526231496888,0.8,"REG-ON"
140,665102,"265",2,0.199526231496888,0.8,"REG-ON"
150,1055241,"265",2,0.199526231496888,0.8,"REG-ON"
160,1070870,"265",2,0.199526231496888,0.8,"REG-ON"
170,1943419,"265",2,0.199526231496888,0.8,"REG-ON"
180,1999714,"265",2,0.199526231496888,0.8,"REG-ON"
0,15000,"266",10,0.199526231496888,0.8,"REG-ON"
10,14992,"266",10,0.199526231496888,0.8,"REG-ON"
20,14976,"266",10,0.199526231496888,0.8,"REG-ON"
30,29820,"266",10,0.199526231496888,0.8,"REG-ON"
40,29658,"266",10,0.199526231496888,0.8,"REG-ON"
50,57149,"266",10,0.199526231496888,0.8,"REG-ON"
60,58423,"266",10,0.199526231496888,0.8,"REG-ON"
70,75081,"266",10,0.199526231496888,0.8,"REG-ON"
80,114334,"266",10,0.199526231496888,0.8,"REG-ON"
90,115379,"266",10,0.199526231496888,0.8,"REG-ON"
100,221679,"266",10,0.199526231496888,0.8,"REG-ON"
110,220418,"266",10,0.199526231496888,0.8,"REG-ON"
120,373944,"266",10,0.199526231496888,0.8,"REG-ON"
130,428345,"266",10,0.199526231496888,0.8,"REG-ON"
140,520129,"266",10,0.199526231496888,0.8,"REG-ON"
150,830419,"266",10,0.199526231496888,0.8,"REG-ON"
160,845978,"266",10,0.199526231496888,0.8,"REG-ON"
170,1541188,"266",10,0.199526231496888,0.8,"REG-ON"
180,1594331,"266",10,0.199526231496888,0.8,"REG-ON"
0,14000,"267",50,0.199526231496888,0.8,"REG-ON"
10,13996,"267",50,0.199526231496888,0.8,"REG-ON"
20,13988,"267",50,0.199526231496888,0.8,"REG-ON"
30,27904,"267",50,0.199526231496888,0.8,"REG-ON"
40,27819,"267",50,0.199526231496888,0.8,"REG-ON"
50,53782,"267",50,0.199526231496888,0.8,"REG-ON"
60,55139,"267",50,0.199526231496888,0.8,"REG-ON"
70,71670,"267",50,0.199526231496888,0.8,"REG-ON"
80,108921,"267",50,0.199526231496888,0.8,"REG-ON"
90,110588,"267",50,0.199526231496888,0.8,"REG-ON"
100,213125,"267",50,0.199526231496888,0.8,"REG-ON"
110,213006,"267",50,0.199526231496888,0.8,"REG-ON"
120,364388,"267",50,0.199526231496888,0.8,"REG-ON"
130,418432,"267",50,0.199526231496888,0.8,"REG-ON"
140,512470,"267",50,0.199526231496888,0.8,"REG-ON"
150,820278,"267",50,0.199526231496888,0.8,"REG-ON"
160,840150,"267",50,0.199526231496888,0.8,"REG-ON"
170,1540300,"267",50,0.199526231496888,0.8,"REG-ON"
180,1600426,"267",50,0.199526231496888,0.8,"REG-ON"
0,19000,"268",200,0.199526231496888,0.8,"REG-ON"
10,18999,"268",200,0.199526231496888,0.8,"REG-ON"
20,19006,"268",200,0.199526231496888,0.8,"REG-ON"
30,37925,"268",200,0.199526231496888,0.8,"REG-ON"
40,37847,"268",200,0.199526231496888,0.8,"REG-ON"
50,73183,"268",200,0.199526231496888,0.8,"REG-ON"
60,75187,"268",200,0.199526231496888,0.8,"REG-ON"
70,97424,"268",200,0.199526231496888,0.8,"REG-ON"
80,148968,"268",200,0.199526231496888,0.8,"REG-ON"
90,151397,"268",200,0.199526231496888,0.8,"REG-ON"
100,292495,"268",200,0.199526231496888,0.8,"REG-ON"
110,293028,"268",200,0.199526231496888,0.8,"REG-ON"
120,500982,"268",200,0.199526231496888,0.8,"REG-ON"
130,577911,"268",200,0.199526231496888,0.8,"REG-ON"
140,706391,"268",200,0.199526231496888,0.8,"REG-ON"
150,1137627,"268",200,0.199526231496888,0.8,"REG-ON"
160,1167516,"268",200,0.199526231496888,0.8,"REG-ON"
170,2144981,"268",200,0.199526231496888,0.8,"REG-ON"
180,2235549,"268",200,0.199526231496888,0.8,"REG-ON"
0,24000,"269",2,0.251188643150958,0.8,"REG-ON"
10,23984,"269",2,0.251188643150958,0.8,"REG-ON"
20,23914,"269",2,0.251188643150958,0.8,"REG-ON"
30,47360,"269",2,0.251188643150958,0.8,"REG-ON"
40,46819,"269",2,0.251188643150958,0.8,"REG-ON"
50,89403,"269",2,0.251188643150958,0.8,"REG-ON"
60,90431,"269",2,0.251188643150958,0.8,"REG-ON"
70,115735,"269",2,0.251188643150958,0.8,"REG-ON"
80,173015,"269",2,0.251188643150958,0.8,"REG-ON"
90,172883,"269",2,0.251188643150958,0.8,"REG-ON"
100,326654,"269",2,0.251188643150958,0.8,"REG-ON"
110,320852,"269",2,0.251188643150958,0.8,"REG-ON"
120,537830,"269",2,0.251188643150958,0.8,"REG-ON"
130,606475,"269",2,0.251188643150958,0.8,"REG-ON"
140,728619,"269",2,0.251188643150958,0.8,"REG-ON"
150,1143173,"269",2,0.251188643150958,0.8,"REG-ON"
160,1150020,"269",2,0.251188643150958,0.8,"REG-ON"
170,2064021,"269",2,0.251188643150958,0.8,"REG-ON"
180,2103576,"269",2,0.251188643150958,0.8,"REG-ON"
0,23000,"270",10,0.251188643150958,0.8,"REG-ON"
10,22991,"270",10,0.251188643150958,0.8,"REG-ON"
20,22959,"270",10,0.251188643150958,0.8,"REG-ON"
30,45642,"270",10,0.251188643150958,0.8,"REG-ON"
40,45276,"270",10,0.251188643150958,0.8,"REG-ON"
50,87003,"270",10,0.251188643150958,0.8,"REG-ON"
60,88401,"270",10,0.251188643150958,0.8,"REG-ON"
70,113927,"270",10,0.251188643150958,0.8,"REG-ON"
80,171145,"270",10,0.251188643150958,0.8,"REG-ON"
90,172138,"270",10,0.251188643150958,0.8,"REG-ON"
100,327450,"270",10,0.251188643150958,0.8,"REG-ON"
110,323582,"270",10,0.251188643150958,0.8,"REG-ON"
120,546447,"270",10,0.251188643150958,0.8,"REG-ON"
130,619876,"270",10,0.251188643150958,0.8,"REG-ON"
140,750288,"270",10,0.251188643150958,0.8,"REG-ON"
150,1184605,"270",10,0.251188643150958,0.8,"REG-ON"
160,1199278,"270",10,0.251188643150958,0.8,"REG-ON"
170,2166726,"270",10,0.251188643150958,0.8,"REG-ON"
180,2222531,"270",10,0.251188643150958,0.8,"REG-ON"
0,16000,"271",50,0.251188643150958,0.8,"REG-ON"
10,15997,"271",50,0.251188643150958,0.8,"REG-ON"
20,15992,"271",50,0.251188643150958,0.8,"REG-ON"
30,31883,"271",50,0.251188643150958,0.8,"REG-ON"
40,31722,"271",50,0.251188643150958,0.8,"REG-ON"
50,61134,"271",50,0.251188643150958,0.8,"REG-ON"
60,62613,"271",50,0.251188643150958,0.8,"REG-ON"
70,80875,"271",50,0.251188643150958,0.8,"REG-ON"
80,123030,"271",50,0.251188643150958,0.8,"REG-ON"
90,124358,"271",50,0.251188643150958,0.8,"REG-ON"
100,238850,"271",50,0.251188643150958,0.8,"REG-ON"
110,237827,"271",50,0.251188643150958,0.8,"REG-ON"
120,403704,"271",50,0.251188643150958,0.8,"REG-ON"
130,463099,"271",50,0.251188643150958,0.8,"REG-ON"
140,562689,"271",50,0.251188643150958,0.8,"REG-ON"
150,899761,"271",50,0.251188643150958,0.8,"REG-ON"
160,917374,"271",50,0.251188643150958,0.8,"REG-ON"
170,1672283,"271",50,0.251188643150958,0.8,"REG-ON"
180,1731352,"271",50,0.251188643150958,0.8,"REG-ON"
0,15000,"272",200,0.251188643150958,0.8,"REG-ON"
10,14997,"272",200,0.251188643150958,0.8,"REG-ON"
20,15001,"272",200,0.251188643150958,0.8,"REG-ON"
30,29921,"272",200,0.251188643150958,0.8,"REG-ON"
40,29833,"272",200,0.251188643150958,0.8,"REG-ON"
50,57621,"272",200,0.251188643150958,0.8,"REG-ON"
60,59074,"272",200,0.251188643150958,0.8,"REG-ON"
70,76575,"272",200,0.251188643150958,0.8,"REG-ON"
80,116486,"272",200,0.251188643150958,0.8,"REG-ON"
90,118190,"272",200,0.251188643150958,0.8,"REG-ON"
100,227513,"272",200,0.251188643150958,0.8,"REG-ON"
110,227186,"272",200,0.251188643150958,0.8,"REG-ON"
120,387560,"272",200,0.251188643150958,0.8,"REG-ON"
130,445489,"272",200,0.251188643150958,0.8,"REG-ON"
140,544071,"272",200,0.251188643150958,0.8,"REG-ON"
150,871050,"272",200,0.251188643150958,0.8,"REG-ON"
160,891516,"272",200,0.251188643150958,0.8,"REG-ON"
170,1630990,"272",200,0.251188643150958,0.8,"REG-ON"
180,1693963,"272",200,0.251188643150958,0.8,"REG-ON"
0,33000,"273",2,0.316227766016838,0.8,"REG-ON"
10,32979,"273",2,0.316227766016838,0.8,"REG-ON"
20,32843,"273",2,0.316227766016838,0.8,"REG-ON"
30,64815,"273",2,0.316227766016838,0.8,"REG-ON"
40,63714,"273",2,0.316227766016838,0.8,"REG-ON"
50,120755,"273",2,0.316227766016838,0.8,"REG-ON"
60,120860,"273",2,0.316227766016838,0.8,"REG-ON"
70,152894,"273",2,0.316227766016838,0.8,"REG-ON"
80,226120,"273",2,0.316227766016838,0.8,"REG-ON"
90,222944,"273",2,0.316227766016838,0.8,"REG-ON"
100,416126,"273",2,0.316227766016838,0.8,"REG-ON"
110,402908,"273",2,0.316227766016838,0.8,"REG-ON"
120,665586,"273",2,0.316227766016838,0.8,"REG-ON"
130,740188,"273",2,0.316227766016838,0.8,"REG-ON"
140,876200,"273",2,0.316227766016838,0.8,"REG-ON"
150,1356184,"273",2,0.316227766016838,0.8,"REG-ON"
160,1343938,"273",2,0.316227766016838,0.8,"REG-ON"
170,2376181,"273",2,0.316227766016838,0.8,"REG-ON"
