"param.index","kappa","MIC.fraction","drug.outsideConcentration.MULT","rate","t.end"
"76",1,0.08321406,100,-0.0878682063008557,"60"
"76",1,0.08321406,100,-0.0878682063008557,"120"
"76",1,0.08321406,100,-0.0878682063008557,"180"
"77",2,0.08058672,100,-0.0909267452289805,"60"
"77",2,0.08058672,100,-0.0909267452289805,"120"
"77",2,0.08058672,100,-0.0909267452289805,"180"
"78",3,0.079134,100,-0.0933890535432356,"60"
"78",3,0.079134,100,-0.0933890535432356,"120"
"78",3,0.079134,100,-0.0933890535432356,"180"
"79",4,0.07814015,100,-0.0955439498218891,"60"
"79",4,0.07814015,100,-0.0955439498218891,"120"
"79",4,0.07814015,100,-0.0955439498218891,"180"
"80",5,0.0775176,100,-0.0877215385088415,"60"
"80",5,0.0775176,100,-0.0877215385088415,"120"
"80",5,0.0775176,100,-0.0877215385088415,"180"
