"survive","parameter.index","mutant.effect","drug.outsideConcentration.MULT","drug.off","cell.type","extinction.time","extinction.time.sd"
0.642,"16",200,0.9,Inf,"STRUCT-CAT",192.185793709476,164.799100637162
0.057,"17",2,1,Inf,"STRUCT-CAT",287.134350518139,253.82900914932
0.061,"18",10,1,Inf,"STRUCT-CAT",286.727852451332,255.561340547867
0.072,"19",50,1,Inf,"STRUCT-CAT",268.742613590421,244.732332606423
0.065,"20",200,1,Inf,"STRUCT-CAT",283.099819872888,262.560396218901
0,"21",2,1.1,Inf,"STRUCT-CAT",167.489056916403,124.349803199202
0,"22",10,1.1,Inf,"STRUCT-CAT",157.933691140044,120.633547537904
0,"23",50,1.1,Inf,"STRUCT-CAT",163.824505317046,118.032293907146
0,"24",200,1.1,Inf,"STRUCT-CAT",159.403592473104,122.029923843963
0,"25",2,1.2,Inf,"STRUCT-CAT",115.135052255802,73.6524793979978
0,"26",10,1.2,Inf,"STRUCT-CAT",116.236862744956,73.6977933023828
0,"27",50,1.2,Inf,"STRUCT-CAT",117.131220126431,78.6610456089158
0,"28",200,1.2,Inf,"STRUCT-CAT",114.626591702888,73.2387160051942
0,"29",2,1.3,Inf,"STRUCT-CAT",88.0037260017762,50.4096224751672
0,"30",10,1.3,Inf,"STRUCT-CAT",91.9249939541742,53.5760260340887
0,"31",50,1.3,Inf,"STRUCT-CAT",91.7240314054943,52.4359671220882
0,"32",200,1.3,Inf,"STRUCT-CAT",91.4911530528148,53.0214570769389
0,"33",2,1.4,Inf,"STRUCT-CAT",78.9926233142374,43.5498059967168
0,"34",10,1.4,Inf,"STRUCT-CAT",80.4733845506534,42.2973161092972
0,"35",50,1.4,Inf,"STRUCT-CAT",78.6098527943847,42.8370151214672
0,"36",200,1.4,Inf,"STRUCT-CAT",77.5987723396403,40.5749625114886
0,"37",2,1.5,Inf,"STRUCT-CAT",66.4083282291588,33.7402566071609
0,"38",10,1.5,Inf,"STRUCT-CAT",66.1768582681143,34.5760204921188
0,"39",50,1.5,Inf,"STRUCT-CAT",67.7324502481444,34.6539266994942
0,"40",200,1.5,Inf,"STRUCT-CAT",66.925048934623,31.7663410505578
0,"41",2,1.75,Inf,"STRUCT-CAT",54.2096489685619,26.2604810049173
0,"42",10,1.75,Inf,"STRUCT-CAT",53.1157827845293,25.5796381006715
0,"43",50,1.75,Inf,"STRUCT-CAT",54.089980018341,27.0738998848198
0,"44",200,1.75,Inf,"STRUCT-CAT",53.7551918028066,24.8411261688575
0,"45",2,2,Inf,"STRUCT-CAT",45.1992147632406,20.636038976597
0,"46",10,2,Inf,"STRUCT-CAT",44.764447845508,21.1096728786513
0,"47",50,2,Inf,"STRUCT-CAT",45.3680905072295,21.2970829335854
0,"48",200,2,Inf,"STRUCT-CAT",45.1952285115674,21.130283861141
0,"49",2,2.25,Inf,"STRUCT-CAT",38.0848801301481,16.6771624129398
0,"50",10,2.25,Inf,"STRUCT-CAT",38.5940315101855,17.2298996069611
0,"51",50,2.25,Inf,"STRUCT-CAT",39.7720914805852,17.5007904319799
0,"52",200,2.25,Inf,"STRUCT-CAT",39.0584579770162,16.4660586842001
0,"53",2,2.5,Inf,"STRUCT-CAT",34.4638915221393,15.2610656314348
0,"54",10,2.5,Inf,"STRUCT-CAT",34.6098806981861,15.2332326783545
0,"55",50,2.5,Inf,"STRUCT-CAT",33.8718781153126,14.6285998275448
0,"56",200,2.5,Inf,"STRUCT-CAT",35.0843842688286,14.9510890390811
0,"57",2,2.75,Inf,"STRUCT-CAT",31.8399411481879,14.1132786157717
0,"58",10,2.75,Inf,"STRUCT-CAT",31.6813896522256,13.4571726491514
0,"59",50,2.75,Inf,"STRUCT-CAT",31.212834454378,13.8951749456366
0,"60",200,2.75,Inf,"STRUCT-CAT",31.8814872331773,13.8046309370247
0,"61",2,3,Inf,"STRUCT-CAT",28.4482190685782,12.6792422989685
0,"62",10,3,Inf,"STRUCT-CAT",29.1400775735596,12.5625774575577
0,"63",50,3,Inf,"STRUCT-CAT",28.7629106978601,12.4805555826056
0,"64",200,3,Inf,"STRUCT-CAT",28.590607096066,12.5758765325589
0,"65",2,3.5,Inf,"STRUCT-CAT",25.2674129690638,11.2851048288396
0,"66",10,3.5,Inf,"STRUCT-CAT",25.7827283653969,10.8257274532076
0,"67",50,3.5,Inf,"STRUCT-CAT",25.1610139656208,11.1033428807142
0,"68",200,3.5,Inf,"STRUCT-CAT",25.4060875468572,11.1006148670827
0,"69",2,4,Inf,"STRUCT-CAT",22.908991738616,9.83724274519569
0,"70",10,4,Inf,"STRUCT-CAT",22.9777540365813,9.69911040804085
0,"71",50,4,Inf,"STRUCT-CAT",22.3433112025294,9.20711556042973
0,"72",200,4,Inf,"STRUCT-CAT",22.702868947837,9.73486389171394
0,"73",2,4.5,Inf,"STRUCT-CAT",20.8371233963638,8.90962728628338
0,"74",10,4.5,Inf,"STRUCT-CAT",20.6753045305292,9.08235101886895
0,"75",50,4.5,Inf,"STRUCT-CAT",21.0617340854471,9.04775061998004
0,"76",200,4.5,Inf,"STRUCT-CAT",21.0416925696948,8.9137794157479
0,"77",2,5,Inf,"STRUCT-CAT",19.2052745851164,8.11989387288784
0,"78",10,5,Inf,"STRUCT-CAT",19.7445084430637,8.39269785132383
0,"79",50,5,Inf,"STRUCT-CAT",19.2106821580968,8.03081775612
0,"80",200,5,Inf,"STRUCT-CAT",19.4424166498521,8.13857387183774
0.941,"81",2,1,30,"STRUCT-CAT",26.6598154842116,9.80547653716057
0.95,"82",10,1,30,"STRUCT-CAT",26.1048248860334,11.5615132474331
0.934,"83",50,1,30,"STRUCT-CAT",26.7698250276341,10.6321148033212
0.945,"84",200,1,30,"STRUCT-CAT",25.4603511507736,10.2724399734234
0.522,"85",2,2,30,"STRUCT-CAT",28.8284105766265,11.2044302075675
0.529,"86",10,2,30,"STRUCT-CAT",30.0775445215134,10.8803172431599
0.535,"87",50,2,30,"STRUCT-CAT",28.8402366826836,11.1969322321412
0.54,"88",200,2,30,"STRUCT-CAT",30.0275587460037,10.9533660522161
0.114,"89",2,3,30,"STRUCT-CAT",26.5176273126936,10.7391869377087
0.132,"90",10,3,30,"STRUCT-CAT",26.2313535571075,11.1014656432886
0.121,"91",50,3,30,"STRUCT-CAT",26.1396252168542,10.6490242944818
0.134,"92",200,3,30,"STRUCT-CAT",26.2026877665497,10.7777640089693
0.023,"93",2,4,30,"STRUCT-CAT",22.3249249832209,9.95150918866377
0.023,"94",10,4,30,"STRUCT-CAT",22.4708223006164,9.57391503990085
0.025,"95",50,4,30,"STRUCT-CAT",23.1388418254295,9.91646508427862
0.013,"96",200,4,30,"STRUCT-CAT",22.8294666443186,9.45137263412859
0.008,"97",2,5,30,"STRUCT-CAT",19.399340418577,8.55758184374569
0.004,"98",10,5,30,"STRUCT-CAT",19.2746599814647,8.25298589836257
0.004,"99",50,5,30,"STRUCT-CAT",19.3921508428441,8.35396828504641
0.004,"100",200,5,30,"STRUCT-CAT",19.6181716069932,8.35928153179225
0.866,"101",2,1,60,"STRUCT-CAT",44.061434425186,19.5163452948897
0.863,"102",10,1,60,"STRUCT-CAT",46.8062911133603,18.8010177373305
0.845,"103",50,1,60,"STRUCT-CAT",45.6029129025832,18.9482764156233
0.868,"104",200,1,60,"STRUCT-CAT",44.2503953977285,17.7625620902193
0.082,"105",2,2,60,"STRUCT-CAT",40.2313174138624,16.2842638491911
0.092,"106",10,2,60,"STRUCT-CAT",40.0839703666003,15.8100658580477
0.088,"107",50,2,60,"STRUCT-CAT",41.0297852211442,16.6407923156877
0.082,"108",200,2,60,"STRUCT-CAT",41.0396051240643,16.9797951594028
0,"109",2,3,60,"STRUCT-CAT",28.8098116904132,12.5801700274033
0,"110",10,3,60,"STRUCT-CAT",29.0745762989971,12.396171257546
0.005,"111",50,3,60,"STRUCT-CAT",29.292193844981,12.277559049708
0,"112",200,3,60,"STRUCT-CAT",28.1886095736262,12.3449297345115
0,"113",2,4,60,"STRUCT-CAT",22.7414691651762,10.0046754688382
0,"114",10,4,60,"STRUCT-CAT",22.294496639469,9.22136033104832
0,"115",50,4,60,"STRUCT-CAT",22.3296195381758,9.33735796275116
0,"116",200,4,60,"STRUCT-CAT",23.1713912419974,10.0381924470394
0,"117",2,5,60,"STRUCT-CAT",19.4445313442394,8.08218207597249
0,"118",10,5,60,"STRUCT-CAT",18.7806411415442,7.85600363180043
0,"119",50,5,60,"STRUCT-CAT",19.5042715286513,8.41143838011441
0,"120",200,5,60,"STRUCT-CAT",19.2332445009062,7.94661202550196
0.666,"121",2,1,120,"STRUCT-CAT",76.6274272275472,34.8063935569918
0.659,"122",10,1,120,"STRUCT-CAT",77.4213826092073,32.2281470404748
0.67,"123",50,1,120,"STRUCT-CAT",73.2642560977918,33.83315619221
0.687,"124",200,1,120,"STRUCT-CAT",75.6542227899131,33.8712807272883
0.002,"125",2,2,120,"STRUCT-CAT",44.8524054798299,20.1975815478195
0.002,"126",10,2,120,"STRUCT-CAT",44.8944203749783,19.9545407515353
0.003,"127",50,2,120,"STRUCT-CAT",44.1647128283273,19.9522707789008
0.001,"128",200,2,120,"STRUCT-CAT",43.8206175779018,20.084766191485
0,"129",2,3,120,"STRUCT-CAT",28.8868177415174,12.8629721692917
0,"130",10,3,120,"STRUCT-CAT",29.3128303223574,12.8914892768742
0,"131",50,3,120,"STRUCT-CAT",29.8106569767474,12.862541218078
0,"132",200,3,120,"STRUCT-CAT",28.3455675816984,12.0578753346245
0,"133",2,4,120,"STRUCT-CAT",22.9288108728344,10.0676786120113
0,"134",10,4,120,"STRUCT-CAT",23.0952402522898,10.3865787079941
0,"135",50,4,120,"STRUCT-CAT",22.3430471824379,9.80623296686744
0,"136",200,4,120,"STRUCT-CAT",22.9417615060524,9.82530679981124
0,"137",2,5,120,"STRUCT-CAT",19.6823696509737,8.06732660344651
0,"138",10,5,120,"STRUCT-CAT",19.2127888886102,8.12496924371005
0,"139",50,5,120,"STRUCT-CAT",19.4522121911052,8.47418289824731
0,"140",200,5,120,"STRUCT-CAT",19.1826521193145,7.93226138913095
0.439,"141",2,1,240,"STRUCT-CAT",124.015305297258,62.279204829007
0.442,"142",10,1,240,"STRUCT-CAT",122.600066001958,65.158032344766
0.413,"143",50,1,240,"STRUCT-CAT",124.522170464335,65.1318262553554
0.421,"144",200,1,240,"STRUCT-CAT",125.122324515331,64.3599049533883
0,"145",2,2,240,"STRUCT-CAT",44.0604510262546,21.0510006226736
0,"146",10,2,240,"STRUCT-CAT",44.6827069767785,19.267338141508
0,"147",50,2,240,"STRUCT-CAT",45.5104798899418,21.2515071248081
0,"148",200,2,240,"STRUCT-CAT",45.1535342105437,21.0662552821863
0,"149",2,3,240,"STRUCT-CAT",28.9503504157174,12.622592124855
0,"150",10,3,240,"STRUCT-CAT",29.3490253090413,12.3756416305609
0,"151",50,3,240,"STRUCT-CAT",29.017884196282,13.0140490445168
0,"152",200,3,240,"STRUCT-CAT",29.2075622718474,12.5309397891332
0,"153",2,4,240,"STRUCT-CAT",22.3538640974921,9.56183768720092
0,"154",10,4,240,"STRUCT-CAT",23.1017357807354,9.429870195304
0,"155",50,4,240,"STRUCT-CAT",22.8685965255885,9.86269895061258
0,"156",200,4,240,"STRUCT-CAT",23.2636400121382,10.2284956129119
0,"157",2,5,240,"STRUCT-CAT",19.1665235825011,7.78820876185612
0,"158",10,5,240,"STRUCT-CAT",19.1147028877045,7.98773233626001
0,"159",50,5,240,"STRUCT-CAT",19.3832188919335,7.80432103554326
0,"160",200,5,240,"STRUCT-CAT",19.3425187326325,8.38906910490876
0.218,"161",2,1,480,"STRUCT-CAT",185.1554756887,122.140167172141
0.245,"162",10,1,480,"STRUCT-CAT",184.725810708006,118.9728535679
0.209,"163",50,1,480,"STRUCT-CAT",184.323469830357,119.919285479058
0.231,"164",200,1,480,"STRUCT-CAT",187.955063903935,122.951720185124
0,"165",2,2,480,"STRUCT-CAT",45.0641934760358,20.9561574706254
0,"166",10,2,480,"STRUCT-CAT",44.3059275230876,19.8035755718309
0,"167",50,2,480,"STRUCT-CAT",44.6448474803361,20.811748184483
0,"168",200,2,480,"STRUCT-CAT",44.3344564643395,19.2691587074422
0,"169",2,3,480,"STRUCT-CAT",29.1418160403278,12.9887952350196
0,"170",10,3,480,"STRUCT-CAT",28.6665188758592,12.5456374670618
0,"171",50,3,480,"STRUCT-CAT",28.6745932029546,12.4159647168918
0,"172",200,3,480,"STRUCT-CAT",28.8572620000136,12.445354513624
0,"173",2,4,480,"STRUCT-CAT",23.0210415782266,10.0731176057779
0,"174",10,4,480,"STRUCT-CAT",23.1768601937908,10.6671974865828
0,"175",50,4,480,"STRUCT-CAT",22.5544697669816,9.51229793926596
0,"176",200,4,480,"STRUCT-CAT",22.8179077496443,9.59626728187346
0,"177",2,5,480,"STRUCT-CAT",19.5192279969043,8.27580540718397
0,"178",10,5,480,"STRUCT-CAT",19.402669939796,8.24633818221261
0,"179",50,5,480,"STRUCT-CAT",19.4583191688689,8.20869337891002
0,"180",200,5,480,"STRUCT-CAT",19.285499893558,8.08411334701364
1,"1",1,0,Inf,"WT",NA,NA
0.993,"2",1,0.5,Inf,"WT",29.2473343027669,13.2170664345561
0.977,"3",1,0.7,Inf,"WT",47.2233733919559,34.089130905107
0.831,"4",1,0.9,Inf,"WT",122.245877901931,96.358046334502
0.48,"5",1,1,Inf,"WT",204.731945329367,163.457730976973
0.019,"6",1,1.1,Inf,"WT",243.829690375046,220.261016320262
0,"7",1,1.2,Inf,"WT",144.882212473721,113.515456895357
0,"8",1,1.3,Inf,"WT",107.610140697832,64.8058648620698
0,"9",1,1.4,Inf,"WT",86.6838238536255,49.2491741019283
0,"10",1,1.5,Inf,"WT",72.9512252085998,36.6462360750146
0,"11",1,1.75,Inf,"WT",58.0357551483174,27.646442263147
0,"12",1,2,Inf,"WT",47.1068481505019,22.4107356604207
0,"13",1,2.25,Inf,"WT",39.628282935315,18.2519745901283
0,"14",1,2.5,Inf,"WT",35.1779591719379,15.8818681056892
0,"15",1,2.75,Inf,"WT",32.8047102712549,14.5294710091082
0,"16",1,3,Inf,"WT",28.9335640081356,12.9034932682941
0,"17",1,3.5,Inf,"WT",26.1780790234963,11.4041166835221
0,"18",1,4,Inf,"WT",23.5033859842517,10.585233202114
0,"19",1,4.5,Inf,"WT",21.3172422340181,9.30421212036094
0,"20",1,5,Inf,"WT",19.4296853584393,8.52961953096632
0.952,"21",1,1,30,"WT",23.0052762961504,8.37383550879917
0.593,"22",1,2,30,"WT",29.0509280013919,11.2433531517618
0.154,"23",1,3,30,"WT",26.5628221584875,10.6879891821452
0.021,"24",1,4,30,"WT",22.9740041550715,10.1471017415422
0.005,"25",1,5,30,"WT",19.5981913384229,8.58118874787466
0.882,"26",1,1,60,"WT",43.6928296559346,17.6504576298842
0.112,"27",1,2,60,"WT",40.6135684214489,16.2752823784948
0.005,"28",1,3,60,"WT",29.4900328631379,12.4193071908702
0,"29",1,4,60,"WT",23.4118428308369,10.0912018385547
0,"30",1,5,60,"WT",19.8155921405897,8.46602916309502
0.781,"31",1,1,120,"WT",69.9434953458506,34.8494977578845
0.001,"32",1,2,120,"WT",46.2788115307304,21.4117045517221
0,"33",1,3,120,"WT",29.8632069435366,12.4472076829044
0,"34",1,4,120,"WT",23.1782163677785,10.1080155259445
0,"35",1,5,120,"WT",19.7161376258636,8.38837488057063
0.644,"36",1,1,240,"WT",113.934561382805,61.2873456777998
0,"37",1,2,240,"WT",47.2190419986675,21.7173447024739
0,"38",1,3,240,"WT",29.6461136649018,13.5410427565129
0,"39",1,4,240,"WT",23.5413541877634,10.2676293767131
0,"40",1,5,240,"WT",20.2785849691675,8.68179737043519
0.524,"41",1,1,480,"WT",168.39439139788,116.521530325696
0,"42",1,2,480,"WT",47.7603218107154,22.9704638974618
0,"43",1,3,480,"WT",29.8085080342494,13.1533592600774
0,"44",1,4,480,"WT",23.8291607895453,10.3473807703372
0,"45",1,5,480,"WT",19.8776137459927,8.22205811698264
1,"1",1,0,Inf,"KO",NA,NA
0.995,"2",1,0.5,Inf,"KO",27.6791375346044,13.7280362597422
0.975,"3",1,0.7,Inf,"KO",40.3950396889296,26.794637435004
0.918,"4",1,0.9,Inf,"KO",78.5579251642405,74.2196500128412
0.714,"5",1,1,Inf,"KO",158.049253674736,136.719967356259
0.129,"6",1,1.1,Inf,"KO",288.573410294823,271.870206018013
0,"7",1,1.2,Inf,"KO",178.877610186055,135.483841806345
0,"8",1,1.3,Inf,"KO",122.322286513406,80.8407815698268
0,"9",1,1.4,Inf,"KO",94.6139189985278,55.8693634567101
0,"10",1,1.5,Inf,"KO",81.2801681331718,44.3934603922905
0,"11",1,1.75,Inf,"KO",59.6451834973193,30.2672432275827
0,"12",1,2,Inf,"KO",47.32947546335,21.6568337239863
0,"13",1,2.25,Inf,"KO",41.7109544065363,18.4165439383372
0,"14",1,2.5,Inf,"KO",36.9459709919524,15.7215687979776
0,"15",1,2.75,Inf,"KO",32.8548703695105,14.3086748018109
0,"16",1,3,Inf,"KO",30.7573529557961,13.0128574358586
0,"17",1,3.5,Inf,"KO",26.0320447815708,11.2528333993033
0,"18",1,4,Inf,"KO",23.0749234325717,10.0739677537368
0,"19",1,4.5,Inf,"KO",20.901441557573,9.1732851043715
0,"20",1,5,Inf,"KO",19.9080394233793,9.09814017103229
0.956,"21",1,1,30,"KO",21.3973668619533,10.1162203309707
0.604,"22",1,2,30,"KO",28.659406882478,10.6008146324585
0.17,"23",1,3,30,"KO",26.8069893745183,10.9435298808106
0.021,"24",1,4,30,"KO",22.7913814835407,9.58663121129498
0.002,"25",1,5,30,"KO",19.5186130103057,8.26767675271433
0.921,"26",1,1,60,"KO",39.7695867722592,17.9637436463195
0.125,"27",1,2,60,"KO",42.6333137426697,17.0090842878956
0.004,"28",1,3,60,"KO",29.6648331834882,12.5325198288427
0,"29",1,4,60,"KO",23.4642896665262,10.0777110888635
0,"30",1,5,60,"KO",19.7384629855546,8.55993754883296
0.824,"31",1,1,120,"KO",64.9767394223315,32.9719749059191
0.003,"32",1,2,120,"KO",48.5998652824569,21.8986983349312
0,"33",1,3,120,"KO",30.5767133125526,13.2442309250003
0,"34",1,4,120,"KO",23.6206374666365,9.96616365909472
0,"35",1,5,120,"KO",19.1575369314488,7.76460943078527
0.744,"36",1,1,240,"KO",106.606910398785,64.071747571557
0,"37",1,2,240,"KO",48.2524130283514,22.1950336233406
0,"38",1,3,240,"KO",29.4145421181073,12.8655551299429
0,"39",1,4,240,"KO",23.1984441032038,9.92984033765484
0,"40",1,5,240,"KO",20.0087420618593,8.50871675113675
0.721,"41",1,1,480,"KO",140.712197077074,105.562348865337
0,"42",1,2,480,"KO",47.9348143447221,22.2107426390515
0,"43",1,3,480,"KO",29.9749835354599,13.1358462424111
0,"44",1,4,480,"KO",23.6026514733767,10.2735306706299
0,"45",1,5,480,"KO",19.3439137523981,8.19323923677741
