"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","drug.off","extinction.time","extinction.time.sd","num.reps","cell.type"
0.043,"136",200,4,60,29.4093240797938,16.7953785874122,1000,"REG-OFF"
0,"137",2,5,60,20.5528304340874,9.970796641717,1000,"REG-OFF"
0.004,"138",10,5,60,22.8992514691138,11.9145706805808,1000,"REG-OFF"
0.011,"139",50,5,60,24.8680208559441,13.9217245053733,1000,"REG-OFF"
0.016,"140",200,5,60,25.7270940974419,14.9296663890634,1000,"REG-OFF"
0.511,"141",2,1,120,68.9893059235594,36.6761935574956,1000,"REG-OFF"
0.645,"142",10,1,120,65.482060063914,37.2795264303462,1000,"REG-OFF"
0.74,"143",50,1,120,62.7025758093101,34.8701157958225,1000,"REG-OFF"
0.76,"144",200,1,120,63.2925518676155,38.0582395505724,1000,"REG-OFF"
0.007,"145",2,2,120,44.9009195912561,24.889001830331,1000,"REG-OFF"
0.056,"146",10,2,120,49.9180138017321,28.0871625832771,1000,"REG-OFF"
0.179,"147",50,2,120,51.4878348199352,29.4841726260032,1000,"REG-OFF"
0.247,"148",200,2,120,52.5346756167695,31.0191990275962,1000,"REG-OFF"
0,"149",2,3,120,30.4827528130795,15.8112310265736,1000,"REG-OFF"
0.003,"150",10,3,120,34.6261013600733,20.486375469076,1000,"REG-OFF"
0.021,"151",50,3,120,39.6734949119899,24.8534858602803,1000,"REG-OFF"
0.035,"152",200,3,120,43.4519504356729,28.2848382043636,1000,"REG-OFF"
0,"153",2,4,120,24.8426139106707,12.3157523577844,1000,"REG-OFF"
0.001,"154",10,4,120,26.9339412280106,14.6864264851409,1000,"REG-OFF"
0.003,"155",50,4,120,30.4497307944954,19.0534523131048,1000,"REG-OFF"
0.002,"156",200,4,120,33.4059768690372,22.3386139252905,1000,"REG-OFF"
0,"157",2,5,120,21.6277686668869,10.7481276944694,1000,"REG-OFF"
0,"158",10,5,120,22.1821223894817,11.6513022712206,1000,"REG-OFF"
0,"159",50,5,120,24.351431975913,13.8054149889426,1000,"REG-OFF"
0,"160",200,5,120,26.9289136139218,17.0405983373486,1000,"REG-OFF"
0.307,"161",2,1,240,113.430681516871,67.2717774985382,1000,"REG-OFF"
0.488,"162",10,1,240,101.901743218622,64.5533374511328,1000,"REG-OFF"
0.653,"163",50,1,240,88.3560210762347,62.1125600590454,1000,"REG-OFF"
0.728,"164",200,1,240,82.1589175726214,55.6351451855392,1000,"REG-OFF"
0,"165",2,2,240,45.987406912179,25.8080867375393,1000,"REG-OFF"
0.006,"166",10,2,240,55.2168274099635,38.6786035872321,1000,"REG-OFF"
0.074,"167",50,2,240,68.3075703772698,52.8945382740505,1000,"REG-OFF"
0.145,"168",200,2,240,70.9860626689056,56.3839420542513,1000,"REG-OFF"
0,"169",2,3,240,31.6775806744346,16.7148078086147,1000,"REG-OFF"
0,"170",10,3,240,35.3056733130128,22.2426915782283,1000,"REG-OFF"
0.002,"171",50,3,240,42.1142890647204,32.1234817133899,1000,"REG-OFF"
0.003,"172",200,3,240,44.8692868516374,32.2881741392031,1000,"REG-OFF"
0,"173",2,4,240,24.692097497057,12.9306734675233,1000,"REG-OFF"
0,"174",10,4,240,26.7839855566788,15.5686441783721,1000,"REG-OFF"
0,"175",50,4,240,31.3709967207562,19.2354973124578,1000,"REG-OFF"
0,"176",200,4,240,33.5322895423373,23.0490876647132,1000,"REG-OFF"
0,"177",2,5,240,21.7900056053444,11.1987995384158,1000,"REG-OFF"
0,"178",10,5,240,22.7207713470568,12.3770996514427,1000,"REG-OFF"
0,"179",50,5,240,26.1982910170333,15.1536707133988,1000,"REG-OFF"
0,"180",200,5,240,26.5813117208383,15.8266990351722,1000,"REG-OFF"
0.123,"181",2,1,480,162.670088512263,119.01725172511,1000,"REG-OFF"
0.392,"182",10,1,480,131.799652329269,105.213743190783,1000,"REG-OFF"
0.646,"183",50,1,480,98.5139037939504,77.3789552551067,1000,"REG-OFF"
0.697,"184",200,1,480,91.1966151489825,76.8139745340531,1000,"REG-OFF"
0,"185",2,2,480,44.8774821657483,25.1678938237546,1000,"REG-OFF"
0,"186",10,2,480,56.6801913514508,42.0822126649265,1000,"REG-OFF"
0.038,"187",50,2,480,81.2434762017979,80.3402637230184,1000,"REG-OFF"
0.072,"188",200,2,480,86.423957656786,89.3335745490835,1000,"REG-OFF"
0,"189",2,3,480,31.621807487764,16.5605519353094,1000,"REG-OFF"
0,"190",10,3,480,34.2546079820506,19.9691831243297,1000,"REG-OFF"
0,"191",50,3,480,42.4975300386024,31.5647143172141,1000,"REG-OFF"
0,"192",200,3,480,45.9603017989698,35.9089529565634,1000,"REG-OFF"
0,"193",2,4,480,24.0842566283113,12.0774734348709,1000,"REG-OFF"
0,"194",10,4,480,27.2180105291511,15.8369497571565,1000,"REG-OFF"
0,"195",50,4,480,30.724101760566,20.1578499487257,1000,"REG-OFF"
0,"196",200,4,480,33.8558306104191,22.6745433076981,1000,"REG-OFF"
0,"197",2,5,480,21.121041754374,10.4928416028459,1000,"REG-OFF"
0,"198",10,5,480,22.1697350152248,12.2375177645269,1000,"REG-OFF"
0,"199",50,5,480,25.7187577605537,15.0635734845474,1000,"REG-OFF"
0,"200",200,5,480,26.5656160345483,16.7669654316228,1000,"REG-OFF"
1,"1",2,0,Inf,NA,NA,1000,"REG-BURST"
1,"2",10,0,Inf,NA,NA,1000,"REG-BURST"
1,"3",50,0,Inf,NA,NA,1000,"REG-BURST"
1,"4",200,0,Inf,NA,NA,1000,"REG-BURST"
0.951,"5",2,0.5,Inf,38.2214959820338,29.4107844580744,1000,"REG-BURST"
0.956,"6",10,0.5,Inf,36.490673518088,24.603935109851,1000,"REG-BURST"
0.965,"7",50,0.5,Inf,37.5908096588102,29.2131185436701,1000,"REG-BURST"
0.98,"8",200,0.5,Inf,31.8068150066815,28.3631106207484,1000,"REG-BURST"
0.833,"9",2,0.7,Inf,85.8968393594557,74.4766249029952,1000,"REG-BURST"
0.859,"10",10,0.7,Inf,64.0891629016728,56.7421388597506,1000,"REG-BURST"
0.897,"11",50,0.7,Inf,70.9514019779076,62.0896152952155,1000,"REG-BURST"
0.916,"12",200,0.7,Inf,65.2499469634755,59.9465669423658,1000,"REG-BURST"
0.302,"13",2,0.9,Inf,216.231745513534,217.167045505576,1000,"REG-BURST"
0.567,"14",10,0.9,Inf,132.417643193691,119.432232070704,1000,"REG-BURST"
0.696,"15",50,0.9,Inf,106.426388443216,77.8926225599018,1000,"REG-BURST"
0.764,"16",200,0.9,Inf,90.0785354542772,68.5169758077956,1000,"REG-BURST"
0.017,"17",2,1,Inf,211.151741832673,212.040998055902,1000,"REG-BURST"
0.356,"18",10,1,Inf,135.691110513385,124.175363991392,1000,"REG-BURST"
0.532,"19",50,1,Inf,100.765693607632,85.1913742884228,1000,"REG-BURST"
0.643,"20",200,1,Inf,103.866689249721,79.84333432905,1000,"REG-BURST"
0.001,"21",2,1.1,Inf,143.62769744867,124.957067125296,1000,"REG-BURST"
0.194,"22",10,1.1,Inf,139.045500048421,143.781785306796,1000,"REG-BURST"
0.468,"23",50,1.1,Inf,98.7980682674966,78.827877077953,1000,"REG-BURST"
0.553,"24",200,1.1,Inf,100.780659149179,71.1015916687003,1000,"REG-BURST"
0,"25",2,1.2,Inf,113.425640220048,89.6795995168931,1000,"REG-BURST"
0.113,"26",10,1.2,Inf,135.857186549614,153.271371156791,1000,"REG-BURST"
0.358,"27",50,1.2,Inf,95.5661739785684,76.2652185301196,1000,"REG-BURST"
0.48,"28",200,1.2,Inf,87.149495790604,61.8022328891726,1000,"REG-BURST"
0,"29",2,1.3,Inf,87.3063270201825,58.3003948602424,1000,"REG-BURST"
0.022,"30",10,1.3,Inf,134.106144364755,154.610300036759,1000,"REG-BURST"
0.301,"31",50,1.3,Inf,89.5535718305553,70.9306197570282,1000,"REG-BURST"
0.43,"32",200,1.3,Inf,81.6513041782671,54.7580738041576,1000,"REG-BURST"
0,"33",2,1.4,Inf,81.3168713423807,55.7006500331754,1000,"REG-BURST"
0.002,"34",10,1.4,Inf,116.827353096805,145.964112582315,1000,"REG-BURST"
0.252,"35",50,1.4,Inf,78.8171624308463,58.3529393135657,1000,"REG-BURST"
0.392,"36",200,1.4,Inf,75.5075104872145,53.3225987149853,1000,"REG-BURST"
0,"37",2,1.5,Inf,70.9077891264524,47.4725047890296,1000,"REG-BURST"
0,"38",10,1.5,Inf,94.4800200395232,101.607008790819,1000,"REG-BURST"
0.228,"39",50,1.5,Inf,78.8547645777645,68.6994931588934,1000,"REG-BURST"
0.385,"40",200,1.5,Inf,73.9201791158043,52.1817734723214,1000,"REG-BURST"
0,"41",2,1.75,Inf,54.0701751995334,32.0452441013137,1000,"REG-BURST"
0,"42",10,1.75,Inf,71.0346479363319,63.7129493155747,1000,"REG-BURST"
0.142,"43",50,1.75,Inf,73.5675574426862,66.5173606259841,1000,"REG-BURST"
0.315,"44",200,1.75,Inf,57.4349134782128,40.4283150599458,1000,"REG-BURST"
0,"45",2,2,Inf,46.5002754924083,26.6946636755043,1000,"REG-BURST"
0,"46",10,2,Inf,55.850421840133,45.4081206298998,1000,"REG-BURST"
0.101,"47",50,2,Inf,66.2026796572456,68.6635128116454,1000,"REG-BURST"
0.278,"48",200,2,Inf,55.5937090174922,43.2127261825487,1000,"REG-BURST"
0,"49",2,2.25,Inf,41.502729267582,21.9280798001831,1000,"REG-BURST"
0,"50",10,2.25,Inf,48.2496893639096,37.0278140693682,1000,"REG-BURST"
0.072,"51",50,2.25,Inf,62.3322242770113,63.8073522741679,1000,"REG-BURST"
0.234,"52",200,2.25,Inf,52.5410820821191,41.447851739932,1000,"REG-BURST"
0,"53",2,2.5,Inf,36.8820639323589,20.4465826577032,1000,"REG-BURST"
0,"54",10,2.5,Inf,43.807533527234,30.9156719654186,1000,"REG-BURST"
0.051,"55",50,2.5,Inf,63.7018529809155,94.9325691556796,1000,"REG-BURST"
0.211,"56",200,2.5,Inf,51.976411852845,49.4925058443026,1000,"REG-BURST"
0,"57",2,2.75,Inf,34.0427886036961,17.2885362072234,1000,"REG-BURST"
0,"58",10,2.75,Inf,40.125038463668,32.7433723633746,1000,"REG-BURST"
0.029,"59",50,2.75,Inf,62.849134995937,96.8491569309441,1000,"REG-BURST"
0.193,"60",200,2.75,Inf,47.8069324047992,46.0223618496519,1000,"REG-BURST"
0,"61",2,3,Inf,31.0147559071937,16.3587459515491,1000,"REG-BURST"
0,"62",10,3,Inf,34.95268890033,24.6963374905048,1000,"REG-BURST"
0.013,"63",50,3,Inf,62.6153958298942,109.885930927971,1000,"REG-BURST"
0.171,"64",200,3,Inf,43.7621704723649,39.2141912876005,1000,"REG-BURST"
0,"65",2,3.5,Inf,27.1979426423876,15.2046524806463,1000,"REG-BURST"
0,"66",10,3.5,Inf,32.0549572612208,20.9922576283162,1000,"REG-BURST"
0.003,"67",50,3.5,Inf,51.9278153533451,78.2470188403344,1000,"REG-BURST"
0.138,"68",200,3.5,Inf,40.8642364400942,41.3777229738827,1000,"REG-BURST"
0,"69",2,4,Inf,25.0009356996331,12.5958889024331,1000,"REG-BURST"
0,"70",10,4,Inf,27.59544037148,17.343998033854,1000,"REG-BURST"
0,"71",50,4,Inf,42.2829772880077,61.6585057156174,1000,"REG-BURST"
0.123,"72",200,4,Inf,41.3809181181839,48.2279596948347,1000,"REG-BURST"
0,"73",2,4.5,Inf,23.2772725968091,11.9082826769,1000,"REG-BURST"
0,"74",10,4.5,Inf,25.5140793646194,15.9248343872749,1000,"REG-BURST"
0,"75",50,4.5,Inf,41.162584261939,66.5539655675626,1000,"REG-BURST"
0.097,"76",200,4.5,Inf,42.6051395994823,52.9838732285199,1000,"REG-BURST"
0,"77",2,5,Inf,21.2620692317432,10.449892583939,1000,"REG-BURST"
0,"78",10,5,Inf,24.4162796122824,16.1754635193367,1000,"REG-BURST"
0,"79",50,5,Inf,32.7796137726668,43.8813187114742,1000,"REG-BURST"
0.058,"80",200,5,Inf,42.1399082859581,53.9022170581996,1000,"REG-BURST"
0,"81",2,6,Inf,19.2785549131332,9.72150643285509,1000,"REG-BURST"
0,"82",10,6,Inf,21.1702139312356,12.9170859244906,1000,"REG-BURST"
0,"83",50,6,Inf,29.230261058799,31.4745193518859,1000,"REG-BURST"
0.06,"84",200,6,Inf,40.4741830242095,63.5227824783607,1000,"REG-BURST"
0,"85",2,7,Inf,17.6524413056313,8.52383040421631,1000,"REG-BURST"
0,"86",10,7,Inf,18.1133363033009,9.94442633578178,1000,"REG-BURST"
0,"87",50,7,Inf,25.4112760336133,28.5044344385297,1000,"REG-BURST"
0.039,"88",200,7,Inf,37.3681696080505,64.6076600193252,1000,"REG-BURST"
0,"89",2,8,Inf,15.853120968797,7.80109470518917,1000,"REG-BURST"
0,"90",10,8,Inf,16.8788145077065,8.4659546604383,1000,"REG-BURST"
0,"91",50,8,Inf,25.0002920954124,29.3260707381342,1000,"REG-BURST"
0.018,"92",200,8,Inf,39.8326706798664,66.2816150902203,1000,"REG-BURST"
0,"93",2,9,Inf,15.1053985495814,7.27357948710812,1000,"REG-BURST"
0,"94",10,9,Inf,16.7535910918597,9.19193533043031,1000,"REG-BURST"
0,"95",50,9,Inf,22.3002493209429,23.2129806333785,1000,"REG-BURST"
0.011,"96",200,9,Inf,39.881746068263,84.8567668621931,1000,"REG-BURST"
0,"97",2,10,Inf,14.1657647863885,6.77709021851393,1000,"REG-BURST"
0,"98",10,10,Inf,15.2966881196554,8.48388374747267,1000,"REG-BURST"
0,"99",50,10,Inf,19.9608497151086,18.7156525804552,1000,"REG-BURST"
0.004,"100",200,10,Inf,35.2176022918932,73.5153244159961,1000,"REG-BURST"
0.888,"101",2,1,30,26.1277314316847,11.1747921155093,1000,"REG-BURST"
0.893,"102",10,1,30,26.232136719636,12.2726328769469,1000,"REG-BURST"
0.899,"103",50,1,30,25.553103456041,12.351600814189,1000,"REG-BURST"
0.916,"104",200,1,30,23.1755126596999,11.6482562490578,1000,"REG-BURST"
0.483,"105",2,2,30,29.2880103520123,13.8842986221484,1000,"REG-BURST"
0.525,"106",10,2,30,28.6281160677107,13.3176637454257,1000,"REG-BURST"
0.622,"107",50,2,30,27.4816323151821,13.1812229720231,1000,"REG-BURST"
0.65,"108",200,2,30,27.6056381646927,12.8421784043552,1000,"REG-BURST"
0.188,"109",2,3,30,26.9297740263902,13.8933609570565,1000,"REG-BURST"
0.242,"110",10,3,30,27.5320863469084,13.2946237278766,1000,"REG-BURST"
0.357,"111",50,3,30,27.4288459683696,12.6465940487537,1000,"REG-BURST"
0.474,"112",200,3,30,26.2286098779834,12.6101265104639,1000,"REG-BURST"
0.051,"113",2,4,30,23.6868369113621,11.6878235932593,1000,"REG-BURST"
0.103,"114",10,4,30,23.7206356166567,11.9340583365986,1000,"REG-BURST"
0.221,"115",50,4,30,23.769864739549,11.5507534308359,1000,"REG-BURST"
0.34,"116",200,4,30,23.8917383720927,11.8242692955466,1000,"REG-BURST"
0.02,"117",2,5,30,21.1247472964919,10.9848146983266,1000,"REG-BURST"
0.057,"118",10,5,30,21.4513447617011,10.9887279047407,1000,"REG-BURST"
0.16,"119",50,5,30,21.586519290914,10.9446770263821,1000,"REG-BURST"
0.284,"120",200,5,30,21.736295712569,11.690137756875,1000,"REG-BURST"
0.718,"121",2,1,60,44.2177516694036,21.8241768637701,1000,"REG-BURST"
0.748,"122",10,1,60,41.0990982122587,19.9856132353056,1000,"REG-BURST"
0.812,"123",50,1,60,44.5746346927652,20.2419627019485,1000,"REG-BURST"
0.847,"124",200,1,60,39.5251975871921,20.6237287185413,1000,"REG-BURST"
0.154,"125",2,2,60,40.9483017591934,19.5347550702024,1000,"REG-BURST"
0.21,"126",10,2,60,38.4990062648565,19.2839127275876,1000,"REG-BURST"
0.361,"127",50,2,60,39.8664698791211,20.1357972538601,1000,"REG-BURST"
0.419,"128",200,2,60,40.7239999325028,20.4474218458652,1000,"REG-BURST"
0.015,"129",2,3,60,30.0774566350633,15.6297251236385,1000,"REG-BURST"
0.056,"130",10,3,60,31.5785730221728,16.5639709895451,1000,"REG-BURST"
0.174,"131",50,3,60,31.7347701594424,16.5034202104292,1000,"REG-BURST"
0.285,"132",200,3,60,32.2431237847867,17.2402804674894,1000,"REG-BURST"
0.001,"133",2,4,60,24.6238075877498,12.0803592623185,1000,"REG-BURST"
0.029,"134",10,4,60,26.0739774165245,13.9771374177657,1000,"REG-BURST"
0.113,"135",50,4,60,26.2608788106326,14.3276413726291,1000,"REG-BURST"
0.244,"136",200,4,60,27.6879485370596,14.8345914811185,1000,"REG-BURST"
0,"137",2,5,60,21.249609199823,10.7220444617358,1000,"REG-BURST"
0.018,"138",10,5,60,22.6761179162867,11.9334575263804,1000,"REG-BURST"
0.067,"139",50,5,60,24.4558551572566,14.2026934883244,1000,"REG-BURST"
0.218,"140",200,5,60,24.8736040703763,14.2266185246974,1000,"REG-BURST"
0.525,"141",2,1,120,69.7667852576727,35.5578681826425,1000,"REG-BURST"
0.586,"142",10,1,120,67.7722820594473,35.2608315066159,1000,"REG-BURST"
0.68,"143",50,1,120,64.8778424424381,35.8019630394167,1000,"REG-BURST"
0.722,"144",200,1,120,66.7686850457844,35.6769799458127,1000,"REG-BURST"
0.004,"145",2,2,120,44.7297991182221,23.750682997666,1000,"REG-BURST"
0.05,"146",10,2,120,46.9849214097912,27.1498922843043,1000,"REG-BURST"
0.221,"147",50,2,120,49.949153271889,28.2882033768005,1000,"REG-BURST"
0.323,"148",200,2,120,50.0165794041352,28.3906434500969,1000,"REG-BURST"
0,"149",2,3,120,31.2735976919353,15.8951269876385,1000,"REG-BURST"
0.009,"150",10,3,120,34.8866149359171,21.5466791154649,1000,"REG-BURST"
0.086,"151",50,3,120,38.1297895325907,26.1545291679347,1000,"REG-BURST"
0.204,"152",200,3,120,38.5091189108203,26.1117886724593,1000,"REG-BURST"
0,"153",2,4,120,24.6808665876999,12.2532962773547,1000,"REG-BURST"
0.001,"154",10,4,120,27.1339291698744,16.7784523321599,1000,"REG-BURST"
0.051,"155",50,4,120,31.6442709113091,22.8411632659175,1000,"REG-BURST"
0.165,"156",200,4,120,33.5556363079819,25.0531906816082,1000,"REG-BURST"
0,"157",2,5,120,21.3241535833322,10.7241929049936,1000,"REG-BURST"
0.001,"158",10,5,120,23.4971022839421,14.2572557553784,1000,"REG-BURST"
0.028,"159",50,5,120,29.2705926075234,23.3567601728738,1000,"REG-BURST"
0.136,"160",200,5,120,31.201704984071,25.9166531005587,1000,"REG-BURST"
0.274,"161",2,1,240,109.625221846623,66.8937308945002,1000,"REG-BURST"
0.447,"162",10,1,240,101.170142075081,63.3608291918118,1000,"REG-BURST"
0.566,"163",50,1,240,96.5715219615548,60.3181092214125,1000,"REG-BURST"
0.653,"164",200,1,240,90.6628901649989,62.1027170014856,1000,"REG-BURST"
0,"165",2,2,240,47.109564692072,25.6575763991599,1000,"REG-BURST"
0.01,"166",10,2,240,55.0654742990002,38.7915001793121,1000,"REG-BURST"
0.121,"167",50,2,240,57.9414912860533,43.56906581621,1000,"REG-BURST"
0.271,"168",200,2,240,54.9250930868038,39.7412589356065,1000,"REG-BURST"
0,"169",2,3,240,31.1931453480511,15.5679575632058,1000,"REG-BURST"
0,"170",10,3,240,35.2197308508615,24.1474914182871,1000,"REG-BURST"
0.05,"171",50,3,240,42.5378066459412,37.4177506281869,1000,"REG-BURST"
0.169,"172",200,3,240,45.0176218157285,38.9668646385987,1000,"REG-BURST"
0,"173",2,4,240,25.1443914590904,12.8648089419881,1000,"REG-BURST"
0,"174",10,4,240,28.0657872535065,17.6042433372712,1000,"REG-BURST"
0.014,"175",50,4,240,36.0810283571193,33.2703568952267,1000,"REG-BURST"
0.137,"176",200,4,240,37.2792508765703,36.0104456438534,1000,"REG-BURST"
0,"177",2,5,240,21.8406568513837,11.2149171411793,1000,"REG-BURST"
0,"178",10,5,240,23.9641396117593,14.6584379734585,1000,"REG-BURST"
0.011,"179",50,5,240,30.4066928928461,30.3633547097827,1000,"REG-BURST"
0.091,"180",200,5,240,36.5394723944402,38.6469419599241,1000,"REG-BURST"
0.107,"181",2,1,480,155.103040537392,114.728631909707,1000,"REG-BURST"
0.39,"182",10,1,480,124.043416167796,94.261712823002,1000,"REG-BURST"
0.552,"183",50,1,480,110.854708621088,82.7634737328667,1000,"REG-BURST"
0.63,"184",200,1,480,96.0155828642661,75.5739215231166,1000,"REG-BURST"
0,"185",2,2,480,47.9859303228884,26.8482172382075,1000,"REG-BURST"
0,"186",10,2,480,58.1114462646546,51.1814601788239,1000,"REG-BURST"
0.106,"187",50,2,480,65.0856806468062,60.4275162238966,1000,"REG-BURST"
0.277,"188",200,2,480,57.8739651048391,45.4658967718331,1000,"REG-BURST"
0,"189",2,3,480,30.6617421645711,16.5958685409459,1000,"REG-BURST"
0,"190",10,3,480,35.8575927278251,24.971372279325,1000,"REG-BURST"
0.033,"191",50,3,480,52.7174859956379,61.8546074725415,1000,"REG-BURST"
0.195,"192",200,3,480,44.9067139059785,40.1101322215377,1000,"REG-BURST"
0,"193",2,4,480,24.6343614559646,12.4197214090144,1000,"REG-BURST"
0,"194",10,4,480,27.6826433026724,18.2617523562714,1000,"REG-BURST"
0.007,"195",50,4,480,43.3423061886732,55.8864922023992,1000,"REG-BURST"
0.111,"196",200,4,480,43.5557860566576,49.0154537760398,1000,"REG-BURST"
0,"197",2,5,480,22.5500591201393,12.0321763619344,1000,"REG-BURST"
0,"198",10,5,480,23.0041503505403,13.6194068227941,1000,"REG-BURST"
0.002,"199",50,5,480,35.603527380592,42.8638556131094,1000,"REG-BURST"
0.083,"200",200,5,480,38.1272131220534,47.1319914427021,1000,"REG-BURST"
1,"1",2,0,Inf,NA,NA,1000,"STRUCT-BIND"
1,"2",10,0,Inf,NA,NA,1000,"STRUCT-BIND"
1,"3",50,0,Inf,NA,NA,1000,"STRUCT-BIND"
1,"4",200,0,Inf,NA,NA,1000,"STRUCT-BIND"
0.964,"5",2,0.5,Inf,41.5110062859457,34.6296491428168,1000,"STRUCT-BIND"
0.956,"6",10,0.5,Inf,33.839260810929,20.7447871231791,1000,"STRUCT-BIND"
0.975,"7",50,0.5,Inf,35.2012100354832,23.6427583885052,1000,"STRUCT-BIND"
0.972,"8",200,0.5,Inf,40.8213995000921,44.7426027131724,1000,"STRUCT-BIND"
0.824,"9",2,0.7,Inf,81.5223459841224,78.2052160286223,1000,"STRUCT-BIND"
0.845,"10",10,0.7,Inf,71.0374919768532,54.9806710136509,1000,"STRUCT-BIND"
0.887,"11",50,0.7,Inf,74.6712073073034,61.3202225632004,1000,"STRUCT-BIND"
0.908,"12",200,0.7,Inf,62.9708438808979,58.7238760182793,1000,"STRUCT-BIND"
0.291,"13",2,0.9,Inf,218.08641616869,222.200515315192,1000,"STRUCT-BIND"
0.582,"14",10,0.9,Inf,121.582103608336,109.732494212042,1000,"STRUCT-BIND"
0.678,"15",50,0.9,Inf,105.689074606998,84.3225453335188,1000,"STRUCT-BIND"
0.727,"16",200,0.9,Inf,90.587776121766,78.2441274497183,1000,"STRUCT-BIND"
0.009,"17",2,1,Inf,211.064257569633,213.393448957069,1000,"STRUCT-BIND"
0.361,"18",10,1,Inf,147.697906243621,133.494078731559,1000,"STRUCT-BIND"
0.535,"19",50,1,Inf,106.63224472767,83.5309495284491,1000,"STRUCT-BIND"
0.621,"20",200,1,Inf,95.8379176449496,73.7934012962167,1000,"STRUCT-BIND"
0,"21",2,1.1,Inf,143.279681406094,129.012101377514,1000,"STRUCT-BIND"
0.21,"22",10,1.1,Inf,145.578343881623,139.718374521313,1000,"STRUCT-BIND"
0.44,"23",50,1.1,Inf,101.392454063178,82.2426902882175,1000,"STRUCT-BIND"
0.544,"24",200,1.1,Inf,96.910143114558,66.7919083761413,1000,"STRUCT-BIND"
0,"25",2,1.2,Inf,108.082790933157,86.9751146657688,1000,"STRUCT-BIND"
0.109,"26",10,1.2,Inf,132.675952068723,137.612888889326,1000,"STRUCT-BIND"
0.354,"27",50,1.2,Inf,94.4885529053954,69.3196773698856,1000,"STRUCT-BIND"
0.488,"28",200,1.2,Inf,78.5788873905824,53.7401892173651,1000,"STRUCT-BIND"
0,"29",2,1.3,Inf,91.1226041608633,62.0175678117675,1000,"STRUCT-BIND"
0.033,"30",10,1.3,Inf,133.354551707833,159.040774398977,1000,"STRUCT-BIND"
0.297,"31",50,1.3,Inf,89.1345529110683,67.3181038891916,1000,"STRUCT-BIND"
0.444,"32",200,1.3,Inf,77.0239774909329,55.7098590273813,1000,"STRUCT-BIND"
0,"33",2,1.4,Inf,77.4729265940335,52.158668304381,1000,"STRUCT-BIND"
0.009,"34",10,1.4,Inf,112.925179094778,122.395755665516,1000,"STRUCT-BIND"
0.241,"35",50,1.4,Inf,81.9909737839868,66.2947402426661,1000,"STRUCT-BIND"
0.395,"36",200,1.4,Inf,75.6107058691449,53.5170966602183,1000,"STRUCT-BIND"
0,"37",2,1.5,Inf,71.4647912695719,42.5294494803461,1000,"STRUCT-BIND"
0.001,"38",10,1.5,Inf,97.977284345061,117.188178294854,1000,"STRUCT-BIND"
0.237,"39",50,1.5,Inf,77.6031429988362,65.5471561535891,1000,"STRUCT-BIND"
0.353,"40",200,1.5,Inf,69.669721088221,48.0221300245978,1000,"STRUCT-BIND"
0,"41",2,1.75,Inf,55.0949737150549,31.0233794842054,1000,"STRUCT-BIND"
0,"42",10,1.75,Inf,66.54817071573,60.0886342196473,1000,"STRUCT-BIND"
0.17,"43",50,1.75,Inf,68.7769203218113,63.7431575145313,1000,"STRUCT-BIND"
0.305,"44",200,1.75,Inf,60.5381881636855,45.3539436025071,1000,"STRUCT-BIND"
0,"45",2,2,Inf,46.9244862188868,26.5363196149871,1000,"STRUCT-BIND"
0,"46",10,2,Inf,55.8084801827837,43.990149604817,1000,"STRUCT-BIND"
0.105,"47",50,2,Inf,68.6472528974205,78.6079594960772,1000,"STRUCT-BIND"
0.255,"48",200,2,Inf,57.8146272287192,47.667325373385,1000,"STRUCT-BIND"
0,"49",2,2.25,Inf,41.638779188294,21.8016954079027,1000,"STRUCT-BIND"
0,"50",10,2.25,Inf,48.1019731379298,35.0400180333301,1000,"STRUCT-BIND"
0.071,"51",50,2.25,Inf,64.6348740986182,81.0673870142653,1000,"STRUCT-BIND"
0.256,"52",200,2.25,Inf,53.2567598998779,46.6756517243208,1000,"STRUCT-BIND"
0,"53",2,2.5,Inf,37.1663303603769,20.7695554734127,1000,"STRUCT-BIND"
0,"54",10,2.5,Inf,42.7671538565057,30.2127286735716,1000,"STRUCT-BIND"
0.046,"55",50,2.5,Inf,66.9528300254534,98.0749769373529,1000,"STRUCT-BIND"
0.211,"56",200,2.5,Inf,50.0530684489403,52.0504452067518,1000,"STRUCT-BIND"
0,"57",2,2.75,Inf,33.2741622255969,17.7993736715181,1000,"STRUCT-BIND"
0,"58",10,2.75,Inf,39.5660822778353,28.2876314749646,1000,"STRUCT-BIND"
0.033,"59",50,2.75,Inf,63.1018129692852,91.6319223516119,1000,"STRUCT-BIND"
0.167,"60",200,2.75,Inf,48.8621094162597,49.0125487046507,1000,"STRUCT-BIND"
0,"61",2,3,Inf,30.8994014733199,16.1756562181437,1000,"STRUCT-BIND"
0,"62",10,3,Inf,37.3217920086291,26.8497359061817,1000,"STRUCT-BIND"
0.014,"63",50,3,Inf,58.0717102355387,93.0407583451815,1000,"STRUCT-BIND"
0.191,"64",200,3,Inf,44.3403867526846,43.011356095749,1000,"STRUCT-BIND"
0,"65",2,3.5,Inf,27.5511035925407,13.7461532287253,1000,"STRUCT-BIND"
0,"66",10,3.5,Inf,31.657891877094,20.460272531585,1000,"STRUCT-BIND"
0.005,"67",50,3.5,Inf,56.0355642881723,109.013409494069,1000,"STRUCT-BIND"
