"survive","param.index","mutant.effect","drug.outsideConcentration.MULT","drug.off","extinction.time","extinction.time.sd","num.reps","cell.type"
0.159,"68",200,3.5,Inf,42.9979526013521,44.7216272491279,1000,"STRUCT-BIND"
0,"69",2,4,Inf,24.4652804566262,12.6089880631353,1000,"STRUCT-BIND"
0,"70",10,4,Inf,28.1741195897398,16.974734406303,1000,"STRUCT-BIND"
0.001,"71",50,4,Inf,45.5567314589626,72.3093136729853,1000,"STRUCT-BIND"
0.15,"72",200,4,Inf,42.6457212056531,51.8512985063084,1000,"STRUCT-BIND"
0,"73",2,4.5,Inf,22.6671215174585,12.0827568921038,1000,"STRUCT-BIND"
0,"74",10,4.5,Inf,25.34680185911,14.9609238888472,1000,"STRUCT-BIND"
0,"75",50,4.5,Inf,37.1165712508751,50.5733451078682,1000,"STRUCT-BIND"
0.103,"76",200,4.5,Inf,42.8634125681882,60.2020291463519,1000,"STRUCT-BIND"
0,"77",2,5,Inf,21.3178750946909,10.8846341301387,1000,"STRUCT-BIND"
0,"78",10,5,Inf,23.6895317930974,14.402513514486,1000,"STRUCT-BIND"
0,"79",50,5,Inf,32.5178412462414,41.0590547175518,1000,"STRUCT-BIND"
0.092,"80",200,5,Inf,41.7478786018582,55.7129047079815,1000,"STRUCT-BIND"
0,"81",2,6,Inf,19.0659077104846,9.2057615428318,1000,"STRUCT-BIND"
0,"82",10,6,Inf,20.7688663789445,12.0784758256048,1000,"STRUCT-BIND"
0,"83",50,6,Inf,28.7739248806888,30.5532190725407,1000,"STRUCT-BIND"
0.05,"84",200,6,Inf,40.6890691557974,68.6923099133696,1000,"STRUCT-BIND"
0,"85",2,7,Inf,17.4826419053138,8.52187587576508,1000,"STRUCT-BIND"
0,"86",10,7,Inf,18.5290984889152,10.6138724478695,1000,"STRUCT-BIND"
0,"87",50,7,Inf,26.7264024210733,32.881003704351,1000,"STRUCT-BIND"
0.045,"88",200,7,Inf,37.0967956351976,64.3344433698703,1000,"STRUCT-BIND"
0,"89",2,8,Inf,15.9061103979126,7.722163149892,1000,"STRUCT-BIND"
0,"90",10,8,Inf,17.7324866568504,10.1838941935502,1000,"STRUCT-BIND"
0,"91",50,8,Inf,24.9759383481181,28.2601014961806,1000,"STRUCT-BIND"
0.025,"92",200,8,Inf,39.8990879435435,88.1742739393813,1000,"STRUCT-BIND"
0,"93",2,9,Inf,15.0668311420818,7.09597068008723,1000,"STRUCT-BIND"
0,"94",10,9,Inf,16.1488570994101,8.73948378828859,1000,"STRUCT-BIND"
0,"95",50,9,Inf,20.2887326284317,19.1778577076233,1000,"STRUCT-BIND"
0.014,"96",200,9,Inf,38.6478016833407,81.9208752610123,1000,"STRUCT-BIND"
0,"97",2,10,Inf,14.2210565658782,6.77559219162158,1000,"STRUCT-BIND"
0,"98",10,10,Inf,14.4574788563953,7.21011575806094,1000,"STRUCT-BIND"
0,"99",50,10,Inf,18.9867937257329,17.1558584874893,1000,"STRUCT-BIND"
0.005,"100",200,10,Inf,40.7627041136916,96.3531234836395,1000,"STRUCT-BIND"
0.881,"101",2,1,30,26.1597770607115,12.901989896735,1000,"STRUCT-BIND"
0.883,"102",10,1,30,24.2285318797105,12.0306272996228,1000,"STRUCT-BIND"
0.906,"103",50,1,30,23.4572955042734,10.6638526536483,1000,"STRUCT-BIND"
0.918,"104",200,1,30,25.3877535302752,12.1738811327362,1000,"STRUCT-BIND"
0.478,"105",2,2,30,28.1955766233347,13.3866136900154,1000,"STRUCT-BIND"
0.529,"106",10,2,30,27.2006889942565,12.3899624203946,1000,"STRUCT-BIND"
0.609,"107",50,2,30,28.8136209612458,13.8010661622357,1000,"STRUCT-BIND"
0.643,"108",200,2,30,28.6459548948815,14.2484169108969,1000,"STRUCT-BIND"
0.199,"109",2,3,30,27.1801497120355,12.9013352295685,1000,"STRUCT-BIND"
0.228,"110",10,3,30,27.2777743682198,13.0437910271649,1000,"STRUCT-BIND"
0.357,"111",50,3,30,26.488358620929,13.0585981401225,1000,"STRUCT-BIND"
0.436,"112",200,3,30,26.5241541088654,12.4377130840579,1000,"STRUCT-BIND"
0.059,"113",2,4,30,23.8500736816594,11.8383062549977,1000,"STRUCT-BIND"
0.126,"114",10,4,30,24.0704036113501,11.6407842911158,1000,"STRUCT-BIND"
0.224,"115",50,4,30,23.5952429038174,12.0087536196605,1000,"STRUCT-BIND"
0.324,"116",200,4,30,23.0707296656921,11.4607903469588,1000,"STRUCT-BIND"
0.011,"117",2,5,30,20.7314122784656,10.4653817377798,1000,"STRUCT-BIND"
0.043,"118",10,5,30,21.7284459173774,11.4876750634342,1000,"STRUCT-BIND"
0.164,"119",50,5,30,22.0793318022946,11.7545247037012,1000,"STRUCT-BIND"
0.274,"120",200,5,30,21.2569770715581,11.1394773568091,1000,"STRUCT-BIND"
0.727,"121",2,1,60,43.2615749530508,19.8244788452366,1000,"STRUCT-BIND"
0.775,"122",10,1,60,39.707573270142,20.1539258003126,1000,"STRUCT-BIND"
0.813,"123",50,1,60,43.1683797357261,20.472055460577,1000,"STRUCT-BIND"
0.832,"124",200,1,60,42.2456959103833,19.5773559286626,1000,"STRUCT-BIND"
0.108,"125",2,2,60,39.8516403894427,19.374542718362,1000,"STRUCT-BIND"
0.2,"126",10,2,60,38.4510772808653,19.5202231483742,1000,"STRUCT-BIND"
0.325,"127",50,2,60,39.5017363971634,19.74617173841,1000,"STRUCT-BIND"
0.401,"128",200,2,60,40.5957478579792,20.1577358709934,1000,"STRUCT-BIND"
0.004,"129",2,3,60,30.7315014475749,15.5220110246837,1000,"STRUCT-BIND"
0.046,"130",10,3,60,31.9478925335749,16.3983127301497,1000,"STRUCT-BIND"
0.188,"131",50,3,60,30.7317567956592,15.9617532340511,1000,"STRUCT-BIND"
0.269,"132",200,3,60,30.592050797766,15.9744674057084,1000,"STRUCT-BIND"
0.001,"133",2,4,60,25.0773891169396,12.8635806439064,1000,"STRUCT-BIND"
0.028,"134",10,4,60,25.4922272452712,13.1280392279847,1000,"STRUCT-BIND"
0.124,"135",50,4,60,27.1747714901563,14.8929331674402,1000,"STRUCT-BIND"
0.237,"136",200,4,60,26.5044070958067,14.5983478954446,1000,"STRUCT-BIND"
0,"137",2,5,60,20.4260803102115,10.1590723183599,1000,"STRUCT-BIND"
0.004,"138",10,5,60,22.5894816802813,12.7674617737251,1000,"STRUCT-BIND"
0.074,"139",50,5,60,23.8056537546526,13.2123254148138,1000,"STRUCT-BIND"
0.199,"140",200,5,60,24.5010819880836,14.1998607295927,1000,"STRUCT-BIND"
0.511,"141",2,1,120,67.7876656414278,35.7942197046416,1000,"STRUCT-BIND"
0.582,"142",10,1,120,64.3245599268812,36.5836091337526,1000,"STRUCT-BIND"
0.672,"143",50,1,120,66.7749080755793,35.8202737693725,1000,"STRUCT-BIND"
0.701,"144",200,1,120,61.2639829941953,34.5127236195468,1000,"STRUCT-BIND"
0.006,"145",2,2,120,44.6265535752364,25.029794840314,1000,"STRUCT-BIND"
0.057,"146",10,2,120,47.2033137125245,27.628904093507,1000,"STRUCT-BIND"
0.195,"147",50,2,120,49.0764773671862,28.1178378731614,1000,"STRUCT-BIND"
0.31,"148",200,2,120,45.3828057075387,25.2096422898498,1000,"STRUCT-BIND"
0,"149",2,3,120,31.4312191084764,16.396049413567,1000,"STRUCT-BIND"
0.009,"150",10,3,120,34.9477701590682,20.5960391778128,1000,"STRUCT-BIND"
0.083,"151",50,3,120,38.0895470441958,25.1596990462923,1000,"STRUCT-BIND"
0.205,"152",200,3,120,36.5009857163964,23.8598319104415,1000,"STRUCT-BIND"
0,"153",2,4,120,25.0918620391614,12.896267823325,1000,"STRUCT-BIND"
0.001,"154",10,4,120,27.3396985167073,17.1172272207277,1000,"STRUCT-BIND"
0.064,"155",50,4,120,32.2537099907701,23.1736294515874,1000,"STRUCT-BIND"
0.171,"156",200,4,120,33.7911319067816,25.4222147361276,1000,"STRUCT-BIND"
0,"157",2,5,120,20.9967334977877,10.2284547959294,1000,"STRUCT-BIND"
0,"158",10,5,120,22.9395626956871,13.6895788054698,1000,"STRUCT-BIND"
0.04,"159",50,5,120,27.2771066002528,22.2844712616628,1000,"STRUCT-BIND"
0.138,"160",200,5,120,28.8938398799541,23.413962781792,1000,"STRUCT-BIND"
0.303,"161",2,1,240,107.820762837899,64.7085210159706,1000,"STRUCT-BIND"
0.442,"162",10,1,240,98.8746969135486,63.3956330146977,1000,"STRUCT-BIND"
0.596,"163",50,1,240,88.6440653785378,61.6158990383422,1000,"STRUCT-BIND"
0.639,"164",200,1,240,85.2678035231476,56.5403809752896,1000,"STRUCT-BIND"
0,"165",2,2,240,46.680758047758,26.1997289893728,1000,"STRUCT-BIND"
0.006,"166",10,2,240,55.3343882523727,39.785356052342,1000,"STRUCT-BIND"
0.137,"167",50,2,240,58.0390788072579,45.894304273071,1000,"STRUCT-BIND"
0.256,"168",200,2,240,55.7976996025711,41.5379342291131,1000,"STRUCT-BIND"
0,"169",2,3,240,31.6488536772242,17.3002124815904,1000,"STRUCT-BIND"
0,"170",10,3,240,35.2821474186478,21.8963877431063,1000,"STRUCT-BIND"
0.036,"171",50,3,240,45.2109793381655,41.8009201889464,1000,"STRUCT-BIND"
0.178,"172",200,3,240,45.1023202947938,41.0372786557469,1000,"STRUCT-BIND"
0,"173",2,4,240,24.427120930662,12.320540636386,1000,"STRUCT-BIND"
0,"174",10,4,240,26.7646325090505,16.0633920160258,1000,"STRUCT-BIND"
0.021,"175",50,4,240,37.5238500859587,37.2634963092691,1000,"STRUCT-BIND"
0.119,"176",200,4,240,39.9673425442172,40.4829613331636,1000,"STRUCT-BIND"
0,"177",2,5,240,21.4984013530314,10.6733411265381,1000,"STRUCT-BIND"
0,"178",10,5,240,23.6931722188979,13.3875538983712,1000,"STRUCT-BIND"
0.011,"179",50,5,240,32.1370242032229,32.4656313468272,1000,"STRUCT-BIND"
0.096,"180",200,5,240,35.4760805036633,37.9787444637961,1000,"STRUCT-BIND"
0.12,"181",2,1,480,153.496367283016,114.270371864042,1000,"STRUCT-BIND"
0.362,"182",10,1,480,127.51747332687,100.505609451389,1000,"STRUCT-BIND"
0.522,"183",50,1,480,109.959173926829,85.1172614612203,1000,"STRUCT-BIND"
0.625,"184",200,1,480,100.701933673681,75.6851720661481,1000,"STRUCT-BIND"
0,"185",2,2,480,47.429768597407,26.3193272297733,1000,"STRUCT-BIND"
0,"186",10,2,480,54.3987932204138,43.2744921839614,1000,"STRUCT-BIND"
0.116,"187",50,2,480,65.6404332410974,63.8541357231782,1000,"STRUCT-BIND"
0.266,"188",200,2,480,53.9517428194057,42.1460327218509,1000,"STRUCT-BIND"
0,"189",2,3,480,30.1946032123044,16.7154699905504,1000,"STRUCT-BIND"
0,"190",10,3,480,35.6289812932714,26.1410008613874,1000,"STRUCT-BIND"
0.022,"191",50,3,480,51.5668319439364,61.9987951373855,1000,"STRUCT-BIND"
0.183,"192",200,3,480,47.5209820753088,47.6036676725033,1000,"STRUCT-BIND"
0,"193",2,4,480,24.9367530117216,12.9842618556192,1000,"STRUCT-BIND"
0,"194",10,4,480,28.1375889418856,17.6745671941046,1000,"STRUCT-BIND"
0.005,"195",50,4,480,44.3652019767695,59.8762362807428,1000,"STRUCT-BIND"
0.145,"196",200,4,480,42.1786791926971,48.9162271228219,1000,"STRUCT-BIND"
0,"197",2,5,480,21.3327411052894,10.588411951194,1000,"STRUCT-BIND"
0,"198",10,5,480,23.9217817889024,15.2771370598764,1000,"STRUCT-BIND"
0,"199",50,5,480,34.5546177370894,44.0158843307963,1000,"STRUCT-BIND"
0.085,"200",200,5,480,41.2781138812189,55.7043345289238,1000,"STRUCT-BIND"
1,"1",2,0,Inf,NA,NA,1000,"STRUCT-CAT"
1,"2",10,0,Inf,NA,NA,1000,"STRUCT-CAT"
1,"3",50,0,Inf,NA,NA,1000,"STRUCT-CAT"
1,"4",200,0,Inf,NA,NA,1000,"STRUCT-CAT"
0.956,"5",2,0.5,Inf,35.5534049071424,23.7626330154641,1000,"STRUCT-CAT"
0.958,"6",10,0.5,Inf,54.2232243460442,45.6530629695425,1000,"STRUCT-CAT"
0.962,"7",50,0.5,Inf,40.2975235705378,34.1779632281837,1000,"STRUCT-CAT"
0.947,"8",200,0.5,Inf,37.4947287822484,28.8179156943037,1000,"STRUCT-CAT"
0.809,"9",2,0.7,Inf,82.9541341102293,78.0197987075306,1000,"STRUCT-CAT"
0.824,"10",10,0.7,Inf,91.0470407638913,72.0499965003501,1000,"STRUCT-CAT"
0.821,"11",50,0.7,Inf,84.1155421106268,70.9629132931059,1000,"STRUCT-CAT"
0.829,"12",200,0.7,Inf,82.3096969407127,72.1370229440147,1000,"STRUCT-CAT"
0.174,"13",2,0.9,Inf,256.986058310249,249.82510748726,1000,"STRUCT-CAT"
0.187,"14",10,0.9,Inf,255.059742512304,261.681476897852,1000,"STRUCT-CAT"
0.177,"15",50,0.9,Inf,250.693425613952,255.341981293536,1000,"STRUCT-CAT"
0.187,"16",200,0.9,Inf,244.437043347508,229.916299376467,1000,"STRUCT-CAT"
0.003,"17",2,1,Inf,187.059817063487,171.21905600672,1000,"STRUCT-CAT"
0.004,"18",10,1,Inf,194.95354847903,179.284492839787,1000,"STRUCT-CAT"
0,"19",50,1,Inf,195.011866199649,179.436156826042,1000,"STRUCT-CAT"
0.004,"20",200,1,Inf,190.208033126087,175.026840059502,1000,"STRUCT-CAT"
0,"21",2,1.1,Inf,127.734495234146,101.93188824407,1000,"STRUCT-CAT"
0,"22",10,1.1,Inf,130.900892243735,102.45223144785,1000,"STRUCT-CAT"
0,"23",50,1.1,Inf,127.565803665813,98.2075245868828,1000,"STRUCT-CAT"
0,"24",200,1.1,Inf,129.377814689776,100.491309929004,1000,"STRUCT-CAT"
0,"25",2,1.2,Inf,103.898884907028,71.5172568769336,1000,"STRUCT-CAT"
0,"26",10,1.2,Inf,99.8405739903216,71.6870110301314,1000,"STRUCT-CAT"
0,"27",50,1.2,Inf,102.894475222494,74.7363654202234,1000,"STRUCT-CAT"
0,"28",200,1.2,Inf,101.773577981701,74.2901233859518,1000,"STRUCT-CAT"
0,"29",2,1.3,Inf,82.8598580261168,50.6233090590991,1000,"STRUCT-CAT"
0,"30",10,1.3,Inf,83.7224534722891,53.9902085794802,1000,"STRUCT-CAT"
0,"31",50,1.3,Inf,82.9227536876981,54.3538060207427,1000,"STRUCT-CAT"
0,"32",200,1.3,Inf,82.5089919659298,53.0858115285857,1000,"STRUCT-CAT"
0,"33",2,1.4,Inf,74.8011609323792,47.2074779421442,1000,"STRUCT-CAT"
0,"34",10,1.4,Inf,72.8613795775907,45.3011708597018,1000,"STRUCT-CAT"
0,"35",50,1.4,Inf,73.0125424682959,45.9218230004697,1000,"STRUCT-CAT"
0,"36",200,1.4,Inf,72.9039309483634,45.3087392188133,1000,"STRUCT-CAT"
0,"37",2,1.5,Inf,65.9424655735693,40.1813272616158,1000,"STRUCT-CAT"
0,"38",10,1.5,Inf,64.8403259638506,39.2133876866033,1000,"STRUCT-CAT"
0,"39",50,1.5,Inf,65.4368718853532,38.9008267450763,1000,"STRUCT-CAT"
0,"40",200,1.5,Inf,65.5667276842856,40.2220182599778,1000,"STRUCT-CAT"
0,"41",2,1.75,Inf,53.4461537845462,30.4266970401959,1000,"STRUCT-CAT"
0,"42",10,1.75,Inf,53.5301065519247,30.3489035600603,1000,"STRUCT-CAT"
0,"43",50,1.75,Inf,53.9785442935568,30.02097545079,1000,"STRUCT-CAT"
0,"44",200,1.75,Inf,54.8011572185584,32.2094308910727,1000,"STRUCT-CAT"
0,"45",2,2,Inf,45.5797395658013,25.435863247108,1000,"STRUCT-CAT"
0,"46",10,2,Inf,45.672732459427,25.1100831878656,1000,"STRUCT-CAT"
0,"47",50,2,Inf,45.0750440177542,23.6170197133929,1000,"STRUCT-CAT"
0,"48",200,2,Inf,45.7986771243485,24.5172393713303,1000,"STRUCT-CAT"
0,"49",2,2.25,Inf,40.0163409956041,20.3599777645325,1000,"STRUCT-CAT"
0,"50",10,2.25,Inf,40.428994026898,21.456279529866,1000,"STRUCT-CAT"
0,"51",50,2.25,Inf,40.1414896827991,22.047410334709,1000,"STRUCT-CAT"
0,"52",200,2.25,Inf,39.7313787657484,20.8127910270918,1000,"STRUCT-CAT"
0,"53",2,2.5,Inf,36.5542481921637,18.9949516546016,1000,"STRUCT-CAT"
0,"54",10,2.5,Inf,35.3714319856549,18.5645951381408,1000,"STRUCT-CAT"
0,"55",50,2.5,Inf,35.7647698518194,19.0724572756306,1000,"STRUCT-CAT"
0,"56",200,2.5,Inf,36.22828383876,18.9151190312678,1000,"STRUCT-CAT"
0,"57",2,2.75,Inf,32.8679491309182,17.6808427254349,1000,"STRUCT-CAT"
0,"58",10,2.75,Inf,33.3986842015846,17.9900993943975,1000,"STRUCT-CAT"
0,"59",50,2.75,Inf,33.7252053661001,17.3689474120338,1000,"STRUCT-CAT"
0,"60",200,2.75,Inf,33.6230499565997,17.4253840428582,1000,"STRUCT-CAT"
0,"61",2,3,Inf,31.0739800613141,15.9315508455882,1000,"STRUCT-CAT"
0,"62",10,3,Inf,29.6384020354512,14.972972399951,1000,"STRUCT-CAT"
0,"63",50,3,Inf,30.0771260943237,15.7308460440905,1000,"STRUCT-CAT"
0,"64",200,3,Inf,30.3255649479811,14.9833475799521,1000,"STRUCT-CAT"
0,"65",2,3.5,Inf,27.7690529341349,13.718964449267,1000,"STRUCT-CAT"
0,"66",10,3.5,Inf,26.8236067706928,13.9114712429314,1000,"STRUCT-CAT"
0,"67",50,3.5,Inf,26.8248190982,13.6495793783748,1000,"STRUCT-CAT"
0,"68",200,3.5,Inf,26.7208435342447,14.0308366673752,1000,"STRUCT-CAT"
0,"69",2,4,Inf,24.2230565054187,12.3684124846109,1000,"STRUCT-CAT"
0,"70",10,4,Inf,24.8862270973992,12.0881226113141,1000,"STRUCT-CAT"
0,"71",50,4,Inf,24.9289234247943,12.8408592589612,1000,"STRUCT-CAT"
0,"72",200,4,Inf,24.0863444618715,12.2198750968594,1000,"STRUCT-CAT"
0,"73",2,4.5,Inf,22.2569056724176,11.3691411163471,1000,"STRUCT-CAT"
0,"74",10,4.5,Inf,22.8440542417439,11.449110110043,1000,"STRUCT-CAT"
0,"75",50,4.5,Inf,22.2210957482024,10.9615723700744,1000,"STRUCT-CAT"
0,"76",200,4.5,Inf,22.6414449668261,11.5955464827317,1000,"STRUCT-CAT"
0,"77",2,5,Inf,21.5280817077062,10.9010575691482,1000,"STRUCT-CAT"
0,"78",10,5,Inf,20.9057064817219,10.6915695522102,1000,"STRUCT-CAT"
0,"79",50,5,Inf,21.032870784817,10.1264827346308,1000,"STRUCT-CAT"
0,"80",200,5,Inf,21.502193475085,11.0141998874893,1000,"STRUCT-CAT"
0.883,"81",2,1,30,24.2251598933003,11.7255999931268,1000,"STRUCT-CAT"
0.869,"82",10,1,30,25.2995553964578,13.167119951784,1000,"STRUCT-CAT"
0.887,"83",50,1,30,24.1229719183468,10.5860290916655,1000,"STRUCT-CAT"
0.864,"84",200,1,30,24.5049795212297,11.603114409259,1000,"STRUCT-CAT"
0.44,"85",2,2,30,28.8092992981015,13.6631880165056,1000,"STRUCT-CAT"
0.481,"86",10,2,30,29.0927773874316,13.8861668361406,1000,"STRUCT-CAT"
0.486,"87",50,2,30,29.0605161793801,13.1715284339809,1000,"STRUCT-CAT"
0.463,"88",200,2,30,28.573982871098,13.4521482268969,1000,"STRUCT-CAT"
0.184,"89",2,3,30,26.8948278831487,12.8815400725886,1000,"STRUCT-CAT"
0.15,"90",10,3,30,26.705861793761,13.4269268891181,1000,"STRUCT-CAT"
0.141,"91",50,3,30,26.2053981215414,12.4066612478954,1000,"STRUCT-CAT"
0.16,"92",200,3,30,27.1589605050678,13.1888591142684,1000,"STRUCT-CAT"
0.036,"93",2,4,30,23.8876175719838,12.3372047866171,1000,"STRUCT-CAT"
0.04,"94",10,4,30,23.6263507691462,11.9207706073708,1000,"STRUCT-CAT"
0.029,"95",50,4,30,23.3536586700859,11.9176268579801,1000,"STRUCT-CAT"
0.046,"96",200,4,30,24.3577920607371,11.8702967229304,1000,"STRUCT-CAT"
0.008,"97",2,5,30,20.8028798387652,10.7185706458232,1000,"STRUCT-CAT"
0.016,"98",10,5,30,20.6918968447635,10.7899184753748,1000,"STRUCT-CAT"
0.013,"99",50,5,30,21.0204053980047,10.1893547802854,1000,"STRUCT-CAT"
0.012,"100",200,5,30,20.6469069580275,9.93692286819153,1000,"STRUCT-CAT"
0.736,"101",2,1,60,40.8477641808142,20.661742567121,1000,"STRUCT-CAT"
0.72,"102",10,1,60,41.5505983920278,18.9732101805233,1000,"STRUCT-CAT"
0.7,"103",50,1,60,44.1891701610161,20.5751925894963,1000,"STRUCT-CAT"
0.736,"104",200,1,60,44.1044858668083,21.5481639005718,1000,"STRUCT-CAT"
0.124,"105",2,2,60,39.537898254119,19.1116419664425,1000,"STRUCT-CAT"
0.102,"106",10,2,60,40.5915344668507,18.678778942781,1000,"STRUCT-CAT"
0.115,"107",50,2,60,39.6180901266418,18.4707324940322,1000,"STRUCT-CAT"
0.11,"108",200,2,60,39.3760184102511,19.3454302631439,1000,"STRUCT-CAT"
0.008,"109",2,3,60,31.333336971691,15.7355213951294,1000,"STRUCT-CAT"
0.003,"110",10,3,60,30.3412470999301,16.0114699117378,1000,"STRUCT-CAT"
0.003,"111",50,3,60,30.3059342689397,15.4893555884127,1000,"STRUCT-CAT"
0.004,"112",200,3,60,30.3550133187883,15.2421849236179,1000,"STRUCT-CAT"
0.001,"113",2,4,60,24.0591559165441,11.552222716584,1000,"STRUCT-CAT"
0,"114",10,4,60,24.4020391707096,12.1517985914588,1000,"STRUCT-CAT"
0,"115",50,4,60,24.9085012187358,12.6647512672395,1000,"STRUCT-CAT"
0,"116",200,4,60,24.2509863798449,11.972982797216,1000,"STRUCT-CAT"
0,"117",2,5,60,21.05034862309,10.4923199379372,1000,"STRUCT-CAT"
0,"118",10,5,60,20.9888753864745,10.3274130280585,1000,"STRUCT-CAT"
0,"119",50,5,60,20.9592697984316,10.3119730624808,1000,"STRUCT-CAT"
0,"120",200,5,60,20.9557946971131,10.3723621970803,1000,"STRUCT-CAT"
0.521,"121",2,1,120,68.307467407824,36.3405724828261,1000,"STRUCT-CAT"
0.502,"122",10,1,120,68.8330746039557,35.24479257717,1000,"STRUCT-CAT"
0.496,"123",50,1,120,68.4080636409628,36.9304710930942,1000,"STRUCT-CAT"
0.499,"124",200,1,120,68.982075312725,35.7939375568401,1000,"STRUCT-CAT"
0.005,"125",2,2,120,43.9676838297854,24.6753508380873,1000,"STRUCT-CAT"
0.001,"126",10,2,120,46.0497939663365,24.4887205462528,1000,"STRUCT-CAT"
0.001,"127",50,2,120,46.0211329382058,25.9896844389401,1000,"STRUCT-CAT"
0.003,"128",200,2,120,44.8966532752256,24.3173416725851,1000,"STRUCT-CAT"
0,"129",2,3,120,29.7945461147012,15.7600299102467,1000,"STRUCT-CAT"
0,"130",10,3,120,31.4360102940604,15.6543740848357,1000,"STRUCT-CAT"
0,"131",50,3,120,31.3080469453042,16.3532752909408,1000,"STRUCT-CAT"
0,"132",200,3,120,31.9842541364129,16.3977573010763,1000,"STRUCT-CAT"
0,"133",2,4,120,24.9309079516504,13.1333714282778,1000,"STRUCT-CAT"
0,"134",10,4,120,24.6009013807403,11.5181690733735,1000,"STRUCT-CAT"
0,"135",50,4,120,24.5791292895717,12.4074502034444,1000,"STRUCT-CAT"
0,"136",200,4,120,24.3571749752512,12.2285858107673,1000,"STRUCT-CAT"
0,"137",2,5,120,21.5650736593718,10.6693081352684,1000,"STRUCT-CAT"
0,"138",10,5,120,20.5731862320604,10.2541322001171,1000,"STRUCT-CAT"
0,"139",50,5,120,21.0127543415517,10.414774296663,1000,"STRUCT-CAT"
0,"140",200,5,120,21.1004985007522,10.7981060701053,1000,"STRUCT-CAT"
0.234,"141",2,1,240,109.926255089551,66.4228464522729,1000,"STRUCT-CAT"
0.24,"142",10,1,240,108.053645510784,67.2092541433808,1000,"STRUCT-CAT"
0.248,"143",50,1,240,108.603163188201,66.4026196998985,1000,"STRUCT-CAT"
0.252,"144",200,1,240,110.294578626155,66.7644422503988,1000,"STRUCT-CAT"
0,"145",2,2,240,45.6853159500618,25.3255505944732,1000,"STRUCT-CAT"
0,"146",10,2,240,45.7688560295664,25.4320281625286,1000,"STRUCT-CAT"
0,"147",50,2,240,45.5060469072853,24.9382537575148,1000,"STRUCT-CAT"
0,"148",200,2,240,45.703586312503,25.466003567724,1000,"STRUCT-CAT"
0,"149",2,3,240,30.805833370554,15.6487909533544,1000,"STRUCT-CAT"
0,"150",10,3,240,30.6032143403734,15.8380806365754,1000,"STRUCT-CAT"
0,"151",50,3,240,30.7801264973093,15.9816294056663,1000,"STRUCT-CAT"
0,"152",200,3,240,31.0926076061578,16.1948935962973,1000,"STRUCT-CAT"
0,"153",2,4,240,24.1610796813939,12.4135947956534,1000,"STRUCT-CAT"
0,"154",10,4,240,24.6268946537576,12.2195041543957,1000,"STRUCT-CAT"
0,"155",50,4,240,25.3457323214866,12.8624086179054,1000,"STRUCT-CAT"
0,"156",200,4,240,24.4833132935288,12.0783506801053,1000,"STRUCT-CAT"
0,"157",2,5,240,21.2619331775615,10.4023539113583,1000,"STRUCT-CAT"
0,"158",10,5,240,20.8123427202207,10.3245514574987,1000,"STRUCT-CAT"
0,"159",50,5,240,20.8284578388496,10.2335171721687,1000,"STRUCT-CAT"
0,"160",200,5,240,21.2955286939381,10.3523685310493,1000,"STRUCT-CAT"
0.075,"161",2,1,480,152.113263723429,112.734944892773,1000,"STRUCT-CAT"
0.063,"162",10,1,480,152.054327753842,114.093846304733,1000,"STRUCT-CAT"
0.062,"163",50,1,480,150.497467323101,115.034631394199,1000,"STRUCT-CAT"
0.061,"164",200,1,480,149.258860774914,113.122759559014,1000,"STRUCT-CAT"
0,"165",2,2,480,45.9886185262948,24.1263013444115,1000,"STRUCT-CAT"
0,"166",10,2,480,44.574854783068,25.0264729948265,1000,"STRUCT-CAT"
0,"167",50,2,480,46.2829390977536,24.6060743079567,1000,"STRUCT-CAT"
0,"168",200,2,480,44.9855398442098,24.2152294759524,1000,"STRUCT-CAT"
0,"169",2,3,480,30.016397578925,15.6937492288449,1000,"STRUCT-CAT"
0,"170",10,3,480,30.9091784248288,15.1714469892046,1000,"STRUCT-CAT"
0,"171",50,3,480,30.8228540623499,16.1553528214992,1000,"STRUCT-CAT"
0,"172",200,3,480,30.5613110023522,15.0093944097963,1000,"STRUCT-CAT"
0,"173",2,4,480,24.2105602964272,11.9863778123456,1000,"STRUCT-CAT"
0,"174",10,4,480,24.5967639181442,12.2062069810312,1000,"STRUCT-CAT"
0,"175",50,4,480,24.1489511353668,12.1697750741178,1000,"STRUCT-CAT"
0,"176",200,4,480,24.1657659214405,12.1402848309093,1000,"STRUCT-CAT"
0,"177",2,5,480,20.6749388485196,10.2755143438419,1000,"STRUCT-CAT"
0,"178",10,5,480,20.6298172725063,10.4423462561447,1000,"STRUCT-CAT"
0,"179",50,5,480,20.7566330480372,10.2076327953249,1000,"STRUCT-CAT"
0,"180",200,5,480,21.2973926535876,10.6369053626305,1000,"STRUCT-CAT"
1,"1",1,0,Inf,NA,NA,1000,"WT"
0.97,"2",1,0.5,Inf,34.7606911683659,27.7184873770767,1000,"WT"
0.875,"3",1,0.7,Inf,58.0384511135242,48.5907582007322,1000,"WT"
0.516,"4",1,0.9,Inf,163.57943746066,166.021656425564,1000,"WT"
0.085,"5",1,1,Inf,260.990007411587,262.102719219481,1000,"WT"
0,"6",1,1.1,Inf,165.666318614292,148.784361936073,1000,"WT"
0,"7",1,1.2,Inf,121.225579538296,94.5509898847718,1000,"WT"
