"sim.label","sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT"
83,70,5173,1,2,0.1
83,80,7843,1,2,0.1
83,90,7962,1,2,0.1
83,100,15457,1,2,0.1
83,110,15463,1,2,0.1
83,120,26483,1,2,0.1
83,130,30550,1,2,0.1
83,140,37575,1,2,0.1
83,150,60360,1,2,0.1
83,160,62044,1,2,0.1
83,170,114261,1,2,0.1
83,180,119110,1,2,0.1
1,0,1000,2,10,0.1
1,10,1000,2,10,0.1
1,20,1001,2,10,0.1
1,30,1995,2,10,0.1
1,40,1989,2,10,0.1
1,50,3845,2,10,0.1
1,60,3961,2,10,0.1
1,70,5112,2,10,0.1
1,80,7853,2,10,0.1
1,90,7978,2,10,0.1
1,100,15441,2,10,0.1
1,110,15488,2,10,0.1
1,120,26607,2,10,0.1
1,130,30662,2,10,0.1
1,140,37556,2,10,0.1
1,150,60621,2,10,0.1
1,160,62256,2,10,0.1
1,170,114812,2,10,0.1
1,180,119856,2,10,0.1
2,0,1000,2,10,0.1
2,10,1000,2,10,0.1
2,20,1000,2,10,0.1
2,30,1997,2,10,0.1
2,40,1992,2,10,0.1
2,50,3842,2,10,0.1
2,60,3947,2,10,0.1
2,70,5141,2,10,0.1
2,80,7850,2,10,0.1
2,90,7982,2,10,0.1
2,100,15433,2,10,0.1
2,110,15515,2,10,0.1
2,120,26519,2,10,0.1
2,130,30712,2,10,0.1
2,140,37654,2,10,0.1
2,150,60635,2,10,0.1
2,160,62375,2,10,0.1
2,170,114690,2,10,0.1
2,180,119953,2,10,0.1
3,0,1000,2,10,0.1
3,10,1000,2,10,0.1
3,20,999,2,10,0.1
3,30,1992,2,10,0.1
3,40,1988,2,10,0.1
3,50,3849,2,10,0.1
3,60,3951,2,10,0.1
3,70,5092,2,10,0.1
3,80,7819,2,10,0.1
3,90,7955,2,10,0.1
3,100,15373,2,10,0.1
3,110,15439,2,10,0.1
3,120,26276,2,10,0.1
3,130,30583,2,10,0.1
3,140,37471,2,10,0.1
3,150,60471,2,10,0.1
3,160,62193,2,10,0.1
3,170,114282,2,10,0.1
3,180,119635,2,10,0.1
21,0,1000,2,10,0.1
21,10,1000,2,10,0.1
21,20,999,2,10,0.1
21,30,1996,2,10,0.1
21,40,1991,2,10,0.1
21,50,3857,2,10,0.1
21,60,3962,2,10,0.1
21,70,5148,2,10,0.1
21,80,7856,2,10,0.1
21,90,7989,2,10,0.1
21,100,15460,2,10,0.1
21,110,15512,2,10,0.1
21,120,26638,2,10,0.1
21,130,30656,2,10,0.1
21,140,37719,2,10,0.1
21,150,60569,2,10,0.1
21,160,62364,2,10,0.1
21,170,114785,2,10,0.1
21,180,119778,2,10,0.1
22,0,1000,2,10,0.1
22,10,998,2,10,0.1
22,20,998,2,10,0.1
22,30,1993,2,10,0.1
22,40,1992,2,10,0.1
22,50,3846,2,10,0.1
22,60,3950,2,10,0.1
22,70,5131,2,10,0.1
22,80,7825,2,10,0.1
22,90,7968,2,10,0.1
22,100,15400,2,10,0.1
22,110,15456,2,10,0.1
22,120,26495,2,10,0.1
22,130,30552,2,10,0.1
22,140,37761,2,10,0.1
22,150,60394,2,10,0.1
22,160,62304,2,10,0.1
22,170,114578,2,10,0.1
22,180,119539,2,10,0.1
23,0,1000,2,10,0.1
23,10,1000,2,10,0.1
23,20,999,2,10,0.1
23,30,1994,2,10,0.1
23,40,1989,2,10,0.1
23,50,3834,2,10,0.1
23,60,3942,2,10,0.1
23,70,5062,2,10,0.1
23,80,7822,2,10,0.1
23,90,7963,2,10,0.1
23,100,15385,2,10,0.1
23,110,15441,2,10,0.1
23,120,26405,2,10,0.1
23,130,30566,2,10,0.1
23,140,37301,2,10,0.1
23,150,60424,2,10,0.1
23,160,62136,2,10,0.1
23,170,114308,2,10,0.1
23,180,119543,2,10,0.1
41,0,1000,2,10,0.1
41,10,1000,2,10,0.1
41,20,1000,2,10,0.1
41,30,1996,2,10,0.1
41,40,1991,2,10,0.1
41,50,3865,2,10,0.1
41,60,3965,2,10,0.1
41,70,5137,2,10,0.1
41,80,7879,2,10,0.1
41,90,7997,2,10,0.1
41,100,15502,2,10,0.1
41,110,15535,2,10,0.1
41,120,26704,2,10,0.1
41,130,30747,2,10,0.1
41,140,37687,2,10,0.1
41,150,60841,2,10,0.1
41,160,62512,2,10,0.1
41,170,115390,2,10,0.1
41,180,120256,2,10,0.1
42,0,1000,2,10,0.1
42,10,1000,2,10,0.1
42,20,999,2,10,0.1
42,30,1992,2,10,0.1
42,40,1984,2,10,0.1
42,50,3820,2,10,0.1
42,60,3942,2,10,0.1
42,70,5163,2,10,0.1
42,80,7838,2,10,0.1
42,90,7992,2,10,0.1
42,100,15410,2,10,0.1
42,110,15461,2,10,0.1
42,120,26550,2,10,0.1
42,130,30609,2,10,0.1
42,140,37687,2,10,0.1
42,150,60485,2,10,0.1
42,160,62411,2,10,0.1
42,170,114434,2,10,0.1
42,180,119633,2,10,0.1
43,0,1000,2,10,0.1
43,10,1000,2,10,0.1
43,20,1001,2,10,0.1
43,30,1998,2,10,0.1
43,40,1992,2,10,0.1
43,50,3848,2,10,0.1
43,60,3956,2,10,0.1
43,70,5121,2,10,0.1
43,80,7853,2,10,0.1
43,90,7985,2,10,0.1
43,100,15427,2,10,0.1
43,110,15499,2,10,0.1
43,120,26533,2,10,0.1
43,130,30691,2,10,0.1
43,140,37470,2,10,0.1
43,150,60676,2,10,0.1
43,160,62334,2,10,0.1
43,170,114722,2,10,0.1
43,180,120013,2,10,0.1
61,0,1000,2,10,0.1
61,10,1000,2,10,0.1
61,20,1001,2,10,0.1
61,30,1999,2,10,0.1
61,40,1992,2,10,0.1
61,50,3864,2,10,0.1
61,60,3960,2,10,0.1
61,70,5083,2,10,0.1
61,80,7857,2,10,0.1
61,90,8007,2,10,0.1
61,100,15456,2,10,0.1
61,110,15498,2,10,0.1
61,120,26524,2,10,0.1
61,130,30656,2,10,0.1
61,140,37528,2,10,0.1
61,150,60656,2,10,0.1
61,160,62411,2,10,0.1
61,170,114983,2,10,0.1
61,180,119958,2,10,0.1
62,0,1000,2,10,0.1
62,10,1000,2,10,0.1
62,20,999,2,10,0.1
62,30,1994,2,10,0.1
62,40,1993,2,10,0.1
62,50,3847,2,10,0.1
62,60,3954,2,10,0.1
62,70,5196,2,10,0.1
62,80,7843,2,10,0.1
62,90,8013,2,10,0.1
62,100,15422,2,10,0.1
62,110,15476,2,10,0.1
62,120,26615,2,10,0.1
62,130,30644,2,10,0.1
62,140,37793,2,10,0.1
62,150,60586,2,10,0.1
62,160,62499,2,10,0.1
62,170,114829,2,10,0.1
62,180,119951,2,10,0.1
63,0,1000,2,10,0.1
63,10,1000,2,10,0.1
63,20,1002,2,10,0.1
63,30,1999,2,10,0.1
63,40,1996,2,10,0.1
63,50,3862,2,10,0.1
63,60,3969,2,10,0.1
63,70,5165,2,10,0.1
63,80,7877,2,10,0.1
63,90,8016,2,10,0.1
63,100,15475,2,10,0.1
63,110,15517,2,10,0.1
63,120,26666,2,10,0.1
63,130,30759,2,10,0.1
63,140,37808,2,10,0.1
63,150,60803,2,10,0.1
63,160,62715,2,10,0.1
63,170,115297,2,10,0.1
63,180,120415,2,10,0.1
81,0,1000,2,10,0.1
81,10,1000,2,10,0.1
81,20,1000,2,10,0.1
81,30,1994,2,10,0.1
81,40,1992,2,10,0.1
81,50,3847,2,10,0.1
81,60,3959,2,10,0.1
81,70,5152,2,10,0.1
81,80,7842,2,10,0.1
81,90,7992,2,10,0.1
81,100,15444,2,10,0.1
81,110,15486,2,10,0.1
81,120,26620,2,10,0.1
81,130,30630,2,10,0.1
81,140,37709,2,10,0.1
81,150,60547,2,10,0.1
81,160,62323,2,10,0.1
81,170,114845,2,10,0.1
81,180,119793,2,10,0.1
82,0,1000,2,10,0.1
82,10,1000,2,10,0.1
82,20,998,2,10,0.1
82,30,1992,2,10,0.1
82,40,1989,2,10,0.1
82,50,3860,2,10,0.1
82,60,3956,2,10,0.1
82,70,5146,2,10,0.1
82,80,7847,2,10,0.1
82,90,7960,2,10,0.1
82,100,15420,2,10,0.1
82,110,15474,2,10,0.1
82,120,26495,2,10,0.1
82,130,30655,2,10,0.1
82,140,37480,2,10,0.1
82,150,60639,2,10,0.1
82,160,62251,2,10,0.1
82,170,114557,2,10,0.1
82,180,119884,2,10,0.1
83,0,1000,2,10,0.1
83,10,1000,2,10,0.1
83,20,1000,2,10,0.1
83,30,1997,2,10,0.1
83,40,1991,2,10,0.1
83,50,3866,2,10,0.1
83,60,3955,2,10,0.1
83,70,5182,2,10,0.1
83,80,7830,2,10,0.1
83,90,7969,2,10,0.1
83,100,15404,2,10,0.1
83,110,15449,2,10,0.1
83,120,26645,2,10,0.1
83,130,30630,2,10,0.1
83,140,37726,2,10,0.1
83,150,60562,2,10,0.1
83,160,62415,2,10,0.1
83,170,114989,2,10,0.1
83,180,119837,2,10,0.1
1,0,1000,3,50,0.1
1,10,1000,3,50,0.1
1,20,1000,3,50,0.1
1,30,1998,3,50,0.1
1,40,1995,3,50,0.1
1,50,3856,3,50,0.1
1,60,3961,3,50,0.1
1,70,5178,3,50,0.1
1,80,7852,3,50,0.1
1,90,7987,3,50,0.1
1,100,15447,3,50,0.1
1,110,15539,3,50,0.1
1,120,26742,3,50,0.1
1,130,30811,3,50,0.1
1,140,37912,3,50,0.1
1,150,61055,3,50,0.1
1,160,62974,3,50,0.1
1,170,115878,3,50,0.1
1,180,121332,3,50,0.1
2,0,1000,3,50,0.1
2,10,999,3,50,0.1
2,20,999,3,50,0.1
2,30,1991,3,50,0.1
2,40,1987,3,50,0.1
2,50,3845,3,50,0.1
2,60,3950,3,50,0.1
2,70,5124,3,50,0.1
2,80,7846,3,50,0.1
2,90,8021,3,50,0.1
2,100,15465,3,50,0.1
2,110,15557,3,50,0.1
2,120,26631,3,50,0.1
2,130,30842,3,50,0.1
2,140,38068,3,50,0.1
2,150,61066,3,50,0.1
2,160,63025,3,50,0.1
2,170,116076,3,50,0.1
2,180,121391,3,50,0.1
3,0,1000,3,50,0.1
3,10,1000,3,50,0.1
3,20,999,3,50,0.1
3,30,1994,3,50,0.1
3,40,1990,3,50,0.1
3,50,3848,3,50,0.1
3,60,3960,3,50,0.1
3,70,5148,3,50,0.1
3,80,7881,3,50,0.1
3,90,8036,3,50,0.1
3,100,15560,3,50,0.1
3,110,15633,3,50,0.1
3,120,26966,3,50,0.1
3,130,31045,3,50,0.1
3,140,38172,3,50,0.1
3,150,61532,3,50,0.1
3,160,63422,3,50,0.1
3,170,116889,3,50,0.1
3,180,122202,3,50,0.1
21,0,1000,3,50,0.1
21,10,999,3,50,0.1
21,20,997,3,50,0.1
21,30,1989,3,50,0.1
21,40,1986,3,50,0.1
21,50,3840,3,50,0.1
21,60,3949,3,50,0.1
21,70,5155,3,50,0.1
21,80,7850,3,50,0.1
21,90,7988,3,50,0.1
21,100,15449,3,50,0.1
21,110,15518,3,50,0.1
21,120,26735,3,50,0.1
21,130,30779,3,50,0.1
21,140,37905,3,50,0.1
21,150,60977,3,50,0.1
21,160,62794,3,50,0.1
21,170,116045,3,50,0.1
21,180,121016,3,50,0.1
22,0,1000,3,50,0.1
22,10,1000,3,50,0.1
22,20,1000,3,50,0.1
22,30,2000,3,50,0.1
22,40,1991,3,50,0.1
22,50,3874,3,50,0.1
22,60,3954,3,50,0.1
22,70,5160,3,50,0.1
22,80,7838,3,50,0.1
22,90,8015,3,50,0.1
22,100,15470,3,50,0.1
22,110,15504,3,50,0.1
22,120,26703,3,50,0.1
22,130,30760,3,50,0.1
22,140,37863,3,50,0.1
22,150,60952,3,50,0.1
22,160,62908,3,50,0.1
22,170,115874,3,50,0.1
22,180,121088,3,50,0.1
23,0,1000,3,50,0.1
23,10,1000,3,50,0.1
23,20,1000,3,50,0.1
23,30,1995,3,50,0.1
23,40,1993,3,50,0.1
23,50,3856,3,50,0.1
23,60,3957,3,50,0.1
23,70,5142,3,50,0.1
23,80,7853,3,50,0.1
23,90,8006,3,50,0.1
23,100,15500,3,50,0.1
23,110,15582,3,50,0.1
23,120,26745,3,50,0.1
23,130,30919,3,50,0.1
23,140,38085,3,50,0.1
23,150,61268,3,50,0.1
23,160,63141,3,50,0.1
23,170,116344,3,50,0.1
23,180,121713,3,50,0.1
41,0,1000,3,50,0.1
41,10,999,3,50,0.1
41,20,1002,3,50,0.1
41,30,1995,3,50,0.1
41,40,1986,3,50,0.1
41,50,3862,3,50,0.1
41,60,3954,3,50,0.1
41,70,5181,3,50,0.1
41,80,7859,3,50,0.1
41,90,8031,3,50,0.1
41,100,15529,3,50,0.1
41,110,15568,3,50,0.1
41,120,26888,3,50,0.1
41,130,30854,3,50,0.1
41,140,38181,3,50,0.1
41,150,61170,3,50,0.1
41,160,63126,3,50,0.1
41,170,116472,3,50,0.1
41,180,121522,3,50,0.1
42,0,1000,3,50,0.1
42,10,1000,3,50,0.1
42,20,999,3,50,0.1
42,30,1998,3,50,0.1
42,40,1997,3,50,0.1
42,50,3878,3,50,0.1
42,60,3973,3,50,0.1
42,70,5170,3,50,0.1
42,80,7903,3,50,0.1
42,90,8060,3,50,0.1
42,100,15578,3,50,0.1
42,110,15634,3,50,0.1
42,120,26832,3,50,0.1
42,130,31011,3,50,0.1
42,140,38208,3,50,0.1
42,150,61521,3,50,0.1
42,160,63375,3,50,0.1
42,170,116822,3,50,0.1
42,180,122093,3,50,0.1
43,0,1000,3,50,0.1
43,10,1000,3,50,0.1
43,20,1003,3,50,0.1
43,30,1997,3,50,0.1
43,40,1993,3,50,0.1
43,50,3881,3,50,0.1
43,60,3963,3,50,0.1
43,70,5197,3,50,0.1
43,80,7856,3,50,0.1
43,90,8019,3,50,0.1
43,100,15483,3,50,0.1
43,110,15528,3,50,0.1
43,120,26816,3,50,0.1
43,130,30788,3,50,0.1
43,140,38168,3,50,0.1
43,150,61009,3,50,0.1
43,160,62935,3,50,0.1
43,170,116099,3,50,0.1
43,180,121219,3,50,0.1
61,0,1000,3,50,0.1
61,10,1000,3,50,0.1
61,20,1001,3,50,0.1
61,30,1997,3,50,0.1
61,40,1993,3,50,0.1
61,50,3849,3,50,0.1
61,60,3964,3,50,0.1
61,70,5090,3,50,0.1
61,80,7856,3,50,0.1
61,90,7976,3,50,0.1
61,100,15448,3,50,0.1
61,110,15525,3,50,0.1
61,120,26483,3,50,0.1
61,130,30821,3,50,0.1
61,140,37594,3,50,0.1
61,150,61073,3,50,0.1
61,160,62775,3,50,0.1
61,170,115757,3,50,0.1
61,180,121328,3,50,0.1
62,0,1000,3,50,0.1
62,10,1000,3,50,0.1
62,20,1002,3,50,0.1
62,30,1999,3,50,0.1
62,40,1998,3,50,0.1
62,50,3861,3,50,0.1
62,60,3973,3,50,0.1
62,70,5210,3,50,0.1
62,80,7900,3,50,0.1
62,90,8047,3,50,0.1
62,100,15568,3,50,0.1
62,110,15631,3,50,0.1
62,120,26840,3,50,0.1
62,130,30995,3,50,0.1
62,140,38219,3,50,0.1
62,150,61448,3,50,0.1
62,160,63224,3,50,0.1
62,170,116747,3,50,0.1
62,180,122017,3,50,0.1
63,0,1000,3,50,0.1
63,10,1000,3,50,0.1
63,20,998,3,50,0.1
63,30,1991,3,50,0.1
63,40,1989,3,50,0.1
63,50,3865,3,50,0.1
63,60,3958,3,50,0.1
63,70,5186,3,50,0.1
63,80,7879,3,50,0.1
63,90,8015,3,50,0.1
63,100,15558,3,50,0.1
63,110,15620,3,50,0.1
63,120,26909,3,50,0.1
63,130,30992,3,50,0.1
63,140,38167,3,50,0.1
63,150,61427,3,50,0.1
63,160,63215,3,50,0.1
63,170,116796,3,50,0.1
63,180,121942,3,50,0.1
81,0,1000,3,50,0.1
81,10,999,3,50,0.1
81,20,999,3,50,0.1
81,30,1996,3,50,0.1
81,40,1993,3,50,0.1
81,50,3858,3,50,0.1
81,60,3967,3,50,0.1
81,70,5059,3,50,0.1
81,80,7872,3,50,0.1
81,90,8011,3,50,0.1
81,100,15546,3,50,0.1
81,110,15610,3,50,0.1
81,120,26515,3,50,0.1
81,130,30970,3,50,0.1
81,140,37601,3,50,0.1
81,150,61448,3,50,0.1
81,160,63089,3,50,0.1
81,170,116380,3,50,0.1
81,180,122101,3,50,0.1
82,0,1000,3,50,0.1
82,10,1000,3,50,0.1
82,20,1000,3,50,0.1
82,30,2000,3,50,0.1
82,40,1996,3,50,0.1
82,50,3858,3,50,0.1
82,60,3969,3,50,0.1
82,70,5107,3,50,0.1
82,80,7866,3,50,0.1
82,90,8045,3,50,0.1
82,100,15536,3,50,0.1
82,110,15590,3,50,0.1
82,120,26604,3,50,0.1
82,130,30917,3,50,0.1
82,140,38130,3,50,0.1
82,150,61281,3,50,0.1
82,160,63315,3,50,0.1
82,170,116234,3,50,0.1
82,180,121780,3,50,0.1
83,0,1000,3,50,0.1
83,10,1000,3,50,0.1
83,20,1000,3,50,0.1
83,30,1996,3,50,0.1
83,40,1994,3,50,0.1
83,50,3878,3,50,0.1
83,60,3967,3,50,0.1
83,70,5149,3,50,0.1
83,80,7874,3,50,0.1
83,90,7992,3,50,0.1
83,100,15510,3,50,0.1
83,110,15563,3,50,0.1
83,120,26781,3,50,0.1
83,130,30869,3,50,0.1
83,140,37923,3,50,0.1
83,150,61201,3,50,0.1
83,160,63007,3,50,0.1
83,170,116349,3,50,0.1
83,180,121489,3,50,0.1
1,0,1000,4,200,0.1
1,10,1000,4,200,0.1
1,20,1001,4,200,0.1
1,30,1995,4,200,0.1
1,40,1992,4,200,0.1
1,50,3847,4,200,0.1
1,60,3963,4,200,0.1
1,70,5115,4,200,0.1
1,80,7865,4,200,0.1
1,90,8046,4,200,0.1
1,100,15491,4,200,0.1
1,110,15561,4,200,0.1
1,120,26622,4,200,0.1
1,130,30856,4,200,0.1
1,140,37960,4,200,0.1
1,150,61180,4,200,0.1
1,160,63170,4,200,0.1
1,170,116181,4,200,0.1
1,180,121715,4,200,0.1
2,0,1000,4,200,0.1
2,10,1000,4,200,0.1
2,20,1002,4,200,0.1
2,30,1998,4,200,0.1
2,40,1992,4,200,0.1
2,50,3849,4,200,0.1
2,60,3968,4,200,0.1
2,70,5140,4,200,0.1
2,80,7887,4,200,0.1
2,90,8041,4,200,0.1
2,100,15558,4,200,0.1
2,110,15633,4,200,0.1
2,120,26898,4,200,0.1
2,130,31018,4,200,0.1
2,140,38230,4,200,0.1
2,150,61507,4,200,0.1
2,160,63559,4,200,0.1
2,170,117148,4,200,0.1
2,180,122424,4,200,0.1
3,0,1000,4,200,0.1
3,10,1000,4,200,0.1
3,20,1002,4,200,0.1
3,30,1995,4,200,0.1
3,40,1992,4,200,0.1
3,50,3840,4,200,0.1
3,60,3960,4,200,0.1
3,70,5148,4,200,0.1
3,80,7880,4,200,0.1
3,90,8040,4,200,0.1
3,100,15571,4,200,0.1
3,110,15658,4,200,0.1
3,120,26684,4,200,0.1
3,130,31089,4,200,0.1
3,140,38040,4,200,0.1
3,150,61705,4,200,0.1
3,160,63608,4,200,0.1
3,170,117042,4,200,0.1
3,180,122797,4,200,0.1
21,0,1000,4,200,0.1
21,10,1000,4,200,0.1
21,20,1001,4,200,0.1
21,30,1996,4,200,0.1
21,40,1992,4,200,0.1
21,50,3852,4,200,0.1
21,60,3963,4,200,0.1
21,70,5129,4,200,0.1
21,80,7872,4,200,0.1
21,90,8022,4,200,0.1
21,100,15543,4,200,0.1
21,110,15610,4,200,0.1
21,120,26879,4,200,0.1
21,130,30985,4,200,0.1
21,140,38005,4,200,0.1
21,150,61498,4,200,0.1
21,160,63313,4,200,0.1
