"param.index","mutant.effect","drug.outsideConcentration.MULT","rate","t.end","cell.type"
"30",10,0.501187233627272,0.00851825201968082,"60","REG-ON"
"30",10,0.501187233627272,0.00923364135872518,"120","REG-ON"
"30",10,0.501187233627272,0.00930870195706488,"180","REG-ON"
"31",50,0.501187233627272,0.00885878516908281,"60","REG-ON"
"31",50,0.501187233627272,0.0098851158193393,"120","REG-ON"
"31",50,0.501187233627272,0.0101411213837624,"180","REG-ON"
"32",200,0.501187233627272,0.00902341635564655,"60","REG-ON"
"32",200,0.501187233627272,0.0101800372164187,"120","REG-ON"
"32",200,0.501187233627272,0.0105064356127336,"180","REG-ON"
"33",2,0.630957344480193,0.00766688601445557,"60","REG-ON"
"33",2,0.630957344480193,0.00763755950163459,"120","REG-ON"
"33",2,0.630957344480193,0.00728705446517275,"180","REG-ON"
"34",10,0.630957344480193,0.00801054620961535,"60","REG-ON"
"34",10,0.630957344480193,0.00832496130011302,"120","REG-ON"
"34",10,0.630957344480193,0.00819207151973417,"180","REG-ON"
"35",50,0.630957344480193,0.00850475851277045,"60","REG-ON"
"35",50,0.630957344480193,0.00929627358205426,"120","REG-ON"
"35",50,0.630957344480193,0.0094335254142738,"180","REG-ON"
"36",200,0.630957344480193,0.00874678066861328,"60","REG-ON"
"36",200,0.630957344480193,0.00973322581231896,"120","REG-ON"
"36",200,0.630957344480193,0.00997792214042989,"180","REG-ON"
"37",2,0.794328234724281,0.00673229311683578,"60","REG-ON"
"37",2,0.794328234724281,0.00595464435117016,"120","REG-ON"
"37",2,0.794328234724281,0.00520545159387426,"180","REG-ON"
"38",10,0.794328234724281,0.00723655286030224,"60","REG-ON"
"38",10,0.794328234724281,0.00698115138143461,"120","REG-ON"
"38",10,0.794328234724281,0.00655593560172835,"180","REG-ON"
"39",50,0.794328234724281,0.00800007802208924,"60","REG-ON"
"39",50,0.794328234724281,0.00843704991625703,"120","REG-ON"
"39",50,0.794328234724281,0.00839398365791217,"180","REG-ON"
"40",200,0.794328234724281,0.00837407905350827,"60","REG-ON"
"40",200,0.794328234724281,0.00909148353179367,"120","REG-ON"
"40",200,0.794328234724281,0.00920347209366378,"180","REG-ON"
"41",2,1,0.00531549748638895,"60","REG-ON"
"41",2,1,0.00347619964628272,"120","REG-ON"
"41",2,1,0.00217312810644695,"180","REG-ON"
"42",10,1,0.00607242140174047,"60","REG-ON"
"42",10,1,0.00500527437155502,"120","REG-ON"
"42",10,1,0.00418165196965905,"180","REG-ON"
"43",50,1,0.00720207624111451,"60","REG-ON"
"43",50,1,0.00712690799772975,"120","REG-ON"
"43",50,1,0.00683972565675815,"180","REG-ON"
"44",200,1,0.00775914910811848,"60","REG-ON"
"44",200,1,0.00810647648273333,"120","REG-ON"
"44",200,1,0.00803825758202188,"180","REG-ON"
"45",2,1.25892541179417,0.00323971921593348,"60","REG-ON"
"45",2,1.25892541179417,-3.54582918592917e-05,"120","REG-ON"
"45",2,1.25892541179417,-0.00205390037232589,"180","REG-ON"
"46",10,1.25892541179417,0.00435279005045187,"60","REG-ON"
"46",10,1.25892541179417,0.0021698350065327,"120","REG-ON"
"46",10,1.25892541179417,0.000827828670197086,"180","REG-ON"
"47",50,1.25892541179417,0.00605478551744837,"60","REG-ON"
"47",50,1.25892541179417,0.00526125351798732,"120","REG-ON"
"47",50,1.25892541179417,0.00462992550679371,"180","REG-ON"
"48",200,1.25892541179417,0.00686564680417102,"60","REG-ON"
"48",200,1.25892541179417,0.00666562770044535,"120","REG-ON"
"48",200,1.25892541179417,0.00633437000808217,"180","REG-ON"
"49",2,1.58489319246111,0.000270464684188713,"60","REG-ON"
"49",2,1.58489319246111,-0.00489832140014651,"120","REG-ON"
"49",2,1.58489319246111,-0.00774952590883193,"180","REG-ON"
"50",10,1.58489319246111,0.00189728062748022,"60","REG-ON"
"50",10,1.58489319246111,-0.00169132596775786,"120","REG-ON"
"50",10,1.58489319246111,-0.00365216351227294,"180","REG-ON"
"51",50,1.58489319246111,0.00432690105229414,"60","REG-ON"
"51",50,1.58489319246111,0.00256299072350388,"120","REG-ON"
"51",50,1.58489319246111,0.00148883815788304,"180","REG-ON"
"52",200,1.58489319246111,0.00552480774392594,"60","REG-ON"
"52",200,1.58489319246111,0.00456591434309754,"120","REG-ON"
"52",200,1.58489319246111,0.00388295432837152,"180","REG-ON"
"53",2,1.99526231496888,-0.00387443747676309,"60","REG-ON"
"53",2,1.99526231496888,-0.0112614552333823,"120","REG-ON"
"53",2,1.99526231496888,-0.0150789667488891,"180","REG-ON"
"54",10,1.99526231496888,-0.00156733608942169,"60","REG-ON"
"54",10,1.99526231496888,-0.00689493065391433,"120","REG-ON"
"54",10,1.99526231496888,-0.00968224647983137,"180","REG-ON"
"55",50,1.99526231496888,0.00188631490285456,"60","REG-ON"
"55",50,1.99526231496888,-0.00115643314233752,"120","REG-ON"
"55",50,1.99526231496888,-0.00278831543896496,"180","REG-ON"
"56",200,1.99526231496888,0.0035915675209061,"60","REG-ON"
"56",200,1.99526231496888,0.00158742845883989,"120","REG-ON"
"56",200,1.99526231496888,0.000448080298932232,"180","REG-ON"
"57",2,2.51188643150958,-0.00935402465667564,"60","REG-ON"
"57",2,2.51188643150958,-0.0192113217585199,"120","REG-ON"
"57",2,2.51188643150958,-0.0228843590868795,"180","REG-ON"
"58",10,2.51188643150958,-0.00627417593917701,"60","REG-ON"
"58",10,2.51188643150958,-0.0136593125343283,"120","REG-ON"
"58",10,2.51188643150958,-0.0175692152814209,"180","REG-ON"
"59",50,2.51188643150958,-0.00157387343645631,"60","REG-ON"
"59",50,2.51188643150958,-0.00621175219996338,"120","REG-ON"
"59",50,2.51188643150958,-0.0084747273886714,"180","REG-ON"
"60",200,2.51188643150958,0.000805837175029238,"60","REG-ON"
"60",200,2.51188643150958,-0.00254619996422158,"120","REG-ON"
"60",200,2.51188643150958,-0.00428795166792108,"180","REG-ON"
"61",2,3.16227766016838,-0.0163394059392823,"60","REG-ON"
"61",2,3.16227766016838,-0.0282761809570427,"120","REG-ON"
"61",2,3.16227766016838,-0.0303330003334288,"180","REG-ON"
"62",10,3.16227766016838,-0.0122737624215246,"60","REG-ON"
"62",10,3.16227766016838,-0.0218229923756958,"120","REG-ON"
"62",10,3.16227766016838,-0.0244098517914699,"180","REG-ON"
"63",50,3.16227766016838,-0.0062060780224532,"60","REG-ON"
"63",50,3.16227766016838,-0.0126485431018637,"120","REG-ON"
"63",50,3.16227766016838,-0.015680896791171,"180","REG-ON"
"64",200,3.16227766016838,-0.0030485638276202,"60","REG-ON"
"64",200,3.16227766016838,-0.00798483080293546,"120","REG-ON"
"64",200,3.16227766016838,-0.0103175887711381,"180","REG-ON"
"65",2,3.98107170553497,-0.0242207578371314,"60","REG-ON"
"65",2,3.98107170553497,-0.036907147632204,"120","REG-ON"
"65",2,3.98107170553497,-0.036907147632204,"180","REG-ON"
"66",10,3.98107170553497,-0.0197301694001832,"60","REG-ON"
"66",10,3.98107170553497,-0.0308949037286848,"120","REG-ON"
"66",10,3.98107170553497,-0.0324562728005435,"180","REG-ON"
"67",50,3.98107170553497,-0.012098232609163,"60","REG-ON"
"67",50,3.98107170553497,-0.0207993865017679,"120","REG-ON"
"67",50,3.98107170553497,-0.0243008753444839,"180","REG-ON"
"68",200,3.98107170553497,-0.00821562004357917,"60","REG-ON"
"68",200,3.98107170553497,-0.0150738008918631,"120","REG-ON"
"68",200,3.98107170553497,-0.0180692063830474,"180","REG-ON"
"69",2,5.01187233627272,-0.0338320003779854,"60","REG-ON"
"69",2,5.01187233627272,-0.0439737428208837,"120","REG-ON"
"69",2,5.01187233627272,-0.0439737428208837,"180","REG-ON"
"70",10,5.01187233627272,-0.0282555088675824,"60","REG-ON"
"70",10,5.01187233627272,-0.0394142404016232,"120","REG-ON"
"70",10,5.01187233627272,-0.0394142404016232,"180","REG-ON"
"71",50,5.01187233627272,-0.0194146215497306,"60","REG-ON"
"71",50,5.01187233627272,-0.0306752610103453,"120","REG-ON"
"71",50,5.01187233627272,-0.0326753852119314,"180","REG-ON"
"72",200,5.01187233627272,-0.0147726517663838,"60","REG-ON"
"72",200,5.01187233627272,-0.0237469783020405,"120","REG-ON"
"72",200,5.01187233627272,-0.0265557792794042,"180","REG-ON"
"73",2,6.30957344480193,-0.0429202915830626,"60","REG-ON"
"73",2,6.30957344480193,-0.0460895503489028,"120","REG-ON"
"73",2,6.30957344480193,-0.0460895503489028,"180","REG-ON"
"74",10,6.30957344480193,-0.0370762524922531,"60","REG-ON"
"74",10,6.30957344480193,-0.0463701649590362,"120","REG-ON"
"74",10,6.30957344480193,-0.0463701649590362,"180","REG-ON"
"75",50,6.30957344480193,-0.0281895861869798,"60","REG-ON"
"75",50,6.30957344480193,-0.0383800278346932,"120","REG-ON"
"75",50,6.30957344480193,-0.0383800278346932,"180","REG-ON"
"76",200,6.30957344480193,-0.0226246456835513,"60","REG-ON"
"76",200,6.30957344480193,-0.0334858591285494,"120","REG-ON"
"76",200,6.30957344480193,-0.0345125866099598,"180","REG-ON"
"77",2,7.94328234724282,-0.0514103560501835,"60","REG-ON"
"77",2,7.94328234724282,-0.056176746119155,"120","REG-ON"
"77",2,7.94328234724282,-0.056176746119155,"180","REG-ON"
"78",10,7.94328234724282,-0.0465799712278281,"60","REG-ON"
"78",10,7.94328234724282,-0.0511349356453083,"120","REG-ON"
"78",10,7.94328234724282,-0.0511349356453083,"180","REG-ON"
"79",50,7.94328234724282,-0.0371356950555053,"60","REG-ON"
"79",50,7.94328234724282,-0.0463714754586351,"120","REG-ON"
"79",50,7.94328234724282,-0.0463714754586351,"180","REG-ON"
"80",200,7.94328234724282,-0.0314839387875265,"60","REG-ON"
"80",200,7.94328234724282,-0.042169256657802,"120","REG-ON"
"80",200,7.94328234724282,-0.042169256657802,"180","REG-ON"
"81",2,10,-0.058068823858441,"60","REG-ON"
"81",2,10,-0.0627447355079867,"120","REG-ON"
"81",2,10,-0.0627447355079867,"180","REG-ON"
"82",10,10,-0.0559026829936606,"60","REG-ON"
"82",10,10,-0.058951137672281,"120","REG-ON"
"82",10,10,-0.058951137672281,"180","REG-ON"
"83",50,10,-0.0464076904216241,"60","REG-ON"
"83",50,10,-0.0539010020470281,"120","REG-ON"
"83",50,10,-0.0539010020470281,"180","REG-ON"
"84",200,10,-0.040857884915659,"60","REG-ON"
"84",200,10,-0.045817107706103,"120","REG-ON"
"84",200,10,-0.045817107706103,"180","REG-ON"
"85",2,12.5892541179417,-0.0682277279160055,"60","REG-ON"
"85",2,12.5892541179417,-0.0682277279160055,"120","REG-ON"
"85",2,12.5892541179417,-0.0682277279160055,"180","REG-ON"
"86",10,12.5892541179417,-0.0647322414245422,"60","REG-ON"
"86",10,12.5892541179417,-0.0647322414245422,"120","REG-ON"
"86",10,12.5892541179417,-0.0647322414245422,"180","REG-ON"
"87",50,12.5892541179417,-0.0556325240127621,"60","REG-ON"
"87",50,12.5892541179417,-0.058775534334697,"120","REG-ON"
"87",50,12.5892541179417,-0.058775534334697,"180","REG-ON"
"88",200,12.5892541179417,-0.0499565018558079,"60","REG-ON"
"88",200,12.5892541179417,-0.0540463594398654,"120","REG-ON"
"88",200,12.5892541179417,-0.0540463594398654,"180","REG-ON"
"89",2,15.8489319246111,-0.0705275214019272,"60","REG-ON"
"89",2,15.8489319246111,-0.0693377389329328,"120","REG-ON"
"89",2,15.8489319246111,-0.0693377389329328,"180","REG-ON"
"90",10,15.8489319246111,-0.0708776730522178,"60","REG-ON"
"90",10,15.8489319246111,-0.0710704874839416,"120","REG-ON"
"90",10,15.8489319246111,-0.0710704874839416,"180","REG-ON"
"91",50,15.8489319246111,-0.0658569159057977,"60","REG-ON"
"91",50,15.8489319246111,-0.0658569159057977,"120","REG-ON"
"91",50,15.8489319246111,-0.0658569159057977,"180","REG-ON"
"92",200,15.8489319246111,-0.058258713807385,"60","REG-ON"
"92",200,15.8489319246111,-0.0613630139964803,"120","REG-ON"
"92",200,15.8489319246111,-0.0613630139964803,"180","REG-ON"
"93",2,19.9526231496888,-0.0779008843995869,"60","REG-ON"
"93",2,19.9526231496888,-0.0779008843995869,"120","REG-ON"
"93",2,19.9526231496888,-0.0779008843995869,"180","REG-ON"
"94",10,19.9526231496888,-0.0764536897291571,"60","REG-ON"
"94",10,19.9526231496888,-0.0746948983239521,"120","REG-ON"
"94",10,19.9526231496888,-0.0746948983239521,"180","REG-ON"
"95",50,19.9526231496888,-0.0705594801892322,"60","REG-ON"
"95",50,19.9526231496888,-0.0705594801892322,"120","REG-ON"
"95",50,19.9526231496888,-0.0705594801892322,"180","REG-ON"
"96",200,19.9526231496888,-0.0712580766748741,"60","REG-ON"
"96",200,19.9526231496888,-0.0713177498386681,"120","REG-ON"
"96",200,19.9526231496888,-0.0713177498386681,"180","REG-ON"
"97",2,25.1188643150958,-0.0781420775593658,"60","REG-ON"
"97",2,25.1188643150958,-0.0781420775593658,"120","REG-ON"
"97",2,25.1188643150958,-0.0781420775593658,"180","REG-ON"
"98",10,25.1188643150958,-0.0757480779342646,"60","REG-ON"
"98",10,25.1188643150958,-0.0757480779342646,"120","REG-ON"
"98",10,25.1188643150958,-0.0757480779342646,"180","REG-ON"
"99",50,25.1188643150958,-0.0712570373810346,"60","REG-ON"
"99",50,25.1188643150958,-0.0712570373810346,"120","REG-ON"
"99",50,25.1188643150958,-0.0712570373810346,"180","REG-ON"
"100",200,25.1188643150958,-0.0690702329949819,"60","REG-ON"
"100",200,25.1188643150958,-0.0690702329949819,"120","REG-ON"
"100",200,25.1188643150958,-0.0690702329949819,"180","REG-ON"
"101",2,31.6227766016838,-0.0816182462964304,"60","REG-ON"
"101",2,31.6227766016838,-0.0816182462964304,"120","REG-ON"
"101",2,31.6227766016838,-0.0816182462964304,"180","REG-ON"
"102",10,31.6227766016838,-0.084627197635581,"60","REG-ON"
"102",10,31.6227766016838,-0.084627197635581,"120","REG-ON"
"102",10,31.6227766016838,-0.084627197635581,"180","REG-ON"
"103",50,31.6227766016838,-0.0774650868918363,"60","REG-ON"
"103",50,31.6227766016838,-0.0774650868918363,"120","REG-ON"
"103",50,31.6227766016838,-0.0774650868918363,"180","REG-ON"
"104",200,31.6227766016838,-0.075281098113848,"60","REG-ON"
"104",200,31.6227766016838,-0.075281098113848,"120","REG-ON"
"104",200,31.6227766016838,-0.075281098113848,"180","REG-ON"
"105",2,39.8107170553497,-0.0856995813882325,"60","REG-ON"
"105",2,39.8107170553497,-0.0856995813882325,"120","REG-ON"
"105",2,39.8107170553497,-0.0856995813882325,"180","REG-ON"
"106",10,39.8107170553497,-0.0835891960791592,"60","REG-ON"
"106",10,39.8107170553497,-0.0835891960791592,"120","REG-ON"
"106",10,39.8107170553497,-0.0835891960791592,"180","REG-ON"
"107",50,39.8107170553497,-0.0844395060374311,"60","REG-ON"
"107",50,39.8107170553497,-0.0844395060374311,"120","REG-ON"
"107",50,39.8107170553497,-0.0844395060374311,"180","REG-ON"
"108",200,39.8107170553497,-0.0789359409956792,"60","REG-ON"
"108",200,39.8107170553497,-0.0789359409956792,"120","REG-ON"
"108",200,39.8107170553497,-0.0789359409956792,"180","REG-ON"
"109",2,50.1187233627273,-0.0845247233053776,"60","REG-ON"
"109",2,50.1187233627273,-0.0845247233053776,"120","REG-ON"
"109",2,50.1187233627273,-0.0845247233053776,"180","REG-ON"
"110",10,50.1187233627273,-0.0849320484809177,"60","REG-ON"
"110",10,50.1187233627273,-0.0849320484809177,"120","REG-ON"
"110",10,50.1187233627273,-0.0849320484809177,"180","REG-ON"
"111",50,50.1187233627273,-0.0791924216532463,"60","REG-ON"
"111",50,50.1187233627273,-0.0764750740746101,"120","REG-ON"
"111",50,50.1187233627273,-0.0764750740746101,"180","REG-ON"
"112",200,50.1187233627273,-0.0841446626158613,"60","REG-ON"
"112",200,50.1187233627273,-0.0796940307003098,"120","REG-ON"
"112",200,50.1187233627273,-0.0796940307003098,"180","REG-ON"
"113",2,63.0957344480194,-0.087033591851692,"60","REG-ON"
"113",2,63.0957344480194,-0.087033591851692,"120","REG-ON"
"113",2,63.0957344480194,-0.087033591851692,"180","REG-ON"
"114",10,63.0957344480194,-0.0878403302190618,"60","REG-ON"
"114",10,63.0957344480194,-0.0878403302190618,"120","REG-ON"
"114",10,63.0957344480194,-0.0878403302190618,"180","REG-ON"
"115",50,63.0957344480194,-0.083706885982588,"60","REG-ON"
"115",50,63.0957344480194,-0.083706885982588,"120","REG-ON"
"115",50,63.0957344480194,-0.083706885982588,"180","REG-ON"
"116",200,63.0957344480194,-0.0861677138019269,"60","REG-ON"
"116",200,63.0957344480194,-0.0861677138019269,"120","REG-ON"
"116",200,63.0957344480194,-0.0861677138019269,"180","REG-ON"
"117",2,79.4328234724282,-0.0892502086371362,"60","REG-ON"
"117",2,79.4328234724282,-0.0892502086371362,"120","REG-ON"
"117",2,79.4328234724282,-0.0892502086371362,"180","REG-ON"
"118",10,79.4328234724282,-0.0886091319231767,"60","REG-ON"
"118",10,79.4328234724282,-0.0886091319231767,"120","REG-ON"
"118",10,79.4328234724282,-0.0886091319231767,"180","REG-ON"
"119",50,79.4328234724282,-0.0926081795065321,"60","REG-ON"
"119",50,79.4328234724282,-0.0926081795065321,"120","REG-ON"
"119",50,79.4328234724282,-0.0926081795065321,"180","REG-ON"
"120",200,79.4328234724282,-0.0844628519029953,"60","REG-ON"
"120",200,79.4328234724282,-0.0844628519029953,"120","REG-ON"
"120",200,79.4328234724282,-0.0844628519029953,"180","REG-ON"
"121",2,100,-0.0891348155711352,"60","REG-ON"
"121",2,100,-0.0891348155711352,"120","REG-ON"
"121",2,100,-0.0891348155711352,"180","REG-ON"
"122",10,100,-0.0933624961345886,"60","REG-ON"
"122",10,100,-0.0933624961345886,"120","REG-ON"
"122",10,100,-0.0933624961345886,"180","REG-ON"
"123",50,100,-0.0887277603297509,"60","REG-ON"
"123",50,100,-0.0887277603297509,"120","REG-ON"
"123",50,100,-0.0887277603297509,"180","REG-ON"
"124",200,100,-0.0903309541274931,"60","REG-ON"
"124",200,100,-0.0903309541274931,"120","REG-ON"
"124",200,100,-0.0903309541274931,"180","REG-ON"
"1",2,0.1,0.0094472560216606,"60","REG-OFF"
"1",2,0.1,0.0108914346277709,"120","REG-OFF"
"1",2,0.1,0.0113657091007559,"180","REG-OFF"
"2",10,0.1,0.00945731380435793,"60","REG-OFF"
"2",10,0.1,0.0109106183886561,"120","REG-OFF"
"2",10,0.1,0.0113887315181994,"180","REG-OFF"
"3",50,0.1,0.00946992063784012,"60","REG-OFF"
"3",50,0.1,0.0109310333939981,"120","REG-OFF"
"3",50,0.1,0.0114171621764776,"180","REG-OFF"
"4",200,0.1,0.00946779049725537,"60","REG-OFF"
"4",200,0.1,0.0109422833067177,"120","REG-OFF"
"4",200,0.1,0.0114321804528162,"180","REG-OFF"
"5",2,0.125892541179417,0.00942430918039246,"60","REG-OFF"
"5",2,0.125892541179417,0.0108366857297116,"120","REG-OFF"
"5",2,0.125892541179417,0.0112912544469686,"180","REG-OFF"
"6",10,0.125892541179417,0.00943136775865249,"60","REG-OFF"
"6",10,0.125892541179417,0.0108585085556865,"120","REG-OFF"
"6",10,0.125892541179417,0.0113227796253263,"180","REG-OFF"
"7",50,0.125892541179417,0.00944106502674032,"60","REG-OFF"
"7",50,0.125892541179417,0.0108934789496315,"120","REG-OFF"
"7",50,0.125892541179417,0.0113689458598147,"180","REG-OFF"
"8",200,0.125892541179417,0.00945481335716323,"60","REG-OFF"
"8",200,0.125892541179417,0.0109062017632862,"120","REG-OFF"
"8",200,0.125892541179417,0.0113877664759378,"180","REG-OFF"
"9",2,0.158489319246111,0.00936514168741503,"60","REG-OFF"
"9",2,0.158489319246111,0.0107405956605524,"120","REG-OFF"
"9",2,0.158489319246111,0.0111712828147601,"180","REG-OFF"
"10",10,0.158489319246111,0.00938014866273838,"60","REG-OFF"
"10",10,0.158489319246111,0.0107744096049636,"120","REG-OFF"
"10",10,0.158489319246111,0.0112188432911732,"180","REG-OFF"
"11",50,0.158489319246111,0.00941034963984759,"60","REG-OFF"
"11",50,0.158489319246111,0.0108325034426898,"120","REG-OFF"
"11",50,0.158489319246111,0.0112936980615982,"180","REG-OFF"
"12",200,0.158489319246111,0.00941777665119156,"60","REG-OFF"
"12",200,0.158489319246111,0.0108504042208673,"120","REG-OFF"
"12",200,0.158489319246111,0.0113210509573605,"180","REG-OFF"
"13",2,0.199526231496888,0.00929195530970123,"60","REG-OFF"
"13",2,0.199526231496888,0.0105988182470206,"120","REG-OFF"
"13",2,0.199526231496888,0.0109934009056697,"180","REG-OFF"
"14",10,0.199526231496888,0.00931616652401972,"60","REG-OFF"
"14",10,0.199526231496888,0.0106535504991166,"120","REG-OFF"
"14",10,0.199526231496888,0.011067712096894,"180","REG-OFF"
"15",50,0.199526231496888,0.00935335040035438,"60","REG-OFF"
"15",50,0.199526231496888,0.0107323290116261,"120","REG-OFF"
"15",50,0.199526231496888,0.0111719695218464,"180","REG-OFF"
"16",200,0.199526231496888,0.00935839536587146,"60","REG-OFF"
"16",200,0.199526231496888,0.0107556082062461,"120","REG-OFF"
"16",200,0.199526231496888,0.0112129845696386,"180","REG-OFF"
"17",2,0.251188643150958,0.00918746312670995,"60","REG-OFF"
"17",2,0.251188643150958,0.0103894979333912,"120","REG-OFF"
"17",2,0.251188643150958,0.0107217296319361,"180","REG-OFF"
"18",10,0.251188643150958,0.00921950782753857,"60","REG-OFF"
"18",10,0.251188643150958,0.0104720768666799,"120","REG-OFF"
"18",10,0.251188643150958,0.0108371359903095,"180","REG-OFF"
"19",50,0.251188643150958,0.00926156959516692,"60","REG-OFF"
"19",50,0.251188643150958,0.0105837881047094,"120","REG-OFF"
"19",50,0.251188643150958,0.0109962353630097,"180","REG-OFF"
"20",200,0.251188643150958,0.00929171967044831,"60","REG-OFF"
"20",200,0.251188643150958,0.0106358535435264,"120","REG-OFF"
"20",200,0.251188643150958,0.0110674423834221,"180","REG-OFF"
"21",2,0.316227766016838,0.00898886751915511,"60","REG-OFF"
"21",2,0.316227766016838,0.0100495767155995,"120","REG-OFF"
"21",2,0.316227766016838,0.0102999239110315,"180","REG-OFF"
