"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","cell.type"
140,591760,"32",200,0.501187233627272,"REG-OFF"
150,915317,"32",200,0.501187233627272,"REG-OFF"
160,908433,"32",200,0.501187233627272,"REG-OFF"
170,1607799,"32",200,0.501187233627272,"REG-OFF"
180,1620589,"32",200,0.501187233627272,"REG-OFF"
0,100000,"33",2,0.630957344480193,"REG-OFF"
10,99724,"33",2,0.630957344480193,"REG-OFF"
20,97915,"33",2,0.630957344480193,"REG-OFF"
30,187013,"33",2,0.630957344480193,"REG-OFF"
40,175051,"33",2,0.630957344480193,"REG-OFF"
50,310047,"33",2,0.630957344480193,"REG-OFF"
60,288631,"33",2,0.630957344480193,"REG-OFF"
70,333838,"33",2,0.630957344480193,"REG-OFF"
80,451682,"33",2,0.630957344480193,"REG-OFF"
90,405766,"33",2,0.630957344480193,"REG-OFF"
100,683105,"33",2,0.630957344480193,"REG-OFF"
110,600757,"33",2,0.630957344480193,"REG-OFF"
120,890448,"33",2,0.630957344480193,"REG-OFF"
130,896340,"33",2,0.630957344480193,"REG-OFF"
140,954877,"33",2,0.630957344480193,"REG-OFF"
150,1330929,"33",2,0.630957344480193,"REG-OFF"
160,1192018,"33",2,0.630957344480193,"REG-OFF"
170,1883706,"33",2,0.630957344480193,"REG-OFF"
180,1706827,"33",2,0.630957344480193,"REG-OFF"
0,83000,"34",10,0.630957344480193,"REG-OFF"
10,82774,"34",10,0.630957344480193,"REG-OFF"
20,81435,"34",10,0.630957344480193,"REG-OFF"
30,156469,"34",10,0.630957344480193,"REG-OFF"
40,147656,"34",10,0.630957344480193,"REG-OFF"
50,264914,"34",10,0.630957344480193,"REG-OFF"
60,250369,"34",10,0.630957344480193,"REG-OFF"
70,295431,"34",10,0.630957344480193,"REG-OFF"
80,407629,"34",10,0.630957344480193,"REG-OFF"
90,374910,"34",10,0.630957344480193,"REG-OFF"
100,647477,"34",10,0.630957344480193,"REG-OFF"
110,584507,"34",10,0.630957344480193,"REG-OFF"
120,893217,"34",10,0.630957344480193,"REG-OFF"
130,926267,"34",10,0.630957344480193,"REG-OFF"
140,1019446,"34",10,0.630957344480193,"REG-OFF"
150,1465953,"34",10,0.630957344480193,"REG-OFF"
160,1355918,"34",10,0.630957344480193,"REG-OFF"
170,2221190,"34",10,0.630957344480193,"REG-OFF"
180,2083028,"34",10,0.630957344480193,"REG-OFF"
0,47000,"35",50,0.630957344480193,"REG-OFF"
10,46905,"35",50,0.630957344480193,"REG-OFF"
20,46221,"35",50,0.630957344480193,"REG-OFF"
30,89357,"35",50,0.630957344480193,"REG-OFF"
40,85289,"35",50,0.630957344480193,"REG-OFF"
50,155521,"35",50,0.630957344480193,"REG-OFF"
60,149747,"35",50,0.630957344480193,"REG-OFF"
70,180824,"35",50,0.630957344480193,"REG-OFF"
80,256740,"35",50,0.630957344480193,"REG-OFF"
90,242917,"35",50,0.630957344480193,"REG-OFF"
100,434470,"35",50,0.630957344480193,"REG-OFF"
110,405530,"35",50,0.630957344480193,"REG-OFF"
120,644231,"35",50,0.630957344480193,"REG-OFF"
130,693646,"35",50,0.630957344480193,"REG-OFF"
140,792115,"35",50,0.630957344480193,"REG-OFF"
150,1189875,"35",50,0.630957344480193,"REG-OFF"
160,1145717,"35",50,0.630957344480193,"REG-OFF"
170,1964792,"35",50,0.630957344480193,"REG-OFF"
180,1923748,"35",50,0.630957344480193,"REG-OFF"
0,39000,"36",200,0.630957344480193,"REG-OFF"
10,38917,"36",200,0.630957344480193,"REG-OFF"
20,38394,"36",200,0.630957344480193,"REG-OFF"
30,74463,"36",200,0.630957344480193,"REG-OFF"
40,71309,"36",200,0.630957344480193,"REG-OFF"
50,130574,"36",200,0.630957344480193,"REG-OFF"
60,126755,"36",200,0.630957344480193,"REG-OFF"
70,154668,"36",200,0.630957344480193,"REG-OFF"
80,221561,"36",200,0.630957344480193,"REG-OFF"
90,211510,"36",200,0.630957344480193,"REG-OFF"
100,382748,"36",200,0.630957344480193,"REG-OFF"
110,361210,"36",200,0.630957344480193,"REG-OFF"
120,581280,"36",200,0.630957344480193,"REG-OFF"
130,633303,"36",200,0.630957344480193,"REG-OFF"
140,732598,"36",200,0.630957344480193,"REG-OFF"
150,1116428,"36",200,0.630957344480193,"REG-OFF"
160,1089681,"36",200,0.630957344480193,"REG-OFF"
170,1898387,"36",200,0.630957344480193,"REG-OFF"
180,1883947,"36",200,0.630957344480193,"REG-OFF"
0,100000,"37",2,0.794328234724281,"REG-OFF"
10,99548,"37",2,0.794328234724281,"REG-OFF"
20,96708,"37",2,0.794328234724281,"REG-OFF"
30,180644,"37",2,0.794328234724281,"REG-OFF"
40,163284,"37",2,0.794328234724281,"REG-OFF"
50,275277,"37",2,0.794328234724281,"REG-OFF"
60,243817,"37",2,0.794328234724281,"REG-OFF"
70,265962,"37",2,0.794328234724281,"REG-OFF"
80,338091,"37",2,0.794328234724281,"REG-OFF"
90,285228,"37",2,0.794328234724281,"REG-OFF"
100,446473,"37",2,0.794328234724281,"REG-OFF"
110,367535,"37",2,0.794328234724281,"REG-OFF"
120,507964,"37",2,0.794328234724281,"REG-OFF"
130,477173,"37",2,0.794328234724281,"REG-OFF"
140,473788,"37",2,0.794328234724281,"REG-OFF"
150,613710,"37",2,0.794328234724281,"REG-OFF"
160,513111,"37",2,0.794328234724281,"REG-OFF"
170,752834,"37",2,0.794328234724281,"REG-OFF"
180,635216,"37",2,0.794328234724281,"REG-OFF"
0,100000,"38",10,0.794328234724281,"REG-OFF"
10,99607,"38",10,0.794328234724281,"REG-OFF"
20,97164,"38",10,0.794328234724281,"REG-OFF"
30,182885,"38",10,0.794328234724281,"REG-OFF"
40,167550,"38",10,0.794328234724281,"REG-OFF"
50,288673,"38",10,0.794328234724281,"REG-OFF"
60,261377,"38",10,0.794328234724281,"REG-OFF"
70,293638,"38",10,0.794328234724281,"REG-OFF"
80,386652,"38",10,0.794328234724281,"REG-OFF"
90,338058,"38",10,0.794328234724281,"REG-OFF"
100,553955,"38",10,0.794328234724281,"REG-OFF"
110,476439,"38",10,0.794328234724281,"REG-OFF"
120,691576,"38",10,0.794328234724281,"REG-OFF"
130,684091,"38",10,0.794328234724281,"REG-OFF"
140,715282,"38",10,0.794328234724281,"REG-OFF"
150,982209,"38",10,0.794328234724281,"REG-OFF"
160,868218,"38",10,0.794328234724281,"REG-OFF"
170,1357177,"38",10,0.794328234724281,"REG-OFF"
180,1217057,"38",10,0.794328234724281,"REG-OFF"
0,80000,"39",50,0.794328234724281,"REG-OFF"
10,79734,"39",50,0.794328234724281,"REG-OFF"
20,78047,"39",50,0.794328234724281,"REG-OFF"
30,148520,"39",50,0.794328234724281,"REG-OFF"
40,138442,"39",50,0.794328234724281,"REG-OFF"
50,244227,"39",50,0.794328234724281,"REG-OFF"
60,228079,"39",50,0.794328234724281,"REG-OFF"
70,266053,"39",50,0.794328234724281,"REG-OFF"
80,364216,"39",50,0.794328234724281,"REG-OFF"
90,333520,"39",50,0.794328234724281,"REG-OFF"
100,576070,"39",50,0.794328234724281,"REG-OFF"
110,521155,"39",50,0.794328234724281,"REG-OFF"
120,800876,"39",50,0.794328234724281,"REG-OFF"
130,838109,"39",50,0.794328234724281,"REG-OFF"
140,931690,"39",50,0.794328234724281,"REG-OFF"
150,1360113,"39",50,0.794328234724281,"REG-OFF"
160,1277124,"39",50,0.794328234724281,"REG-OFF"
170,2130400,"39",50,0.794328234724281,"REG-OFF"
180,2033064,"39",50,0.794328234724281,"REG-OFF"
0,66000,"40",200,0.794328234724281,"REG-OFF"
10,65786,"40",200,0.794328234724281,"REG-OFF"
20,64511,"40",200,0.794328234724281,"REG-OFF"
30,123040,"40",200,0.794328234724281,"REG-OFF"
40,115473,"40",200,0.794328234724281,"REG-OFF"
50,205970,"40",200,0.794328234724281,"REG-OFF"
60,194267,"40",200,0.794328234724281,"REG-OFF"
70,229304,"40",200,0.794328234724281,"REG-OFF"
80,318548,"40",200,0.794328234724281,"REG-OFF"
90,295917,"40",200,0.794328234724281,"REG-OFF"
100,520137,"40",200,0.794328234724281,"REG-OFF"
110,478898,"40",200,0.794328234724281,"REG-OFF"
120,748958,"40",200,0.794328234724281,"REG-OFF"
130,798320,"40",200,0.794328234724281,"REG-OFF"
140,902210,"40",200,0.794328234724281,"REG-OFF"
150,1344560,"40",200,0.794328234724281,"REG-OFF"
160,1285140,"40",200,0.794328234724281,"REG-OFF"
170,2187946,"40",200,0.794328234724281,"REG-OFF"
180,2128102,"40",200,0.794328234724281,"REG-OFF"
0,100000,"41",2,1,"REG-OFF"
10,99410,"41",2,1,"REG-OFF"
20,95076,"41",2,1,"REG-OFF"
30,171202,"41",2,1,"REG-OFF"
40,147180,"41",2,1,"REG-OFF"
50,231739,"41",2,1,"REG-OFF"
60,190464,"41",2,1,"REG-OFF"
70,190363,"41",2,1,"REG-OFF"
80,220751,"41",2,1,"REG-OFF"
90,170011,"41",2,1,"REG-OFF"
100,241149,"41",2,1,"REG-OFF"
110,181343,"41",2,1,"REG-OFF"
120,225317,"41",2,1,"REG-OFF"
130,192649,"41",2,1,"REG-OFF"
140,173790,"41",2,1,"REG-OFF"
150,203781,"41",2,1,"REG-OFF"
160,155261,"41",2,1,"REG-OFF"
170,205400,"41",2,1,"REG-OFF"
180,157678,"41",2,1,"REG-OFF"
0,100000,"42",10,1,"REG-OFF"
10,99420,"42",10,1,"REG-OFF"
20,95714,"42",10,1,"REG-OFF"
30,174834,"42",10,1,"REG-OFF"
40,153443,"42",10,1,"REG-OFF"
50,249577,"42",10,1,"REG-OFF"
60,213110,"42",10,1,"REG-OFF"
70,223381,"42",10,1,"REG-OFF"
80,274518,"42",10,1,"REG-OFF"
90,225129,"42",10,1,"REG-OFF"
100,343907,"42",10,1,"REG-OFF"
110,278031,"42",10,1,"REG-OFF"
120,377364,"42",10,1,"REG-OFF"
130,352417,"42",10,1,"REG-OFF"
140,348126,"42",10,1,"REG-OFF"
150,451001,"42",10,1,"REG-OFF"
160,377678,"42",10,1,"REG-OFF"
170,555941,"42",10,1,"REG-OFF"
180,472743,"42",10,1,"REG-OFF"
0,100000,"43",50,1,"REG-OFF"
10,99493,"43",50,1,"REG-OFF"
20,96166,"43",50,1,"REG-OFF"
30,178185,"43",50,1,"REG-OFF"
40,160414,"43",50,1,"REG-OFF"
50,270660,"43",50,1,"REG-OFF"
60,241326,"43",50,1,"REG-OFF"
70,267581,"43",50,1,"REG-OFF"
80,351160,"43",50,1,"REG-OFF"
90,308056,"43",50,1,"REG-OFF"
100,508743,"43",50,1,"REG-OFF"
110,443499,"43",50,1,"REG-OFF"
120,653925,"43",50,1,"REG-OFF"
130,662636,"43",50,1,"REG-OFF"
140,709563,"43",50,1,"REG-OFF"
150,1004153,"43",50,1,"REG-OFF"
160,912651,"43",50,1,"REG-OFF"
170,1469593,"43",50,1,"REG-OFF"
180,1359348,"43",50,1,"REG-OFF"
0,100000,"44",200,1,"REG-OFF"
10,99548,"44",200,1,"REG-OFF"
20,96478,"44",200,1,"REG-OFF"
30,179982,"44",200,1,"REG-OFF"
40,163282,"44",200,1,"REG-OFF"
50,279784,"44",200,1,"REG-OFF"
60,253650,"44",200,1,"REG-OFF"
70,287232,"44",200,1,"REG-OFF"
80,383424,"44",200,1,"REG-OFF"
90,343631,"44",200,1,"REG-OFF"
100,582559,"44",200,1,"REG-OFF"
110,519940,"44",200,1,"REG-OFF"
120,787477,"44",200,1,"REG-OFF"
130,815154,"44",200,1,"REG-OFF"
140,895070,"44",200,1,"REG-OFF"
150,1293222,"44",200,1,"REG-OFF"
160,1201471,"44",200,1,"REG-OFF"
170,1981778,"44",200,1,"REG-OFF"
180,1870624,"44",200,1,"REG-OFF"
0,100000,"45",2,1.25892541179417,"REG-OFF"
10,99129,"45",2,1.25892541179417,"REG-OFF"
20,92720,"45",2,1.25892541179417,"REG-OFF"
30,158483,"45",2,1.25892541179417,"REG-OFF"
40,126546,"45",2,1.25892541179417,"REG-OFF"
50,180013,"45",2,1.25892541179417,"REG-OFF"
60,133672,"45",2,1.25892541179417,"REG-OFF"
70,118525,"45",2,1.25892541179417,"REG-OFF"
80,121740,"45",2,1.25892541179417,"REG-OFF"
90,83110,"45",2,1.25892541179417,"REG-OFF"
100,102339,"45",2,1.25892541179417,"REG-OFF"
110,67972,"45",2,1.25892541179417,"REG-OFF"
120,73888,"45",2,1.25892541179417,"REG-OFF"
130,55729,"45",2,1.25892541179417,"REG-OFF"
140,44027,"45",2,1.25892541179417,"REG-OFF"
150,45480,"45",2,1.25892541179417,"REG-OFF"
160,30700,"45",2,1.25892541179417,"REG-OFF"
170,35238,"45",2,1.25892541179417,"REG-OFF"
180,23761,"45",2,1.25892541179417,"REG-OFF"
0,100000,"46",10,1.25892541179417,"REG-OFF"
10,99205,"46",10,1.25892541179417,"REG-OFF"
20,93383,"46",10,1.25892541179417,"REG-OFF"
30,162851,"46",10,1.25892541179417,"REG-OFF"
40,133983,"46",10,1.25892541179417,"REG-OFF"
50,199789,"46",10,1.25892541179417,"REG-OFF"
60,157359,"46",10,1.25892541179417,"REG-OFF"
70,150623,"46",10,1.25892541179417,"REG-OFF"
80,169649,"46",10,1.25892541179417,"REG-OFF"
90,128143,"46",10,1.25892541179417,"REG-OFF"
100,179277,"46",10,1.25892541179417,"REG-OFF"
110,135011,"46",10,1.25892541179417,"REG-OFF"
120,169900,"46",10,1.25892541179417,"REG-OFF"
130,148170,"46",10,1.25892541179417,"REG-OFF"
140,136057,"46",10,1.25892541179417,"REG-OFF"
150,164780,"46",10,1.25892541179417,"REG-OFF"
160,129685,"46",10,1.25892541179417,"REG-OFF"
170,178143,"46",10,1.25892541179417,"REG-OFF"
180,142334,"46",10,1.25892541179417,"REG-OFF"
0,100000,"47",50,1.25892541179417,"REG-OFF"
10,99316,"47",50,1.25892541179417,"REG-OFF"
20,94412,"47",50,1.25892541179417,"REG-OFF"
30,168505,"47",50,1.25892541179417,"REG-OFF"
40,144048,"47",50,1.25892541179417,"REG-OFF"
50,228103,"47",50,1.25892541179417,"REG-OFF"
60,192049,"47",50,1.25892541179417,"REG-OFF"
70,200836,"47",50,1.25892541179417,"REG-OFF"
80,248218,"47",50,1.25892541179417,"REG-OFF"
90,206442,"47",50,1.25892541179417,"REG-OFF"
100,323955,"47",50,1.25892541179417,"REG-OFF"
110,269928,"47",50,1.25892541179417,"REG-OFF"
120,379636,"47",50,1.25892541179417,"REG-OFF"
130,368038,"47",50,1.25892541179417,"REG-OFF"
140,377261,"47",50,1.25892541179417,"REG-OFF"
150,509007,"47",50,1.25892541179417,"REG-OFF"
160,442260,"47",50,1.25892541179417,"REG-OFF"
170,679006,"47",50,1.25892541179417,"REG-OFF"
180,600052,"47",50,1.25892541179417,"REG-OFF"
0,100000,"48",200,1.25892541179417,"REG-OFF"
10,99284,"48",200,1.25892541179417,"REG-OFF"
20,94627,"48",200,1.25892541179417,"REG-OFF"
30,170188,"48",200,1.25892541179417,"REG-OFF"
40,147490,"48",200,1.25892541179417,"REG-OFF"
50,238617,"48",200,1.25892541179417,"REG-OFF"
60,205434,"48",200,1.25892541179417,"REG-OFF"
70,220751,"48",200,1.25892541179417,"REG-OFF"
80,279434,"48",200,1.25892541179417,"REG-OFF"
90,239240,"48",200,1.25892541179417,"REG-OFF"
100,386347,"48",200,1.25892541179417,"REG-OFF"
110,330855,"48",200,1.25892541179417,"REG-OFF"
120,479819,"48",200,1.25892541179417,"REG-OFF"
130,475722,"48",200,1.25892541179417,"REG-OFF"
140,500895,"48",200,1.25892541179417,"REG-OFF"
150,691395,"48",200,1.25892541179417,"REG-OFF"
160,615445,"48",200,1.25892541179417,"REG-OFF"
170,968834,"48",200,1.25892541179417,"REG-OFF"
180,875412,"48",200,1.25892541179417,"REG-OFF"
0,100000,"49",2,1.58489319246111,"REG-OFF"
10,98634,"49",2,1.58489319246111,"REG-OFF"
20,88797,"49",2,1.58489319246111,"REG-OFF"
30,140510,"49",2,1.58489319246111,"REG-OFF"
40,100698,"49",2,1.58489319246111,"REG-OFF"
50,124204,"49",2,1.58489319246111,"REG-OFF"
60,79949,"49",2,1.58489319246111,"REG-OFF"
70,60478,"49",2,1.58489319246111,"REG-OFF"
80,52436,"49",2,1.58489319246111,"REG-OFF"
90,30377,"49",2,1.58489319246111,"REG-OFF"
100,31154,"49",2,1.58489319246111,"REG-OFF"
110,17745,"49",2,1.58489319246111,"REG-OFF"
120,16182,"49",2,1.58489319246111,"REG-OFF"
130,10263,"49",2,1.58489319246111,"REG-OFF"
140,6881,"49",2,1.58489319246111,"REG-OFF"
150,5879,"49",2,1.58489319246111,"REG-OFF"
160,3320,"49",2,1.58489319246111,"REG-OFF"
170,3158,"49",2,1.58489319246111,"REG-OFF"
180,1815,"49",2,1.58489319246111,"REG-OFF"
0,100000,"50",10,1.58489319246111,"REG-OFF"
10,98767,"50",10,1.58489319246111,"REG-OFF"
20,89928,"50",10,1.58489319246111,"REG-OFF"
30,146643,"50",10,1.58489319246111,"REG-OFF"
40,110567,"50",10,1.58489319246111,"REG-OFF"
50,146985,"50",10,1.58489319246111,"REG-OFF"
60,104092,"50",10,1.58489319246111,"REG-OFF"
70,89300,"50",10,1.58489319246111,"REG-OFF"
80,90258,"50",10,1.58489319246111,"REG-OFF"
90,62008,"50",10,1.58489319246111,"REG-OFF"
100,78572,"50",10,1.58489319246111,"REG-OFF"
110,54509,"50",10,1.58489319246111,"REG-OFF"
120,62422,"50",10,1.58489319246111,"REG-OFF"
130,50598,"50",10,1.58489319246111,"REG-OFF"
140,42956,"50",10,1.58489319246111,"REG-OFF"
150,47928,"50",10,1.58489319246111,"REG-OFF"
160,35108,"50",10,1.58489319246111,"REG-OFF"
170,43967,"50",10,1.58489319246111,"REG-OFF"
180,32686,"50",10,1.58489319246111,"REG-OFF"
0,100000,"51",50,1.58489319246111,"REG-OFF"
10,98877,"51",50,1.58489319246111,"REG-OFF"
20,91502,"51",50,1.58489319246111,"REG-OFF"
30,154592,"51",50,1.58489319246111,"REG-OFF"
40,123241,"51",50,1.58489319246111,"REG-OFF"
50,179352,"51",50,1.58489319246111,"REG-OFF"
60,139927,"51",50,1.58489319246111,"REG-OFF"
70,135310,"51",50,1.58489319246111,"REG-OFF"
80,156245,"51",50,1.58489319246111,"REG-OFF"
90,122225,"51",50,1.58489319246111,"REG-OFF"
100,179260,"51",50,1.58489319246111,"REG-OFF"
110,141271,"51",50,1.58489319246111,"REG-OFF"
120,186609,"51",50,1.58489319246111,"REG-OFF"
130,170340,"51",50,1.58489319246111,"REG-OFF"
140,163881,"51",50,1.58489319246111,"REG-OFF"
150,207523,"51",50,1.58489319246111,"REG-OFF"
160,169116,"51",50,1.58489319246111,"REG-OFF"
170,242048,"51",50,1.58489319246111,"REG-OFF"
180,200269,"51",50,1.58489319246111,"REG-OFF"
0,100000,"52",200,1.58489319246111,"REG-OFF"
10,99035,"52",200,1.58489319246111,"REG-OFF"
20,92085,"52",200,1.58489319246111,"REG-OFF"
30,157500,"52",200,1.58489319246111,"REG-OFF"
40,128086,"52",200,1.58489319246111,"REG-OFF"
50,191303,"52",200,1.58489319246111,"REG-OFF"
60,154312,"52",200,1.58489319246111,"REG-OFF"
70,154268,"52",200,1.58489319246111,"REG-OFF"
80,185349,"52",200,1.58489319246111,"REG-OFF"
90,149569,"52",200,1.58489319246111,"REG-OFF"
100,227406,"52",200,1.58489319246111,"REG-OFF"
110,184082,"52",200,1.58489319246111,"REG-OFF"
120,250238,"52",200,1.58489319246111,"REG-OFF"
130,235116,"52",200,1.58489319246111,"REG-OFF"
140,230717,"52",200,1.58489319246111,"REG-OFF"
150,300606,"52",200,1.58489319246111,"REG-OFF"
160,251455,"52",200,1.58489319246111,"REG-OFF"
170,369923,"52",200,1.58489319246111,"REG-OFF"
180,314271,"52",200,1.58489319246111,"REG-OFF"
0,100000,"53",2,1.99526231496888,"REG-OFF"
10,97939,"53",2,1.99526231496888,"REG-OFF"
20,83623,"53",2,1.99526231496888,"REG-OFF"
30,118607,"53",2,1.99526231496888,"REG-OFF"
40,73435,"53",2,1.99526231496888,"REG-OFF"
50,74396,"53",2,1.99526231496888,"REG-OFF"
60,39837,"53",2,1.99526231496888,"REG-OFF"
70,24448,"53",2,1.99526231496888,"REG-OFF"
80,16995,"53",2,1.99526231496888,"REG-OFF"
90,8176,"53",2,1.99526231496888,"REG-OFF"
100,6675,"53",2,1.99526231496888,"REG-OFF"
110,3133,"53",2,1.99526231496888,"REG-OFF"
120,2300,"53",2,1.99526231496888,"REG-OFF"
130,1199,"53",2,1.99526231496888,"REG-OFF"
140,694,"53",2,1.99526231496888,"REG-OFF"
150,450,"53",2,1.99526231496888,"REG-OFF"
160,235,"53",2,1.99526231496888,"REG-OFF"
170,175,"53",2,1.99526231496888,"REG-OFF"
180,85,"53",2,1.99526231496888,"REG-OFF"
0,100000,"54",10,1.99526231496888,"REG-OFF"
10,98172,"54",10,1.99526231496888,"REG-OFF"
20,85414,"54",10,1.99526231496888,"REG-OFF"
30,126569,"54",10,1.99526231496888,"REG-OFF"
40,84658,"54",10,1.99526231496888,"REG-OFF"
50,96564,"54",10,1.99526231496888,"REG-OFF"
60,59673,"54",10,1.99526231496888,"REG-OFF"
70,44767,"54",10,1.99526231496888,"REG-OFF"
80,39783,"54",10,1.99526231496888,"REG-OFF"
90,24885,"54",10,1.99526231496888,"REG-OFF"
100,28163,"54",10,1.99526231496888,"REG-OFF"
110,17735,"54",10,1.99526231496888,"REG-OFF"
120,18327,"54",10,1.99526231496888,"REG-OFF"
130,13370,"54",10,1.99526231496888,"REG-OFF"
140,10202,"54",10,1.99526231496888,"REG-OFF"
150,10317,"54",10,1.99526231496888,"REG-OFF"
160,6773,"54",10,1.99526231496888,"REG-OFF"
170,7603,"54",10,1.99526231496888,"REG-OFF"
180,5126,"54",10,1.99526231496888,"REG-OFF"
0,100000,"55",50,1.99526231496888,"REG-OFF"
10,98320,"55",50,1.99526231496888,"REG-OFF"
20,87161,"55",50,1.99526231496888,"REG-OFF"
30,136037,"55",50,1.99526231496888,"REG-OFF"
40,98575,"55",50,1.99526231496888,"REG-OFF"
50,128647,"55",50,1.99526231496888,"REG-OFF"
60,91336,"55",50,1.99526231496888,"REG-OFF"
70,80451,"55",50,1.99526231496888,"REG-OFF"
80,85081,"55",50,1.99526231496888,"REG-OFF"
90,61341,"55",50,1.99526231496888,"REG-OFF"
100,82333,"55",50,1.99526231496888,"REG-OFF"
110,59766,"55",50,1.99526231496888,"REG-OFF"
120,71950,"55",50,1.99526231496888,"REG-OFF"
130,60139,"55",50,1.99526231496888,"REG-OFF"
140,52644,"55",50,1.99526231496888,"REG-OFF"
150,60451,"55",50,1.99526231496888,"REG-OFF"
160,45210,"55",50,1.99526231496888,"REG-OFF"
170,58503,"55",50,1.99526231496888,"REG-OFF"
180,44091,"55",50,1.99526231496888,"REG-OFF"
0,100000,"56",200,1.99526231496888,"REG-OFF"
10,98387,"56",200,1.99526231496888,"REG-OFF"
20,87979,"56",200,1.99526231496888,"REG-OFF"
30,139921,"56",200,1.99526231496888,"REG-OFF"
40,104700,"56",200,1.99526231496888,"REG-OFF"
50,142161,"56",200,1.99526231496888,"REG-OFF"
60,105247,"56",200,1.99526231496888,"REG-OFF"
70,96584,"56",200,1.99526231496888,"REG-OFF"
80,106219,"56",200,1.99526231496888,"REG-OFF"
90,79226,"56",200,1.99526231496888,"REG-OFF"
100,109830,"56",200,1.99526231496888,"REG-OFF"
110,82042,"56",200,1.99526231496888,"REG-OFF"
120,101507,"56",200,1.99526231496888,"REG-OFF"
130,87527,"56",200,1.99526231496888,"REG-OFF"
140,78702,"56",200,1.99526231496888,"REG-OFF"
150,93657,"56",200,1.99526231496888,"REG-OFF"
160,71761,"56",200,1.99526231496888,"REG-OFF"
170,95240,"56",200,1.99526231496888,"REG-OFF"
180,73920,"56",200,1.99526231496888,"REG-OFF"
0,100000,"57",2,2.51188643150958,"REG-OFF"
10,96918,"57",2,2.51188643150958,"REG-OFF"
20,76506,"57",2,2.51188643150958,"REG-OFF"
30,93145,"57",2,2.51188643150958,"REG-OFF"
40,47645,"57",2,2.51188643150958,"REG-OFF"
50,37837,"57",2,2.51188643150958,"REG-OFF"
60,16207,"57",2,2.51188643150958,"REG-OFF"
70,7903,"57",2,2.51188643150958,"REG-OFF"
80,4071,"57",2,2.51188643150958,"REG-OFF"
90,1651,"57",2,2.51188643150958,"REG-OFF"
100,986,"57",2,2.51188643150958,"REG-OFF"
110,375,"57",2,2.51188643150958,"REG-OFF"
120,200,"57",2,2.51188643150958,"REG-OFF"
130,89,"57",2,2.51188643150958,"REG-OFF"
140,30,"57",2,2.51188643150958,"REG-OFF"
150,11,"57",2,2.51188643150958,"REG-OFF"
160,2,"57",2,2.51188643150958,"REG-OFF"
0,100000,"58",10,2.51188643150958,"REG-OFF"
10,97132,"58",10,2.51188643150958,"REG-OFF"
20,78698,"58",10,2.51188643150958,"REG-OFF"
30,101844,"58",10,2.51188643150958,"REG-OFF"
40,58266,"58",10,2.51188643150958,"REG-OFF"
50,55397,"58",10,2.51188643150958,"REG-OFF"
60,29654,"58",10,2.51188643150958,"REG-OFF"
70,19288,"58",10,2.51188643150958,"REG-OFF"
80,15042,"58",10,2.51188643150958,"REG-OFF"
90,8249,"58",10,2.51188643150958,"REG-OFF"
100,8081,"58",10,2.51188643150958,"REG-OFF"
110,4667,"58",10,2.51188643150958,"REG-OFF"
120,4258,"58",10,2.51188643150958,"REG-OFF"
130,2732,"58",10,2.51188643150958,"REG-OFF"
140,1863,"58",10,2.51188643150958,"REG-OFF"
150,1595,"58",10,2.51188643150958,"REG-OFF"
160,928,"58",10,2.51188643150958,"REG-OFF"
170,887,"58",10,2.51188643150958,"REG-OFF"
180,517,"58",10,2.51188643150958,"REG-OFF"
0,100000,"59",50,2.51188643150958,"REG-OFF"
10,97453,"59",50,2.51188643150958,"REG-OFF"
20,81429,"59",50,2.51188643150958,"REG-OFF"
30,114173,"59",50,2.51188643150958,"REG-OFF"
40,73465,"59",50,2.51188643150958,"REG-OFF"
50,83711,"59",50,2.51188643150958,"REG-OFF"
60,53513,"59",50,2.51188643150958,"REG-OFF"
70,42357,"59",50,2.51188643150958,"REG-OFF"
80,40040,"59",50,2.51188643150958,"REG-OFF"
90,25885,"59",50,2.51188643150958,"REG-OFF"
100,30578,"59",50,2.51188643150958,"REG-OFF"
110,19847,"59",50,2.51188643150958,"REG-OFF"
120,20814,"59",50,2.51188643150958,"REG-OFF"
130,15639,"59",50,2.51188643150958,"REG-OFF"
140,11918,"59",50,2.51188643150958,"REG-OFF"
150,12078,"59",50,2.51188643150958,"REG-OFF"
160,8038,"59",50,2.51188643150958,"REG-OFF"
170,8949,"59",50,2.51188643150958,"REG-OFF"
180,6032,"59",50,2.51188643150958,"REG-OFF"
0,100000,"60",200,2.51188643150958,"REG-OFF"
10,97681,"60",200,2.51188643150958,"REG-OFF"
20,82751,"60",200,2.51188643150958,"REG-OFF"
30,119555,"60",200,2.51188643150958,"REG-OFF"
40,80255,"60",200,2.51188643150958,"REG-OFF"
50,96059,"60",200,2.51188643150958,"REG-OFF"
60,64032,"60",200,2.51188643150958,"REG-OFF"
70,52748,"60",200,2.51188643150958,"REG-OFF"
80,51582,"60",200,2.51188643150958,"REG-OFF"
90,34339,"60",200,2.51188643150958,"REG-OFF"
100,42398,"60",200,2.51188643150958,"REG-OFF"
110,28366,"60",200,2.51188643150958,"REG-OFF"
120,30740,"60",200,2.51188643150958,"REG-OFF"
130,23696,"60",200,2.51188643150958,"REG-OFF"
140,18668,"60",200,2.51188643150958,"REG-OFF"
150,19654,"60",200,2.51188643150958,"REG-OFF"
160,13421,"60",200,2.51188643150958,"REG-OFF"
