"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","cell.type"
0,100000,"121",2,100,"REG-BURST"
10,17650,"121",2,100,"REG-BURST"
20,4182,"121",2,100,"REG-BURST"
30,145,"121",2,100,"REG-BURST"
40,21,"121",2,100,"REG-BURST"
0,100000,"122",10,100,"REG-BURST"
10,18103,"122",10,100,"REG-BURST"
20,4227,"122",10,100,"REG-BURST"
30,131,"122",10,100,"REG-BURST"
40,22,"122",10,100,"REG-BURST"
0,100000,"123",50,100,"REG-BURST"
10,21085,"123",50,100,"REG-BURST"
20,4936,"123",50,100,"REG-BURST"
30,422,"123",50,100,"REG-BURST"
40,95,"123",50,100,"REG-BURST"
50,10,"123",50,100,"REG-BURST"
60,3,"123",50,100,"REG-BURST"
70,3,"123",50,100,"REG-BURST"
80,2,"123",50,100,"REG-BURST"
0,100000,"124",200,100,"REG-BURST"
10,28225,"124",200,100,"REG-BURST"
20,8874,"124",200,100,"REG-BURST"
30,4433,"124",200,100,"REG-BURST"
40,1970,"124",200,100,"REG-BURST"
50,1503,"124",200,100,"REG-BURST"
60,703,"124",200,100,"REG-BURST"
70,409,"124",200,100,"REG-BURST"
80,250,"124",200,100,"REG-BURST"
90,115,"124",200,100,"REG-BURST"
100,68,"124",200,100,"REG-BURST"
110,17,"124",200,100,"REG-BURST"
120,16,"124",200,100,"REG-BURST"
130,9,"124",200,100,"REG-BURST"
140,4,"124",200,100,"REG-BURST"
150,3,"124",200,100,"REG-BURST"
160,1,"124",200,100,"REG-BURST"
0,15000,"1",2,0.1,"STRUCT-BIND"
10,14997,"1",2,0.1,"STRUCT-BIND"
20,15001,"1",2,0.1,"STRUCT-BIND"
30,29914,"1",2,0.1,"STRUCT-BIND"
40,29834,"1",2,0.1,"STRUCT-BIND"
50,57760,"1",2,0.1,"STRUCT-BIND"
60,59212,"1",2,0.1,"STRUCT-BIND"
70,77041,"1",2,0.1,"STRUCT-BIND"
80,117317,"1",2,0.1,"STRUCT-BIND"
90,119294,"1",2,0.1,"STRUCT-BIND"
100,230618,"1",2,0.1,"STRUCT-BIND"
110,231028,"1",2,0.1,"STRUCT-BIND"
120,395835,"1",2,0.1,"STRUCT-BIND"
130,456656,"1",2,0.1,"STRUCT-BIND"
140,560603,"1",2,0.1,"STRUCT-BIND"
150,901365,"1",2,0.1,"STRUCT-BIND"
160,926651,"1",2,0.1,"STRUCT-BIND"
170,1704646,"1",2,0.1,"STRUCT-BIND"
180,1778396,"1",2,0.1,"STRUCT-BIND"
0,11000,"2",10,0.1,"STRUCT-BIND"
10,10998,"2",10,0.1,"STRUCT-BIND"
20,10994,"2",10,0.1,"STRUCT-BIND"
30,21939,"2",10,0.1,"STRUCT-BIND"
40,21893,"2",10,0.1,"STRUCT-BIND"
50,42461,"2",10,0.1,"STRUCT-BIND"
60,43487,"2",10,0.1,"STRUCT-BIND"
70,56332,"2",10,0.1,"STRUCT-BIND"
80,86207,"2",10,0.1,"STRUCT-BIND"
90,87798,"2",10,0.1,"STRUCT-BIND"
100,169780,"2",10,0.1,"STRUCT-BIND"
110,170170,"2",10,0.1,"STRUCT-BIND"
120,291977,"2",10,0.1,"STRUCT-BIND"
130,336773,"2",10,0.1,"STRUCT-BIND"
140,413230,"2",10,0.1,"STRUCT-BIND"
150,665721,"2",10,0.1,"STRUCT-BIND"
160,685038,"2",10,0.1,"STRUCT-BIND"
170,1262020,"2",10,0.1,"STRUCT-BIND"
180,1316249,"2",10,0.1,"STRUCT-BIND"
0,15000,"3",50,0.1,"STRUCT-BIND"
10,14996,"3",50,0.1,"STRUCT-BIND"
20,14995,"3",50,0.1,"STRUCT-BIND"
30,29927,"3",50,0.1,"STRUCT-BIND"
40,29861,"3",50,0.1,"STRUCT-BIND"
50,57751,"3",50,0.1,"STRUCT-BIND"
60,59371,"3",50,0.1,"STRUCT-BIND"
70,77084,"3",50,0.1,"STRUCT-BIND"
80,117902,"3",50,0.1,"STRUCT-BIND"
90,120064,"3",50,0.1,"STRUCT-BIND"
100,232273,"3",50,0.1,"STRUCT-BIND"
110,233077,"3",50,0.1,"STRUCT-BIND"
120,399774,"3",50,0.1,"STRUCT-BIND"
130,461822,"3",50,0.1,"STRUCT-BIND"
140,567105,"3",50,0.1,"STRUCT-BIND"
150,914199,"3",50,0.1,"STRUCT-BIND"
160,941170,"3",50,0.1,"STRUCT-BIND"
170,1733624,"3",50,0.1,"STRUCT-BIND"
180,1811572,"3",50,0.1,"STRUCT-BIND"
0,11000,"4",200,0.1,"STRUCT-BIND"
10,10998,"4",200,0.1,"STRUCT-BIND"
20,11000,"4",200,0.1,"STRUCT-BIND"
30,21961,"4",200,0.1,"STRUCT-BIND"
40,21925,"4",200,0.1,"STRUCT-BIND"
50,42522,"4",200,0.1,"STRUCT-BIND"
60,43637,"4",200,0.1,"STRUCT-BIND"
70,56599,"4",200,0.1,"STRUCT-BIND"
80,86658,"4",200,0.1,"STRUCT-BIND"
90,88342,"4",200,0.1,"STRUCT-BIND"
100,171033,"4",200,0.1,"STRUCT-BIND"
110,171653,"4",200,0.1,"STRUCT-BIND"
120,294842,"4",200,0.1,"STRUCT-BIND"
130,340516,"4",200,0.1,"STRUCT-BIND"
140,418341,"4",200,0.1,"STRUCT-BIND"
150,674750,"4",200,0.1,"STRUCT-BIND"
160,694955,"4",200,0.1,"STRUCT-BIND"
170,1281687,"4",200,0.1,"STRUCT-BIND"
180,1339286,"4",200,0.1,"STRUCT-BIND"
0,10000,"5",2,0.125892541179417,"STRUCT-BIND"
10,9995,"5",2,0.125892541179417,"STRUCT-BIND"
20,9994,"5",2,0.125892541179417,"STRUCT-BIND"
30,19895,"5",2,0.125892541179417,"STRUCT-BIND"
40,19837,"5",2,0.125892541179417,"STRUCT-BIND"
50,38250,"5",2,0.125892541179417,"STRUCT-BIND"
60,39218,"5",2,0.125892541179417,"STRUCT-BIND"
70,50741,"5",2,0.125892541179417,"STRUCT-BIND"
80,77304,"5",2,0.125892541179417,"STRUCT-BIND"
90,78448,"5",2,0.125892541179417,"STRUCT-BIND"
100,151174,"5",2,0.125892541179417,"STRUCT-BIND"
110,151131,"5",2,0.125892541179417,"STRUCT-BIND"
120,257976,"5",2,0.125892541179417,"STRUCT-BIND"
130,297117,"5",2,0.125892541179417,"STRUCT-BIND"
140,363159,"5",2,0.125892541179417,"STRUCT-BIND"
150,583167,"5",2,0.125892541179417,"STRUCT-BIND"
160,597805,"5",2,0.125892541179417,"STRUCT-BIND"
170,1096605,"5",2,0.125892541179417,"STRUCT-BIND"
180,1141064,"5",2,0.125892541179417,"STRUCT-BIND"
0,10000,"6",10,0.125892541179417,"STRUCT-BIND"
10,9999,"6",10,0.125892541179417,"STRUCT-BIND"
20,9993,"6",10,0.125892541179417,"STRUCT-BIND"
30,19924,"6",10,0.125892541179417,"STRUCT-BIND"
40,19860,"6",10,0.125892541179417,"STRUCT-BIND"
50,38382,"6",10,0.125892541179417,"STRUCT-BIND"
60,39315,"6",10,0.125892541179417,"STRUCT-BIND"
70,50807,"6",10,0.125892541179417,"STRUCT-BIND"
80,77616,"6",10,0.125892541179417,"STRUCT-BIND"
90,78764,"6",10,0.125892541179417,"STRUCT-BIND"
100,152098,"6",10,0.125892541179417,"STRUCT-BIND"
110,152114,"6",10,0.125892541179417,"STRUCT-BIND"
120,260233,"6",10,0.125892541179417,"STRUCT-BIND"
130,299529,"6",10,0.125892541179417,"STRUCT-BIND"
140,366746,"6",10,0.125892541179417,"STRUCT-BIND"
150,589180,"6",10,0.125892541179417,"STRUCT-BIND"
160,604447,"6",10,0.125892541179417,"STRUCT-BIND"
170,1109993,"6",10,0.125892541179417,"STRUCT-BIND"
180,1155772,"6",10,0.125892541179417,"STRUCT-BIND"
0,10000,"7",50,0.125892541179417,"STRUCT-BIND"
10,10000,"7",50,0.125892541179417,"STRUCT-BIND"
20,9999,"7",50,0.125892541179417,"STRUCT-BIND"
30,19952,"7",50,0.125892541179417,"STRUCT-BIND"
40,19895,"7",50,0.125892541179417,"STRUCT-BIND"
50,38494,"7",50,0.125892541179417,"STRUCT-BIND"
60,39471,"7",50,0.125892541179417,"STRUCT-BIND"
70,51222,"7",50,0.125892541179417,"STRUCT-BIND"
80,78159,"7",50,0.125892541179417,"STRUCT-BIND"
90,79484,"7",50,0.125892541179417,"STRUCT-BIND"
100,153475,"7",50,0.125892541179417,"STRUCT-BIND"
110,153749,"7",50,0.125892541179417,"STRUCT-BIND"
120,263275,"7",50,0.125892541179417,"STRUCT-BIND"
130,303241,"7",50,0.125892541179417,"STRUCT-BIND"
140,371981,"7",50,0.125892541179417,"STRUCT-BIND"
150,597647,"7",50,0.125892541179417,"STRUCT-BIND"
160,614514,"7",50,0.125892541179417,"STRUCT-BIND"
170,1128994,"7",50,0.125892541179417,"STRUCT-BIND"
180,1177066,"7",50,0.125892541179417,"STRUCT-BIND"
0,10000,"8",200,0.125892541179417,"STRUCT-BIND"
10,9999,"8",200,0.125892541179417,"STRUCT-BIND"
20,9999,"8",200,0.125892541179417,"STRUCT-BIND"
30,19938,"8",200,0.125892541179417,"STRUCT-BIND"
40,19878,"8",200,0.125892541179417,"STRUCT-BIND"
50,38530,"8",200,0.125892541179417,"STRUCT-BIND"
60,39469,"8",200,0.125892541179417,"STRUCT-BIND"
70,51267,"8",200,0.125892541179417,"STRUCT-BIND"
80,78194,"8",200,0.125892541179417,"STRUCT-BIND"
90,79550,"8",200,0.125892541179417,"STRUCT-BIND"
100,153733,"8",200,0.125892541179417,"STRUCT-BIND"
110,154000,"8",200,0.125892541179417,"STRUCT-BIND"
120,263845,"8",200,0.125892541179417,"STRUCT-BIND"
130,304421,"8",200,0.125892541179417,"STRUCT-BIND"
140,373232,"8",200,0.125892541179417,"STRUCT-BIND"
150,601070,"8",200,0.125892541179417,"STRUCT-BIND"
160,617844,"8",200,0.125892541179417,"STRUCT-BIND"
170,1137547,"8",200,0.125892541179417,"STRUCT-BIND"
180,1186254,"8",200,0.125892541179417,"STRUCT-BIND"
0,15000,"9",2,0.158489319246111,"STRUCT-BIND"
10,14995,"9",2,0.158489319246111,"STRUCT-BIND"
20,14994,"9",2,0.158489319246111,"STRUCT-BIND"
30,29813,"9",2,0.158489319246111,"STRUCT-BIND"
40,29651,"9",2,0.158489319246111,"STRUCT-BIND"
50,57142,"9",2,0.158489319246111,"STRUCT-BIND"
60,58297,"9",2,0.158489319246111,"STRUCT-BIND"
70,75217,"9",2,0.158489319246111,"STRUCT-BIND"
80,114155,"9",2,0.158489319246111,"STRUCT-BIND"
90,115574,"9",2,0.158489319246111,"STRUCT-BIND"
100,221539,"9",2,0.158489319246111,"STRUCT-BIND"
110,220618,"9",2,0.158489319246111,"STRUCT-BIND"
120,374819,"9",2,0.158489319246111,"STRUCT-BIND"
130,429995,"9",2,0.158489319246111,"STRUCT-BIND"
140,523815,"9",2,0.158489319246111,"STRUCT-BIND"
150,837033,"9",2,0.158489319246111,"STRUCT-BIND"
160,855122,"9",2,0.158489319246111,"STRUCT-BIND"
170,1559573,"9",2,0.158489319246111,"STRUCT-BIND"
180,1616909,"9",2,0.158489319246111,"STRUCT-BIND"
0,15000,"10",10,0.158489319246111,"STRUCT-BIND"
10,14996,"10",10,0.158489319246111,"STRUCT-BIND"
20,14987,"10",10,0.158489319246111,"STRUCT-BIND"
30,29830,"10",10,0.158489319246111,"STRUCT-BIND"
40,29676,"10",10,0.158489319246111,"STRUCT-BIND"
50,57283,"10",10,0.158489319246111,"STRUCT-BIND"
60,58415,"10",10,0.158489319246111,"STRUCT-BIND"
70,75480,"10",10,0.158489319246111,"STRUCT-BIND"
80,114721,"10",10,0.158489319246111,"STRUCT-BIND"
90,116120,"10",10,0.158489319246111,"STRUCT-BIND"
100,223365,"10",10,0.158489319246111,"STRUCT-BIND"
110,222599,"10",10,0.158489319246111,"STRUCT-BIND"
120,379686,"10",10,0.158489319246111,"STRUCT-BIND"
130,435139,"10",10,0.158489319246111,"STRUCT-BIND"
140,530283,"10",10,0.158489319246111,"STRUCT-BIND"
150,849440,"10",10,0.158489319246111,"STRUCT-BIND"
160,868128,"10",10,0.158489319246111,"STRUCT-BIND"
170,1589229,"10",10,0.158489319246111,"STRUCT-BIND"
180,1647852,"10",10,0.158489319246111,"STRUCT-BIND"
0,10000,"11",50,0.158489319246111,"STRUCT-BIND"
10,9995,"11",50,0.158489319246111,"STRUCT-BIND"
20,9991,"11",50,0.158489319246111,"STRUCT-BIND"
30,19916,"11",50,0.158489319246111,"STRUCT-BIND"
40,19821,"11",50,0.158489319246111,"STRUCT-BIND"
50,38301,"11",50,0.158489319246111,"STRUCT-BIND"
60,39171,"11",50,0.158489319246111,"STRUCT-BIND"
70,50695,"11",50,0.158489319246111,"STRUCT-BIND"
80,77154,"11",50,0.158489319246111,"STRUCT-BIND"
90,78217,"11",50,0.158489319246111,"STRUCT-BIND"
100,150569,"11",50,0.158489319246111,"STRUCT-BIND"
110,150394,"11",50,0.158489319246111,"STRUCT-BIND"
120,256625,"11",50,0.158489319246111,"STRUCT-BIND"
130,294921,"11",50,0.158489319246111,"STRUCT-BIND"
140,361007,"11",50,0.158489319246111,"STRUCT-BIND"
150,577701,"11",50,0.158489319246111,"STRUCT-BIND"
160,591720,"11",50,0.158489319246111,"STRUCT-BIND"
170,1084730,"11",50,0.158489319246111,"STRUCT-BIND"
180,1127303,"11",50,0.158489319246111,"STRUCT-BIND"
0,10000,"12",200,0.158489319246111,"STRUCT-BIND"
10,9994,"12",200,0.158489319246111,"STRUCT-BIND"
20,9982,"12",200,0.158489319246111,"STRUCT-BIND"
30,19878,"12",200,0.158489319246111,"STRUCT-BIND"
40,19797,"12",200,0.158489319246111,"STRUCT-BIND"
50,38251,"12",200,0.158489319246111,"STRUCT-BIND"
60,39138,"12",200,0.158489319246111,"STRUCT-BIND"
70,50812,"12",200,0.158489319246111,"STRUCT-BIND"
80,77213,"12",200,0.158489319246111,"STRUCT-BIND"
90,78355,"12",200,0.158489319246111,"STRUCT-BIND"
100,151043,"12",200,0.158489319246111,"STRUCT-BIND"
110,150967,"12",200,0.158489319246111,"STRUCT-BIND"
120,257954,"12",200,0.158489319246111,"STRUCT-BIND"
130,296702,"12",200,0.158489319246111,"STRUCT-BIND"
140,363654,"12",200,0.158489319246111,"STRUCT-BIND"
150,582605,"12",200,0.158489319246111,"STRUCT-BIND"
160,597825,"12",200,0.158489319246111,"STRUCT-BIND"
170,1096181,"12",200,0.158489319246111,"STRUCT-BIND"
180,1140903,"12",200,0.158489319246111,"STRUCT-BIND"
0,15000,"13",2,0.199526231496888,"STRUCT-BIND"
10,14994,"13",2,0.199526231496888,"STRUCT-BIND"
20,14979,"13",2,0.199526231496888,"STRUCT-BIND"
30,29784,"13",2,0.199526231496888,"STRUCT-BIND"
40,29566,"13",2,0.199526231496888,"STRUCT-BIND"
50,56691,"13",2,0.199526231496888,"STRUCT-BIND"
60,57677,"13",2,0.199526231496888,"STRUCT-BIND"
70,74054,"13",2,0.199526231496888,"STRUCT-BIND"
80,111874,"13",2,0.199526231496888,"STRUCT-BIND"
90,112531,"13",2,0.199526231496888,"STRUCT-BIND"
100,214712,"13",2,0.199526231496888,"STRUCT-BIND"
110,212568,"13",2,0.199526231496888,"STRUCT-BIND"
120,358911,"13",2,0.199526231496888,"STRUCT-BIND"
130,408927,"13",2,0.199526231496888,"STRUCT-BIND"
140,494930,"13",2,0.199526231496888,"STRUCT-BIND"
150,785741,"13",2,0.199526231496888,"STRUCT-BIND"
160,797286,"13",2,0.199526231496888,"STRUCT-BIND"
170,1445645,"13",2,0.199526231496888,"STRUCT-BIND"
180,1487996,"13",2,0.199526231496888,"STRUCT-BIND"
0,15000,"14",10,0.199526231496888,"STRUCT-BIND"
10,14997,"14",10,0.199526231496888,"STRUCT-BIND"
20,14972,"14",10,0.199526231496888,"STRUCT-BIND"
30,29770,"14",10,0.199526231496888,"STRUCT-BIND"
40,29550,"14",10,0.199526231496888,"STRUCT-BIND"
50,56779,"14",10,0.199526231496888,"STRUCT-BIND"
60,57805,"14",10,0.199526231496888,"STRUCT-BIND"
70,74439,"14",10,0.199526231496888,"STRUCT-BIND"
80,112466,"14",10,0.199526231496888,"STRUCT-BIND"
90,113483,"14",10,0.199526231496888,"STRUCT-BIND"
100,216574,"14",10,0.199526231496888,"STRUCT-BIND"
110,214810,"14",10,0.199526231496888,"STRUCT-BIND"
120,363460,"14",10,0.199526231496888,"STRUCT-BIND"
130,415261,"14",10,0.199526231496888,"STRUCT-BIND"
140,504477,"14",10,0.199526231496888,"STRUCT-BIND"
150,801608,"14",10,0.199526231496888,"STRUCT-BIND"
160,815560,"14",10,0.199526231496888,"STRUCT-BIND"
170,1481333,"14",10,0.199526231496888,"STRUCT-BIND"
180,1529852,"14",10,0.199526231496888,"STRUCT-BIND"
0,15000,"15",50,0.199526231496888,"STRUCT-BIND"
10,14990,"15",50,0.199526231496888,"STRUCT-BIND"
20,14969,"15",50,0.199526231496888,"STRUCT-BIND"
30,29782,"15",50,0.199526231496888,"STRUCT-BIND"
40,29602,"15",50,0.199526231496888,"STRUCT-BIND"
50,57040,"15",50,0.199526231496888,"STRUCT-BIND"
60,58147,"15",50,0.199526231496888,"STRUCT-BIND"
70,74759,"15",50,0.199526231496888,"STRUCT-BIND"
80,113525,"15",50,0.199526231496888,"STRUCT-BIND"
90,114637,"15",50,0.199526231496888,"STRUCT-BIND"
100,219648,"15",50,0.199526231496888,"STRUCT-BIND"
110,218495,"15",50,0.199526231496888,"STRUCT-BIND"
120,371044,"15",50,0.199526231496888,"STRUCT-BIND"
130,424556,"15",50,0.199526231496888,"STRUCT-BIND"
140,516246,"15",50,0.199526231496888,"STRUCT-BIND"
150,824278,"15",50,0.199526231496888,"STRUCT-BIND"
160,840788,"15",50,0.199526231496888,"STRUCT-BIND"
170,1533126,"15",50,0.199526231496888,"STRUCT-BIND"
180,1586964,"15",50,0.199526231496888,"STRUCT-BIND"
0,15000,"16",200,0.199526231496888,"STRUCT-BIND"
10,14991,"16",200,0.199526231496888,"STRUCT-BIND"
20,14989,"16",200,0.199526231496888,"STRUCT-BIND"
30,29831,"16",200,0.199526231496888,"STRUCT-BIND"
40,29662,"16",200,0.199526231496888,"STRUCT-BIND"
50,57133,"16",200,0.199526231496888,"STRUCT-BIND"
60,58383,"16",200,0.199526231496888,"STRUCT-BIND"
70,75326,"16",200,0.199526231496888,"STRUCT-BIND"
80,114485,"16",200,0.199526231496888,"STRUCT-BIND"
90,115832,"16",200,0.199526231496888,"STRUCT-BIND"
100,222386,"16",200,0.199526231496888,"STRUCT-BIND"
110,221588,"16",200,0.199526231496888,"STRUCT-BIND"
120,376880,"16",200,0.199526231496888,"STRUCT-BIND"
130,432116,"16",200,0.199526231496888,"STRUCT-BIND"
140,526647,"16",200,0.199526231496888,"STRUCT-BIND"
150,841811,"16",200,0.199526231496888,"STRUCT-BIND"
160,860124,"16",200,0.199526231496888,"STRUCT-BIND"
170,1571119,"16",200,0.199526231496888,"STRUCT-BIND"
180,1629665,"16",200,0.199526231496888,"STRUCT-BIND"
0,20000,"17",2,0.251188643150958,"STRUCT-BIND"
10,19989,"17",2,0.251188643150958,"STRUCT-BIND"
20,19931,"17",2,0.251188643150958,"STRUCT-BIND"
30,39493,"17",2,0.251188643150958,"STRUCT-BIND"
40,38985,"17",2,0.251188643150958,"STRUCT-BIND"
50,74488,"17",2,0.251188643150958,"STRUCT-BIND"
60,75178,"17",2,0.251188643150958,"STRUCT-BIND"
70,95759,"17",2,0.251188643150958,"STRUCT-BIND"
80,143391,"17",2,0.251188643150958,"STRUCT-BIND"
90,143107,"17",2,0.251188643150958,"STRUCT-BIND"
100,270340,"17",2,0.251188643150958,"STRUCT-BIND"
110,265041,"17",2,0.251188643150958,"STRUCT-BIND"
120,443552,"17",2,0.251188643150958,"STRUCT-BIND"
130,500459,"17",2,0.251188643150958,"STRUCT-BIND"
140,600221,"17",2,0.251188643150958,"STRUCT-BIND"
150,942733,"17",2,0.251188643150958,"STRUCT-BIND"
160,948256,"17",2,0.251188643150958,"STRUCT-BIND"
170,1700941,"17",2,0.251188643150958,"STRUCT-BIND"
180,1733743,"17",2,0.251188643150958,"STRUCT-BIND"
0,15000,"18",10,0.251188643150958,"STRUCT-BIND"
10,14989,"18",10,0.251188643150958,"STRUCT-BIND"
20,14958,"18",10,0.251188643150958,"STRUCT-BIND"
30,29673,"18",10,0.251188643150958,"STRUCT-BIND"
40,29351,"18",10,0.251188643150958,"STRUCT-BIND"
50,56045,"18",10,0.251188643150958,"STRUCT-BIND"
60,56784,"18",10,0.251188643150958,"STRUCT-BIND"
70,72277,"18",10,0.251188643150958,"STRUCT-BIND"
80,108991,"18",10,0.251188643150958,"STRUCT-BIND"
90,109027,"18",10,0.251188643150958,"STRUCT-BIND"
100,206791,"18",10,0.251188643150958,"STRUCT-BIND"
110,203553,"18",10,0.251188643150958,"STRUCT-BIND"
120,341393,"18",10,0.251188643150958,"STRUCT-BIND"
130,387145,"18",10,0.251188643150958,"STRUCT-BIND"
140,464946,"18",10,0.251188643150958,"STRUCT-BIND"
150,734755,"18",10,0.251188643150958,"STRUCT-BIND"
160,740985,"18",10,0.251188643150958,"STRUCT-BIND"
170,1335484,"18",10,0.251188643150958,"STRUCT-BIND"
180,1366998,"18",10,0.251188643150958,"STRUCT-BIND"
0,15000,"19",50,0.251188643150958,"STRUCT-BIND"
10,14993,"19",50,0.251188643150958,"STRUCT-BIND"
20,14958,"19",50,0.251188643150958,"STRUCT-BIND"
30,29659,"19",50,0.251188643150958,"STRUCT-BIND"
40,29358,"19",50,0.251188643150958,"STRUCT-BIND"
50,56246,"19",50,0.251188643150958,"STRUCT-BIND"
60,57023,"19",50,0.251188643150958,"STRUCT-BIND"
70,72948,"19",50,0.251188643150958,"STRUCT-BIND"
80,109939,"19",50,0.251188643150958,"STRUCT-BIND"
90,110516,"19",50,0.251188643150958,"STRUCT-BIND"
100,210016,"19",50,0.251188643150958,"STRUCT-BIND"
110,207660,"19",50,0.251188643150958,"STRUCT-BIND"
120,350092,"19",50,0.251188643150958,"STRUCT-BIND"
130,398025,"19",50,0.251188643150958,"STRUCT-BIND"
140,480899,"19",50,0.251188643150958,"STRUCT-BIND"
150,762184,"19",50,0.251188643150958,"STRUCT-BIND"
160,772633,"19",50,0.251188643150958,"STRUCT-BIND"
170,1397616,"19",50,0.251188643150958,"STRUCT-BIND"
180,1436637,"19",50,0.251188643150958,"STRUCT-BIND"
0,15000,"20",200,0.251188643150958,"STRUCT-BIND"
10,14991,"20",200,0.251188643150958,"STRUCT-BIND"
20,14956,"20",200,0.251188643150958,"STRUCT-BIND"
30,29702,"20",200,0.251188643150958,"STRUCT-BIND"
40,29435,"20",200,0.251188643150958,"STRUCT-BIND"
50,56450,"20",200,0.251188643150958,"STRUCT-BIND"
60,57472,"20",200,0.251188643150958,"STRUCT-BIND"
70,73493,"20",200,0.251188643150958,"STRUCT-BIND"
80,111531,"20",200,0.251188643150958,"STRUCT-BIND"
90,112170,"20",200,0.251188643150958,"STRUCT-BIND"
100,214177,"20",200,0.251188643150958,"STRUCT-BIND"
110,212239,"20",200,0.251188643150958,"STRUCT-BIND"
120,358431,"20",200,0.251188643150958,"STRUCT-BIND"
130,409164,"20",200,0.251188643150958,"STRUCT-BIND"
140,494530,"20",200,0.251188643150958,"STRUCT-BIND"
150,787676,"20",200,0.251188643150958,"STRUCT-BIND"
160,799933,"20",200,0.251188643150958,"STRUCT-BIND"
170,1452930,"20",200,0.251188643150958,"STRUCT-BIND"
180,1498265,"20",200,0.251188643150958,"STRUCT-BIND"
0,25000,"21",2,0.316227766016838,"STRUCT-BIND"
10,24971,"21",2,0.316227766016838,"STRUCT-BIND"
20,24862,"21",2,0.316227766016838,"STRUCT-BIND"
30,49037,"21",2,0.316227766016838,"STRUCT-BIND"
40,48090,"21",2,0.316227766016838,"STRUCT-BIND"
50,90990,"21",2,0.316227766016838,"STRUCT-BIND"
60,90937,"21",2,0.316227766016838,"STRUCT-BIND"
70,114488,"21",2,0.316227766016838,"STRUCT-BIND"
80,169524,"21",2,0.316227766016838,"STRUCT-BIND"
90,166879,"21",2,0.316227766016838,"STRUCT-BIND"
100,310832,"21",2,0.316227766016838,"STRUCT-BIND"
110,300935,"21",2,0.316227766016838,"STRUCT-BIND"
120,496060,"21",2,0.316227766016838,"STRUCT-BIND"
130,551674,"21",2,0.316227766016838,"STRUCT-BIND"
140,652211,"21",2,0.316227766016838,"STRUCT-BIND"
150,1008566,"21",2,0.316227766016838,"STRUCT-BIND"
160,999198,"21",2,0.316227766016838,"STRUCT-BIND"
170,1764900,"21",2,0.316227766016838,"STRUCT-BIND"
180,1772977,"21",2,0.316227766016838,"STRUCT-BIND"
0,20000,"22",10,0.316227766016838,"STRUCT-BIND"
10,19988,"22",10,0.316227766016838,"STRUCT-BIND"
20,19919,"22",10,0.316227766016838,"STRUCT-BIND"
30,39345,"22",10,0.316227766016838,"STRUCT-BIND"
40,38658,"22",10,0.316227766016838,"STRUCT-BIND"
50,73297,"22",10,0.316227766016838,"STRUCT-BIND"
60,73541,"22",10,0.316227766016838,"STRUCT-BIND"
70,92986,"22",10,0.316227766016838,"STRUCT-BIND"
80,138223,"22",10,0.316227766016838,"STRUCT-BIND"
90,136821,"22",10,0.316227766016838,"STRUCT-BIND"
100,256169,"22",10,0.316227766016838,"STRUCT-BIND"
110,249140,"22",10,0.316227766016838,"STRUCT-BIND"
120,413022,"22",10,0.316227766016838,"STRUCT-BIND"
130,462254,"22",10,0.316227766016838,"STRUCT-BIND"
140,549088,"22",10,0.316227766016838,"STRUCT-BIND"
150,856281,"22",10,0.316227766016838,"STRUCT-BIND"
160,853076,"22",10,0.316227766016838,"STRUCT-BIND"
170,1516994,"22",10,0.316227766016838,"STRUCT-BIND"
180,1532877,"22",10,0.316227766016838,"STRUCT-BIND"
0,20000,"23",50,0.316227766016838,"STRUCT-BIND"
10,19983,"23",50,0.316227766016838,"STRUCT-BIND"
20,19895,"23",50,0.316227766016838,"STRUCT-BIND"
30,39386,"23",50,0.316227766016838,"STRUCT-BIND"
40,38861,"23",50,0.316227766016838,"STRUCT-BIND"
50,74186,"23",50,0.316227766016838,"STRUCT-BIND"
60,74516,"23",50,0.316227766016838,"STRUCT-BIND"
70,94951,"23",50,0.316227766016838,"STRUCT-BIND"
80,141353,"23",50,0.316227766016838,"STRUCT-BIND"
90,140608,"23",50,0.316227766016838,"STRUCT-BIND"
100,264944,"23",50,0.316227766016838,"STRUCT-BIND"
110,259109,"23",50,0.316227766016838,"STRUCT-BIND"
120,434125,"23",50,0.316227766016838,"STRUCT-BIND"
130,487433,"23",50,0.316227766016838,"STRUCT-BIND"
140,584859,"23",50,0.316227766016838,"STRUCT-BIND"
150,914927,"23",50,0.316227766016838,"STRUCT-BIND"
160,917964,"23",50,0.316227766016838,"STRUCT-BIND"
170,1646274,"23",50,0.316227766016838,"STRUCT-BIND"
180,1674638,"23",50,0.316227766016838,"STRUCT-BIND"
0,20000,"24",200,0.316227766016838,"STRUCT-BIND"
10,19984,"24",200,0.316227766016838,"STRUCT-BIND"
20,19909,"24",200,0.316227766016838,"STRUCT-BIND"
30,39410,"24",200,0.316227766016838,"STRUCT-BIND"
40,38939,"24",200,0.316227766016838,"STRUCT-BIND"
50,74248,"24",200,0.316227766016838,"STRUCT-BIND"
60,75060,"24",200,0.316227766016838,"STRUCT-BIND"
70,95340,"24",200,0.316227766016838,"STRUCT-BIND"
80,143178,"24",200,0.316227766016838,"STRUCT-BIND"
90,142838,"24",200,0.316227766016838,"STRUCT-BIND"
100,270467,"24",200,0.316227766016838,"STRUCT-BIND"
110,265735,"24",200,0.316227766016838,"STRUCT-BIND"
