"sample.time","num.cells","parameter.index","kappa","MIC.fraction","drug.outsideConcentration.MULT","cell.type"
30,102272,"71",1,0.349697,2.51188643150958,"WT"
40,63343,"71",1,0.349697,2.51188643150958,"WT"
50,67490,"71",1,0.349697,2.51188643150958,"WT"
60,34539,"71",1,0.349697,2.51188643150958,"WT"
0,100000,"72",2,0.3185616,2.51188643150958,"WT"
10,95700,"72",2,0.3185616,2.51188643150958,"WT"
20,76588,"72",2,0.3185616,2.51188643150958,"WT"
30,95243,"72",2,0.3185616,2.51188643150958,"WT"
40,49604,"72",2,0.3185616,2.51188643150958,"WT"
50,41095,"72",2,0.3185616,2.51188643150958,"WT"
60,16054,"72",2,0.3185616,2.51188643150958,"WT"
0,100000,"73",5,0.3003958,2.51188643150958,"WT"
10,99201,"73",5,0.3003958,2.51188643150958,"WT"
20,78727,"73",5,0.3003958,2.51188643150958,"WT"
30,66307,"73",5,0.3003958,2.51188643150958,"WT"
40,19132,"73",5,0.3003958,2.51188643150958,"WT"
50,6998,"73",5,0.3003958,2.51188643150958,"WT"
60,1334,"73",5,0.3003958,2.51188643150958,"WT"
0,100000,"74",10,0.2956701,2.51188643150958,"WT"
10,99938,"74",10,0.2956701,2.51188643150958,"WT"
20,76030,"74",10,0.2956701,2.51188643150958,"WT"
30,35069,"74",10,0.2956701,2.51188643150958,"WT"
40,7303,"74",10,0.2956701,2.51188643150958,"WT"
50,1449,"74",10,0.2956701,2.51188643150958,"WT"
60,222,"74",10,0.2956701,2.51188643150958,"WT"
0,100000,"75",20,0.28002,2.51188643150958,"WT"
10,99999,"75",20,0.28002,2.51188643150958,"WT"
20,56275,"75",20,0.28002,2.51188643150958,"WT"
30,17299,"75",20,0.28002,2.51188643150958,"WT"
40,3636,"75",20,0.28002,2.51188643150958,"WT"
50,635,"75",20,0.28002,2.51188643150958,"WT"
60,90,"75",20,0.28002,2.51188643150958,"WT"
0,100000,"76",1,0.349697,3.16227766016838,"WT"
10,90724,"76",1,0.349697,3.16227766016838,"WT"
20,67737,"76",1,0.349697,3.16227766016838,"WT"
30,80882,"76",1,0.349697,3.16227766016838,"WT"
40,41053,"76",1,0.349697,3.16227766016838,"WT"
50,32004,"76",1,0.349697,3.16227766016838,"WT"
60,11706,"76",1,0.349697,3.16227766016838,"WT"
0,100000,"77",2,0.3185616,3.16227766016838,"WT"
10,93389,"77",2,0.3185616,3.16227766016838,"WT"
20,65854,"77",2,0.3185616,3.16227766016838,"WT"
30,64698,"77",2,0.3185616,3.16227766016838,"WT"
40,25324,"77",2,0.3185616,3.16227766016838,"WT"
50,14042,"77",2,0.3185616,3.16227766016838,"WT"
60,3764,"77",2,0.3185616,3.16227766016838,"WT"
0,100000,"78",5,0.3003958,3.16227766016838,"WT"
10,97552,"78",5,0.3003958,3.16227766016838,"WT"
20,56422,"78",5,0.3003958,3.16227766016838,"WT"
30,28697,"78",5,0.3003958,3.16227766016838,"WT"
40,6575,"78",5,0.3003958,3.16227766016838,"WT"
50,1639,"78",5,0.3003958,3.16227766016838,"WT"
60,220,"78",5,0.3003958,3.16227766016838,"WT"
0,100000,"79",10,0.2956701,3.16227766016838,"WT"
10,99396,"79",10,0.2956701,3.16227766016838,"WT"
20,40392,"79",10,0.2956701,3.16227766016838,"WT"
30,12901,"79",10,0.2956701,3.16227766016838,"WT"
40,2708,"79",10,0.2956701,3.16227766016838,"WT"
50,477,"79",10,0.2956701,3.16227766016838,"WT"
60,63,"79",10,0.2956701,3.16227766016838,"WT"
0,100000,"80",20,0.28002,3.16227766016838,"WT"
10,99830,"80",20,0.28002,3.16227766016838,"WT"
20,25773,"80",20,0.28002,3.16227766016838,"WT"
30,7846,"80",20,0.28002,3.16227766016838,"WT"
40,1574,"80",20,0.28002,3.16227766016838,"WT"
50,264,"80",20,0.28002,3.16227766016838,"WT"
60,44,"80",20,0.28002,3.16227766016838,"WT"
0,100000,"81",1,0.349697,3.98107170553497,"WT"
10,88122,"81",1,0.349697,3.98107170553497,"WT"
20,58746,"81",1,0.349697,3.98107170553497,"WT"
30,56086,"81",1,0.349697,3.98107170553497,"WT"
40,20612,"81",1,0.349697,3.98107170553497,"WT"
50,9126,"81",1,0.349697,3.98107170553497,"WT"
60,1758,"81",1,0.349697,3.98107170553497,"WT"
0,100000,"82",2,0.3185616,3.98107170553497,"WT"
10,89810,"82",2,0.3185616,3.98107170553497,"WT"
20,52509,"82",2,0.3185616,3.98107170553497,"WT"
30,37946,"82",2,0.3185616,3.98107170553497,"WT"
40,10458,"82",2,0.3185616,3.98107170553497,"WT"
50,3379,"82",2,0.3185616,3.98107170553497,"WT"
60,592,"82",2,0.3185616,3.98107170553497,"WT"
0,100000,"83",5,0.3003958,3.98107170553497,"WT"
10,93110,"83",5,0.3003958,3.98107170553497,"WT"
20,33852,"83",5,0.3003958,3.98107170553497,"WT"
30,12309,"83",5,0.3003958,3.98107170553497,"WT"
40,2574,"83",5,0.3003958,3.98107170553497,"WT"
50,462,"83",5,0.3003958,3.98107170553497,"WT"
60,67,"83",5,0.3003958,3.98107170553497,"WT"
0,100000,"84",10,0.2956701,3.98107170553497,"WT"
10,94787,"84",10,0.2956701,3.98107170553497,"WT"
20,20536,"84",10,0.2956701,3.98107170553497,"WT"
30,6361,"84",10,0.2956701,3.98107170553497,"WT"
40,1350,"84",10,0.2956701,3.98107170553497,"WT"
50,240,"84",10,0.2956701,3.98107170553497,"WT"
60,28,"84",10,0.2956701,3.98107170553497,"WT"
0,100000,"85",20,0.28002,3.98107170553497,"WT"
10,90828,"85",20,0.28002,3.98107170553497,"WT"
20,13972,"85",20,0.28002,3.98107170553497,"WT"
30,4286,"85",20,0.28002,3.98107170553497,"WT"
40,909,"85",20,0.28002,3.98107170553497,"WT"
50,155,"85",20,0.28002,3.98107170553497,"WT"
60,14,"85",20,0.28002,3.98107170553497,"WT"
0,100000,"86",1,0.349697,5.01187233627272,"WT"
10,84621,"86",1,0.349697,5.01187233627272,"WT"
20,47382,"86",1,0.349697,5.01187233627272,"WT"
30,30798,"86",1,0.349697,5.01187233627272,"WT"
40,6697,"86",1,0.349697,5.01187233627272,"WT"
50,1567,"86",1,0.349697,5.01187233627272,"WT"
60,244,"86",1,0.349697,5.01187233627272,"WT"
0,100000,"87",2,0.3185616,5.01187233627272,"WT"
10,84553,"87",2,0.3185616,5.01187233627272,"WT"
20,38059,"87",2,0.3185616,5.01187233627272,"WT"
30,18414,"87",2,0.3185616,5.01187233627272,"WT"
40,3804,"87",2,0.3185616,5.01187233627272,"WT"
50,852,"87",2,0.3185616,5.01187233627272,"WT"
60,109,"87",2,0.3185616,5.01187233627272,"WT"
0,100000,"88",5,0.3003958,5.01187233627272,"WT"
10,83008,"88",5,0.3003958,5.01187233627272,"WT"
20,19539,"88",5,0.3003958,5.01187233627272,"WT"
30,6184,"88",5,0.3003958,5.01187233627272,"WT"
40,1231,"88",5,0.3003958,5.01187233627272,"WT"
50,191,"88",5,0.3003958,5.01187233627272,"WT"
60,32,"88",5,0.3003958,5.01187233627272,"WT"
0,100000,"89",10,0.2956701,5.01187233627272,"WT"
10,76718,"89",10,0.2956701,5.01187233627272,"WT"
20,12075,"89",10,0.2956701,5.01187233627272,"WT"
30,3717,"89",10,0.2956701,5.01187233627272,"WT"
40,784,"89",10,0.2956701,5.01187233627272,"WT"
50,134,"89",10,0.2956701,5.01187233627272,"WT"
60,21,"89",10,0.2956701,5.01187233627272,"WT"
0,100000,"90",20,0.28002,5.01187233627272,"WT"
10,62048,"90",20,0.28002,5.01187233627272,"WT"
20,9090,"90",20,0.28002,5.01187233627272,"WT"
30,2659,"90",20,0.28002,5.01187233627272,"WT"
40,555,"90",20,0.28002,5.01187233627272,"WT"
50,91,"90",20,0.28002,5.01187233627272,"WT"
60,8,"90",20,0.28002,5.01187233627272,"WT"
0,100000,"91",1,0.349697,6.30957344480193,"WT"
10,79999,"91",1,0.349697,6.30957344480193,"WT"
20,33554,"91",1,0.349697,6.30957344480193,"WT"
30,11706,"91",1,0.349697,6.30957344480193,"WT"
40,2395,"91",1,0.349697,6.30957344480193,"WT"
50,435,"91",1,0.349697,6.30957344480193,"WT"
60,72,"91",1,0.349697,6.30957344480193,"WT"
0,100000,"92",2,0.3185616,6.30957344480193,"WT"
10,77535,"92",2,0.3185616,6.30957344480193,"WT"
20,24471,"92",2,0.3185616,6.30957344480193,"WT"
30,7696,"92",2,0.3185616,6.30957344480193,"WT"
40,1577,"92",2,0.3185616,6.30957344480193,"WT"
50,264,"92",2,0.3185616,6.30957344480193,"WT"
60,36,"92",2,0.3185616,6.30957344480193,"WT"
0,100000,"93",5,0.3003958,6.30957344480193,"WT"
10,67565,"93",5,0.3003958,6.30957344480193,"WT"
20,12126,"93",5,0.3003958,6.30957344480193,"WT"
30,3570,"93",5,0.3003958,6.30957344480193,"WT"
40,735,"93",5,0.3003958,6.30957344480193,"WT"
50,123,"93",5,0.3003958,6.30957344480193,"WT"
60,19,"93",5,0.3003958,6.30957344480193,"WT"
0,100000,"94",10,0.2956701,6.30957344480193,"WT"
10,54820,"94",10,0.2956701,6.30957344480193,"WT"
20,8386,"94",10,0.2956701,6.30957344480193,"WT"
30,2386,"94",10,0.2956701,6.30957344480193,"WT"
40,500,"94",10,0.2956701,6.30957344480193,"WT"
50,102,"94",10,0.2956701,6.30957344480193,"WT"
60,20,"94",10,0.2956701,6.30957344480193,"WT"
0,100000,"95",20,0.28002,6.30957344480193,"WT"
10,44961,"95",20,0.28002,6.30957344480193,"WT"
20,7211,"95",20,0.28002,6.30957344480193,"WT"
30,1917,"95",20,0.28002,6.30957344480193,"WT"
40,381,"95",20,0.28002,6.30957344480193,"WT"
50,56,"95",20,0.28002,6.30957344480193,"WT"
60,8,"95",20,0.28002,6.30957344480193,"WT"
0,100000,"96",1,0.349697,7.94328234724282,"WT"
10,73298,"96",1,0.349697,7.94328234724282,"WT"
20,19377,"96",1,0.349697,7.94328234724282,"WT"
30,5701,"96",1,0.349697,7.94328234724282,"WT"
40,1220,"96",1,0.349697,7.94328234724282,"WT"
50,203,"96",1,0.349697,7.94328234724282,"WT"
60,31,"96",1,0.349697,7.94328234724282,"WT"
0,100000,"97",2,0.3185616,7.94328234724282,"WT"
10,68018,"97",2,0.3185616,7.94328234724282,"WT"
20,14785,"97",2,0.3185616,7.94328234724282,"WT"
30,4275,"97",2,0.3185616,7.94328234724282,"WT"
40,913,"97",2,0.3185616,7.94328234724282,"WT"
50,166,"97",2,0.3185616,7.94328234724282,"WT"
60,29,"97",2,0.3185616,7.94328234724282,"WT"
0,100000,"98",5,0.3003958,7.94328234724282,"WT"
10,52350,"98",5,0.3003958,7.94328234724282,"WT"
20,8866,"98",5,0.3003958,7.94328234724282,"WT"
30,2339,"98",5,0.3003958,7.94328234724282,"WT"
40,479,"98",5,0.3003958,7.94328234724282,"WT"
50,82,"98",5,0.3003958,7.94328234724282,"WT"
60,12,"98",5,0.3003958,7.94328234724282,"WT"
0,100000,"99",10,0.2956701,7.94328234724282,"WT"
10,41167,"99",10,0.2956701,7.94328234724282,"WT"
20,6962,"99",10,0.2956701,7.94328234724282,"WT"
30,1660,"99",10,0.2956701,7.94328234724282,"WT"
40,366,"99",10,0.2956701,7.94328234724282,"WT"
50,78,"99",10,0.2956701,7.94328234724282,"WT"
60,12,"99",10,0.2956701,7.94328234724282,"WT"
0,100000,"100",20,0.28002,7.94328234724282,"WT"
10,35788,"100",20,0.28002,7.94328234724282,"WT"
20,6775,"100",20,0.28002,7.94328234724282,"WT"
30,1451,"100",20,0.28002,7.94328234724282,"WT"
40,311,"100",20,0.28002,7.94328234724282,"WT"
50,53,"100",20,0.28002,7.94328234724282,"WT"
60,5,"100",20,0.28002,7.94328234724282,"WT"
0,100000,"101",1,0.349697,10,"WT"
10,64992,"101",1,0.349697,10,"WT"
20,11847,"101",1,0.349697,10,"WT"
30,3328,"101",1,0.349697,10,"WT"
40,753,"101",1,0.349697,10,"WT"
50,115,"101",1,0.349697,10,"WT"
60,12,"101",1,0.349697,10,"WT"
0,100000,"102",2,0.3185616,10,"WT"
10,57199,"102",2,0.3185616,10,"WT"
20,9851,"102",2,0.3185616,10,"WT"
30,2581,"102",2,0.3185616,10,"WT"
40,558,"102",2,0.3185616,10,"WT"
50,95,"102",2,0.3185616,10,"WT"
60,12,"102",2,0.3185616,10,"WT"
0,100000,"103",5,0.3003958,10,"WT"
10,40918,"103",5,0.3003958,10,"WT"
20,7294,"103",5,0.3003958,10,"WT"
30,1738,"103",5,0.3003958,10,"WT"
40,360,"103",5,0.3003958,10,"WT"
50,67,"103",5,0.3003958,10,"WT"
60,11,"103",5,0.3003958,10,"WT"
0,100000,"104",10,0.2956701,10,"WT"
10,33415,"104",10,0.2956701,10,"WT"
20,6486,"104",10,0.2956701,10,"WT"
30,1338,"104",10,0.2956701,10,"WT"
40,306,"104",10,0.2956701,10,"WT"
50,52,"104",10,0.2956701,10,"WT"
60,3,"104",10,0.2956701,10,"WT"
0,100000,"105",20,0.28002,10,"WT"
10,30319,"105",20,0.28002,10,"WT"
20,6341,"105",20,0.28002,10,"WT"
30,1234,"105",20,0.28002,10,"WT"
40,250,"105",20,0.28002,10,"WT"
50,37,"105",20,0.28002,10,"WT"
60,4,"105",20,0.28002,10,"WT"
0,100000,"106",1,0.349697,12.5892541179417,"WT"
10,52455,"106",1,0.349697,12.5892541179417,"WT"
20,8438,"106",1,0.349697,12.5892541179417,"WT"
30,2273,"106",1,0.349697,12.5892541179417,"WT"
40,475,"106",1,0.349697,12.5892541179417,"WT"
50,89,"106",1,0.349697,12.5892541179417,"WT"
60,14,"106",1,0.349697,12.5892541179417,"WT"
0,100000,"107",2,0.3185616,12.5892541179417,"WT"
10,45304,"107",2,0.3185616,12.5892541179417,"WT"
20,7463,"107",2,0.3185616,12.5892541179417,"WT"
30,1870,"107",2,0.3185616,12.5892541179417,"WT"
40,413,"107",2,0.3185616,12.5892541179417,"WT"
50,73,"107",2,0.3185616,12.5892541179417,"WT"
60,11,"107",2,0.3185616,12.5892541179417,"WT"
0,100000,"108",5,0.3003958,12.5892541179417,"WT"
10,33508,"108",5,0.3003958,12.5892541179417,"WT"
20,6355,"108",5,0.3003958,12.5892541179417,"WT"
30,1279,"108",5,0.3003958,12.5892541179417,"WT"
40,258,"108",5,0.3003958,12.5892541179417,"WT"
50,51,"108",5,0.3003958,12.5892541179417,"WT"
60,7,"108",5,0.3003958,12.5892541179417,"WT"
0,100000,"109",10,0.2956701,12.5892541179417,"WT"
10,28808,"109",10,0.2956701,12.5892541179417,"WT"
20,6180,"109",10,0.2956701,12.5892541179417,"WT"
30,1135,"109",10,0.2956701,12.5892541179417,"WT"
40,241,"109",10,0.2956701,12.5892541179417,"WT"
50,37,"109",10,0.2956701,12.5892541179417,"WT"
60,4,"109",10,0.2956701,12.5892541179417,"WT"
0,100000,"110",20,0.28002,12.5892541179417,"WT"
10,26487,"110",20,0.28002,12.5892541179417,"WT"
20,5825,"110",20,0.28002,12.5892541179417,"WT"
30,1048,"110",20,0.28002,12.5892541179417,"WT"
40,227,"110",20,0.28002,12.5892541179417,"WT"
50,43,"110",20,0.28002,12.5892541179417,"WT"
60,3,"110",20,0.28002,12.5892541179417,"WT"
0,100000,"111",1,0.349697,15.8489319246111,"WT"
10,39876,"111",1,0.349697,15.8489319246111,"WT"
20,6855,"111",1,0.349697,15.8489319246111,"WT"
30,1600,"111",1,0.349697,15.8489319246111,"WT"
40,332,"111",1,0.349697,15.8489319246111,"WT"
50,72,"111",1,0.349697,15.8489319246111,"WT"
60,9,"111",1,0.349697,15.8489319246111,"WT"
0,100000,"112",2,0.3185616,15.8489319246111,"WT"
10,35840,"112",2,0.3185616,15.8489319246111,"WT"
20,6520,"112",2,0.3185616,15.8489319246111,"WT"
30,1479,"112",2,0.3185616,15.8489319246111,"WT"
40,320,"112",2,0.3185616,15.8489319246111,"WT"
50,50,"112",2,0.3185616,15.8489319246111,"WT"
60,13,"112",2,0.3185616,15.8489319246111,"WT"
0,100000,"113",5,0.3003958,15.8489319246111,"WT"
10,28386,"113",5,0.3003958,15.8489319246111,"WT"
20,5975,"113",5,0.3003958,15.8489319246111,"WT"
30,1165,"113",5,0.3003958,15.8489319246111,"WT"
40,246,"113",5,0.3003958,15.8489319246111,"WT"
50,42,"113",5,0.3003958,15.8489319246111,"WT"
60,4,"113",5,0.3003958,15.8489319246111,"WT"
0,100000,"114",10,0.2956701,15.8489319246111,"WT"
10,25325,"114",10,0.2956701,15.8489319246111,"WT"
20,5723,"114",10,0.2956701,15.8489319246111,"WT"
30,972,"114",10,0.2956701,15.8489319246111,"WT"
40,212,"114",10,0.2956701,15.8489319246111,"WT"
50,30,"114",10,0.2956701,15.8489319246111,"WT"
60,2,"114",10,0.2956701,15.8489319246111,"WT"
0,100000,"115",20,0.28002,15.8489319246111,"WT"
10,23854,"115",20,0.28002,15.8489319246111,"WT"
20,5442,"115",20,0.28002,15.8489319246111,"WT"
30,920,"115",20,0.28002,15.8489319246111,"WT"
40,188,"115",20,0.28002,15.8489319246111,"WT"
50,29,"115",20,0.28002,15.8489319246111,"WT"
60,4,"115",20,0.28002,15.8489319246111,"WT"
0,100000,"116",1,0.349697,19.9526231496888,"WT"
10,32874,"116",1,0.349697,19.9526231496888,"WT"
20,6345,"116",1,0.349697,19.9526231496888,"WT"
30,1413,"116",1,0.349697,19.9526231496888,"WT"
40,282,"116",1,0.349697,19.9526231496888,"WT"
50,61,"116",1,0.349697,19.9526231496888,"WT"
60,9,"116",1,0.349697,19.9526231496888,"WT"
0,100000,"117",2,0.3185616,19.9526231496888,"WT"
10,29901,"117",2,0.3185616,19.9526231496888,"WT"
20,6138,"117",2,0.3185616,19.9526231496888,"WT"
30,1176,"117",2,0.3185616,19.9526231496888,"WT"
40,253,"117",2,0.3185616,19.9526231496888,"WT"
50,43,"117",2,0.3185616,19.9526231496888,"WT"
60,7,"117",2,0.3185616,19.9526231496888,"WT"
0,100000,"118",5,0.3003958,19.9526231496888,"WT"
10,25179,"118",5,0.3003958,19.9526231496888,"WT"
20,5588,"118",5,0.3003958,19.9526231496888,"WT"
30,1000,"118",5,0.3003958,19.9526231496888,"WT"
40,219,"118",5,0.3003958,19.9526231496888,"WT"
50,25,"118",5,0.3003958,19.9526231496888,"WT"
60,7,"118",5,0.3003958,19.9526231496888,"WT"
0,100000,"119",10,0.2956701,19.9526231496888,"WT"
10,23078,"119",10,0.2956701,19.9526231496888,"WT"
20,5269,"119",10,0.2956701,19.9526231496888,"WT"
30,873,"119",10,0.2956701,19.9526231496888,"WT"
40,191,"119",10,0.2956701,19.9526231496888,"WT"
50,25,"119",10,0.2956701,19.9526231496888,"WT"
60,5,"119",10,0.2956701,19.9526231496888,"WT"
0,100000,"120",20,0.28002,19.9526231496888,"WT"
10,21976,"120",20,0.28002,19.9526231496888,"WT"
20,5118,"120",20,0.28002,19.9526231496888,"WT"
30,799,"120",20,0.28002,19.9526231496888,"WT"
40,184,"120",20,0.28002,19.9526231496888,"WT"
50,40,"120",20,0.28002,19.9526231496888,"WT"
60,5,"120",20,0.28002,19.9526231496888,"WT"
0,100000,"121",1,0.349697,25.1188643150958,"WT"
10,28171,"121",1,0.349697,25.1188643150958,"WT"
20,5852,"121",1,0.349697,25.1188643150958,"WT"
30,1117,"121",1,0.349697,25.1188643150958,"WT"
40,215,"121",1,0.349697,25.1188643150958,"WT"
50,33,"121",1,0.349697,25.1188643150958,"WT"
60,7,"121",1,0.349697,25.1188643150958,"WT"
0,100000,"122",2,0.3185616,25.1188643150958,"WT"
10,26317,"122",2,0.3185616,25.1188643150958,"WT"
20,5720,"122",2,0.3185616,25.1188643150958,"WT"
30,1039,"122",2,0.3185616,25.1188643150958,"WT"
40,224,"122",2,0.3185616,25.1188643150958,"WT"
50,42,"122",2,0.3185616,25.1188643150958,"WT"
60,10,"122",2,0.3185616,25.1188643150958,"WT"
0,100000,"123",5,0.3003958,25.1188643150958,"WT"
10,22821,"123",5,0.3003958,25.1188643150958,"WT"
20,5319,"123",5,0.3003958,25.1188643150958,"WT"
30,897,"123",5,0.3003958,25.1188643150958,"WT"
40,185,"123",5,0.3003958,25.1188643150958,"WT"
50,31,"123",5,0.3003958,25.1188643150958,"WT"
60,2,"123",5,0.3003958,25.1188643150958,"WT"
0,100000,"124",10,0.2956701,25.1188643150958,"WT"
10,21310,"124",10,0.2956701,25.1188643150958,"WT"
20,5080,"124",10,0.2956701,25.1188643150958,"WT"
30,817,"124",10,0.2956701,25.1188643150958,"WT"
40,154,"124",10,0.2956701,25.1188643150958,"WT"
50,30,"124",10,0.2956701,25.1188643150958,"WT"
60,8,"124",10,0.2956701,25.1188643150958,"WT"
0,100000,"125",20,0.28002,25.1188643150958,"WT"
10,20653,"125",20,0.28002,25.1188643150958,"WT"
20,4911,"125",20,0.28002,25.1188643150958,"WT"
30,823,"125",20,0.28002,25.1188643150958,"WT"
40,175,"125",20,0.28002,25.1188643150958,"WT"
50,26,"125",20,0.28002,25.1188643150958,"WT"
60,2,"125",20,0.28002,25.1188643150958,"WT"
0,100000,"126",1,0.349697,31.6227766016838,"WT"
10,25128,"126",1,0.349697,31.6227766016838,"WT"
20,5538,"126",1,0.349697,31.6227766016838,"WT"
30,978,"126",1,0.349697,31.6227766016838,"WT"
40,189,"126",1,0.349697,31.6227766016838,"WT"
50,37,"126",1,0.349697,31.6227766016838,"WT"
60,4,"126",1,0.349697,31.6227766016838,"WT"
0,100000,"127",2,0.3185616,31.6227766016838,"WT"
10,23826,"127",2,0.3185616,31.6227766016838,"WT"
20,5489,"127",2,0.3185616,31.6227766016838,"WT"
30,878,"127",2,0.3185616,31.6227766016838,"WT"
40,186,"127",2,0.3185616,31.6227766016838,"WT"
50,28,"127",2,0.3185616,31.6227766016838,"WT"
60,5,"127",2,0.3185616,31.6227766016838,"WT"
0,100000,"128",5,0.3003958,31.6227766016838,"WT"
10,21197,"128",5,0.3003958,31.6227766016838,"WT"
20,4811,"128",5,0.3003958,31.6227766016838,"WT"
30,789,"128",5,0.3003958,31.6227766016838,"WT"
40,175,"128",5,0.3003958,31.6227766016838,"WT"
50,34,"128",5,0.3003958,31.6227766016838,"WT"
60,3,"128",5,0.3003958,31.6227766016838,"WT"
0,100000,"129",10,0.2956701,31.6227766016838,"WT"
10,20281,"129",10,0.2956701,31.6227766016838,"WT"
20,4916,"129",10,0.2956701,31.6227766016838,"WT"
30,760,"129",10,0.2956701,31.6227766016838,"WT"
40,151,"129",10,0.2956701,31.6227766016838,"WT"
50,26,"129",10,0.2956701,31.6227766016838,"WT"
60,5,"129",10,0.2956701,31.6227766016838,"WT"
0,100000,"130",20,0.28002,31.6227766016838,"WT"
10,19617,"130",20,0.28002,31.6227766016838,"WT"
20,4773,"130",20,0.28002,31.6227766016838,"WT"
30,736,"130",20,0.28002,31.6227766016838,"WT"
40,145,"130",20,0.28002,31.6227766016838,"WT"
50,24,"130",20,0.28002,31.6227766016838,"WT"
60,4,"130",20,0.28002,31.6227766016838,"WT"
0,100000,"131",1,0.349697,39.8107170553497,"WT"
10,22737,"131",1,0.349697,39.8107170553497,"WT"
20,5290,"131",1,0.349697,39.8107170553497,"WT"
30,906,"131",1,0.349697,39.8107170553497,"WT"
40,205,"131",1,0.349697,39.8107170553497,"WT"
50,32,"131",1,0.349697,39.8107170553497,"WT"
60,2,"131",1,0.349697,39.8107170553497,"WT"
0,100000,"132",2,0.3185616,39.8107170553497,"WT"
10,21744,"132",2,0.3185616,39.8107170553497,"WT"
20,5074,"132",2,0.3185616,39.8107170553497,"WT"
30,871,"132",2,0.3185616,39.8107170553497,"WT"
40,168,"132",2,0.3185616,39.8107170553497,"WT"
50,27,"132",2,0.3185616,39.8107170553497,"WT"
60,5,"132",2,0.3185616,39.8107170553497,"WT"
0,100000,"133",5,0.3003958,39.8107170553497,"WT"
10,19968,"133",5,0.3003958,39.8107170553497,"WT"
20,4863,"133",5,0.3003958,39.8107170553497,"WT"
30,769,"133",5,0.3003958,39.8107170553497,"WT"
40,159,"133",5,0.3003958,39.8107170553497,"WT"
50,31,"133",5,0.3003958,39.8107170553497,"WT"
60,4,"133",5,0.3003958,39.8107170553497,"WT"
0,100000,"134",10,0.2956701,39.8107170553497,"WT"
10,19293,"134",10,0.2956701,39.8107170553497,"WT"
20,4612,"134",10,0.2956701,39.8107170553497,"WT"
30,685,"134",10,0.2956701,39.8107170553497,"WT"
40,125,"134",10,0.2956701,39.8107170553497,"WT"
50,24,"134",10,0.2956701,39.8107170553497,"WT"
60,2,"134",10,0.2956701,39.8107170553497,"WT"
0,100000,"135",20,0.28002,39.8107170553497,"WT"
10,18968,"135",20,0.28002,39.8107170553497,"WT"
20,4693,"135",20,0.28002,39.8107170553497,"WT"
30,716,"135",20,0.28002,39.8107170553497,"WT"
40,140,"135",20,0.28002,39.8107170553497,"WT"
50,29,"135",20,0.28002,39.8107170553497,"WT"
60,5,"135",20,0.28002,39.8107170553497,"WT"
0,100000,"136",1,0.349697,50.1187233627273,"WT"
10,21372,"136",1,0.349697,50.1187233627273,"WT"
20,5069,"136",1,0.349697,50.1187233627273,"WT"
30,813,"136",1,0.349697,50.1187233627273,"WT"
40,172,"136",1,0.349697,50.1187233627273,"WT"
50,24,"136",1,0.349697,50.1187233627273,"WT"
60,3,"136",1,0.349697,50.1187233627273,"WT"
0,100000,"137",2,0.3185616,50.1187233627273,"WT"
10,20274,"137",2,0.3185616,50.1187233627273,"WT"
20,4860,"137",2,0.3185616,50.1187233627273,"WT"
30,743,"137",2,0.3185616,50.1187233627273,"WT"
40,143,"137",2,0.3185616,50.1187233627273,"WT"
50,25,"137",2,0.3185616,50.1187233627273,"WT"
60,3,"137",2,0.3185616,50.1187233627273,"WT"
0,100000,"138",5,0.3003958,50.1187233627273,"WT"
10,19017,"138",5,0.3003958,50.1187233627273,"WT"
20,4590,"138",5,0.3003958,50.1187233627273,"WT"
30,703,"138",5,0.3003958,50.1187233627273,"WT"
40,168,"138",5,0.3003958,50.1187233627273,"WT"
50,35,"138",5,0.3003958,50.1187233627273,"WT"
60,5,"138",5,0.3003958,50.1187233627273,"WT"
0,100000,"139",10,0.2956701,50.1187233627273,"WT"
10,18480,"139",10,0.2956701,50.1187233627273,"WT"
20,4523,"139",10,0.2956701,50.1187233627273,"WT"
30,715,"139",10,0.2956701,50.1187233627273,"WT"
40,137,"139",10,0.2956701,50.1187233627273,"WT"
50,14,"139",10,0.2956701,50.1187233627273,"WT"
60,3,"139",10,0.2956701,50.1187233627273,"WT"
0,100000,"140",20,0.28002,50.1187233627273,"WT"
10,18240,"140",20,0.28002,50.1187233627273,"WT"
20,4394,"140",20,0.28002,50.1187233627273,"WT"
30,689,"140",20,0.28002,50.1187233627273,"WT"
40,140,"140",20,0.28002,50.1187233627273,"WT"
50,33,"140",20,0.28002,50.1187233627273,"WT"
60,7,"140",20,0.28002,50.1187233627273,"WT"
0,100000,"141",1,0.349697,63.0957344480194,"WT"
10,20020,"141",1,0.349697,63.0957344480194,"WT"
20,4793,"141",1,0.349697,63.0957344480194,"WT"
30,749,"141",1,0.349697,63.0957344480194,"WT"
40,150,"141",1,0.349697,63.0957344480194,"WT"
50,28,"141",1,0.349697,63.0957344480194,"WT"
60,5,"141",1,0.349697,63.0957344480194,"WT"
0,100000,"142",2,0.3185616,63.0957344480194,"WT"
10,19586,"142",2,0.3185616,63.0957344480194,"WT"
20,4688,"142",2,0.3185616,63.0957344480194,"WT"
30,768,"142",2,0.3185616,63.0957344480194,"WT"
40,171,"142",2,0.3185616,63.0957344480194,"WT"
50,34,"142",2,0.3185616,63.0957344480194,"WT"
60,5,"142",2,0.3185616,63.0957344480194,"WT"
0,100000,"143",5,0.3003958,63.0957344480194,"WT"
