"sample.time","num.cells","parameter.index","kappa","MIC.fraction","drug.outsideConcentration.MULT","cell.type"
40,129965,"33",1e-06,0.9332099,0.630957344480193,"WT"
50,225788,"33",1e-06,0.9332099,0.630957344480193,"WT"
60,198710,"33",1e-06,0.9332099,0.630957344480193,"WT"
0,100000,"34",1,0.9323611,0.630957344480193,"WT"
10,95921,"34",1,0.9323611,0.630957344480193,"WT"
20,86433,"34",1,0.9323611,0.630957344480193,"WT"
30,150535,"34",1,0.9323611,0.630957344480193,"WT"
40,132796,"34",1,0.9323611,0.630957344480193,"WT"
50,231219,"34",1,0.9323611,0.630957344480193,"WT"
60,205114,"34",1,0.9323611,0.630957344480193,"WT"
0,100000,"35",2,0.9311702,0.630957344480193,"WT"
10,96663,"35",2,0.9311702,0.630957344480193,"WT"
20,87530,"35",2,0.9311702,0.630957344480193,"WT"
30,153268,"35",2,0.9311702,0.630957344480193,"WT"
40,135749,"35",2,0.9311702,0.630957344480193,"WT"
50,237573,"35",2,0.9311702,0.630957344480193,"WT"
60,211448,"35",2,0.9311702,0.630957344480193,"WT"
0,100000,"36",3,0.9290991,0.630957344480193,"WT"
10,97149,"36",3,0.9290991,0.630957344480193,"WT"
20,88313,"36",3,0.9290991,0.630957344480193,"WT"
30,155071,"36",3,0.9290991,0.630957344480193,"WT"
40,137790,"36",3,0.9290991,0.630957344480193,"WT"
50,241693,"36",3,0.9290991,0.630957344480193,"WT"
60,215848,"36",3,0.9290991,0.630957344480193,"WT"
0,100000,"37",1e-06,0.9332099,0.794328234724281,"WT"
10,93813,"37",1e-06,0.9332099,0.794328234724281,"WT"
20,81046,"37",1e-06,0.9332099,0.794328234724281,"WT"
30,136450,"37",1e-06,0.9332099,0.794328234724281,"WT"
40,116509,"37",1e-06,0.9332099,0.794328234724281,"WT"
50,196186,"37",1e-06,0.9332099,0.794328234724281,"WT"
60,167948,"37",1e-06,0.9332099,0.794328234724281,"WT"
0,100000,"38",1,0.9323611,0.794328234724281,"WT"
10,94457,"38",1,0.9323611,0.794328234724281,"WT"
20,82053,"38",1,0.9323611,0.794328234724281,"WT"
30,138613,"38",1,0.9323611,0.794328234724281,"WT"
40,118578,"38",1,0.9323611,0.794328234724281,"WT"
50,200257,"38",1,0.9323611,0.794328234724281,"WT"
60,171993,"38",1,0.9323611,0.794328234724281,"WT"
0,100000,"39",2,0.9311702,0.794328234724281,"WT"
10,95036,"39",2,0.9311702,0.794328234724281,"WT"
20,82811,"39",2,0.9311702,0.794328234724281,"WT"
30,140021,"39",2,0.9311702,0.794328234724281,"WT"
40,119904,"39",2,0.9311702,0.794328234724281,"WT"
50,202796,"39",2,0.9311702,0.794328234724281,"WT"
60,174868,"39",2,0.9311702,0.794328234724281,"WT"
0,100000,"40",3,0.9290991,0.794328234724281,"WT"
10,95521,"40",3,0.9290991,0.794328234724281,"WT"
20,83208,"40",3,0.9290991,0.794328234724281,"WT"
30,140991,"40",3,0.9290991,0.794328234724281,"WT"
40,120975,"40",3,0.9290991,0.794328234724281,"WT"
50,204730,"40",3,0.9290991,0.794328234724281,"WT"
60,176853,"40",3,0.9290991,0.794328234724281,"WT"
0,100000,"41",1e-06,0.9332099,1,"WT"
10,91599,"41",1e-06,0.9332099,1,"WT"
20,76205,"41",1e-06,0.9332099,1,"WT"
30,123597,"41",1e-06,0.9332099,1,"WT"
40,101707,"41",1e-06,0.9332099,1,"WT"
50,164917,"41",1e-06,0.9332099,1,"WT"
60,136201,"41",1e-06,0.9332099,1,"WT"
0,100000,"42",1,0.9323611,1,"WT"
10,92351,"42",1,0.9323611,1,"WT"
20,76723,"42",1,0.9323611,1,"WT"
30,124628,"42",1,0.9323611,1,"WT"
40,102779,"42",1,0.9323611,1,"WT"
50,166520,"42",1,0.9323611,1,"WT"
60,138010,"42",1,0.9323611,1,"WT"
0,100000,"43",2,0.9311702,1,"WT"
10,92737,"43",2,0.9311702,1,"WT"
20,77026,"43",2,0.9311702,1,"WT"
30,125260,"43",2,0.9311702,1,"WT"
40,103364,"43",2,0.9311702,1,"WT"
50,167766,"43",2,0.9311702,1,"WT"
60,139280,"43",2,0.9311702,1,"WT"
0,100000,"44",3,0.9290991,1,"WT"
10,93193,"44",3,0.9290991,1,"WT"
20,77466,"44",3,0.9290991,1,"WT"
30,126201,"44",3,0.9290991,1,"WT"
40,103874,"44",3,0.9290991,1,"WT"
50,167877,"44",3,0.9290991,1,"WT"
60,138805,"44",3,0.9290991,1,"WT"
0,100000,"45",1e-06,0.9332099,1.25892541179417,"WT"
10,89093,"45",1e-06,0.9332099,1.25892541179417,"WT"
20,70053,"45",1e-06,0.9332099,1.25892541179417,"WT"
30,109192,"45",1e-06,0.9332099,1.25892541179417,"WT"
40,85904,"45",1e-06,0.9332099,1.25892541179417,"WT"
50,132673,"45",1e-06,0.9332099,1.25892541179417,"WT"
60,104927,"45",1e-06,0.9332099,1.25892541179417,"WT"
0,100000,"46",1,0.9323611,1.25892541179417,"WT"
10,89649,"46",1,0.9323611,1.25892541179417,"WT"
20,70665,"46",1,0.9323611,1.25892541179417,"WT"
30,109817,"46",1,0.9323611,1.25892541179417,"WT"
40,86217,"46",1,0.9323611,1.25892541179417,"WT"
50,133389,"46",1,0.9323611,1.25892541179417,"WT"
60,105497,"46",1,0.9323611,1.25892541179417,"WT"
0,100000,"47",2,0.9311702,1.25892541179417,"WT"
10,89786,"47",2,0.9311702,1.25892541179417,"WT"
20,70651,"47",2,0.9311702,1.25892541179417,"WT"
30,109967,"47",2,0.9311702,1.25892541179417,"WT"
40,86260,"47",2,0.9311702,1.25892541179417,"WT"
50,132906,"47",2,0.9311702,1.25892541179417,"WT"
60,104938,"47",2,0.9311702,1.25892541179417,"WT"
0,100000,"48",3,0.9290991,1.25892541179417,"WT"
10,90013,"48",3,0.9290991,1.25892541179417,"WT"
20,70397,"48",3,0.9290991,1.25892541179417,"WT"
30,108655,"48",3,0.9290991,1.25892541179417,"WT"
40,84913,"48",3,0.9290991,1.25892541179417,"WT"
50,129983,"48",3,0.9290991,1.25892541179417,"WT"
60,102252,"48",3,0.9290991,1.25892541179417,"WT"
0,100000,"49",1e-06,0.9332099,1.58489319246111,"WT"
10,85111,"49",1e-06,0.9332099,1.58489319246111,"WT"
20,63381,"49",1e-06,0.9332099,1.58489319246111,"WT"
30,93655,"49",1e-06,0.9332099,1.58489319246111,"WT"
40,69743,"49",1e-06,0.9332099,1.58489319246111,"WT"
50,102806,"49",1e-06,0.9332099,1.58489319246111,"WT"
60,77495,"49",1e-06,0.9332099,1.58489319246111,"WT"
0,100000,"50",1,0.9323611,1.58489319246111,"WT"
10,85402,"50",1,0.9323611,1.58489319246111,"WT"
20,63425,"50",1,0.9323611,1.58489319246111,"WT"
30,93373,"50",1,0.9323611,1.58489319246111,"WT"
40,69144,"50",1,0.9323611,1.58489319246111,"WT"
50,101439,"50",1,0.9323611,1.58489319246111,"WT"
60,76062,"50",1,0.9323611,1.58489319246111,"WT"
0,100000,"51",2,0.9311702,1.58489319246111,"WT"
10,85508,"51",2,0.9311702,1.58489319246111,"WT"
20,63003,"51",2,0.9311702,1.58489319246111,"WT"
30,92266,"51",2,0.9311702,1.58489319246111,"WT"
40,68211,"51",2,0.9311702,1.58489319246111,"WT"
50,99372,"51",2,0.9311702,1.58489319246111,"WT"
60,74141,"51",2,0.9311702,1.58489319246111,"WT"
0,100000,"52",3,0.9290991,1.58489319246111,"WT"
10,85650,"52",3,0.9290991,1.58489319246111,"WT"
20,62872,"52",3,0.9290991,1.58489319246111,"WT"
30,91592,"52",3,0.9290991,1.58489319246111,"WT"
40,67061,"52",3,0.9290991,1.58489319246111,"WT"
50,96913,"52",3,0.9290991,1.58489319246111,"WT"
60,71672,"52",3,0.9290991,1.58489319246111,"WT"
0,100000,"53",1e-06,0.9332099,1.99526231496888,"WT"
10,80742,"53",1e-06,0.9332099,1.99526231496888,"WT"
20,56188,"53",1e-06,0.9332099,1.99526231496888,"WT"
30,77963,"53",1e-06,0.9332099,1.99526231496888,"WT"
40,54334,"53",1e-06,0.9332099,1.99526231496888,"WT"
50,75123,"53",1e-06,0.9332099,1.99526231496888,"WT"
60,52959,"53",1e-06,0.9332099,1.99526231496888,"WT"
0,100000,"54",1,0.9323611,1.99526231496888,"WT"
10,80700,"54",1,0.9323611,1.99526231496888,"WT"
20,55729,"54",1,0.9323611,1.99526231496888,"WT"
30,77139,"54",1,0.9323611,1.99526231496888,"WT"
40,53475,"54",1,0.9323611,1.99526231496888,"WT"
50,73754,"54",1,0.9323611,1.99526231496888,"WT"
60,51600,"54",1,0.9323611,1.99526231496888,"WT"
0,100000,"55",2,0.9311702,1.99526231496888,"WT"
10,80512,"55",2,0.9311702,1.99526231496888,"WT"
20,55418,"55",2,0.9311702,1.99526231496888,"WT"
30,76167,"55",2,0.9311702,1.99526231496888,"WT"
40,52224,"55",2,0.9311702,1.99526231496888,"WT"
50,70883,"55",2,0.9311702,1.99526231496888,"WT"
60,49332,"55",2,0.9311702,1.99526231496888,"WT"
0,100000,"56",3,0.9290991,1.99526231496888,"WT"
10,80475,"56",3,0.9290991,1.99526231496888,"WT"
20,54646,"56",3,0.9290991,1.99526231496888,"WT"
30,74421,"56",3,0.9290991,1.99526231496888,"WT"
40,50368,"56",3,0.9290991,1.99526231496888,"WT"
50,67547,"56",3,0.9290991,1.99526231496888,"WT"
60,46421,"56",3,0.9290991,1.99526231496888,"WT"
0,100000,"57",1e-06,0.9332099,2.51188643150958,"WT"
10,75560,"57",1e-06,0.9332099,2.51188643150958,"WT"
20,48571,"57",1e-06,0.9332099,2.51188643150958,"WT"
30,62602,"57",1e-06,0.9332099,2.51188643150958,"WT"
40,40194,"57",1e-06,0.9332099,2.51188643150958,"WT"
50,51579,"57",1e-06,0.9332099,2.51188643150958,"WT"
60,33863,"57",1e-06,0.9332099,2.51188643150958,"WT"
0,100000,"58",1,0.9323611,2.51188643150958,"WT"
10,75552,"58",1,0.9323611,2.51188643150958,"WT"
20,48194,"58",1,0.9323611,2.51188643150958,"WT"
30,61747,"58",1,0.9323611,2.51188643150958,"WT"
40,39711,"58",1,0.9323611,2.51188643150958,"WT"
50,50333,"58",1,0.9323611,2.51188643150958,"WT"
60,32553,"58",1,0.9323611,2.51188643150958,"WT"
0,100000,"59",2,0.9311702,2.51188643150958,"WT"
10,75056,"59",2,0.9311702,2.51188643150958,"WT"
20,47365,"59",2,0.9311702,2.51188643150958,"WT"
30,60142,"59",2,0.9311702,2.51188643150958,"WT"
40,38045,"59",2,0.9311702,2.51188643150958,"WT"
50,48096,"59",2,0.9311702,2.51188643150958,"WT"
60,31032,"59",2,0.9311702,2.51188643150958,"WT"
0,100000,"60",3,0.9290991,2.51188643150958,"WT"
10,74587,"60",3,0.9290991,2.51188643150958,"WT"
20,46145,"60",3,0.9290991,2.51188643150958,"WT"
30,57549,"60",3,0.9290991,2.51188643150958,"WT"
40,35643,"60",3,0.9290991,2.51188643150958,"WT"
50,44402,"60",3,0.9290991,2.51188643150958,"WT"
60,28140,"60",3,0.9290991,2.51188643150958,"WT"
0,100000,"61",1e-06,0.9332099,3.16227766016838,"WT"
10,69782,"61",1e-06,0.9332099,3.16227766016838,"WT"
20,41141,"61",1e-06,0.9332099,3.16227766016838,"WT"
30,49039,"61",1e-06,0.9332099,3.16227766016838,"WT"
40,28974,"61",1e-06,0.9332099,3.16227766016838,"WT"
50,34308,"61",1e-06,0.9332099,3.16227766016838,"WT"
60,20632,"61",1e-06,0.9332099,3.16227766016838,"WT"
0,100000,"62",1,0.9323611,3.16227766016838,"WT"
10,69708,"62",1,0.9323611,3.16227766016838,"WT"
20,40790,"62",1,0.9323611,3.16227766016838,"WT"
30,48045,"62",1,0.9323611,3.16227766016838,"WT"
40,27882,"62",1,0.9323611,3.16227766016838,"WT"
50,32632,"62",1,0.9323611,3.16227766016838,"WT"
60,19273,"62",1,0.9323611,3.16227766016838,"WT"
0,100000,"63",2,0.9311702,3.16227766016838,"WT"
10,69233,"63",2,0.9311702,3.16227766016838,"WT"
20,39624,"63",2,0.9311702,3.16227766016838,"WT"
30,46457,"63",2,0.9311702,3.16227766016838,"WT"
40,26904,"63",2,0.9311702,3.16227766016838,"WT"
50,31094,"63",2,0.9311702,3.16227766016838,"WT"
60,18278,"63",2,0.9311702,3.16227766016838,"WT"
0,100000,"64",3,0.9290991,3.16227766016838,"WT"
10,68293,"64",3,0.9290991,3.16227766016838,"WT"
20,38553,"64",3,0.9290991,3.16227766016838,"WT"
30,44050,"64",3,0.9290991,3.16227766016838,"WT"
40,24906,"64",3,0.9290991,3.16227766016838,"WT"
50,28174,"64",3,0.9290991,3.16227766016838,"WT"
60,15982,"64",3,0.9290991,3.16227766016838,"WT"
0,100000,"65",1e-06,0.9332099,3.98107170553497,"WT"
10,64039,"65",1e-06,0.9332099,3.98107170553497,"WT"
20,34057,"65",1e-06,0.9332099,3.98107170553497,"WT"
30,37084,"65",1e-06,0.9332099,3.98107170553497,"WT"
40,19927,"65",1e-06,0.9332099,3.98107170553497,"WT"
50,21420,"65",1e-06,0.9332099,3.98107170553497,"WT"
60,11684,"65",1e-06,0.9332099,3.98107170553497,"WT"
0,100000,"66",1,0.9323611,3.98107170553497,"WT"
10,63547,"66",1,0.9323611,3.98107170553497,"WT"
20,33536,"66",1,0.9323611,3.98107170553497,"WT"
30,36019,"66",1,0.9323611,3.98107170553497,"WT"
40,19133,"66",1,0.9323611,3.98107170553497,"WT"
50,20374,"66",1,0.9323611,3.98107170553497,"WT"
60,10925,"66",1,0.9323611,3.98107170553497,"WT"
0,100000,"67",2,0.9311702,3.98107170553497,"WT"
10,62583,"67",2,0.9311702,3.98107170553497,"WT"
20,32469,"67",2,0.9311702,3.98107170553497,"WT"
30,34072,"67",2,0.9311702,3.98107170553497,"WT"
40,17696,"67",2,0.9311702,3.98107170553497,"WT"
50,18646,"67",2,0.9311702,3.98107170553497,"WT"
60,9889,"67",2,0.9311702,3.98107170553497,"WT"
0,100000,"68",3,0.9290991,3.98107170553497,"WT"
10,61683,"68",3,0.9290991,3.98107170553497,"WT"
20,31345,"68",3,0.9290991,3.98107170553497,"WT"
30,32354,"68",3,0.9290991,3.98107170553497,"WT"
