"sim.label","sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT"
1,0,1000,1,200,1.77827941003892
1,10,990,1,200,1.77827941003892
1,20,901,1,200,1.77827941003892
1,30,1489,1,200,1.77827941003892
1,40,1213,1,200,1.77827941003892
1,50,1815,1,200,1.77827941003892
1,60,1512,1,200,1.77827941003892
1,70,1640,1,200,1.77827941003892
1,80,2147,1,200,1.77827941003892
1,90,1959,1,200,1.77827941003892
1,100,3408,1,200,1.77827941003892
1,110,3104,1,200,1.77827941003892
1,120,4866,1,200,1.77827941003892
1,130,5046,1,200,1.77827941003892
1,140,5631,1,200,1.77827941003892
1,150,7966,1,200,1.77827941003892
1,160,7356,1,200,1.77827941003892
1,170,11896,1,200,1.77827941003892
1,180,10847,1,200,1.77827941003892
1,190,14778,1,200,1.77827941003892
1,200,16405,1,200,1.77827941003892
1,210,17259,1,200,1.77827941003892
1,220,24733,1,200,1.77827941003892
1,230,22823,1,200,1.77827941003892
1,240,35101,1,200,1.77827941003892
1,250,34367,1,200,1.77827941003892
1,260,44153,1,200,1.77827941003892
1,270,53281,1,200,1.77827941003892
1,280,55087,1,200,1.77827941003892
1,290,80576,1,200,1.77827941003892
1,300,76864,1,200,1.77827941003892
2,0,1000,1,200,1.77827941003892
2,10,989,1,200,1.77827941003892
2,20,895,1,200,1.77827941003892
2,30,1488,1,200,1.77827941003892
2,40,1171,1,200,1.77827941003892
2,50,1761,1,200,1.77827941003892
2,60,1453,1,200,1.77827941003892
2,70,1588,1,200,1.77827941003892
2,80,2085,1,200,1.77827941003892
2,90,1915,1,200,1.77827941003892
2,100,3357,1,200,1.77827941003892
2,110,3102,1,200,1.77827941003892
2,120,4877,1,200,1.77827941003892
2,130,5085,1,200,1.77827941003892
2,140,5661,1,200,1.77827941003892
2,150,8227,1,200,1.77827941003892
2,160,7633,1,200,1.77827941003892
2,170,12641,1,200,1.77827941003892
2,180,11723,1,200,1.77827941003892
2,190,16075,1,200,1.77827941003892
2,200,18259,1,200,1.77827941003892
2,210,18842,1,200,1.77827941003892
2,220,27860,1,200,1.77827941003892
2,230,25554,1,200,1.77827941003892
2,240,39173,1,200,1.77827941003892
2,250,38844,1,200,1.77827941003892
2,260,48542,1,200,1.77827941003892
2,270,60070,1,200,1.77827941003892
2,280,60462,1,200,1.77827941003892
2,290,89742,1,200,1.77827941003892
2,300,84887,1,200,1.77827941003892
3,0,1000,1,200,1.77827941003892
3,10,982,1,200,1.77827941003892
